"lncRNA_id" "lncRNA_coord"
"73" "lncRNA_75" "Porites_evermani_scaffold_1:486174-486892"
"74" "lncRNA_76" "Porites_evermani_scaffold_1:492252-504354"
"75" "lncRNA_77" "Porites_evermani_scaffold_1:492364-504354"
"76" "lncRNA_78" "Porites_evermani_scaffold_1:492611-523702"
"77" "lncRNA_79" "Porites_evermani_scaffold_1:505388-523702"
"78" "lncRNA_80" "Porites_evermani_scaffold_1:525254-534693"
"79" "lncRNA_81" "Porites_evermani_scaffold_1:529278-534693"
"80" "lncRNA_82" "Porites_evermani_scaffold_1:554421-571855"
"81" "lncRNA_83" "Porites_evermani_scaffold_1:595094-597300"
"82" "lncRNA_84" "Porites_evermani_scaffold_1:665095-669160"
"83" "lncRNA_85" "Porites_evermani_scaffold_1:665139-669160"
"84" "lncRNA_86" "Porites_evermani_scaffold_1:679763-680210"
"85" "lncRNA_87" "Porites_evermani_scaffold_1:700640-711574"
"86" "lncRNA_88" "Porites_evermani_scaffold_1:716352-717549"
"87" "lncRNA_89" "Porites_evermani_scaffold_1:725768-737893"
"88" "lncRNA_90" "Porites_evermani_scaffold_1:728828-739438"
"89" "lncRNA_91" "Porites_evermani_scaffold_1:728941-739438"
"90" "lncRNA_93" "Porites_evermani_scaffold_1:818678-819860"
"91" "lncRNA_94" "Porites_evermani_scaffold_1:821302-828044"
"92" "lncRNA_95" "Porites_evermani_scaffold_1:822045-828044"
"93" "lncRNA_96" "Porites_evermani_scaffold_1:829786-835541"
"94" "lncRNA_97" "Porites_evermani_scaffold_1:1023009-1030894"
"95" "lncRNA_98" "Porites_evermani_scaffold_1:1045506-1045824"
"96" "lncRNA_99" "Porites_evermani_scaffold_1:1046286-1048284"
"97" "lncRNA_100" "Porites_evermani_scaffold_1:1055095-1062137"
"98" "lncRNA_101" "Porites_evermani_scaffold_1:1057487-1064479"
"99" "lncRNA_102" "Porites_evermani_scaffold_1:1084867-1089422"
"100" "lncRNA_103" "Porites_evermani_scaffold_1:1207862-1256716"
"101" "lncRNA_104" "Porites_evermani_scaffold_1:1306243-1319585"
"102" "lncRNA_105" "Porites_evermani_scaffold_1:1306795-1319585"
"103" "lncRNA_106" "Porites_evermani_scaffold_1:1306797-1317545"
"104" "lncRNA_107" "Porites_evermani_scaffold_1:1321938-1323128"
"105" "lncRNA_108" "Porites_evermani_scaffold_1:1328832-1329768"
"106" "lncRNA_109" "Porites_evermani_scaffold_1:1370266-1377818"
"107" "lncRNA_110" "Porites_evermani_scaffold_1:1371698-1377818"
"108" "lncRNA_111" "Porites_evermani_scaffold_1:1380412-1417060"
"109" "lncRNA_112" "Porites_evermani_scaffold_1:1380748-1417060"
"110" "lncRNA_113" "Porites_evermani_scaffold_1:1434176-1448182"
"111" "lncRNA_114" "Porites_evermani_scaffold_1:1435394-1450173"
"112" "lncRNA_115" "Porites_evermani_scaffold_1:1574631-1583392"
"113" "lncRNA_116" "Porites_evermani_scaffold_1:1632711-1640507"
"114" "lncRNA_118" "Porites_evermani_scaffold_1:1632718-1640507"
"115" "lncRNA_120" "Porites_evermani_scaffold_1:1632745-1639775"
"116" "lncRNA_121" "Porites_evermani_scaffold_1:1633048-1640507"
"117" "lncRNA_122" "Porites_evermani_scaffold_1:1633070-1640507"
"118" "lncRNA_123" "Porites_evermani_scaffold_1:1635368-1639775"
"119" "lncRNA_124" "Porites_evermani_scaffold_1:1639156-1640507"
"120" "lncRNA_125" "Porites_evermani_scaffold_1:1643415-1660056"
"121" "lncRNA_126" "Porites_evermani_scaffold_1:1643468-1660056"
"122" "lncRNA_127" "Porites_evermani_scaffold_1:1671729-1673714"
"123" "lncRNA_128" "Porites_evermani_scaffold_1:1715634-1725219"
"124" "lncRNA_129" "Porites_evermani_scaffold_1:1785757-1786303"
"125" "lncRNA_130" "Porites_evermani_scaffold_1:1786867-1787144"
"126" "lncRNA_131" "Porites_evermani_scaffold_1:1788103-1792423"
"127" "lncRNA_132" "Porites_evermani_scaffold_1:86665-87363"
"128" "lncRNA_133" "Porites_evermani_scaffold_1:208799-209203"
"129" "lncRNA_134" "Porites_evermani_scaffold_1:267810-268477"
"130" "lncRNA_135" "Porites_evermani_scaffold_1:372245-372449"
"131" "lncRNA_136" "Porites_evermani_scaffold_1:663959-664258"
"132" "lncRNA_137" "Porites_evermani_scaffold_1:708835-709158"
"133" "lncRNA_138" "Porites_evermani_scaffold_1:741551-743416"
"134" "lncRNA_139" "Porites_evermani_scaffold_1:797316-799464"
"135" "lncRNA_140" "Porites_evermani_scaffold_1:799726-800144"
"136" "lncRNA_141" "Porites_evermani_scaffold_1:974432-974726"
"137" "lncRNA_142" "Porites_evermani_scaffold_1:1202044-1202328"
"138" "lncRNA_143" "Porites_evermani_scaffold_1:1477781-1478077"
"139" "lncRNA_144" "Porites_evermani_scaffold_1:1483216-1483696"
"140" "lncRNA_145" "Porites_evermani_scaffold_1:1711688-1711964"
"141" "lncRNA_146" "Porites_evermani_scaffold_1:1712480-1712705"
"142" "lncRNA_147" "Porites_evermani_scaffold_1:1758804-1759079"
"143" "lncRNA_148" "Porites_evermani_scaffold_10:161304-188259"
"144" "lncRNA_149" "Porites_evermani_scaffold_10:161353-186747"
"145" "lncRNA_150" "Porites_evermani_scaffold_10:189846-196981"
"146" "lncRNA_152" "Porites_evermani_scaffold_10:190275-198925"
"147" "lncRNA_153" "Porites_evermani_scaffold_10:260427-263111"
"148" "lncRNA_154" "Porites_evermani_scaffold_10:260440-263111"
"149" "lncRNA_155" "Porites_evermani_scaffold_10:264840-270359"
"150" "lncRNA_156" "Porites_evermani_scaffold_10:318856-330698"
"151" "lncRNA_159" "Porites_evermani_scaffold_10:321042-330698"
"152" "lncRNA_160" "Porites_evermani_scaffold_10:561903-567236"
"153" "lncRNA_161" "Porites_evermani_scaffold_10:562194-564790"
"154" "lncRNA_162" "Porites_evermani_scaffold_10:612387-617900"
"155" "lncRNA_163" "Porites_evermani_scaffold_10:695456-696610"
"156" "lncRNA_164" "Porites_evermani_scaffold_10:723779-726426"
"157" "lncRNA_165" "Porites_evermani_scaffold_10:764132-772718"
"158" "lncRNA_166" "Porites_evermani_scaffold_10:780074-781491"
"159" "lncRNA_167" "Porites_evermani_scaffold_10:780105-781896"
"160" "lncRNA_168" "Porites_evermani_scaffold_10:815185-821439"
"161" "lncRNA_169" "Porites_evermani_scaffold_10:822420-823992"
"162" "lncRNA_170" "Porites_evermani_scaffold_10:890033-892111"
"163" "lncRNA_171" "Porites_evermani_scaffold_10:892255-917469"
"164" "lncRNA_172" "Porites_evermani_scaffold_10:892288-914235"
"165" "lncRNA_173" "Porites_evermani_scaffold_10:960783-967260"
"166" "lncRNA_174" "Porites_evermani_scaffold_10:1071612-1085055"
"167" "lncRNA_175" "Porites_evermani_scaffold_10:1071808-1085055"
"168" "lncRNA_176" "Porites_evermani_scaffold_10:1075979-1085055"
"169" "lncRNA_177" "Porites_evermani_scaffold_10:1076113-1085055"
"170" "lncRNA_178" "Porites_evermani_scaffold_10:16485-16833"
"171" "lncRNA_179" "Porites_evermani_scaffold_10:142409-152395"
"172" "lncRNA_180" "Porites_evermani_scaffold_10:220335-220896"
"173" "lncRNA_181" "Porites_evermani_scaffold_10:227006-231898"
"174" "lncRNA_182" "Porites_evermani_scaffold_10:231158-233251"
"175" "lncRNA_183" "Porites_evermani_scaffold_10:231898-250545"
"176" "lncRNA_184" "Porites_evermani_scaffold_10:240017-243709"
"177" "lncRNA_185" "Porites_evermani_scaffold_10:247351-250545"
"178" "lncRNA_186" "Porites_evermani_scaffold_10:237325-239701"
"179" "lncRNA_187" "Porites_evermani_scaffold_10:250755-254859"
"180" "lncRNA_188" "Porites_evermani_scaffold_10:284174-285163"
"181" "lncRNA_189" "Porites_evermani_scaffold_10:305001-313356"
"182" "lncRNA_190" "Porites_evermani_scaffold_10:305012-313356"
"183" "lncRNA_192" "Porites_evermani_scaffold_10:305881-310695"
"184" "lncRNA_193" "Porites_evermani_scaffold_10:330174-339383"
"185" "lncRNA_194" "Porites_evermani_scaffold_10:330174-341560"
"186" "lncRNA_195" "Porites_evermani_scaffold_10:418585-419560"
"187" "lncRNA_196" "Porites_evermani_scaffold_10:419695-423672"
"188" "lncRNA_197" "Porites_evermani_scaffold_10:420534-421949"
"189" "lncRNA_198" "Porites_evermani_scaffold_10:422198-427707"
"190" "lncRNA_199" "Porites_evermani_scaffold_10:464404-465649"
"191" "lncRNA_200" "Porites_evermani_scaffold_10:464566-465649"
"192" "lncRNA_201" "Porites_evermani_scaffold_10:467964-472361"
"193" "lncRNA_202" "Porites_evermani_scaffold_10:499549-499901"
"194" "lncRNA_203" "Porites_evermani_scaffold_10:501902-503955"
"195" "lncRNA_204" "Porites_evermani_scaffold_10:510560-513287"
"196" "lncRNA_205" "Porites_evermani_scaffold_10:517921-520657"
"197" "lncRNA_206" "Porites_evermani_scaffold_10:524809-525785"
"198" "lncRNA_207" "Porites_evermani_scaffold_10:547963-549085"
"199" "lncRNA_208" "Porites_evermani_scaffold_10:572522-573395"
"200" "lncRNA_209" "Porites_evermani_scaffold_10:594440-597371"
"201" "lncRNA_210" "Porites_evermani_scaffold_10:602830-604015"
"202" "lncRNA_211" "Porites_evermani_scaffold_10:605445-607627"
"203" "lncRNA_212" "Porites_evermani_scaffold_10:624449-627164"
"204" "lncRNA_213" "Porites_evermani_scaffold_10:691896-692814"
"205" "lncRNA_214" "Porites_evermani_scaffold_10:755413-755962"
"206" "lncRNA_215" "Porites_evermani_scaffold_10:921935-924406"
"207" "lncRNA_216" "Porites_evermani_scaffold_10:928890-931235"
"208" "lncRNA_217" "Porites_evermani_scaffold_10:1048397-1055014"
"209" "lncRNA_218" "Porites_evermani_scaffold_10:1059959-1060607"
"210" "lncRNA_219" "Porites_evermani_scaffold_10:1112665-1115093"
"211" "lncRNA_220" "Porites_evermani_scaffold_10:1116565-1124222"
"212" "lncRNA_221" "Porites_evermani_scaffold_10:1137018-1155879"
"213" "lncRNA_222" "Porites_evermani_scaffold_10:1137956-1155879"
"214" "lncRNA_223" "Porites_evermani_scaffold_10:1141267-1143700"
"215" "lncRNA_224" "Porites_evermani_scaffold_10:25816-26468"
"216" "lncRNA_225" "Porites_evermani_scaffold_10:59062-59394"
"217" "lncRNA_226" "Porites_evermani_scaffold_10:73507-73729"
"218" "lncRNA_227" "Porites_evermani_scaffold_10:224119-224845"
"219" "lncRNA_228" "Porites_evermani_scaffold_10:303646-304284"
"220" "lncRNA_229" "Porites_evermani_scaffold_10:350626-351725"
"221" "lncRNA_230" "Porites_evermani_scaffold_10:403613-405205"
"222" "lncRNA_231" "Porites_evermani_scaffold_10:413266-413486"
"223" "lncRNA_232" "Porites_evermani_scaffold_10:456861-457132"
"224" "lncRNA_233" "Porites_evermani_scaffold_10:489116-489356"
"225" "lncRNA_234" "Porites_evermani_scaffold_10:538147-538387"
"226" "lncRNA_235" "Porites_evermani_scaffold_10:599620-600024"
"227" "lncRNA_236" "Porites_evermani_scaffold_10:1043981-1044529"
"228" "lncRNA_237" "Porites_evermani_scaffold_10:1045986-1046752"
"229" "lncRNA_238" "Porites_evermani_scaffold_10:1181563-1182204"
"230" "lncRNA_239" "Porites_evermani_scaffold_10:1183265-1183548"
"231" "lncRNA_240" "Porites_evermani_scaffold_10:1195311-1195548"
"232" "lncRNA_241" "Porites_evermani_scaffold_100:49375-71827"
"233" "lncRNA_242" "Porites_evermani_scaffold_100:76876-85201"
"234" "lncRNA_244" "Porites_evermani_scaffold_100:76892-85201"
"235" "lncRNA_245" "Porites_evermani_scaffold_100:96686-97079"
"236" "lncRNA_246" "Porites_evermani_scaffold_100:248550-275221"
"237" "lncRNA_247" "Porites_evermani_scaffold_100:303839-306424"
"238" "lncRNA_248" "Porites_evermani_scaffold_100:467739-468875"
"239" "lncRNA_249" "Porites_evermani_scaffold_100:478268-504168"
"240" "lncRNA_250" "Porites_evermani_scaffold_100:2447-10576"
"241" "lncRNA_251" "Porites_evermani_scaffold_100:36060-36597"
"242" "lncRNA_252" "Porites_evermani_scaffold_100:39105-39317"
"243" "lncRNA_253" "Porites_evermani_scaffold_100:39365-41000"
"244" "lncRNA_254" "Porites_evermani_scaffold_100:90922-91951"
"245" "lncRNA_255" "Porites_evermani_scaffold_100:102557-103953"
"246" "lncRNA_256" "Porites_evermani_scaffold_100:126279-127281"
"247" "lncRNA_257" "Porites_evermani_scaffold_100:147846-152138"
"248" "lncRNA_258" "Porites_evermani_scaffold_100:180349-205505"
"249" "lncRNA_259" "Porites_evermani_scaffold_100:180364-204837"
"250" "lncRNA_260" "Porites_evermani_scaffold_100:180368-205505"
"251" "lncRNA_261" "Porites_evermani_scaffold_100:208305-216507"
"252" "lncRNA_262" "Porites_evermani_scaffold_100:232466-238657"
"253" "lncRNA_263" "Porites_evermani_scaffold_100:277388-293660"
"254" "lncRNA_264" "Porites_evermani_scaffold_100:277388-298969"
"255" "lncRNA_265" "Porites_evermani_scaffold_100:362047-364720"
"256" "lncRNA_266" "Porites_evermani_scaffold_100:399628-400056"
"257" "lncRNA_267" "Porites_evermani_scaffold_100:417913-438089"
"258" "lncRNA_268" "Porites_evermani_scaffold_100:445551-446676"
"259" "lncRNA_269" "Porites_evermani_scaffold_100:479227-480232"
"260" "lncRNA_270" "Porites_evermani_scaffold_100:483931-486756"
"261" "lncRNA_271" "Porites_evermani_scaffold_100:522102-523479"
"262" "lncRNA_272" "Porites_evermani_scaffold_100:72458-72849"
"263" "lncRNA_273" "Porites_evermani_scaffold_100:74376-74611"
"264" "lncRNA_274" "Porites_evermani_scaffold_100:148592-148883"
"265" "lncRNA_275" "Porites_evermani_scaffold_100:149555-150013"
"266" "lncRNA_276" "Porites_evermani_scaffold_100:207392-207801"
"267" "lncRNA_277" "Porites_evermani_scaffold_100:306695-307207"
"268" "lncRNA_278" "Porites_evermani_scaffold_100:369850-370112"
"269" "lncRNA_279" "Porites_evermani_scaffold_100:413927-414220"
"270" "lncRNA_280" "Porites_evermani_scaffold_100:465896-466521"
"271" "lncRNA_281" "Porites_evermani_scaffold_1000:165-4794"
"272" "lncRNA_282" "Porites_evermani_scaffold_1000:66769-77486"
"273" "lncRNA_283" "Porites_evermani_scaffold_1000:67210-77486"
"274" "lncRNA_284" "Porites_evermani_scaffold_1000:74505-77486"
"275" "lncRNA_285" "Porites_evermani_scaffold_1000:117641-130508"
"276" "lncRNA_288" "Porites_evermani_scaffold_1000:117650-120068"
"277" "lncRNA_289" "Porites_evermani_scaffold_1000:117650-130508"
"278" "lncRNA_290" "Porites_evermani_scaffold_1000:117651-129316"
"279" "lncRNA_291" "Porites_evermani_scaffold_1000:117651-130508"
"280" "lncRNA_292" "Porites_evermani_scaffold_1000:117768-125191"
"281" "lncRNA_293" "Porites_evermani_scaffold_1000:117768-130508"
"282" "lncRNA_294" "Porites_evermani_scaffold_1000:125806-129316"
"283" "lncRNA_295" "Porites_evermani_scaffold_1000:5674-19682"
"284" "lncRNA_296" "Porites_evermani_scaffold_1000:25802-26600"
"285" "lncRNA_297" "Porites_evermani_scaffold_1000:64855-65740"
"286" "lncRNA_298" "Porites_evermani_scaffold_1000:81597-83661"
"287" "lncRNA_299" "Porites_evermani_scaffold_1000:86285-103843"
"288" "lncRNA_300" "Porites_evermani_scaffold_1000:100165-106838"
"289" "lncRNA_301" "Porites_evermani_scaffold_1000:107390-117003"
"290" "lncRNA_302" "Porites_evermani_scaffold_1000:124915-129638"
"291" "lncRNA_303" "Porites_evermani_scaffold_1000:160977-163688"
"292" "lncRNA_304" "Porites_evermani_scaffold_1000:7599-7816"
"293" "lncRNA_305" "Porites_evermani_scaffold_1000:77847-78134"
"294" "lncRNA_306" "Porites_evermani_scaffold_1000:78399-78871"
"295" "lncRNA_307" "Porites_evermani_scaffold_1001:5839-15982"
"296" "lncRNA_308" "Porites_evermani_scaffold_1001:37423-38648"
"297" "lncRNA_309" "Porites_evermani_scaffold_1001:44513-45108"
"298" "lncRNA_310" "Porites_evermani_scaffold_1001:51313-54123"
"299" "lncRNA_311" "Porites_evermani_scaffold_1001:71545-73746"
"300" "lncRNA_312" "Porites_evermani_scaffold_1001:75597-76173"
"301" "lncRNA_313" "Porites_evermani_scaffold_1001:76344-76639"
"302" "lncRNA_314" "Porites_evermani_scaffold_1001:76715-77140"
"303" "lncRNA_315" "Porites_evermani_scaffold_1001:79958-80592"
"304" "lncRNA_316" "Porites_evermani_scaffold_1001:90468-91441"
"305" "lncRNA_317" "Porites_evermani_scaffold_1001:117071-117453"
"306" "lncRNA_318" "Porites_evermani_scaffold_1001:149778-151448"
"307" "lncRNA_319" "Porites_evermani_scaffold_1001:60013-61961"
"308" "lncRNA_320" "Porites_evermani_scaffold_1001:69697-70057"
"309" "lncRNA_321" "Porites_evermani_scaffold_1001:99257-100574"
"310" "lncRNA_322" "Porites_evermani_scaffold_1001:127108-128335"
"311" "lncRNA_323" "Porites_evermani_scaffold_1001:131848-132436"
"312" "lncRNA_324" "Porites_evermani_scaffold_1001:158622-158840"
"313" "lncRNA_325" "Porites_evermani_scaffold_1002:48412-50724"
"314" "lncRNA_326" "Porites_evermani_scaffold_1002:115121-115799"
"315" "lncRNA_327" "Porites_evermani_scaffold_1003:50051-50904"
"316" "lncRNA_328" "Porites_evermani_scaffold_1003:138-18873"
"317" "lncRNA_329" "Porites_evermani_scaffold_1003:13223-18873"
"318" "lncRNA_330" "Porites_evermani_scaffold_1003:54691-55544"
"319" "lncRNA_331" "Porites_evermani_scaffold_1003:69331-80464"
"320" "lncRNA_332" "Porites_evermani_scaffold_1003:108859-114807"
"321" "lncRNA_333" "Porites_evermani_scaffold_1003:116444-120989"
"322" "lncRNA_334" "Porites_evermani_scaffold_1003:121328-133099"
"323" "lncRNA_335" "Porites_evermani_scaffold_1003:128854-133099"
"324" "lncRNA_336" "Porites_evermani_scaffold_1003:61270-61535"
"325" "lncRNA_337" "Porites_evermani_scaffold_1004:11538-11917"
"326" "lncRNA_338" "Porites_evermani_scaffold_1004:112933-113308"
"327" "lncRNA_339" "Porites_evermani_scaffold_1004:117278-118705"
"328" "lncRNA_340" "Porites_evermani_scaffold_1004:128399-129079"
"329" "lncRNA_341" "Porites_evermani_scaffold_1004:59937-63373"
"330" "lncRNA_342" "Porites_evermani_scaffold_1004:150694-151135"
"331" "lncRNA_343" "Porites_evermani_scaffold_1004:155561-156605"
"332" "lncRNA_344" "Porites_evermani_scaffold_1004:89150-89358"
"333" "lncRNA_345" "Porites_evermani_scaffold_1005:28089-31480"
"334" "lncRNA_346" "Porites_evermani_scaffold_1005:34818-43843"
"335" "lncRNA_347" "Porites_evermani_scaffold_1005:57592-58669"
"336" "lncRNA_348" "Porites_evermani_scaffold_1005:59172-60605"
"337" "lncRNA_349" "Porites_evermani_scaffold_1005:59477-60180"
"338" "lncRNA_350" "Porites_evermani_scaffold_1005:63085-63872"
"339" "lncRNA_351" "Porites_evermani_scaffold_1005:68875-69196"
"340" "lncRNA_352" "Porites_evermani_scaffold_1005:69387-69846"
"341" "lncRNA_353" "Porites_evermani_scaffold_1005:86037-86490"
"342" "lncRNA_354" "Porites_evermani_scaffold_1005:94867-95992"
"343" "lncRNA_355" "Porites_evermani_scaffold_1005:97706-98831"
"344" "lncRNA_356" "Porites_evermani_scaffold_1005:108796-109141"
"345" "lncRNA_357" "Porites_evermani_scaffold_1005:109114-110031"
"346" "lncRNA_358" "Porites_evermani_scaffold_1005:110486-111196"
"347" "lncRNA_359" "Porites_evermani_scaffold_1005:137517-138588"
"348" "lncRNA_360" "Porites_evermani_scaffold_1005:140388-141540"
"349" "lncRNA_361" "Porites_evermani_scaffold_1005:150513-150963"
"350" "lncRNA_362" "Porites_evermani_scaffold_1005:151082-152503"
"351" "lncRNA_363" "Porites_evermani_scaffold_1006:13605-19671"
"352" "lncRNA_364" "Porites_evermani_scaffold_1006:91381-111511"
"353" "lncRNA_365" "Porites_evermani_scaffold_1006:91430-107907"
"354" "lncRNA_366" "Porites_evermani_scaffold_1006:91430-111511"
"355" "lncRNA_367" "Porites_evermani_scaffold_1006:114662-147972"
"356" "lncRNA_368" "Porites_evermani_scaffold_1006:114680-146177"
"357" "lncRNA_369" "Porites_evermani_scaffold_1006:119211-143324"
"358" "lncRNA_370" "Porites_evermani_scaffold_1006:53782-54468"
"359" "lncRNA_371" "Porites_evermani_scaffold_1006:55978-56257"
"360" "lncRNA_372" "Porites_evermani_scaffold_1007:1063-2221"
"361" "lncRNA_373" "Porites_evermani_scaffold_1007:3291-24435"
"362" "lncRNA_374" "Porites_evermani_scaffold_1007:49798-55579"
"363" "lncRNA_375" "Porites_evermani_scaffold_1007:58129-64375"
"364" "lncRNA_376" "Porites_evermani_scaffold_1007:59596-64375"
"365" "lncRNA_377" "Porites_evermani_scaffold_1007:68343-83813"
"366" "lncRNA_379" "Porites_evermani_scaffold_1007:68348-83813"
"367" "lncRNA_380" "Porites_evermani_scaffold_1007:68367-83813"
"368" "lncRNA_381" "Porites_evermani_scaffold_1007:88085-89327"
"369" "lncRNA_382" "Porites_evermani_scaffold_1007:96141-104507"
"370" "lncRNA_383" "Porites_evermani_scaffold_1007:100174-104507"
"371" "lncRNA_384" "Porites_evermani_scaffold_1007:104673-118766"
"372" "lncRNA_385" "Porites_evermani_scaffold_1007:104693-118766"
"373" "lncRNA_386" "Porites_evermani_scaffold_1007:124286-124869"
"374" "lncRNA_387" "Porites_evermani_scaffold_1007:148604-151985"
"375" "lncRNA_388" "Porites_evermani_scaffold_1007:160272-162216"
"376" "lncRNA_389" "Porites_evermani_scaffold_1007:84295-84691"
"377" "lncRNA_390" "Porites_evermani_scaffold_1007:95167-95413"
"378" "lncRNA_391" "Porites_evermani_scaffold_1007:141302-141511"
"379" "lncRNA_392" "Porites_evermani_scaffold_1007:144685-146427"
"380" "lncRNA_393" "Porites_evermani_scaffold_1008:35227-36029"
"381" "lncRNA_394" "Porites_evermani_scaffold_1008:51965-53779"
"382" "lncRNA_395" "Porites_evermani_scaffold_1008:147915-149786"
"383" "lncRNA_396" "Porites_evermani_scaffold_1009:66694-71857"
"384" "lncRNA_397" "Porites_evermani_scaffold_1009:133617-135621"
"385" "lncRNA_398" "Porites_evermani_scaffold_1009:9368-10441"
"386" "lncRNA_399" "Porites_evermani_scaffold_1009:35934-37276"
"387" "lncRNA_400" "Porites_evermani_scaffold_1009:85764-86685"
"388" "lncRNA_401" "Porites_evermani_scaffold_1009:129467-130247"
"389" "lncRNA_402" "Porites_evermani_scaffold_1009:137336-142524"
"390" "lncRNA_403" "Porites_evermani_scaffold_1009:149802-158358"
"391" "lncRNA_404" "Porites_evermani_scaffold_1009:75837-76095"
