"","miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value"
"33","Cluster_9149","lncRNA_019",1,1.34157585525081e-08,1.35863579821783e-05
"34","Cluster_9983","lncRNA_019",-0.9999989623726,0.000917098269863602,0.335385703239155
"35","Cluster_14999","lncRNA_019",-0.999571546587001,0.0186364175217789,0.96112738434866
"36","Cluster_15726","lncRNA_019",1,0,0
"37","Cluster_16738","lncRNA_019",0.999974190676381,0.00457387578916138,0.666668074379835
"38","Cluster_14999","lncRNA_020",0.997496178046753,0.045059617444009,0.98228265447747
"39","Cluster_796","lncRNA_021",0.997457027212096,0.0454106850348079,0.98228265447747
"40","Cluster_2787","lncRNA_021",0.999985038953002,0.00348238397674644,0.632437453629576
"41","Cluster_2882","lncRNA_021",-0.997513641917071,0.0449021342378346,0.98228265447747
"42","Cluster_11135","lncRNA_021",0.999198864783476,0.0254845535960747,0.98228265447747
"43","Cluster_589","lncRNA_022",-0.997990503699583,0.0403656062188839,0.98228265447747
"44","Cluster_796","lncRNA_022",0.999628175957513,0.0173611029568039,0.96112738434866
"45","Cluster_2882","lncRNA_022",-0.999606075023022,0.0178696537537765,0.96112738434866
"46","Cluster_15890","lncRNA_022",-0.997916759295409,0.0410998532264545,0.98228265447747
"47","Cluster_589","lncRNA_023",-0.998004747254823,0.0402222458617712,0.98228265447747
"48","Cluster_796","lncRNA_023",0.999622010273301,0.0175044633139233,0.96112738434866
"49","Cluster_2882","lncRNA_023",-0.999599729519834,0.0180130141108898,0.96112738434866
"50","Cluster_15890","lncRNA_023",-0.997931262044417,0.0409564928693396,0.98228265447747
"51","Cluster_589","lncRNA_024",-0.997940509463225,0.0408648194811933,0.98228265447747
"52","Cluster_796","lncRNA_024",0.999649250664779,0.0168618896945045,0.956568022402328
"53","Cluster_2882","lncRNA_024",-0.999627775909416,0.0173704404914689,0.96112738434866
"54","Cluster_15890","lncRNA_024",-0.997865862516866,0.0415990664887615,0.98228265447747
"55","Cluster_589","lncRNA_025",-0.997943066307996,0.0408394361845016,0.98228265447747
"56","Cluster_796","lncRNA_025",0.99964819392044,0.0168872729911934,0.956627570049731
"57","Cluster_2882","lncRNA_025",-0.999626687325676,0.0173958237881601,0.96112738434866
"58","Cluster_15890","lncRNA_025",-0.997868465251735,0.041573683192069,0.98228265447747
"59","Cluster_1140","lncRNA_027",-0.997096970217061,0.0485205803312954,0.98228265447747
"60","Cluster_11997","lncRNA_027",-0.998993330271154,0.0285676860716048,0.98228265447747
"61","Cluster_589","lncRNA_028",-0.999460049216608,0.0209214486119561,0.98228265447747
"62","Cluster_1140","lncRNA_028",-0.997847773245883,0.0417750574791194,0.98228265447747
"63","Cluster_8634","lncRNA_028",0.99944236173218,0.0212613868348087,0.98228265447747
"64","Cluster_8884","lncRNA_028",-0.999993130738402,0.00235966525202711,0.513126163235385
"65","Cluster_15890","lncRNA_028",-0.99949728064348,0.0201872016043873,0.98228265447747
"66","Cluster_589","lncRNA_032",-0.999994478487897,0.00211555506969641,0.480723945691695
"67","Cluster_8634","lncRNA_032",0.997580027604923,0.0442983905164332,0.98228265447747
"68","Cluster_8884","lncRNA_032",-0.999204380028181,0.0253966689336602,0.98228265447747
"69","Cluster_15890","lncRNA_032",-0.999989980675776,0.00284980207725162,0.564706216429862
"70","Cluster_2787","lncRNA_035",0.999150643040692,0.0262404325448904,0.98228265447747
"71","Cluster_8887","lncRNA_035",-0.998984620488297,0.0286910256309226,0.98228265447747
"72","Cluster_11135","lncRNA_035",0.999990828894268,0.00272650502789577,0.557721027540777
"73","Cluster_11997","lncRNA_036",-0.997650904218406,0.0436446019069657,0.98228265447747
"74","Cluster_1167","lncRNA_037",0.996965421333052,0.049608284297725,0.98228265447747
"75","Cluster_4629","lncRNA_040",0.997938030915672,0.0408894104551393,0.98228265447747
"76","Cluster_10061","lncRNA_040",0.998126576037554,0.0389745384665627,0.98228265447747
"77","Cluster_10934","lncRNA_040",0.998758250045998,0.0317290557481573,0.98228265447747
"78","Cluster_13502","lncRNA_040",0.997844556977271,0.0418062711782387,0.98228265447747
"79","Cluster_16498","lncRNA_040",0.99999477106698,0.002058741643755,0.474104713260342
"80","Cluster_1167","lncRNA_041",0.998003918993054,0.0402305962276278,0.98228265447747
"81","Cluster_1167","lncRNA_042",0.999909726776791,0.00855416971793915,0.733461705393618
"82","Cluster_4629","lncRNA_044",-0.998836491177351,0.030712988630058,0.98228265447747
"83","Cluster_10061","lncRNA_044",-0.997021085528986,0.0491509602916438,0.98228265447747
"84","Cluster_10934","lncRNA_044",-0.99783431879375,0.0419054775732417,0.98228265447747
"85","Cluster_16498","lncRNA_044",-0.999918704267587,0.00811768018134002,0.733461705393618
"86","Cluster_1167","lncRNA_046",0.999630951581832,0.017296178239654,0.96112738434866
"87","Cluster_1167","lncRNA_047",0.999626012637592,0.0174115374092957,0.96112738434866
"88","Cluster_2854","lncRNA_048",0.999962448044095,0.00551712420276981,0.68452864595018
"89","Cluster_4735","lncRNA_048",0.99999940598563,0.000693894776324798,0.333905264034847
"90","Cluster_9149","lncRNA_048",1,1.34157585525081e-08,1.35863579821783e-05
"91","Cluster_9983","lncRNA_048",-0.9999989623726,0.000917098269863602,0.335385703239155
"92","Cluster_14999","lncRNA_048",-0.999571546587001,0.0186364175217789,0.96112738434866
"93","Cluster_15726","lncRNA_048",1,0,0
"94","Cluster_16738","lncRNA_048",0.999974190676381,0.00457387578916138,0.666668074379835
"95","Cluster_14999","lncRNA_049",0.997900302041968,0.0412619314877436,0.98228265447747
"96","Cluster_589","lncRNA_052",-0.998390036972334,0.0361294504596553,0.98228265447747
"97","Cluster_796","lncRNA_052",0.999424605949342,0.021597258716035,0.98228265447747
"98","Cluster_2882","lncRNA_052",-0.999397192055097,0.0221058095130048,0.98228265447747
"99","Cluster_15890","lncRNA_052",-0.99832395300671,0.0368636974672248,0.98228265447747
"100","Cluster_1167","lncRNA_053",0.999997798970613,0.00133569752418835,0.440654667161558
"101","Cluster_1140","lncRNA_054",-0.999996545254489,0.00167341353143224,0.474104713260342
"102","Cluster_8634","lncRNA_054",0.999392751764543,0.0221870841757854,0.98228265447747
"103","Cluster_8884","lncRNA_054",-0.997917878688844,0.041088805758553,0.98228265447747
"104","Cluster_11997","lncRNA_054",-0.999587800340243,0.0182794807282194,0.96112738434866
"105","Cluster_5882","lncRNA_056",0.998378866761825,0.0362546038610458,0.98228265447747
"106","Cluster_6914","lncRNA_057",0.999644256260758,0.0169815226713502,0.959002167962272
"107","Cluster_10965","lncRNA_057",-0.999936917717178,0.0071507419266395,0.733461705393618
"108","Cluster_14500","lncRNA_057",-0.998590890493063,0.0338001403678979,0.98228265447747
"109","Cluster_1167","lncRNA_059",0.997652018829973,0.0436342422595847,0.98228265447747
"110","Cluster_1167","lncRNA_060",0.999560601101704,0.0188729811569678,0.966040579386081
"111","Cluster_1167","lncRNA_061",0.999842337260123,0.0113048645119386,0.824159638047911
"112","Cluster_1167","lncRNA_062",0.999842337260123,0.0113048645119386,0.824159638047911
"113","Cluster_1167","lncRNA_063",0.999842337260123,0.0113048645119386,0.824159638047911
"114","Cluster_1167","lncRNA_064",0.999842337260123,0.0113048645119386,0.824159638047911
"115","Cluster_2854","lncRNA_065",0.99850918112465,0.0347665448062815,0.98228265447747
"116","Cluster_4735","lncRNA_065",0.99889406536036,0.0299433153797384,0.98228265447747
"117","Cluster_9149","lncRNA_065",0.998944719543618,0.0292494206035089,0.98228265447747
"118","Cluster_9983","lncRNA_065",-0.999009846735077,0.0283323223336839,0.98228265447747
"119","Cluster_14999","lncRNA_065",-0.997172392210914,0.0478858381252852,0.98228265447747
"120","Cluster_15726","lncRNA_065",0.998944719543618,0.0292494206035104,0.98228265447747
"121","Cluster_16738","lncRNA_065",0.998588959561835,0.0338232963926634,0.98228265447747
"122","Cluster_4080","lncRNA_067",-0.997424096341884,0.0457038933733119,0.98228265447747
"123","Cluster_1167","lncRNA_068",0.999449778711828,0.0211195047897891,0.98228265447747
"124","Cluster_1140","lncRNA_069",-0.998651325319895,0.0330672093651991,0.98228265447747
"125","Cluster_11997","lncRNA_069",-0.999787829192442,0.0131143151055118,0.8815908426362
"126","Cluster_10061","lncRNA_070",0.999106893159901,0.0269078598185781,0.98228265447747
"127","Cluster_10934","lncRNA_070",0.999523078087576,0.0196623771001724,0.976230814051143
"128","Cluster_13502","lncRNA_070",0.998909060151453,0.0297395925302552,0.98228265447747
"129","Cluster_16498","lncRNA_070",0.999753852914162,0.0141254202917352,0.905717148170176
"130","Cluster_1167","lncRNA_071",0.999660884195307,0.0165798810322336,0.952987220637459
"131","Cluster_6906","lncRNA_072",-0.998916948541569,0.0296318571454302,0.98228265447747
"132","Cluster_7657","lncRNA_072",-0.999814978930223,0.0122465119611018,0.85572406776635
"133","Cluster_10060","lncRNA_072",-0.99979798389461,0.0127966245897839,0.871076098469876
"134","Cluster_1167","lncRNA_073",0.99775889806649,0.0426291887048648,0.98228265447747
"135","Cluster_4079","lncRNA_074",-0.998854951072605,0.0304683259019055,0.98228265447747
"136","Cluster_8887","lncRNA_074",-0.999991068170174,0.0026907023874374,0.557034893760936
"137","Cluster_11135","lncRNA_074",0.999331815090214,0.0232738182155804,0.98228265447747
"138","Cluster_1140","lncRNA_075",-0.999814438558876,0.0122643830168606,0.85572406776635
"139","Cluster_8634","lncRNA_075",0.99867480393398,0.0327780536611742,0.98228265447747
"140","Cluster_11997","lncRNA_075",-0.999927072892721,0.00768851124282758,0.733461705393618
"141","Cluster_1167","lncRNA_077",0.999909726776791,0.00855416971793915,0.733461705393618
"142","Cluster_2787","lncRNA_079",0.999764191322166,0.0138255859671069,0.898918210102081
"143","Cluster_8887","lncRNA_079",-0.9979161492908,0.0411058722087087,0.98228265447747
"144","Cluster_11135","lncRNA_079",0.999717174492647,0.0151413516057024,0.928920928784963
"145","Cluster_1167","lncRNA_080",0.999590293319753,0.0182241160488248,0.96112738434866
"146","Cluster_1167","lncRNA_082",0.997220982626274,0.0474724208439823,0.98228265447747
"147","Cluster_1167","lncRNA_083",0.997120106167054,0.0483267557905484,0.98228265447747
"148","Cluster_6906","lncRNA_084",-0.999232398047031,0.0249454269049712,0.98228265447747
"149","Cluster_7053","lncRNA_084",-0.997262277995671,0.0471182253951267,0.98228265447747
"150","Cluster_7657","lncRNA_084",-0.997790153442252,0.0423307720893034,0.98228265447747
"151","Cluster_2787","lncRNA_085",0.997301664575814,0.0467779076988344,0.98228265447747
"152","Cluster_4079","lncRNA_085",-0.998407654585774,0.03593117399146,0.98228265447747
"153","Cluster_8887","lncRNA_085",-0.999917984233105,0.00815355047698205,0.733461705393618
"154","Cluster_11135","lncRNA_085",0.999608657891587,0.0178109701260256,0.96112738434866
"155","Cluster_1167","lncRNA_086",0.998705650209768,0.0323942407010271,0.98228265447747
"156","Cluster_1167","lncRNA_087",0.998649526758682,0.0330892558120198,0.98228265447747
"157","Cluster_1140","lncRNA_089",-0.999505405187857,0.020023398965671,0.981575256021357
"158","Cluster_8634","lncRNA_089",0.997973401507766,0.0405370696099848,0.98228265447747
"159","Cluster_11997","lncRNA_089",-0.999999993867381,7.05047064515365e-05,0.0664495028656998
"160","Cluster_4079","lncRNA_090",-0.999375930040877,0.0224923248852074,0.98228265447747
"161","Cluster_8887","lncRNA_090",-0.999965537535997,0.00528529862928059,0.68452864595018
"162","Cluster_11135","lncRNA_090",0.998795470137863,0.0312498192322767,0.98228265447747
"163","Cluster_1167","lncRNA_091",0.997352104922333,0.046338437331383,0.98228265447747
"164","Cluster_1167","lncRNA_092",0.997352104922333,0.046338437331383,0.98228265447747
"165","Cluster_1167","lncRNA_093",0.997352104922333,0.046338437331383,0.98228265447747
"166","Cluster_4079","lncRNA_094",-0.998802561579577,0.031157676320125,0.98228265447747
"167","Cluster_4079","lncRNA_095",-0.997315214962394,0.046660253472577,0.98228265447747
"168","Cluster_1140","lncRNA_096",-0.999994337212761,0.00214244878072557,0.484743419351168
"169","Cluster_8634","lncRNA_096",0.999366808652411,0.0226561194250548,0.98228265447747
"170","Cluster_8884","lncRNA_096",-0.99787008886262,0.0415578410078277,0.98228265447747
"171","Cluster_11997","lncRNA_096",-0.999608680944804,0.017810445478943,0.96112738434866
"172","Cluster_4629","lncRNA_097",0.997860261366639,0.0416536395871409,0.98228265447747
"173","Cluster_7053","lncRNA_097",0.999946022517633,0.00661459695229221,0.733461705393618
"174","Cluster_796","lncRNA_099",0.999970332626835,0.00490383378815654,0.68452864595018
"175","Cluster_2787","lncRNA_099",0.997295407698543,0.0468321348462236,0.98228265447747
"176","Cluster_2882","lncRNA_099",-0.999963860308627,0.00541238458511714,0.68452864595018
"177","Cluster_1167","lncRNA_100",0.999909726776791,0.00855416971793915,0.733461705393618
"178","Cluster_1167","lncRNA_101",-0.999912363582356,0.00842831193650887,0.733461705393618
"179","Cluster_1167","lncRNA_102",0.999106028861377,0.0269208785657177,0.98228265447747
"180","Cluster_1140","lncRNA_103",-0.998864879493246,0.0303359217575023,0.98228265447747
"181","Cluster_11997","lncRNA_103",-0.999867001072228,0.0103830274978081,0.796386619842567
"182","Cluster_1140","lncRNA_104",-0.999788129751923,0.0131050226679765,0.881507119016662
"183","Cluster_8634","lncRNA_104",0.998605975237425,0.0336186933122891,0.98228265447747
"184","Cluster_11997","lncRNA_104",-0.999942148211874,0.00684787159172874,0.733461705393618
"185","Cluster_1140","lncRNA_106",-0.998895043543403,0.0299300677969045,0.98228265447747
"186","Cluster_11997","lncRNA_106",-0.999877195036156,0.00997717353721797,0.782588612827138
"187","Cluster_1167","lncRNA_108",0.999608302684507,0.0178190520069271,0.96112738434866
"188","Cluster_1167","lncRNA_109",0.999869679556236,0.0102779408138453,0.793475111868221
"189","Cluster_1167","lncRNA_110",0.999909726776791,0.00855416971793915,0.733461705393618
"190","Cluster_6906","lncRNA_111",0.999945773916996,0.00662981180439261,0.733461705393618
"191","Cluster_7657","lncRNA_111",0.999857287066549,0.0107555333799357,0.807412447903262
"192","Cluster_10060","lncRNA_111",0.998419374085668,0.035798669930824,0.98228265447747
"193","Cluster_1167","lncRNA_112",0.999909726776791,0.00855416971794441,0.733461705393618
"194","Cluster_4079","lncRNA_115",0.998786342489975,0.0313680215834484,0.98228265447747
"195","Cluster_796","lncRNA_116",0.999647044837505,0.0169148310675224,0.957159057143922
"196","Cluster_2787","lncRNA_116",0.999228205333856,0.0250134699905503,0.98228265447747
"197","Cluster_2882","lncRNA_116",-0.999667948095893,0.016406280270549,0.951027588408312
"198","Cluster_796","lncRNA_117",0.999647044837505,0.0169148310675224,0.957159057143922
"199","Cluster_2787","lncRNA_117",0.999228205333856,0.0250134699905503,0.98228265447747
"200","Cluster_2882","lncRNA_117",-0.999667948095893,0.016406280270549,0.951027588408312
"201","Cluster_1140","lncRNA_123",-0.998085648541398,0.0393980987659142,0.98228265447747
"202","Cluster_11997","lncRNA_123",-0.999533554376001,0.0194452045062244,0.976230814051143
"203","Cluster_1140","lncRNA_124",-0.999818906666171,0.0121158226336705,0.849721144887469
"204","Cluster_8634","lncRNA_124",0.998686786493575,0.0326294932779799,0.98228265447747
"205","Cluster_11997","lncRNA_124",-0.999924227449528,0.00783707162602847,0.733461705393618
"206","Cluster_1167","lncRNA_125",0.999444525788967,0.021220087801034,0.98228265447747
"207","Cluster_1167","lncRNA_126",0.999909726776791,0.00855416971794441,0.733461705393618
"208","Cluster_796","lncRNA_127",0.999008804025081,0.0283472389646831,0.98228265447747
"209","Cluster_2787","lncRNA_127",0.999772458426303,0.0135810620933941,0.891147810738318
"210","Cluster_2882","lncRNA_127",-0.999044043601346,0.0278386881677093,0.98228265447747
"211","Cluster_11135","lncRNA_127",0.997767423303722,0.0425479996662007,0.98228265447747
"212","Cluster_2854","lncRNA_128",0.999962448044095,0.00551712420276981,0.68452864595018
"213","Cluster_4735","lncRNA_128",0.99999940598563,0.000693894776324798,0.333905264034847
"214","Cluster_9149","lncRNA_128",1,1.34157585525081e-08,1.35863579821783e-05
"215","Cluster_9983","lncRNA_128",-0.9999989623726,0.000917098269863602,0.335385703239155
"216","Cluster_14999","lncRNA_128",-0.999571546587001,0.0186364175217789,0.96112738434866
"217","Cluster_15726","lncRNA_128",1,0,0
"218","Cluster_16738","lncRNA_128",0.999974190676381,0.00457387578916138,0.666668074379835
"219","Cluster_6906","lncRNA_129",-0.997112540196399,0.0483902259946792,0.98228265447747
"220","Cluster_7657","lncRNA_129",-0.998814274809666,0.0310048808103469,0.98228265447747
"221","Cluster_10060","lncRNA_129",-0.99995615164866,0.0059617442594748,0.709285034438982
"222","Cluster_2854","lncRNA_130",0.999962448044095,0.00551712420276981,0.68452864595018
"223","Cluster_4735","lncRNA_130",0.99999940598563,0.000693894776324798,0.333905264034847
"224","Cluster_9149","lncRNA_130",1,1.34157585525081e-08,1.35863579821783e-05
"225","Cluster_9983","lncRNA_130",-0.9999989623726,0.000917098269863602,0.335385703239155
"226","Cluster_14999","lncRNA_130",-0.999571546587001,0.0186364175217789,0.96112738434866
"227","Cluster_15726","lncRNA_130",1,0,0
"228","Cluster_16738","lncRNA_130",0.999974190676381,0.00457387578916138,0.666668074379835
"229","Cluster_1140","lncRNA_132",-0.999997556168507,0.00140744307276874,0.454013546804549
"230","Cluster_8634","lncRNA_132",0.999549673968431,0.0191062275714826,0.970739347069482
"231","Cluster_8884","lncRNA_132",-0.99821832032033,0.0380079491542531,0.98228265447747
"232","Cluster_11997","lncRNA_132",-0.999437159644809,0.0213603373325187,0.98228265447747
"233","Cluster_1140","lncRNA_134",-0.998378519979422,0.0362584823780535,0.98228265447747
"234","Cluster_11997","lncRNA_134",-0.999672011246806,0.0163055881183613,0.950004596535659
"235","Cluster_4629","lncRNA_135",0.997938030915672,0.0408894104551393,0.98228265447747
"236","Cluster_10061","lncRNA_135",0.998126576037554,0.0389745384665615,0.98228265447747
"237","Cluster_10934","lncRNA_135",0.998758250045998,0.0317290557481573,0.98228265447747
"238","Cluster_13502","lncRNA_135",0.997844556977271,0.0418062711782397,0.98228265447747
"239","Cluster_16498","lncRNA_135",0.99999477106698,0.002058741643755,0.474104713260342
"240","Cluster_1167","lncRNA_136",0.997968561660052,0.0405854616927574,0.98228265447747
"241","Cluster_1167","lncRNA_137",0.998916648772183,0.0296359583879182,0.98228265447747
"242","Cluster_1167","lncRNA_138",0.997101909811973,0.0484792631461516,0.98228265447747
"243","Cluster_1167","lncRNA_139",0.999909726776791,0.00855416971793915,0.733461705393618
"244","Cluster_5563","lncRNA_140",0.997709704613728,0.0430946932062181,0.98228265447747
"245","Cluster_8988","lncRNA_140",0.99939032321981,0.0222314103868759,0.98228265447747
"246","Cluster_5563","lncRNA_141",0.997709704613728,0.0430946932062181,0.98228265447747
"247","Cluster_8988","lncRNA_141",0.99939032321981,0.0222314103868759,0.98228265447747
"248","Cluster_4079","lncRNA_144",-0.99733082163818,0.0465243770395103,0.98228265447747
"249","Cluster_4629","lncRNA_145",-0.997154381354915,0.0480381760954882,0.98228265447747
"250","Cluster_7053","lncRNA_145",-0.999791539644425,0.0129991334606469,0.878896635473591
"251","Cluster_1167","lncRNA_146",0.997810967363166,0.0421308765271844,0.98228265447747
"252","Cluster_589","lncRNA_148",-0.999984295974354,0.00356780563483852,0.633676575002712
"253","Cluster_8634","lncRNA_148",0.998160967734929,0.0386150298119273,0.98228265447747
"254","Cluster_8884","lncRNA_148",-0.999520604359496,0.0197133082291541,0.976230814051143
"255","Cluster_15890","lncRNA_148",-0.999990094567406,0.00283355862727377,0.563887536178959
"256","Cluster_1167","lncRNA_149",0.999908188051217,0.0086267665661854,0.736149582067702
"257","Cluster_7657","lncRNA_151",0.9984908584381,0.0349795923124125,0.98228265447747
"258","Cluster_10060","lncRNA_151",0.999878195327513,0.00993645576153309,0.780557420804825
"259","Cluster_1167","lncRNA_153",0.999954062546603,0.00610211293742157,0.71869140604035
"260","Cluster_1140","lncRNA_156",-0.99795688380644,0.0407019882284959,0.98228265447747
"261","Cluster_11997","lncRNA_156",-0.99946890820978,0.020749093968807,0.98228265447747
"262","Cluster_1167","lncRNA_157",0.998386620602516,0.0361677741121693,0.98228265447747
"263","Cluster_4629","lncRNA_158",0.998790309723316,0.0313167009821592,0.98228265447747
"264","Cluster_10061","lncRNA_158",0.997093779793342,0.048547247939543,0.98228265447747
"265","Cluster_10934","lncRNA_158",0.997896247465501,0.0413017652211389,0.98228265447747
"266","Cluster_16498","lncRNA_158",0.999930346430199,0.00751396782922726,0.733461705393618
"267","Cluster_6255","lncRNA_159",-0.999951685809368,0.00625798076087501,0.7284953619091
"268","Cluster_5563","lncRNA_160",0.999413650835697,0.0218019078168636,0.98228265447747
"269","Cluster_7658","lncRNA_160",-0.997365275230354,0.046223002019933,0.98228265447747
"270","Cluster_7855","lncRNA_160",0.998488140449951,0.0350110854801007,0.98228265447747
"271","Cluster_8988","lncRNA_160",0.99999891308918,0.000938624997521548,0.341774697671437
"272","Cluster_4629","lncRNA_162",0.997938030915672,0.0408894104551393,0.98228265447747
"273","Cluster_10061","lncRNA_162",0.998126576037554,0.0389745384665615,0.98228265447747
"274","Cluster_10934","lncRNA_162",0.998758250045998,0.0317290557481573,0.98228265447747
"275","Cluster_13502","lncRNA_162",0.997844556977271,0.0418062711782397,0.98228265447747
"276","Cluster_16498","lncRNA_162",0.99999477106698,0.002058741643755,0.474104713260342
"277","Cluster_589","lncRNA_163",-0.999984295974354,0.00356780563483852,0.633676575002712
"278","Cluster_8634","lncRNA_163",0.998160967734929,0.0386150298119273,0.98228265447747
"279","Cluster_8884","lncRNA_163",-0.999520604359496,0.0197133082291541,0.976230814051143
"280","Cluster_15890","lncRNA_163",-0.999990094567406,0.00283355862727377,0.563887536178959
"281","Cluster_1140","lncRNA_164",-0.999252273461492,0.0246203137536771,0.98228265447747
"282","Cluster_8634","lncRNA_164",0.997487910013664,0.0451339843979876,0.98228265447747
"283","Cluster_11997","lncRNA_164",-0.999973124194802,0.00466741949399198,0.675607449109819
"284","Cluster_1167","lncRNA_166",0.999998732110941,0.00101376149983769,0.364292067064529
"285","Cluster_1167","lncRNA_167",0.999995478709631,0.00191437266380219,0.474104713260342
"286","Cluster_11997","lncRNA_168",-0.997080931810035,0.0486544919636766,0.98228265447747
"287","Cluster_4115","lncRNA_171",-0.999544936812162,0.0192064652078019,0.97287200556883
"288","Cluster_6904","lncRNA_171",-0.999461866457204,0.0208862095065299,0.98228265447747
"289","Cluster_6905","lncRNA_171",-0.999538256255888,0.0193469426088408,0.97478341930107
"290","Cluster_589","lncRNA_172",-0.99710137172798,0.0484837656491049,0.98228265447747
"291","Cluster_1140","lncRNA_172",-0.999750800383497,0.0142127404419636,0.907773187364662
"292","Cluster_8634","lncRNA_172",0.999951020364289,0.00630093020234727,0.730917770458112
"293","Cluster_8884","lncRNA_172",-0.999216488246419,0.0252026517851142,0.98228265447747
"294","Cluster_11997","lncRNA_172",-0.998560258559916,0.034165634701659,0.98228265447747
"295","Cluster_15890","lncRNA_172",-0.997188460799434,0.0477495186415352,0.98228265447747
"296","Cluster_1167","lncRNA_173",0.9996028093943,0.0179435752650131,0.96112738434866
"297","Cluster_589","lncRNA_174",-0.999233018119149,0.0249353480696406,0.98228265447747
"298","Cluster_796","lncRNA_174",0.998673727930285,0.0327913611060543,0.98228265447747
"299","Cluster_2882","lncRNA_174",-0.998632280925064,0.0332999119030262,0.98228265447747
"300","Cluster_8884","lncRNA_174",-0.997133230178951,0.048216461933625,0.98228265447747
"301","Cluster_15890","lncRNA_174",-0.999187190160277,0.0256695950772038,0.98228265447747
"302","Cluster_1140","lncRNA_175",-0.997616903001346,0.0439594515603571,0.98228265447747
"303","Cluster_11997","lncRNA_175",-0.999289084371771,0.0240065573006696,0.98228265447747
"304","Cluster_1140","lncRNA_176",-0.996922399731989,0.0499588774369752,0.98228265447747
"305","Cluster_11997","lncRNA_176",-0.998889432194807,0.0300059831772825,0.98228265447747
"306","Cluster_1140","lncRNA_177",-0.996968489644431,0.049583185394938,0.98228265447747
"307","Cluster_11997","lncRNA_177",-0.998917062993971,0.0296302911352466,0.98228265447747
"308","Cluster_11997","lncRNA_178",-0.997614333108065,0.0439831571822347,0.98228265447747
"309","Cluster_1140","lncRNA_179",-0.999914576946945,0.00832119610335813,0.733461705393618
"310","Cluster_8634","lncRNA_179",0.998974415596507,0.0288348667476712,0.98228265447747
"311","Cluster_8884","lncRNA_179",-0.997189982579007,0.0477365883304467,0.98228265447747
"312","Cluster_11997","lncRNA_179",-0.999833089397819,0.0116316981563282,0.835444061100489
"313","Cluster_4080","lncRNA_180",0.999796999844542,0.0128277548963349,0.871976538365418
"314","Cluster_8888","lncRNA_180",0.999330071359801,0.0233041701047022,0.98228265447747
"315","Cluster_589","lncRNA_181",-0.997106927079598,0.0484372602589522,0.98228265447747
"316","Cluster_1140","lncRNA_181",-0.999749166975714,0.0142592458321189,0.908266960479798
