"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"41","GO:0004252","serine-type endopeptidase activity",14,3,0.39,0.0054,"Molecular.Function","Cluster_4080"
"42","GO:0005178","integrin binding",1,1,0.03,0.0279,"Molecular.Function","Cluster_4080"
"43","GO:0003884","D-amino-acid oxidase activity",1,1,0.03,0.0279,"Molecular.Function","Cluster_4080"
"44","GO:0006598","polyamine catabolic process",1,1,0.01,0.011,"Biological.Process","Cluster_15726"
"45","GO:0004303","estradiol 17-beta-dehydrogenase [NAD(P)+] activity",3,1,0.02,0.024,"Molecular.Function","Cluster_15726"
"46","GO:0005267","potassium channel activity",6,1,0.05,0.048,"Molecular.Function","Cluster_15726"
"47","GO:0001666","response to hypoxia",4,1,0.03,0.034,"Biological.Process","Cluster_4735"
"48","GO:0004140","dephospho-CoA kinase activity",1,1,0.01,0.0066,"Molecular.Function","Cluster_4735"
"49","GO:0004364","glutathione transferase activity",1,1,0.01,0.0066,"Molecular.Function","Cluster_4735"
"50","GO:0002002","regulation of angiotensin levels in blood",2,1,0.03,0.028,"Biological.Process","Cluster_4079"
"51","GO:0000122","negative regulation of transcription by RNA polymer...",21,2,0.3,0.031,"Biological.Process","Cluster_4079"
"52","GO:0003682","chromatin binding",1,1,0.02,0.02,"Molecular.Function","Cluster_4079"
"53","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.039,"Molecular.Function","Cluster_4079"
"54","GO:0000398","mRNA splicing, via spliceosome",6,1,0.02,0.017,"Biological.Process","Cluster_13502"
"55","GO:0001889","liver development",2,1,0.02,0.023,"Biological.Process","Cluster_4629"
"56","GO:0000070","mitotic sister chromatid segregation",2,1,0.02,0.023,"Biological.Process","Cluster_4629"
"57","GO:0000146","microfilament motor activity",2,1,0.04,0.036,"Molecular.Function","Cluster_4629"
"58","GO:0004888","transmembrane signaling receptor activity",95,4,1.71,0.048,"Molecular.Function","Cluster_4629"
"59","GO:0000902","cell morphogenesis",3,1,0.02,0.017,"Biological.Process","Cluster_10934"
"60","GO:0004989","octopamine receptor activity",6,1,0.03,0.029,"Molecular.Function","Cluster_10934"
"61","GO:0004966","galanin receptor activity",5,1,0.01,0.0082,"Molecular.Function","Cluster_11135"
"62","GO:0001523","retinoid metabolic process",2,1,0.01,0.0057,"Biological.Process","Cluster_8884"
"63","GO:0004252","serine-type endopeptidase activity",14,1,0.05,0.045,"Molecular.Function","Cluster_8884"
"64","GO:0001523","retinoid metabolic process",2,1,0.01,0.0057,"Biological.Process","Cluster_8887"
"65","GO:0004177","aminopeptidase activity",2,1,0.01,0.013,"Molecular.Function","Cluster_8887"
"66","GO:0004993","G protein-coupled serotonin receptor activity",5,1,0.03,0.032,"Molecular.Function","Cluster_8887"
"67","GO:0001523","retinoid metabolic process",2,1,0.01,0.0057,"Biological.Process","Cluster_8888"
"68","GO:0004177","aminopeptidase activity",2,1,0.01,0.0066,"Molecular.Function","Cluster_8888"
"69","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",2,1,0.02,0.017,"Biological.Process","Cluster_4115"
"70","GO:0005245","voltage-gated calcium channel activity",4,1,0.03,0.026,"Molecular.Function","Cluster_4115"
"71","GO:0004508","steroid 17-alpha-monooxygenase activity",4,1,0.03,0.026,"Molecular.Function","Cluster_4115"
"72","GO:0003714","transcription corepressor activity",5,1,0.03,0.032,"Molecular.Function","Cluster_4115"
"73","GO:0001654","eye development",3,2,0.15,0.046,"Biological.Process","Cluster_1167"
"74","GO:0006886","intracellular protein transport",1,1,0.05,0.049,"Biological.Process","Cluster_1167"
"75","GO:0002224","toll-like receptor signaling pathway",1,1,0.05,0.049,"Biological.Process","Cluster_1167"
"76","GO:0000302","response to reactive oxygen species",1,1,0.05,0.049,"Biological.Process","Cluster_1167"
"77","GO:0004714","transmembrane receptor protein tyrosine kinase acti...",8,3,0.5,0.02,"Molecular.Function","Cluster_1167"
"78","GO:0004656","procollagen-proline 4-dioxygenase activity",5,2,0.31,0.034,"Molecular.Function","Cluster_1167"
"79","GO:0004993","G protein-coupled serotonin receptor activity",5,2,0.31,0.034,"Molecular.Function","Cluster_1167"
"80","GO:0001580","detection of chemical stimulus involved in sensory ...",1,1,0.01,0.011,"Biological.Process","Cluster_29"
"81","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA trans...",2,1,0.02,0.023,"Biological.Process","Cluster_29"
"82","GO:0007165","signal transduction",32,2,0.37,0.046,"Biological.Process","Cluster_29"
"83","GO:0003997","acyl-CoA oxidase activity",1,1,0.01,0.011,"Molecular.Function","Cluster_29"
"84","GO:0001764","neuron migration",3,1,0.01,0.0086,"Biological.Process","Cluster_7053"
"85","GO:0004222","metalloendopeptidase activity",16,1,0.03,0.026,"Molecular.Function","Cluster_8988"
"86","GO:0015969","guanosine tetraphosphate metabolic process",3,1,0.01,0.0086,"Biological.Process","Cluster_15890"
"87","GO:0004693","cyclin-dependent protein serine/threonine kinase ac...",1,1,0,0.0033,"Molecular.Function","Cluster_15890"
"88","GO:0000082","G1/S transition of mitotic cell cycle",25,4,1.15,0.021,"Biological.Process","Cluster_796"
"89","GO:0001868","regulation of complement activation, lectin pathway",1,1,0.05,0.046,"Biological.Process","Cluster_796"
"90","GO:0001570","vasculogenesis",1,1,0.05,0.046,"Biological.Process","Cluster_796"
"91","GO:0004222","metalloendopeptidase activity",16,3,0.66,0.024,"Molecular.Function","Cluster_796"
"92","GO:0001054","RNA polymerase I activity",1,1,0.04,0.041,"Molecular.Function","Cluster_796"
"93","GO:0003697","single-stranded DNA binding",1,1,0.04,0.041,"Molecular.Function","Cluster_796"
"94","GO:0005178","integrin binding",1,1,0.04,0.041,"Molecular.Function","Cluster_796"
"95","GO:0003993","acid phosphatase activity",1,1,0.04,0.041,"Molecular.Function","Cluster_796"
"96","GO:0002244","hematopoietic progenitor cell differentiation",2,1,0.01,0.011,"Biological.Process","Cluster_6905"
"97","GO:0003360","brainstem development",4,1,0.01,0.011,"Biological.Process","Cluster_14500"
"98","GO:0004658","propionyl-CoA carboxylase activity",1,1,0,0.0033,"Molecular.Function","Cluster_14500"
"99","GO:0005245","voltage-gated calcium channel activity",4,1,0.01,0.013,"Molecular.Function","Cluster_7855"
"100","GO:0001409","guanine nucleotide transmembrane transporter activi...",6,1,0.02,0.02,"Molecular.Function","Cluster_7855"
"101","GO:0004518","nuclease activity",8,1,0.04,0.039,"Molecular.Function","Cluster_5563"
"102","GO:0001817","regulation of cytokine production",1,1,0.01,0.014,"Biological.Process","Cluster_16738"
"103","GO:0001764","neuron migration",3,1,0.04,0.042,"Biological.Process","Cluster_16738"
"104","GO:0003015","heart process",5,1,0.03,0.028,"Biological.Process","Cluster_1140"
"105","GO:0008061","chitin binding",8,1,0.03,0.026,"Molecular.Function","Cluster_1140"
"106","GO:0004252","serine-type endopeptidase activity",14,1,0.05,0.045,"Molecular.Function","Cluster_10061"
