"","Species","Protein_of_interest_simplified","avg_rpm","std_rpm","n"
"39","Peve","DDX",12077.5636090053,4841.52847552914,1
"40","Peve","DGCR8",154.039164546197,108.696970858725,1
"41","Peve","DICER",109.076868160215,94.7916115166597,1
"42","Peve","DICER1",521.389995066543,228.213619534027,3
"43","Peve","DIS3",735.715653075721,241.562024080082,1
"44","Peve","DIS3L",807.885309243778,295.672860579467,1
"45","Peve","DIS3L2",721.525144394443,693.385243616679,1
"46","Peve","DKC1",667.338457882723,543.697419923403,1
"47","Peve","DLAT",1989.59144622798,1087.91167268671,1
"48","Peve","DLK1",1606.89482233509,254.16682848443,1
"49","Peve","DNMT1",108.229355108712,107.415672447788,1
"50","Peve","DNMT3",405.130045849066,520.356775809676,1
"51","Peve","DROSHA",510.280431914774,345.813708047711,1
"52","Peve","DTX3L",579.217062689948,424.921732982032,1
"53","Peve","DUS1L",199.316468481252,69.5332007915887,1
"54","Peve","DYRK1A",1500.17831523971,458.530441229363,1
"55","Peve","DZIP3",279.230148156404,191.350997906998,2
"56","Peve","EGR1",121336.568142366,70225.4254306266,1
"57","Peve","EHMT",549.02396476519,273.598475156871,1
"58","Peve","EIF3F",1674.57196071222,709.562617766626,1
"59","Peve","EIF3H",3886.19195393971,620.376785225134,1
"60","Peve","ESCO",303.355309790098,326.284298835651,1
"61","Peve","EXOSC1",124.325762859212,72.6640844213886,1
"62","Peve","EXOSC10",202.864371679409,144.480933143981,2
"63","Peve","EXOSC2",219.912415662606,119.915390737977,2
"64","Peve","EXOSC3",90.2915483680437,54.0295798650016,2
"65","Peve","EXOSC4",141.873099853884,158.066941739832,1
"66","Peve","EXOSC5",154.092386469843,86.6579825815932,1
"67","Peve","EXOSC6",55.8858575638124,58.3683950675181,2
"68","Peve","EXOSC7",128.649563699245,91.6848801276048,1
"69","Peve","EXOSC9",277.518015287261,214.447989110511,1
"70","Peve","EYA",1888.43836956362,866.824522837679,1
"71","Peve","EZH",780.409585428275,219.307934088144,1
"72","Peve","FLAG: DNMT3L+USP9Y (review)",5185.51185688161,955.373092023034,1
"73","Peve","FMR1",2389.31483589514,971.600107958843,1
"74","Peve","GTF3C1",1711.43499406899,365.838663976797,1
"75","Peve","GTF3C2",340.505839072501,239.154988794211,1
"76","Peve","H2A",908.207394839379,904.992696329245,1
"77","Peve","H2AX; HDAC2",2591.28558577599,720.629345195839,1
"78","Peve","H2AZ",3668.70454472147,2031.10115233121,1
"79","Peve","H3K36 KMT (ASH1L/SETD2)",4831.00999100469,2368.78125979169,1
"80","Peve","H3K9 KMT (SUV39H)",200.461670798134,69.0787625308701,1
"81","Peve","HASPIN",78.0683007453764,82.7504053538821,1
"82","Peve","HDAC",3769.6475209126,1568.00249283387,2
"83","Peve","HDAC11",250.92311380197,145.481312977042,1
"84","Peve","HDAC3",1483.89074404114,661.396622696746,1
"85","Peve","HDAC8",84.750909727596,91.259469044592,1
"86","Peve","HENMT1",237.962569874542,209.56368087053,1
"87","Peve","HIRA",764.888133613909,559.594147620645,1
"88","Peve","HNRNPA2B1",2617.46404944369,1983.17794633474,1
"89","Peve","HSP90AA1",126761.216193603,44127.0777769477,1
"90","Peve","HSPA8",33049.3132590963,13204.9645719334,4
"91","Peve","HSPBAP1",265.643364415236,135.490450737264,1
"92","Peve","HUWE1",7989.97970523693,532.655868312034,1
"93","Peve","HYL1",380.053098968535,219.264313411989,1
"94","Peve","Histone variants",5868.35918306601,2507.83013782007,1
"95","Peve","INTS10",72.33589311597,53.9232539225102,3
"96","Peve","INTS11",613.754680351773,181.001764090705,1
"97","Peve","INTS12",298.940120027649,94.6412267380036,1
"98","Peve","INTS13",538.681751019632,214.925752095636,1
"99","Peve","INTS14",200.820470204182,94.4538838474418,1
"100","Peve","INTS2",416.018410974548,370.872349832038,1
"101","Peve","INTS3",617.406173437064,371.256110644136,1
"102","Peve","INTS4",513.955227925957,356.555758732528,1
"103","Peve","INTS6",823.879132859643,436.299908019534,1
"104","Peve","INTS7",287.003882339606,223.243014807556,1
"105","Peve","INTS8",323.532204474365,176.01843406323,1
"106","Peve","INTS9",258.561665717532,150.683858329538,1
"107","Peve","JAK2",31.3114023976994,47.5393983640826,1
"108","Peve","JARID2",765.516382800605,286.54000129613,1
"109","Peve","JKAMP",892.527057860493,483.346320683073,1
"110","Peve","JMJD6",224.213987496682,40.3823923324544,1
"111","Peve","JMJD7",65.8814475030974,67.8222097830947,1
"112","Peve","JOSD",185.387671933123,150.240164047739,1
"113","Peve","KAT1-HAT1",357.591191141267,280.172657639928,1
"114","Peve","KAT13D-CLOCK",389.477634453493,131.309102779302,1
"115","Peve","KAT14",142.706828273771,155.670783214652,1
"116","Peve","KAT2",285.409872701689,166.510588855948,1
"117","Peve","KAT3",4114.22214252602,1244.08744427838,1
"118","Peve","KAT4-TAF1",1536.74018064264,1091.05749928473,1
"119","Peve","KAT5",1923.76723264662,521.604973757617,1
"120","Peve","KAT6",1615.69866718845,763.615981249283,1
"121","Peve","KAT7",142.820617522422,110.175418289781,1
"122","Peve","KAT8",682.542852668477,430.649047382432,1
"123","Peve","KAT9-ELP3",842.603638034363,291.794765235551,1
"124","Peve","KDM1A",4535.94725516993,1519.98256282235,1
"125","Peve","KDM1B",296.435281653463,240.685103610261,1
"126","Peve","KDM2",5775.96750087504,5105.1429528253,1
"127","Peve","KDM3",1997.7195852,373.589187400993,1
"128","Peve","KDM4",271.768351461446,221.395626638294,1
"129","Peve","KDM5",9788.41452141104,2066.74943000099,1
"130","Peve","KDM6",2032.62671661464,1073.65283329823,1
"131","Peve","KDM7",2962.59064915351,1402.21746260519,1
"132","Peve","KDM8",41.7156019896408,36.8325496374618,1
"133","Peve","KLF4",2856.17200142125,1644.60939421002,1
"134","Peve","KMT1E-SETDB1",442.865132331029,264.973724277707,1
"135","Peve","KMT2",2090.34072734826,454.477061645455,3
"136","Peve","KMT4-DOT1L",10268.8098287471,9198.34892040149,1
"137","Peve","KMT5",2482.89502185544,835.515383881047,1
"138","Peve","KMT5A—SETD8",195.862338652884,80.2013342484048,1
"139","Peve","MAP2K1",3922.5096252294,2643.99742915831,1
"140","Peve","MAP3K12",356.115096476388,199.322627673392,1
"141","Peve","MAP3K22",1842.12359072373,1323.67431357459,1
"142","Peve","MAPK",2162.02144114753,1135.79895519719,1
"143","Peve","MAPK1",2562.38703291496,1279.35674686214,1
"144","Peve","MAPK8/9 (JNK)",1126.75198979536,296.910404198825,1
"145","Peve","MBD",439.709937350541,146.325676963937,1
"146","Peve","MBD4",74.801469924827,57.8584501062843,1
"147","Peve","MCM3AP",960.849731110406,228.112289830763,1
"148","Peve","MCPH1",200.577615114468,121.182075141173,1
"149","Peve","METTL",157.957101933958,77.5884196998634,1
"150","Peve","METTL1",201.074551161477,70.8254596558659,1
"151","Peve","METTL14",336.674661193066,108.476132940867,1
"152","Peve","METTL16",106.339317189994,134.975818850928,1
"153","Peve","METTL4",44.8621063244883,54.5773406964297,1
"154","Peve","METTL5",52.6488680537984,19.5397029516401,1
"155","Peve","METTL6",411.951962900775,374.221430263691,1
"156","Peve","MPND",378.840690073763,437.883228715391,1
"157","Peve","MTREX",923.744092400747,512.573061756062,1
"158","Peve","MYSM1",87.3547918374577,75.0172497479284,1
"159","Peve","NAA10",820.37489659893,382.266363257084,1
"160","Peve","NAA50",585.521451487285,150.773374940935,1
"161","Peve","NAA60",299.379498323065,143.033519139896,1
"162","Peve","NAT10",221.316818411647,193.337669922996,1
"163","Peve","NOP2",221.561428172442,124.317079705869,1
"164","Peve","NSD",1685.42745052253,1041.88469139568,1
"165","Peve","NSUN2",995.069058714119,265.671540448911,1
"166","Peve","NSUN4",40.2512693131133,41.2736588526074,1
"167","Peve","NSUN5",57.3157013920786,21.2123036701386,1
"168","Peve","NSUN6",163.214331375156,120.438234521701,1
"169","Peve","OGT",11958.3964182859,2308.47500473797,1
"170","Peve","OTUD3",623.73087626069,197.126541841137,1
"171","Peve","OTUD4",1859.47505764569,263.692579632084,1
"172","Peve","OTUD5",1736.76842320126,524.041976436577,1
"173","Peve","OTUD6",240.617037856803,90.5426200946466,1
"174","Peve","OTUD7",361.216465241314,71.8533643503399,1
"175","Peve","PAK2",7316.26239441612,1471.22669181425,1
"176","Peve","PAN2",551.550275740779,283.03094945973,1
"177","Peve","PAPD5",1331.195628695,220.160822477441,1
"178","Peve","PARG",479.689779624425,185.949936997974,1
"179","Peve","PARP",724.993759555242,738.773213571038,3
"180","Peve","PARP11",545.956241017166,386.993863915924,1
"181","Peve","PARP12",190.084930382814,199.450694584652,1
"182","Peve","PARP15",47.0065011964578,80.3934549754157,1
"183","Peve","PARP16",402.815207113766,232.455963491517,1
"184","Peve","PARP4",514.852022517369,179.523188903192,1
"185","Peve","PARP5",2304.33468728901,629.605785177483,1
"186","Peve","PHAX",149.465078327699,115.927775835704,1
"187","Peve","PIM1",150.329040712193,164.478492702738,1
"188","Peve","PKM",1784.29076716755,1188.70327301297,1
"189","Peve","PKN1",4896.44820840685,1470.66535650486,1
"190","Peve","PPM1D",618.155785935664,567.196144951057,1
"191","Peve","PPP",778.851180193735,439.548470561915,1
"192","Peve","PPP1C",6076.38912607261,661.714169431994,1
"193","Peve","PPP1CB",4340.43975084187,2137.78603031304,1
"194","Peve","PPP1R1",1515.36474524569,662.086717618302,1
"195","Peve","PPP1R12",5790.42146210527,1059.03838349649,1
"196","Peve","PPP1R13B",250.153281518418,197.011989471306,1
"197","Peve","PPP1R2",129.176516245529,79.3557115142267,1
"198","Peve","PPP1R7",108.364496657195,78.5049484636768,1
"199","Peve","PPP1R8",489.979094452108,312.988947754123,1
"200","Peve","PPP1R9",4875.74834583534,730.504821993524,1
"201","Peve","PQBP1",858.567952686975,411.690021320422,1
"202","Peve","PRDM",0,0,1
"203","Peve","PRDM (+CTCF)",0,0,1
"204","Peve","PRDM1",3.66056572379368,8.18527379450838,1
"205","Peve","PRDM11",23.1305821953794,18.466410765743,1
"206","Peve","PRDM12",16.511893221535,15.7755258348817,1
"207","Peve","PRDM14",36.6905139187011,27.7060289959846,1
"208","Peve","PRDM15",466.865983693299,89.697633385206,1
"209","Peve","PRDM4",0,0,1
"210","Peve","PRDM6",33.1458586563387,27.7133395679642,1
"211","Peve","PRKAA",2607.80916067939,362.915891342502,1
"212","Peve","PRKCB",1549.39209475507,553.163077293966,1
"213","Peve","PRKCD",16649.34225454,9322.49129248887,1
"214","Peve","PRKDC",1185.96408058852,381.175472171266,1
"215","Peve","PRMT",475.045381533768,268.814751642149,1
"216","Peve","PRMT2",16.8529201144068,13.6616857271002,1
"217","Peve","PRMT5",527.272711927179,235.256263690778,1
"218","Peve","PRMT7",231.951312353689,179.368369350577,1
"219","Peve","PRMT9",3895.6376185467,1186.70647844934,1
"220","Peve","PRPF8",4267.63804124549,1486.99644337423,1
"221","Peve","PSMD14",1128.79719800929,231.238540792385,1
"222","Peve","PSMD7",1268.78618286467,334.083451814733,1
"223","Peve","PUS1",197.73121867229,84.3840017940346,1
"224","Peve","PUS10",127.265256417102,55.1533291580414,1
"225","Peve","PUS3",34.2534027309908,21.3253991613019,1
"226","Peve","PUS7",367.055703274676,171.498170159809,1
"227","Peve","PUS7L",125.289394479278,103.234083511332,1
"228","Peve","RAN",5298.05313915754,1905.77586386896,1
"229","Peve","RBM15",2391.14778910995,823.006244499561,1
"230","Peve","RDRP",436.785015322531,297.790583322974,12
"231","Peve","RIOX1",81.4853868717548,62.8352610563435,1
"232","Peve","RIOX2",619.606088424596,473.763624771303,1
"233","Peve","RNF",3037.41257164738,1431.46950739935,1
"234","Peve","RPS6KA",1198.1562360769,289.911593911465,1
"235","Peve","RPUSD2",94.496042820984,60.0414618620365,1
"236","Peve","SENP",560.435751371413,193.307870336426,2
"237","Peve","SENP8",51.625713597193,52.5895625272224,1
"238","Peve","SETD3",698.495021288496,393.505266289603,1
"239","Peve","SETD5/KMT2E",7901.9802186104,1850.6561457626,1
"240","Peve","SETMAR",114.397004514267,116.155604690763,1
"241","Peve","SIRT1",326.580786229202,91.0337858161278,1
"242","Peve","SIRT2",543.372517409289,298.265327958508,1
"243","Peve","SIRT3",377.632598002221,187.027339025671,1
"244","Peve","SIRT4",78.400540434544,59.1082010228583,1
"245","Peve","SIRT5",106.490880215502,100.411975782257,1
"246","Peve","SIRT6",566.890188697549,166.07825044478,1
"247","Peve","SIRT7",288.533783040915,73.8484905126428,1
"248","Peve","SLK",595.57148816043,273.389883181397,1
"249","Peve","SMYD",205.875354642125,217.412191425438,1
"250","Peve","SMYD4",9805.18864304688,2645.98918421933,1
"251","Peve","SMYD5",57.1651229854266,59.7872848785309,1
"252","Peve","SRRT",4200.60700076225,751.4427002953,1
"253","Peve","STAMBPL1",428.991844319962,300.353806332379,1
"254","Peve","STK4",1348.96055135093,473.115425999124,1
"255","Peve","TET",864.737457434959,843.147889046026,1
"256","Peve","TET3",18.4242193126649,17.1575025324197,1
"257","Peve","TNRC6",2421.72367312292,670.651773409555,1
"258","Peve","TOM1",1284.64238899502,224.915437638385,1
"259","Peve","TRDMT1",113.085321714046,64.4001976441412,1
"260","Peve","TRIM37",658.811763490709,332.521942881157,1
"261","Peve","TRMT1",225.224935985719,77.056935841632,1
"262","Peve","TRMT10A",54.441589229008,22.138654197015,1
"263","Peve","TRMT112",277.416442686726,174.74384348904,1
"264","Peve","TRMT61A",180.630337094143,154.76157729606,1
"265","Peve","TUT",3226.73837227257,1286.7857773004,1
"266","Peve","TYW5",35.8237452907128,26.8369412220996,1
"267","Peve","UBA",7918.41243827074,1408.3879988264,1
"268","Peve","UBA2",332.804719463117,115.375515426371,1
"269","Peve","UBA3",557.098903266827,273.205174593965,1
"270","Peve","UBA5",479.195634182018,170.290159725167,1
"271","Peve","UBA6",800.513713284778,445.860662852888,1
"272","Peve","UBE2A",719.697635734712,124.74583407223,1
"273","Peve","UBE2D",27427.037462361,3440.14130568724,1
"274","Peve","UBE2V1",1359.55863890496,346.088077619285,1
"275","Peve","UBE2Z",1067.71264223617,238.646451745718,1
"276","Peve","UBE3A",620.983651299878,343.447240133975,1
"277","Peve","UBE4A",2924.40483678171,596.386973088115,1
"278","Peve","UBR2",2622.60567117704,549.372683536495,1
"279","Peve","UCHL",1060.88866588134,157.339176993659,1
"280","Peve","UCHL5",804.675199400357,374.907191662735,1
"281","Peve","UHRF",1109.1530540738,147.578674774909,1
"282","Peve","USP",1144.95177862849,346.757206006983,12
"283","Peve","USP1",45.2435003483164,54.8926444226379,1
"284","Peve","USP10",2927.4915067333,682.756578775652,1
"285","Peve","USP14",997.335653031064,396.17134052731,1
"286","Peve","USP2",1622.71669182403,742.681761478542,1
"287","Peve","USP24",3847.51395039284,716.549164722634,1
"288","Peve","USP3",1188.48930000651,413.81191407504,1
"289","Peve","USP30",225.501373030318,165.763261336577,1
"290","Peve","USP34",1340.46790133361,624.029948901403,1
"291","Peve","USP39",777.149399714175,320.246926853857,1
"292","Peve","USP40",198.173138530546,130.79436845683,1
"293","Peve","USP47",2066.90796476803,583.590195907515,1
"294","Peve","USP48",71.5412059586548,42.5576962624703,1
"295","Peve","USP5",9268.27049447528,4140.92670130576,1
"296","Peve","USP7",2103.97455496155,725.698984569042,1
"297","Peve","VCPIP1",1270.14100856382,464.771503370074,1
"298","Peve","VIRMA",1625.1263756195,331.157507706656,1
"299","Peve","WDR5",1645.60278864956,529.945805228385,1
"300","Peve","WEE1",278.544752224501,229.589418624511,1
"301","Peve","WTAP",171.64234986615,21.1861441535223,1
"302","Peve","XPO1",3093.06236335776,807.097922455778,1
"303","Peve","XPO5",888.177204472606,252.972928736057,1
"304","Peve","YBX1",36149.1956883657,3689.21128194234,1
"305","Peve","YTHDC1",2723.25489605924,622.586760116168,1
"306","Peve","YTHDC2",827.066472150423,338.454994994277,1
"307","Peve","YTHDF",4874.65797331471,525.002327011717,1
"308","Peve","YWHAQ",11268.3399026081,3094.9432897565,1
"309","Peve","ZC3H12",27871.4969736054,16541.6275116136,1
"310","Peve","ZCCHC4",44.859634311639,29.4056540388,1
"311","Peve","ZFC3H1",2810.45280461757,1242.58869007249,14
"312","Peve","ZRANB1",1283.35039395865,138.2135878127,1
