sample47	sample48	sample50	sample53	sample57
Cluster_64	3	87	57	0	38
Cluster_65	0	2	243	1	1
Cluster_66	84	31	59	19	9
Cluster_67	134	61	44	18	26
Cluster_68	1190	32	36	959	10
Cluster_69	429	141	180	287	61
Cluster_70	3	30	328	23	3
Cluster_71	151	141	111	325	574
Cluster_72	76	11	25	0	7
Cluster_73	66	8	33	4	0
Cluster_74	125	50	34	6	2
Cluster_75	0	93	0	0	82
Cluster_76	6743	2599	2947	5446	2464
Cluster_77	781	275	505	450	141
Cluster_78	2102	42	160	13	8
Cluster_79	1322	844	2465	594	2804
Cluster_80	0	0	0	0	148
Cluster_81	131	93	23	0	43
Cluster_82	836	90	219	2	12
Cluster_83	320	7	9	237	119
Cluster_84	0	49	33	0	0
Cluster_85	27	150	48	116	157
Cluster_86	142	335	197	372	413
Cluster_87	17	96	23	68	66
Cluster_88	51	252	92	293	315
Cluster_89	8	22	15	36	73
Cluster_90	4	24	7	46	102
Cluster_91	0	104	16	345	39
Cluster_92	3215	119	0	45	184
Cluster_93	446	327	411	453	296
Cluster_94	316	658	413	652	1360
Cluster_95	24	40	27	44	60
Cluster_96	170	664	262	631	1090
Cluster_97	458	494	450	545	1039
Cluster_98	67	118	88	135	108
Cluster_99	16	92	20	54	110
Cluster_100	432	151	173	168	97
Cluster_101	724	325	1306	1302	54
Cluster_102	145	43	108	146	14
Cluster_103	218	87	74	122	14
Cluster_104	141	64	37	22	23
Cluster_105	84	14	26	3	4
Cluster_106	51	52	43	100	7
Cluster_107	1032	277	785	861	160
Cluster_108	1131	390	1451	1299	180
Cluster_109	687	343	1780	1595	114
Cluster_110	1210	276	1322	1192	133
Cluster_111	856	23	0	1	61
Cluster_112	67	4	0	0	6
Cluster_113	1489	386	1	1	264
Cluster_114	103	30	0	1	15
Cluster_115	440	544	1	0	125
Cluster_116	26	1	22	36	8
Cluster_117	787	530	882	726	319
Cluster_118	3	0	0	1	349
Cluster_119	59	10	95	56	49
Cluster_120	0	37	175	14	1
Cluster_121	1	23	110	1	0
Cluster_122	159	25	0	17	0
Cluster_123	496	24	146	928	61
Cluster_124	20	31	20	61	214
Cluster_125	163	116	142	191	204
Cluster_126	2	23	59	312	2
Cluster_127	8	24	13	57	102
Cluster_128	14	44	25	66	127
Cluster_129	803	253	471	185	166
Cluster_130	320	99	120	29	67
Cluster_131	2906	297	181	61	453
Cluster_132	8	2	0	359	1
Cluster_133	69	127	61	120	132
Cluster_134	85	129	96	72	164
Cluster_135	5	5	4	149	90
Cluster_136	64	209	120	146	223
Cluster_137	6699	16449	5144	11052	45885
Cluster_138	288	1	7	601	0
Cluster_139	173	78	149	122	65
Cluster_140	9	206	2806	209	205
Cluster_141	0	0	55	0	47
Cluster_142	0	55	60	33	5
Cluster_143	2	4	43	49	4
Cluster_144	12	0	224	1	31
Cluster_145	4	0	4	158	0
Cluster_146	5	0	117	0	1
Cluster_147	88	11	3	28	18
Cluster_148	5010	2236	2937	5205	1144
Cluster_149	331	337	220	268	70
Cluster_150	13	64	23	6	1
Cluster_151	137	6	1005	33	51
Cluster_152	64	27	48	16	0
Cluster_153	64	11	92	24	18
Cluster_154	2	1	114	1	0
Cluster_155	24	31	0	78	10
Cluster_156	249	26	327	18	57
Cluster_157	217	167	58	862	38
Cluster_158	11	9	3	130	10
Cluster_159	75	2	10	1	8
Cluster_160	5	11	1	94	258
Cluster_161	779	254	479	428	107
Cluster_162	6544	2345	2393	4648	2017
Cluster_163	5	21	36	28	69
Cluster_164	30	118	0	21	4
Cluster_165	0	9	11	131	25
Cluster_166	1068	2110	3809	3986	521
Cluster_167	0	113	0	0	1
Cluster_168	72	27	23	51	21
Cluster_169	186	36	54	261	13
Cluster_170	50	26	13	71	21
Cluster_171	72	50	156	43	7
Cluster_172	0	0	0	76	0
Cluster_173	44	60	67	3	1
Cluster_174	29	102	114	3	1
Cluster_175	0	0	152	14	4
Cluster_176	368	67	108	226	26
Cluster_177	74	0	0	294	0
Cluster_178	3	25	175	58	0
Cluster_179	97	6	13	186	13
Cluster_180	0	0	0	72	0
Cluster_181	345	46	1151	280	87
Cluster_182	568	3	57	54	28
Cluster_183	199	23	215	178	60
Cluster_184	242	67	186	299	77
Cluster_185	94	26	137	40	27
Cluster_186	47	4	24	22	2
Cluster_187	3319	162	19	1004	129
Cluster_188	239	61	10	2	44
Cluster_189	738	14	5329	14	5
Cluster_190	707	18	528	1	3
Cluster_191	199	0	0	1	1
Cluster_192	19	393	158	1	2
Cluster_193	169	31	64	34	25
Cluster_194	0	102	1	69	0
Cluster_195	201	87	141	412	37
Cluster_196	86	21	66	282	17
Cluster_197	42	22	49	77	9
Cluster_198	127	56	44	101	12
Cluster_199	964	579	1188	1110	471
Cluster_200	0	0	2	123	0
Cluster_201	140	1	12	41	2
Cluster_202	24	4	2	114	5
Cluster_203	125	374	1	0	7
Cluster_204	115	0	87	17	19
Cluster_205	3	28	10	36	3
Cluster_206	54	0	71	57	17
Cluster_207	397	55	224	202	159
Cluster_208	191	180	130	644	247
Cluster_209	1338	476	1761	4720	104
Cluster_210	12	51	20	146	6
Cluster_211	221	32	112	154	31
Cluster_212	205	13	84	59	136
Cluster_213	254	35	95	113	87
Cluster_214	192	57	153	183	32
Cluster_215	749	343	452	1236	274
Cluster_216	7418	10199	10438	11191	4761
Cluster_217	216	13	59	504	38
Cluster_218	52	11	46	197	14
Cluster_219	569	49	86	659	395
Cluster_220	0	177	0	0	0
Cluster_221	5	11	24	30	14
Cluster_222	70	22	265	22	5
Cluster_223	439	4	43	48	6
Cluster_224	118	3	50	138	19
Cluster_225	150	0	0	21	1
Cluster_226	917	24	56	49	36
Cluster_227	1417	437	1365	897	120
Cluster_228	110	27	23	60	5
Cluster_229	36	51	28	103	7
Cluster_230	168	45	151	151	132
Cluster_231	30	228	1	11	1
Cluster_232	33	35	26	86	52
Cluster_233	28	16	42	24	2
Cluster_234	803	382	2701	1724	4
Cluster_235	196	138	63	136	244
Cluster_236	1811	2729	2	1841	93
Cluster_237	49	21	51	34	14
Cluster_238	96	341	543	2	3
Cluster_239	51	12	12	25	24
Cluster_240	74	17	58	17	19
Cluster_241	128	28	66	21	9
Cluster_242	191	1704	1802	5	534
Cluster_243	25	37	892	225	168
Cluster_244	24	20	651	13	206
Cluster_245	81	6	73	32	30
Cluster_246	80	12	31	29	19
Cluster_247	6720	2558	2992	5393	2443
Cluster_248	788	269	476	443	151
Cluster_249	128	23	87	69	326
Cluster_250	560	409	10	770	212
Cluster_251	1410	23	720	47	716
Cluster_252	1691	25	1620	191	899
Cluster_253	190	17	379	4	364
Cluster_254	562	231	1468	4949	217
Cluster_255	25545	603	27756	5880	8227
Cluster_256	360	21	63	2	52
Cluster_257	1307	75	281	27	227
Cluster_258	497	72	176	16	132
Cluster_259	507	52	262	10	58
Cluster_260	13092	8588	7292	9315	1337
Cluster_261	88	14	924	112	104
Cluster_262	161	30	90	60	32
Cluster_263	168	28	234	102	23
Cluster_264	646	3	10	26	2
Cluster_265	706	20	512	1593	16
Cluster_266	56	153	512	952	46
Cluster_267	282	514	991	539	244
Cluster_268	86	19	41	183	94
Cluster_269	80	43	54	297	214
Cluster_270	207	353	688	10	154
Cluster_271	57	2	79	67	7
Cluster_272	814	174	204	429	96
Cluster_273	97	48	25	10	4
Cluster_274	23	6	2	50	0
Cluster_275	101	74	155	164	48
Cluster_276	48	13	19	26	12
Cluster_277	98	43	34	253	37
Cluster_278	3	15	121	23	1
Cluster_279	12	4	458	231	7
Cluster_280	2	2	35	26	18
Cluster_281	9	13	26	81	6
Cluster_282	1	254	0	2	0
Cluster_283	5	49	33	240	202
Cluster_284	33	79	45	124	192
Cluster_285	0	212	0	0	0
Cluster_286	3	2	472	0	0
Cluster_287	320	327	514	380	8
Cluster_288	507	287	747	615	30
Cluster_289	0	27	220	1	1
Cluster_290	215	56	117	54	66
Cluster_291	94	1	1	2216	95
Cluster_292	2	14	2	51	34
Cluster_293	980	347	733	46	134
Cluster_294	177	57	207	47	15
Cluster_295	1058	413	2365	440	154
Cluster_296	0	2	290	0	4
Cluster_297	0	2	288	0	2
Cluster_298	16	75	1	204	0
Cluster_299	105	64	67	51	20
Cluster_300	111	35	15	75	6
Cluster_301	37	8	51	1	12
Cluster_302	6	48	3	4	154
Cluster_303	26	45	100	49	5
Cluster_304	65	36	14	32	12
Cluster_305	48	80	52	62	65
Cluster_306	27	30	21	23	57
Cluster_307	7	0	155	35	0
Cluster_308	668	2	554	2	2
Cluster_309	0	1	78	0	0
Cluster_310	19	55	26	57	211
Cluster_311	3523	4898	4821	2509	1428
Cluster_312	3	71	188	268	921
Cluster_313	468	216	305	710	93
Cluster_314	204	394	734	159	427
Cluster_315	25	28	37	18	17
Cluster_316	63	50	81	101	27
Cluster_317	860	192	203	970	669
Cluster_318	4842	89	2196	363	256
Cluster_319	12	40	28	29	95
Cluster_320	810	53	68	516	36
Cluster_321	12	4	100	73	1
Cluster_322	375	8	0	95	18
Cluster_323	16	8	98	61	8
Cluster_324	24	53	15	24	0
Cluster_325	190	10	4	56	2
Cluster_326	10	19	25	82	6
Cluster_327	1	0	76	4	1
Cluster_328	94	142	216	244	35
Cluster_329	178	45	56	209	282
Cluster_330	597	75	168	418	118
Cluster_331	74	95	126	944	68
Cluster_332	245	230	385	376	96
Cluster_333	2	1	4	353	3
Cluster_334	61	2	62	54	17
Cluster_335	385	61	231	208	150
Cluster_336	71	139	86	202	56
Cluster_337	119	28	29	153	184
Cluster_338	43	5	13	22	40
Cluster_339	18	584	1643	1355	164
Cluster_340	93	1	2	0	108
Cluster_341	110	4	21	0	0
Cluster_342	1	95	13	3	1
Cluster_343	0	2	180	4	6
Cluster_344	2	30	1	0	131
Cluster_345	94	134	189	81	119
Cluster_346	133	564	310	809	1185
Cluster_347	233	666	374	927	292
Cluster_348	122	278	221	367	511
Cluster_349	90	105	111	87	187
Cluster_350	24	33	15	72	211
Cluster_351	25	32	12	69	97
Cluster_352	27	40	25	45	12
Cluster_353	1109	11	3627	1955	17
Cluster_354	17	53	31	46	30
Cluster_355	1788	3027	1581	3984	5500
Cluster_356	38	73	52	121	348
Cluster_357	84	150	133	288	327
Cluster_358	18	1	214	36	10
Cluster_359	148	61	5	125	27
Cluster_360	142599	101636	141199	84760	52034
Cluster_361	94	133	25	2	112
Cluster_362	373	237	219	427	934
Cluster_363	1215	580	973	1086	66
Cluster_364	94	29	76	50	106
Cluster_365	341	1701	904	4	2240
Cluster_366	7	25	7	38	264
Cluster_367	351	2	2	0	3
Cluster_368	14	39	14	29	51
Cluster_369	444	628	42	718	1090
Cluster_370	10	759	395	6	176
Cluster_371	65	5	2	1	3
Cluster_372	220	19	72	110	41
Cluster_373	176	81	22	1	0
Cluster_374	3331	3325	3877	3895	377
Cluster_375	106	122	99	186	92
Cluster_376	684	392	398	347	234
Cluster_377	426	0	0	10	3
Cluster_378	4	28	8	77	92
Cluster_379	88	56	141	132	1
Cluster_380	13	63	11	76	133
Cluster_381	0	28	0	0	135
Cluster_382	7	8	264	178	1
Cluster_383	1	36	13	231	0
Cluster_384	14	18	0	118	9
Cluster_385	18	17	134	132	10
Cluster_386	11	138	1053	545	110
Cluster_387	666	287	712	320	134
Cluster_388	12	22	64	25	3
Cluster_389	328	373	630	1058	1063
Cluster_390	741	614	748	876	353
Cluster_391	213	15	42	16	1
Cluster_392	31	27	30	53	5
Cluster_393	39	12	5	43	8
Cluster_394	43	27	19	40	4
Cluster_395	29	6	77	303	18
Cluster_396	0	4	1	199	0
Cluster_397	7	37	14	163	97
Cluster_398	2	22	15	280	89
Cluster_399	1	1	9	158	43
Cluster_400	20	44	27	596	273
Cluster_401	4	26	320	20	1
Cluster_402	46	4	47	4	15
Cluster_403	294	45	362	94	73
Cluster_404	846	96	854	456	144
Cluster_405	116	19	134	56	36
Cluster_406	9	8	7	49	3
Cluster_407	79	0	21	2	2
Cluster_408	1	37	7	95	0
Cluster_409	976	559	855	378	405
Cluster_410	2241	10	223	9	44
Cluster_411	136	12	14	42	10
Cluster_412	57	0	2	386	17
Cluster_413	175	49	1	165	1
Cluster_414	101	201	0	543	108
Cluster_415	983	57	2	203	44
Cluster_416	13	95	1	53	69
Cluster_417	3	33	3	51	23
Cluster_418	1	141	0	92	76
Cluster_419	107	2	8	13	0
Cluster_420	171	153	176	45	7
Cluster_421	0	55	16	130	3
Cluster_422	45	8	0	73	2
Cluster_423	142	2	10	8	0
Cluster_424	1	9	1	69	0
Cluster_425	80	9	10	0	0
Cluster_426	24	95	16	49	84
Cluster_427	20	52	25	83	82
Cluster_428	50	56	32	28	45
Cluster_429	88	96	68	40	34
Cluster_430	158	53	82	41	36
Cluster_431	168	0	6	0	2
Cluster_432	291	18	84	22	10
Cluster_433	165	0	6	0	0
Cluster_434	131	8	25	15	35
Cluster_435	504	0	29	10	30
Cluster_436	132	81	266	125	33
Cluster_437	85	25	3	134	45
Cluster_438	49	3	5	14	3
Cluster_439	124	30	96	44	13
Cluster_440	256	1	0	2	0
Cluster_441	43	0	34	22	27
Cluster_442	175	201	128	531	689
Cluster_443	60	102	62	91	131
Cluster_444	1	104	0	1	12
Cluster_445	134	2	34	4	1
Cluster_446	4	57	6	19	7
Cluster_447	9	9	27	40	13
Cluster_448	10	42	17	79	104
Cluster_449	192760	242247	72796	225614	357010
Cluster_450	343	340	193	1380	348
Cluster_451	0	11	1	2	68
Cluster_452	3125	5007	4573	16434	41262
Cluster_453	45	4	72	48	17
Cluster_454	2349	52	225	2892	154
Cluster_455	31	89	168	303	55
Cluster_456	118	87	87	198	125
Cluster_457	19	24	11	222	124
Cluster_458	294	854	1249	1589	4246
Cluster_459	5	10	40	20	84
Cluster_460	14	13	50	82	90
Cluster_461	17	28	41	65	116
Cluster_462	10	13	29	31	73
Cluster_463	0	0	131	0	0
Cluster_464	4616	1110	1307	20	777
Cluster_465	4	108	279	719	16
Cluster_466	3	4	80	14	20
Cluster_467	807	276	814	806	405
Cluster_468	1322	87	570	405	254
Cluster_469	1142	217	1027	566	524
Cluster_470	38	22	33	23	21
Cluster_471	4	0	0	92	1
Cluster_472	6	31	10	191	16
Cluster_473	36	86	133	31	0
Cluster_474	2	26	62	40	1
Cluster_475	14	2	113	73	10
Cluster_476	117	143	113	248	71
Cluster_477	25	78	41	188	36
Cluster_478	15	8	172	3	2
Cluster_479	1694	651	1593	612	18
Cluster_480	3	37	0	47	46
Cluster_481	800	2674	801	798	3987
Cluster_482	34	52	0	0	68
Cluster_483	0	0	0	244	0
Cluster_484	79	151	94	128	168
Cluster_485	5	31	8	16	29
Cluster_486	4	21	15	156	25
Cluster_487	127	124	48	302	279
Cluster_488	5	25	16	160	29
Cluster_489	4	22	13	154	26
Cluster_490	165	0	1	0	0
Cluster_491	8	35	1	57	125
Cluster_492	162	729	796	97	1653
Cluster_493	142	68	46	79	30
Cluster_494	460	514	374	203	81
Cluster_495	37	127	67	140	223
Cluster_496	25	113	29	64	156
Cluster_497	19	52	14	100	147
Cluster_498	307	418	421	129	68
Cluster_499	107	29	13	86	25
Cluster_500	619	377	658	536	191
Cluster_501	0	37	1	0	133
Cluster_502	10	0	132	23	0
Cluster_503	236	127	0	31	3
Cluster_504	23	157	315	33	12
Cluster_505	56	186	174	373	50
Cluster_506	48	33	11	31	4
Cluster_507	1	83	3	14	55
Cluster_508	1	2	5	139	0
Cluster_509	602	49	12	13	6
Cluster_510	69	9	2	45	6
Cluster_511	318	81	147	271	45
Cluster_512	195	88	417	70	69
Cluster_513	94	10	8	5	109
Cluster_514	2	4	0	19	49
Cluster_515	242	40	50	46	3
Cluster_516	1144	185	456	58	160
Cluster_517	473	385	317	12	32
Cluster_518	17	2	1272	7	10
Cluster_519	1336	1106	1726	2417	890
Cluster_520	215	473	46	1292	442
Cluster_521	2	1	47	72	4
Cluster_522	31	68	552	80	259
Cluster_523	21	97	743	134	255
Cluster_524	198	43	40	36	231
Cluster_525	73	7	19	59	17
Cluster_526	3577	8	26	9321	8
Cluster_527	6	1	0	154	6
Cluster_528	134	44	116	236	18
Cluster_529	9	2	835	19	1
Cluster_530	1176	84	365	267	90
Cluster_531	926	841	6867	2350	50
Cluster_532	888	9	1	5	9
Cluster_533	157	1	1	1	0
Cluster_534	179	8	7	11	2
Cluster_535	387	9	168	86	7
Cluster_536	29	0	44	69	2
Cluster_537	140	13	71	66	10
Cluster_538	440	13	43	26	8
Cluster_539	4	0	81	1	4
Cluster_540	115	27	69	4	10
Cluster_541	1058	146	415	34	134
Cluster_542	251	44	267	130	39
Cluster_543	443	131	1013	83	48
Cluster_544	355	67	293	153	72
Cluster_545	21	7	84	20	11
Cluster_546	89	13	53	54	8
Cluster_547	56	10	22	43	17
Cluster_548	34	12	137	22	11
Cluster_549	1918	718	1864	2258	407
Cluster_550	754	445	344	971	682
Cluster_551	0	1	1	164	13
Cluster_552	3124	4183	3788	8396	1047
Cluster_553	1	0	20	139	0
Cluster_554	105	0	0	0	2
Cluster_555	19	32	21	68	49
Cluster_556	0	13	8	200	9
Cluster_557	228	58	352	165	68
Cluster_558	94	199	230	2	5
Cluster_559	0	53	1	221	0
Cluster_560	306	1	0	3	9
Cluster_561	66	1	14	0	8
Cluster_562	37	79	1	51	37
Cluster_563	5212	130	2194	2138	110
Cluster_564	50	39	13	27	7
Cluster_565	25	140	59	186	116
Cluster_566	4	74	3	130	28
Cluster_567	2083	66	53	72	309
Cluster_568	1	0	91	0	0
Cluster_569	3	0	95	0	0
Cluster_570	14	1	11	234	13
Cluster_571	27	5	70	331	24
Cluster_572	324	2	639	632	291
Cluster_573	66	4	20	72	12
Cluster_574	3	82	27	90	0
Cluster_575	415	307	11	2	6
Cluster_576	93	42	153	15	19
Cluster_577	166	20	59	30	16
Cluster_578	23	1	284	163	3
Cluster_579	20	8	33	20	0
Cluster_580	8	783	4	6	3
Cluster_581	427	91	487	256	97
Cluster_582	300	54	170	177	69
Cluster_583	41	11	27	39	10
Cluster_584	44	4	14	33	8
Cluster_585	92	66	417	282	79
Cluster_586	312	915	1211	4517	734
Cluster_587	175	87	192	126	46
Cluster_588	101	1	193	69	117
Cluster_589	144	10	150	61	65
Cluster_590	43	2	37	40	29
Cluster_591	19	12	38	24	1
Cluster_592	46	11	89	67	35
Cluster_593	156	28	194	122	39
Cluster_594	74	14	119	43	97
Cluster_595	104	54	87	93	31
Cluster_596	30	13	26	49	16
Cluster_597	38	15	227	20	22
Cluster_598	81	883	1215	26	1248
Cluster_599	53	12	70	49	23
Cluster_600	53	64	59	203	115
Cluster_601	56	206	38	19	12
Cluster_602	3	12	1	62	35
Cluster_603	1315	460	302	2465	5251
Cluster_604	34	20	10	18	19
Cluster_605	3089	1722	3687	2640	893
Cluster_606	50	15	36	7	8
Cluster_607	65	13	44	43	7
Cluster_608	207	1278	20	28	6
Cluster_609	51	7	57	20	18
Cluster_610	30	16	22	22	12
Cluster_611	55	16	45	441	23
Cluster_612	116	44	104	177	68
Cluster_613	44	0	41	1	2
Cluster_614	51	4	42	19	12
Cluster_615	53	6	21	14	55
Cluster_616	265	9	164	198	35
Cluster_617	104	2	48	182	86
Cluster_618	53	7	18	41	13
Cluster_619	50	41	38	66	211
Cluster_620	9	28	96	0	7
Cluster_621	72	55	36	164	74
Cluster_622	225	74	30	103	41
Cluster_623	3	71	0	0	4
Cluster_624	35	2	6	179	8
Cluster_625	1149	365	99	10	11
Cluster_626	90	7	3	34	3
Cluster_627	256	415	251	844	1812
Cluster_628	1	2	6	84	1
Cluster_629	22	39	13	43	33
Cluster_630	248	7	1300	7	30
Cluster_631	1773	1152	15	2140	340
Cluster_632	8	46	4	89	34
Cluster_633	2	5	284	12	8
Cluster_634	3	2	882	31	3
Cluster_635	38	33	207	34	4
Cluster_636	775	1157	838	222	405
Cluster_637	124	85	305	42	58
Cluster_638	23	16	482	8	9
Cluster_639	7	8	240	2	4
Cluster_640	27	4	34	43	9
Cluster_641	792	524	911	715	322
Cluster_642	39	10	834	9	6
Cluster_643	36	7	329	7	7
Cluster_644	20	2	22	82	6
Cluster_645	184	8	57	30	19
Cluster_646	249	134	23	498	75
Cluster_647	495	612	3	7	226
Cluster_648	4	8	48	78	8
Cluster_649	130	0	19	5	5
Cluster_650	732	392	559	829	101
Cluster_651	96	10	3	19	3
Cluster_652	1986	2	2	1	1
Cluster_653	11	2	82	19	3
Cluster_654	7	18	17	19	31
Cluster_655	18	4	36	13	15
Cluster_656	24	118	9	12	181
Cluster_657	73	147	206	594	1474
Cluster_658	695	863	467	902	1453
Cluster_659	72	726	0	88	167
Cluster_660	11	18	13	21	26
Cluster_661	11	8	4	75	2
Cluster_662	7	24	6	18	15
Cluster_663	47	47	60	92	12
Cluster_664	0	0	390	0	217
Cluster_665	1	2	297	160	2
Cluster_666	8	6	0	0	75
Cluster_667	49	49	6	55	4
Cluster_668	85	28	134	14	11
Cluster_669	1882	84	586	1522	28
Cluster_670	2950	149	193	7868	65
Cluster_671	74	153	145	3	53
Cluster_672	134	305	274	18	8
Cluster_673	0	0	0	68	0
Cluster_674	32	11	26	18	14
Cluster_675	301	64	85	236	133
Cluster_676	2795	2623	2050	2261	1483
Cluster_677	1	0	19	110	2
Cluster_678	57	6	19	39	16
Cluster_679	126	10	32	33	28
Cluster_680	238	18	179	181	44
Cluster_681	2226	54	1143	1220	583
Cluster_682	474	304	0	398	3
Cluster_683	325	47	2	132	9
Cluster_684	1102	65	459	461	181
Cluster_685	0	38	211	226	56
Cluster_686	491	10	144	58	86
Cluster_687	7	7	130	33	5
Cluster_688	1371	474	1631	1302	1129
Cluster_689	62	57	110	84	52
Cluster_690	1958	715	852	1024	395
Cluster_691	739	465	320	964	668
Cluster_692	41	0	32	6	8
Cluster_693	45	11	6	12	0
Cluster_694	113	35	1	157	11
Cluster_695	9	11	12	210	104
Cluster_696	48	95	2	54	34
Cluster_697	535	119	206	103	432
Cluster_698	2	2	77	18	0
Cluster_699	79	14	2	0	2
Cluster_700	99	0	0	0	107
Cluster_701	49	2	126	51	0
Cluster_702	31	42	353	2	25
Cluster_703	93	0	2	0	107
Cluster_704	13	8	125	18	16
Cluster_705	145	48	138	92	20
Cluster_706	825	168	227	3	6
Cluster_707	20	152	44	358	315
Cluster_708	60	102	99	392	153
Cluster_709	19	28	40	144	85
Cluster_710	14	3	11	187	128
Cluster_711	2229	710	2200	2492	622
Cluster_712	115	57	99	86	39
Cluster_713	0	37	0	0	136
Cluster_714	157	39	125	46	23
Cluster_715	0	0	0	0	77
Cluster_716	35	117	2807	43	0
Cluster_717	34	2	145	156	1
Cluster_718	554	433	442	348	258
Cluster_719	24	5	0	50	1
Cluster_720	71	58	42	8	0
Cluster_721	2	0	805	0	0
Cluster_722	2	320	30	1	271
Cluster_723	0	1	1069	0	6
Cluster_724	364	310	1	5	80
Cluster_725	107	9	42	15	27
Cluster_726	1245	1003	544	521	220
Cluster_727	1	2	210	0	1
Cluster_728	33	15	26	39	15
Cluster_729	182	103	1	184	6
Cluster_730	2	30	89	34	11
Cluster_731	101	5	23	27	29
Cluster_732	161	21	56	86	220
Cluster_733	13	34	24	39	18
Cluster_734	2	4	9	926	15
Cluster_735	34	32	65	19	50
Cluster_736	30	60	4	70	36
Cluster_737	19	21	29	40	15
Cluster_738	35	55	36	28	34
Cluster_739	14	27	30	56	63
Cluster_740	6	14	36	17	16
Cluster_741	425	314	566	508	170
Cluster_742	133	1	0	0	1
Cluster_743	9	24	2	35	37
Cluster_744	16	16	27	44	81
Cluster_745	795	5	43	269	5
Cluster_746	315	181	262	356	21
Cluster_747	71	1	13	9	0
Cluster_748	0	225	0	0	0
Cluster_749	82	131	3	11	70
Cluster_750	19	39	77	13	0
Cluster_751	0	81	10	0	0
Cluster_752	94	13	4	6	108
Cluster_753	13	135	19	8	11
Cluster_754	72	20	109	47	38
Cluster_755	9	12	18	45	67
Cluster_756	4	14	8	36	10
Cluster_757	2201	960	1596	944	621
Cluster_758	0	1	362	1	1
Cluster_759	295	404	1058	919	255
Cluster_760	34	7	16	14	29
Cluster_761	0	374	15	0	21
Cluster_762	0	0	1	1	92
Cluster_763	6136	5418	7266	6316	7335
Cluster_764	105	7	673	1	5
Cluster_765	304	0	2	0	0
Cluster_766	185	133	436	288	105
Cluster_767	72	3	125	132	38
Cluster_768	56	4	39	108	24
Cluster_769	130	39	197	172	39
Cluster_770	225	49	61	282	260
Cluster_771	490	316	956	531	395
Cluster_772	364	156	937	652	251
Cluster_773	138	34	172	175	37
Cluster_774	396	143	523	1115	404
Cluster_775	405	306	401	484	132
Cluster_776	0	2	444	1	0
Cluster_777	0	1	1076	1	6
Cluster_778	126	187	89	369	711
Cluster_779	46	192	86	105	50
Cluster_780	0	343	1	3	22
Cluster_781	133	32	21	28	66
Cluster_782	177	66	14	39	72
Cluster_783	4	27	11	33	34
Cluster_784	8	49	17	41	102
Cluster_785	13	38	24	53	90
Cluster_786	4	51	11	81	140
Cluster_787	2	23	9	31	101
Cluster_788	5	47	20	47	194
Cluster_789	3	1	85	2	163
Cluster_790	182	3	445	266	285
Cluster_791	62	76	1758	32	2
Cluster_792	19	16	52	46	25
Cluster_793	137	32	1	30	2
Cluster_794	43	0	9	133	80
Cluster_795	173	15	49	56	18
Cluster_796	105	4	19	27	24
Cluster_797	349	870	499	799	462
Cluster_798	48	106	51	81	147
Cluster_799	94	144	81	177	163
Cluster_800	9	49	15	55	63
Cluster_801	20	55	27	65	79
Cluster_802	19	78	33	113	180
Cluster_803	106	95	17	80	22
Cluster_804	0	0	293	0	0
Cluster_805	2	2	110	2	6
