"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"40","GO:0003697","single-stranded DNA binding",9,1,0.02,0.0157,"Molecular.Function","Cluster_15928"
"41","GO:0004508","steroid 17-alpha-monooxygenase activity",17,1,0.03,0.0296,"Molecular.Function","Cluster_15928"
"42","GO:0002224","toll-like receptor signaling pathway",1,1,0.01,0.011,"Biological.Process","Cluster_18728"
"43","GO:0006598","polyamine catabolic process",2,1,0.02,0.022,"Biological.Process","Cluster_18728"
"44","GO:0001578","microtubule bundle formation",2,1,0.02,0.022,"Biological.Process","Cluster_18728"
"45","GO:0006699","bile acid biosynthetic process",4,1,0.04,0.044,"Biological.Process","Cluster_18728"
"46","GO:0005471","ATP:ADP antiporter activity",1,1,0.01,0.006,"Molecular.Function","Cluster_18728"
"47","GO:0003960","NADPH:quinone reductase activity",1,1,0.01,0.006,"Molecular.Function","Cluster_18728"
"48","GO:0004675","transmembrane receptor protein serine/threonine kin...",3,1,0.02,0.018,"Molecular.Function","Cluster_18728"
"49","GO:0004860","protein kinase inhibitor activity",3,1,0.02,0.018,"Molecular.Function","Cluster_18728"
"50","GO:0004857","enzyme inhibitor activity",11,2,0.07,0.044,"Molecular.Function","Cluster_18728"
"51","GO:0004995","tachykinin receptor activity",16,2,0.1,0.0038,"Molecular.Function","Cluster_17776"
"52","GO:0005231","excitatory extracellular ligand-gated ion channel a...",2,1,0.01,0.0119,"Molecular.Function","Cluster_17776"
"53","GO:0008061","chitin binding",6,1,0.04,0.0354,"Molecular.Function","Cluster_17776"
"54","GO:0000266","mitochondrial fission",4,1,0.02,0.017,"Biological.Process","Cluster_16409"
"55","GO:0003360","brainstem development",5,1,0.02,0.021,"Biological.Process","Cluster_16409"
"56","GO:0000413","protein peptidyl-prolyl isomerization",9,1,0.04,0.037,"Biological.Process","Cluster_16409"
"57","GO:0002291","T cell activation via T cell receptor contact with ...",10,1,0.04,0.041,"Biological.Process","Cluster_16409"
"58","GO:0002221","pattern recognition receptor signaling pathway",11,1,0.05,0.045,"Biological.Process","Cluster_16409"
"59","GO:0004013","adenosylhomocysteinase activity",1,1,0.01,0.0053,"Molecular.Function","Cluster_16409"
"60","GO:0004402","histone acetyltransferase activity",1,1,0.01,0.0053,"Molecular.Function","Cluster_16409"
"61","GO:0005200","structural constituent of cytoskeleton",4,1,0.02,0.0209,"Molecular.Function","Cluster_16409"
"62","GO:0005109","frizzled binding",5,1,0.03,0.0261,"Molecular.Function","Cluster_16409"
"63","GO:0004758","serine C-palmitoyltransferase activity",6,1,0.03,0.0313,"Molecular.Function","Cluster_16409"
"64","GO:0005245","voltage-gated calcium channel activity",7,1,0.04,0.0364,"Molecular.Function","Cluster_16409"
"65","GO:0002021","response to dietary excess",1,1,0,0.0035,"Biological.Process","Cluster_1951"
"66","GO:0002674","negative regulation of acute inflammatory response",4,1,0.01,0.014,"Biological.Process","Cluster_1951"
"67","GO:0001508","action potential",4,1,0.01,0.014,"Biological.Process","Cluster_1951"
"68","GO:0003958","NADPH-hemoprotein reductase activity",1,1,0,0.0028,"Molecular.Function","Cluster_1951"
"69","GO:0004693","cyclin-dependent protein serine/threonine kinase ac...",3,1,0.01,0.0084,"Molecular.Function","Cluster_1951"
"70","GO:0001965","G-protein alpha-subunit binding",16,1,0.05,0.0442,"Molecular.Function","Cluster_1951"
"71","GO:0003779","actin binding",18,1,0.05,0.0496,"Molecular.Function","Cluster_1951"
"72","GO:0003351","epithelial cilium movement involved in extracellula...",1,1,0,0.0028,"Biological.Process","Cluster_3250"
"73","GO:0001933","negative regulation of protein phosphorylation",5,1,0.01,0.014,"Biological.Process","Cluster_3250"
"74","GO:0001867","complement activation, lectin pathway",16,1,0.04,0.0441,"Biological.Process","Cluster_3250"
"75","GO:0004615","phosphomannomutase activity",1,1,0,0.0032,"Molecular.Function","Cluster_3250"
"76","GO:0008641","ubiquitin-like modifier activating enzyme activity",1,1,0,0.0032,"Molecular.Function","Cluster_3250"
"77","GO:0005314","high-affinity L-glutamate transmembrane transporter...",2,1,0.01,0.0063,"Molecular.Function","Cluster_3250"
"78","GO:0003684","damaged DNA binding",4,1,0.01,0.0126,"Molecular.Function","Cluster_3250"
"79","GO:0003697","single-stranded DNA binding",9,1,0.03,0.0282,"Molecular.Function","Cluster_3250"
"80","GO:0003682","chromatin binding",14,2,0.09,0.0037,"Molecular.Function","Cluster_1862"
"81","GO:0004995","tachykinin receptor activity",16,2,0.11,0.0048,"Molecular.Function","Cluster_1862"
"82","GO:0004129","cytochrome-c oxidase activity",1,1,0.01,0.0067,"Molecular.Function","Cluster_1862"
"83","GO:0001626","nociceptin receptor activity",1,1,0.01,0.0067,"Molecular.Function","Cluster_1862"
"84","GO:0004499","N,N-dimethylaniline monooxygenase activity",2,1,0.01,0.0133,"Molecular.Function","Cluster_1862"
"85","GO:0003987","acetate-CoA ligase activity",2,1,0.01,0.0133,"Molecular.Function","Cluster_1862"
"86","GO:0005506","iron ion binding",31,2,0.21,0.0175,"Molecular.Function","Cluster_1862"
"87","GO:0003925","G protein activity",4,1,0.03,0.0265,"Molecular.Function","Cluster_1862"
"88","GO:0004560","alpha-L-fucosidase activity",6,1,0.04,0.0395,"Molecular.Function","Cluster_1862"
"89","GO:0000722","telomere maintenance via recombination",1,1,0,0.0021,"Biological.Process","Cluster_10093"
"90","GO:0001755","neural crest cell migration",2,1,0,0.0042,"Biological.Process","Cluster_10093"
"91","GO:0000822","inositol hexakisphosphate binding",1,1,0,0.0021,"Molecular.Function","Cluster_10093"
"92","GO:0001409","guanine nucleotide transmembrane transporter activi...",35,2,0.07,0.0021,"Molecular.Function","Cluster_10093"
"93","GO:0000272","polysaccharide catabolic process",11,1,0.01,0.0077,"Biological.Process","Cluster_2463"
"94","GO:0003779","actin binding",18,1,0.01,0.013,"Molecular.Function","Cluster_2463"
"95","GO:0000287","magnesium ion binding",57,1,0.04,0.04,"Molecular.Function","Cluster_2463"
"96","GO:0000082","G1/S transition of mitotic cell cycle",105,5,0.44,1.1e-05,"Biological.Process","Cluster_2859"
"97","GO:0001523","retinoid metabolic process",9,1,0.04,0.037,"Biological.Process","Cluster_2859"
"98","GO:0015101","organic cation transmembrane transporter activity",1,1,0,0.0025,"Molecular.Function","Cluster_2859"
"99","GO:0000902","cell morphogenesis",8,1,0.03,0.033,"Biological.Process","Cluster_15775"
"100","GO:0003863","3-methyl-2-oxobutanoate dehydrogenase (2-methylprop...",1,1,0,0.0046,"Molecular.Function","Cluster_15775"
"101","GO:0046982","protein heterodimerization activity",1,1,0,0.0046,"Molecular.Function","Cluster_15775"
"102","GO:0004485","methylcrotonoyl-CoA carboxylase activity",1,1,0,0.0046,"Molecular.Function","Cluster_15775"
"103","GO:0000340","RNA 7-methylguanosine cap binding",4,1,0.02,0.0182,"Molecular.Function","Cluster_15775"
"104","GO:0004177","aminopeptidase activity",7,1,0.03,0.0316,"Molecular.Function","Cluster_15775"
"105","GO:0000278","mitotic cell cycle",162,3,0.45,0.00038,"Biological.Process","Cluster_10057"
"106","GO:0004345","glucose-6-phosphate dehydrogenase activity",2,1,0,0.0028,"Molecular.Function","Cluster_10057"
"107","GO:0001738","morphogenesis of a polarized epithelium",6,1,0,0.0042,"Biological.Process","Cluster_5899"
"108","GO:0004222","metalloendopeptidase activity",15,1,0.02,0.021,"Molecular.Function","Cluster_5899"
"109","GO:0009734","auxin-activated signaling pathway",5,2,0.04,0.00053,"Biological.Process","Cluster_4220"
"110","GO:0003924","GTPase activity",67,4,0.52,0.0015,"Molecular.Function","Cluster_4220"
"111","GO:0001965","G-protein alpha-subunit binding",16,2,0.12,0.0064,"Molecular.Function","Cluster_4220"
"112","GO:0003923","GPI-anchor transamidase activity",1,1,0.01,0.0077,"Molecular.Function","Cluster_4220"
"113","GO:0003858","3-hydroxybutyrate dehydrogenase activity",1,1,0.01,0.0077,"Molecular.Function","Cluster_4220"
"114","GO:0003730","mRNA 3'-UTR binding",2,1,0.02,0.0154,"Molecular.Function","Cluster_4220"
"115","GO:0004611","phosphoenolpyruvate carboxykinase activity",2,1,0.02,0.0154,"Molecular.Function","Cluster_4220"
"116","GO:0004198","calcium-dependent cysteine-type endopeptidase activ...",3,1,0.02,0.023,"Molecular.Function","Cluster_4220"
"117","GO:0000900","mRNA regulatory element binding translation repress...",3,1,0.02,0.023,"Molecular.Function","Cluster_4220"
"118","GO:0001530","lipopolysaccharide binding",4,1,0.03,0.0306,"Molecular.Function","Cluster_4220"
"119","GO:0004993","G protein-coupled serotonin receptor activity",4,1,0.03,0.0306,"Molecular.Function","Cluster_4220"
"120","GO:0000390","spliceosomal complex disassembly",1,1,0,0.0042,"Biological.Process","Cluster_14768"
"121","GO:0000338","protein deneddylation",3,1,0.01,0.0126,"Biological.Process","Cluster_14768"
"122","GO:0001933","negative regulation of protein phosphorylation",5,1,0.02,0.0209,"Biological.Process","Cluster_14768"
"123","GO:0002042","cell migration involved in sprouting angiogenesis",7,1,0.03,0.0291,"Biological.Process","Cluster_14768"
"124","GO:0001054","RNA polymerase I activity",1,1,0,0.0032,"Molecular.Function","Cluster_14768"
"125","GO:0004181","metallocarboxypeptidase activity",10,1,0.03,0.0313,"Molecular.Function","Cluster_14768"
"126","GO:0000978","RNA polymerase II cis-regulatory region sequence-sp...",101,2,0.32,0.0382,"Molecular.Function","Cluster_14768"
"127","GO:0008376","acetylgalactosaminyltransferase activity",14,1,0.04,0.0435,"Molecular.Function","Cluster_14768"
"128","GO:0003015","heart process",21,1,0.01,0.015,"Biological.Process","Cluster_1826"
"129","GO:0005044","scavenger receptor activity",13,1,0.02,0.018,"Molecular.Function","Cluster_15854"
"130","GO:0001964","startle response",6,1,0.02,0.017,"Biological.Process","Cluster_10228"
"131","GO:0002218","activation of innate immune response",15,1,0.04,0.041,"Biological.Process","Cluster_10228"
"132","GO:0005496","steroid binding",8,1,0.02,0.02,"Molecular.Function","Cluster_10228"
"133","GO:0004995","tachykinin receptor activity",16,1,0.04,0.039,"Molecular.Function","Cluster_10228"
"134","GO:0000712","resolution of meiotic recombination intermediates",1,1,0.01,0.0056,"Biological.Process","Cluster_5900"
"135","GO:0004402","histone acetyltransferase activity",1,1,0,0.0042,"Molecular.Function","Cluster_5900"
"136","GO:0005200","structural constituent of cytoskeleton",4,1,0.02,0.0168,"Molecular.Function","Cluster_5900"
"137","GO:0004843","cysteine-type deubiquitinase activity",6,1,0.03,0.0251,"Molecular.Function","Cluster_5900"
"138","GO:0004940","beta1-adrenergic receptor activity",9,1,0.04,0.0374,"Molecular.Function","Cluster_5900"
"139","GO:0000064","L-ornithine transmembrane transporter activity",11,1,0.05,0.0455,"Molecular.Function","Cluster_5900"
"140","GO:0004966","galanin receptor activity",12,1,0.05,0.0496,"Molecular.Function","Cluster_5900"
"141","GO:0006836","neurotransmitter transport",6,1,0.03,0.025,"Biological.Process","Cluster_4254"
"142","GO:0001843","neural tube closure",7,1,0.03,0.029,"Biological.Process","Cluster_4254"
"143","GO:0015969","guanosine tetraphosphate metabolic process",9,1,0.04,0.037,"Biological.Process","Cluster_4254"
"144","GO:0000413","protein peptidyl-prolyl isomerization",9,1,0.04,0.037,"Biological.Process","Cluster_4254"
"145","GO:0004064","arylesterase activity",1,1,0.01,0.0056,"Molecular.Function","Cluster_4254"
"146","GO:0005262","calcium channel activity",24,2,0.14,0.0076,"Molecular.Function","Cluster_4254"
"147","GO:0004312","fatty acid synthase activity",3,1,0.02,0.0168,"Molecular.Function","Cluster_4254"
"148","GO:0005539","glycosaminoglycan binding",5,1,0.03,0.0278,"Molecular.Function","Cluster_4254"
"149","GO:0004560","alpha-L-fucosidase activity",6,1,0.03,0.0333,"Molecular.Function","Cluster_4254"
"150","GO:0000977","RNA polymerase II transcription regulatory region s...",109,3,0.61,0.0402,"Molecular.Function","Cluster_4254"
"151","GO:0001878","response to yeast",1,1,0,0.0042,"Biological.Process","Cluster_19193"
"152","GO:0001947","heart looping",4,1,0.02,0.0167,"Biological.Process","Cluster_19193"
"153","GO:0001758","retinal dehydrogenase activity",1,1,0.01,0.0053,"Molecular.Function","Cluster_19193"
"154","GO:0004802","transketolase activity",1,1,0.01,0.0053,"Molecular.Function","Cluster_19193"
"155","GO:0004735","pyrroline-5-carboxylate reductase activity",2,1,0.01,0.0105,"Molecular.Function","Cluster_19193"
"156","GO:0000287","magnesium ion binding",57,2,0.3,0.0351,"Molecular.Function","Cluster_19193"
"157","GO:0003729","mRNA binding",7,1,0.04,0.0364,"Molecular.Function","Cluster_19193"
"158","GO:0004721","phosphoprotein phosphatase activity",9,1,0.05,0.0466,"Molecular.Function","Cluster_19193"
"159","GO:0006091","generation of precursor metabolites and energy",12,1,0.03,0.025,"Biological.Process","Cluster_10051"
"160","GO:0003341","cilium movement",22,1,0.05,0.046,"Biological.Process","Cluster_10051"
"161","GO:0007175","negative regulation of epidermal growth factor-acti...",1,1,0,0.0049,"Biological.Process","Cluster_10419"
"162","GO:0002100","tRNA wobble adenosine to inosine editing",1,1,0,0.0049,"Biological.Process","Cluster_10419"
"163","GO:0003143","embryonic heart tube morphogenesis",5,1,0.02,0.0243,"Biological.Process","Cluster_10419"
"164","GO:0016980","creatinase activity",1,1,0,0.0028,"Molecular.Function","Cluster_10419"
"165","GO:0001878","response to yeast",1,1,0.01,0.0056,"Biological.Process","Cluster_18723"
"166","GO:0060271","cilium assembly",3,1,0.02,0.0167,"Biological.Process","Cluster_18723"
"167","GO:0001843","neural tube closure",7,1,0.04,0.0387,"Biological.Process","Cluster_18723"
"168","GO:0005290","L-histidine transmembrane transporter activity",9,1,0.01,0.013,"Molecular.Function","Cluster_18723"
"169","GO:0004966","galanin receptor activity",12,1,0.02,0.017,"Molecular.Function","Cluster_18723"
"170","GO:0001540","amyloid-beta binding",24,1,0.03,0.033,"Molecular.Function","Cluster_18723"
"171","GO:0002412","antigen transcytosis by M cells in mucosal-associat...",43,6,0.21,3.6e-09,"Biological.Process","Cluster_15851"
"172","GO:0001523","retinoid metabolic process",9,1,0.04,0.043,"Biological.Process","Cluster_15851"
"173","GO:0005384","manganese ion transmembrane transporter activity",1,1,0,0.0014,"Molecular.Function","Cluster_15851"
"174","GO:0000149","SNARE binding",4,1,0.01,0.0056,"Molecular.Function","Cluster_15851"
"175","GO:0003777","microtubule motor activity",16,1,0.02,0.0223,"Molecular.Function","Cluster_15851"
"176","GO:0001762","beta-alanine transport",17,1,0.02,0.024,"Biological.Process","Cluster_18711"
"177","GO:0004034","aldose 1-epimerase activity",1,1,0,0.00035,"Molecular.Function","Cluster_18711"
"178","GO:0003943","N-acetylgalactosamine-4-sulfatase activity",8,1,0.01,0.011,"Molecular.Function","Cluster_17791"
"179","GO:0000226","microtubule cytoskeleton organization",44,3,0.28,0.012,"Biological.Process","Cluster_14402"
"180","GO:0006598","polyamine catabolic process",2,1,0.01,0.013,"Biological.Process","Cluster_14402"
"181","GO:0002790","peptide secretion",2,1,0.01,0.013,"Biological.Process","Cluster_14402"
"182","GO:0004720","protein-lysine 6-oxidase activity",2,1,0.01,0.012,"Molecular.Function","Cluster_14402"
"183","GO:0004559","alpha-mannosidase activity",6,1,0.04,0.035,"Molecular.Function","Cluster_14402"
"184","GO:0001649","osteoblast differentiation",27,2,0.08,0.002,"Biological.Process","Cluster_15316"
"185","GO:0000226","microtubule cytoskeleton organization",44,1,0.03,0.031,"Biological.Process","Cluster_3437"
"186","GO:0000165","MAPK cascade",36,2,0.05,0.00062,"Biological.Process","Cluster_10207"
"187","GO:0004729","oxygen-dependent protoporphyrinogen oxidase activit...",1,1,0,0.0025,"Molecular.Function","Cluster_10207"
"188","GO:0000827","inositol-1,3,4,5,6-pentakisphosphate kinase activit...",2,1,0,0.0049,"Molecular.Function","Cluster_10207"
"189","GO:0004508","steroid 17-alpha-monooxygenase activity",17,1,0.04,0.0412,"Molecular.Function","Cluster_10207"
"190","GO:0000209","protein polyubiquitination",30,1,0.02,0.021,"Biological.Process","Cluster_18772"
"191","GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) ...",1,1,0,0.00035,"Molecular.Function","Cluster_18772"
"192","GO:0005542","folic acid binding",10,1,0,0.0035,"Molecular.Function","Cluster_15671"
