taxid	gene_id	gene_symbol	GOID	evidence
apul	FUN_000270	FUN_000270	GO:0005347	SwissProt
apul	FUN_000283	FUN_000283	GO:0004888	SwissProt
apul	FUN_000286	FUN_000286	GO:0002291	SwissProt
apul	FUN_000287	FUN_000287	GO:0002291	SwissProt
apul	FUN_000314	FUN_000314	GO:0003964	SwissProt
apul	FUN_000316	FUN_000316	GO:0003677	SwissProt
apul	FUN_000320	FUN_000320	GO:0002244	SwissProt
apul	FUN_000323	FUN_000323	GO:0000146	SwissProt
apul	FUN_000327	FUN_000327	GO:0004100	SwissProt
apul	FUN_000329	FUN_000329	GO:0005509	SwissProt
apul	FUN_000330	FUN_000330	GO:0001726	SwissProt
apul	FUN_000334	FUN_000334	GO:0000922	SwissProt
apul	FUN_000335	FUN_000335	GO:0005737	SwissProt
apul	FUN_000336	FUN_000336	GO:0000922	SwissProt
apul	FUN_000339	FUN_000339	GO:0005737	SwissProt
apul	FUN_000341	FUN_000341	GO:0000922	SwissProt
apul	FUN_000342	FUN_000342	GO:0000922	SwissProt
apul	FUN_000343	FUN_000343	GO:0000922	SwissProt
apul	FUN_000345	FUN_000345	GO:0000922	SwissProt
apul	FUN_000350	FUN_000350	GO:0000922	SwissProt
apul	FUN_000356	FUN_000356	GO:0000132	SwissProt
apul	FUN_000362	FUN_000362	GO:0000922	SwissProt
apul	FUN_000370	FUN_000370	GO:0003924	SwissProt
apul	FUN_000374	FUN_000374	GO:0000978	SwissProt
apul	FUN_000378	FUN_000378	GO:0004325	SwissProt
apul	FUN_000382	FUN_000382	GO:0004252	SwissProt
apul	FUN_000393	FUN_000393	GO:0003735	SwissProt
apul	FUN_000396	FUN_000396	GO:0005634	SwissProt
apul	FUN_000397	FUN_000397	GO:0004672	SwissProt
apul	FUN_000401	FUN_000401	GO:0000139	SwissProt
apul	FUN_000418	FUN_000418	GO:0004497	SwissProt
apul	FUN_000419	FUN_000419	GO:0003723	SwissProt
apul	FUN_000429	FUN_000429	GO:0001945	SwissProt
apul	FUN_000440	FUN_000440	GO:0003989	SwissProt
apul	FUN_000478	FUN_000478	GO:0004890	SwissProt
apul	FUN_000480	FUN_000480	GO:0004888	SwissProt
apul	FUN_000482	FUN_000482	GO:0004983	SwissProt
apul	FUN_000488	FUN_000488	GO:0003723	SwissProt
apul	FUN_000489	FUN_000489	GO:0003677	SwissProt
apul	FUN_000491	FUN_000491	GO:0004126	SwissProt
apul	FUN_000493	FUN_000493	GO:0004126	SwissProt
apul	FUN_000494	FUN_000494	GO:0004126	SwissProt
apul	FUN_000496	FUN_000496	GO:0004126	SwissProt
apul	FUN_000497	FUN_000497	GO:0004126	SwissProt
apul	FUN_000498	FUN_000498	GO:0001228	SwissProt
apul	FUN_000499	FUN_000499	GO:0001556	SwissProt
apul	FUN_000502	FUN_000502	GO:0004683	SwissProt
apul	FUN_000518	FUN_000518	GO:0003007	SwissProt
apul	FUN_000521	FUN_000521	GO:0005886	SwissProt
apul	FUN_000522	FUN_000522	GO:0004674	SwissProt
apul	FUN_000529	FUN_000529	GO:0003007	SwissProt
apul	FUN_000535	FUN_000535	GO:0000785	SwissProt
apul	FUN_000537	FUN_000537	GO:0000030	SwissProt
apul	FUN_000542	FUN_000542	GO:0000976	SwissProt
apul	FUN_000545	FUN_000545	GO:0004139	SwissProt
apul	FUN_000547	FUN_000547	GO:0005765	SwissProt
apul	FUN_000549	FUN_000549	GO:0000209	SwissProt
apul	FUN_000552	FUN_000552	GO:0006511	SwissProt
apul	FUN_000553	FUN_000553	GO:0006511	SwissProt
apul	FUN_000562	FUN_000562	GO:0005524	SwissProt
apul	FUN_000587	FUN_000587	GO:0005886	SwissProt
apul	FUN_000588	FUN_000588	GO:0003677	SwissProt
apul	FUN_000600	FUN_000600	GO:0005524	SwissProt
apul	FUN_000602	FUN_000602	GO:0005524	SwissProt
apul	FUN_000603	FUN_000603	GO:0005524	SwissProt
apul	FUN_000606	FUN_000606	GO:0000139	SwissProt
apul	FUN_000608	FUN_000608	GO:0003779	SwissProt
apul	FUN_000615	FUN_000615	GO:0005829	SwissProt
apul	FUN_000617	FUN_000617	GO:0004180	SwissProt
apul	FUN_000620	FUN_000620	GO:0005789	SwissProt
apul	FUN_000621	FUN_000621	GO:0005524	SwissProt
apul	FUN_000628	FUN_000628	GO:0005789	SwissProt
apul	FUN_000629	FUN_000629	GO:0005524	SwissProt
apul	FUN_000632	FUN_000632	GO:0005524	SwissProt
apul	FUN_000637	FUN_000637	GO:0005524	SwissProt
apul	FUN_000639	FUN_000639	GO:0004402	SwissProt
apul	FUN_000641	FUN_000641	GO:0000122	SwissProt
apul	FUN_000644	FUN_000644	GO:0005797	SwissProt
apul	FUN_000859	FUN_000859	GO:0004573	SwissProt
apul	FUN_000867	FUN_000867	GO:0004252	SwissProt
apul	FUN_000870	FUN_000870	GO:0002181	SwissProt
apul	FUN_000871	FUN_000871	GO:0005886	SwissProt
apul	FUN_000873	FUN_000873	GO:0003831	SwissProt
apul	FUN_000891	FUN_000891	GO:0004995	SwissProt
apul	FUN_000894	FUN_000894	GO:0003677	SwissProt
apul	FUN_000895	FUN_000895	GO:0000381	SwissProt
apul	FUN_000898	FUN_000898	GO:0001544	SwissProt
apul	FUN_000908	FUN_000908	GO:0000122	SwissProt
apul	FUN_000910	FUN_000910	GO:0000149	SwissProt
apul	FUN_000916	FUN_000916	GO:0000149	SwissProt
apul	FUN_000922	FUN_000922	GO:0005764	SwissProt
apul	FUN_000930	FUN_000930	GO:0000287	SwissProt
apul	FUN_000931	FUN_000931	GO:0005789	SwissProt
apul	FUN_000935	FUN_000935	GO:0000122	SwissProt
apul	FUN_000942	FUN_000942	GO:0000209	SwissProt
apul	FUN_000960	FUN_000960	GO:0003723	SwissProt
apul	FUN_000968	FUN_000968	GO:0001561	SwissProt
apul	FUN_000973	FUN_000973	GO:0000492	SwissProt
apul	FUN_000977	FUN_000977	GO:0004715	SwissProt
apul	FUN_000988	FUN_000988	GO:0003779	SwissProt
apul	FUN_000992	FUN_000992	GO:0001501	SwissProt
apul	FUN_001006	FUN_001006	GO:0005783	SwissProt
apul	FUN_001013	FUN_001013	GO:0005634	SwissProt
apul	FUN_001021	FUN_001021	GO:0004995	SwissProt
apul	FUN_001022	FUN_001022	GO:0001527	SwissProt
apul	FUN_001023	FUN_001023	GO:0005201	SwissProt
apul	FUN_001024	FUN_001024	GO:0001501	SwissProt
apul	FUN_001025	FUN_001025	GO:0003964	SwissProt
apul	FUN_001032	FUN_001032	GO:0004966	SwissProt
apul	FUN_001036	FUN_001036	GO:0003676	SwissProt
apul	FUN_001040	FUN_001040	GO:0004806	SwissProt
apul	FUN_001049	FUN_001049	GO:0005509	SwissProt
apul	FUN_001053	FUN_001053	GO:0003723	SwissProt
apul	FUN_001059	FUN_001059	GO:0001561	SwissProt
apul	FUN_001061	FUN_001061	GO:0003810	SwissProt
apul	FUN_001068	FUN_001068	GO:0005635	SwissProt
apul	FUN_001083	FUN_001083	GO:0004995	SwissProt
apul	FUN_001084	FUN_001084	GO:0004966	SwissProt
apul	FUN_001091	FUN_001091	GO:0003964	SwissProt
apul	FUN_001110	FUN_001110	GO:0005249	SwissProt
apul	FUN_001114	FUN_001114	GO:0000302	SwissProt
apul	FUN_001121	FUN_001121	GO:0004930	SwissProt
apul	FUN_001122	FUN_001122	GO:0005730	SwissProt
apul	FUN_001136	FUN_001136	GO:0001696	SwissProt
apul	FUN_001141	FUN_001141	GO:0000786	SwissProt
apul	FUN_001142	FUN_001142	GO:0005634	SwissProt
apul	FUN_001147	FUN_001147	GO:0004180	SwissProt
apul	FUN_001150	FUN_001150	GO:0005886	SwissProt
apul	FUN_001151	FUN_001151	GO:0004842	SwissProt
apul	FUN_001154	FUN_001154	GO:0016020	SwissProt
apul	FUN_001155	FUN_001155	GO:0001782	SwissProt
apul	FUN_001157	FUN_001157	GO:0000381	SwissProt
apul	FUN_001158	FUN_001158	GO:0006601	SwissProt
apul	FUN_001160	FUN_001160	GO:0001676	SwissProt
apul	FUN_001166	FUN_001166	GO:0005886	SwissProt
apul	FUN_001173	FUN_001173	GO:0001533	SwissProt
apul	FUN_001175	FUN_001175	GO:0005886	SwissProt
apul	FUN_001184	FUN_001184	GO:0000139	SwissProt
apul	FUN_001185	FUN_001185	GO:0003676	SwissProt
apul	FUN_001189	FUN_001189	GO:0000139	SwissProt
apul	FUN_001190	FUN_001190	GO:0005789	SwissProt
apul	FUN_001193	FUN_001193	GO:0004989	SwissProt
apul	FUN_001196	FUN_001196	GO:0000082	SwissProt
apul	FUN_001201	FUN_001201	GO:0004771	SwissProt
apul	FUN_001202	FUN_001202	GO:0005576	SwissProt
apul	FUN_001204	FUN_001204	GO:0004465	SwissProt
apul	FUN_001205	FUN_001205	GO:0004465	SwissProt
apul	FUN_001207	FUN_001207	GO:0005524	SwissProt
apul	FUN_001214	FUN_001214	GO:0000278	SwissProt
apul	FUN_001217	FUN_001217	GO:0005739	SwissProt
apul	FUN_001218	FUN_001218	GO:0000139	SwissProt
apul	FUN_001219	FUN_001219	GO:0005739	SwissProt
apul	FUN_001222	FUN_001222	GO:0004252	SwissProt
apul	FUN_001225	FUN_001225	GO:0001666	SwissProt
apul	FUN_001228	FUN_001228	GO:0005634	SwissProt
apul	FUN_001233	FUN_001233	GO:0003677	SwissProt
apul	FUN_001234	FUN_001234	GO:0004252	SwissProt
apul	FUN_001235	FUN_001235	GO:0000118	SwissProt
apul	FUN_001241	FUN_001241	GO:0000175	SwissProt
apul	FUN_001257	FUN_001257	GO:0004930	SwissProt
apul	FUN_001267	FUN_001267	GO:0005497	SwissProt
apul	FUN_001270	FUN_001270	GO:0005112	SwissProt
apul	FUN_001274	FUN_001274	GO:0003824	SwissProt
apul	FUN_001286	FUN_001286	GO:0009734	SwissProt
apul	FUN_001288	FUN_001288	GO:0009734	SwissProt
apul	FUN_001289	FUN_001289	GO:0001570	SwissProt
apul	FUN_001312	FUN_001312	GO:0004180	SwissProt
apul	FUN_001326	FUN_001326	GO:0004771	SwissProt
apul	FUN_001330	FUN_001330	GO:0002526	SwissProt
apul	FUN_001332	FUN_001332	GO:0004180	SwissProt
apul	FUN_001336	FUN_001336	GO:0005886	SwissProt
apul	FUN_001343	FUN_001343	GO:0006487	SwissProt
apul	FUN_001344	FUN_001344	GO:0000086	SwissProt
apul	FUN_001355	FUN_001355	GO:0003964	SwissProt
apul	FUN_001356	FUN_001356	GO:0008957	SwissProt
apul	FUN_001360	FUN_001360	GO:0003676	SwissProt
apul	FUN_001365	FUN_001365	GO:0000502	SwissProt
apul	FUN_001369	FUN_001369	GO:0001540	SwissProt
apul	FUN_001371	FUN_001371	GO:0004995	SwissProt
apul	FUN_001372	FUN_001372	GO:0004930	SwissProt
apul	FUN_001376	FUN_001376	GO:0004995	SwissProt
apul	FUN_001383	FUN_001383	GO:0004995	SwissProt
apul	FUN_001386	FUN_001386	GO:0005886	SwissProt
apul	FUN_001387	FUN_001387	GO:0004930	SwissProt
apul	FUN_001394	FUN_001394	GO:0005737	SwissProt
apul	FUN_001396	FUN_001396	GO:0000266	SwissProt
apul	FUN_001401	FUN_001401	GO:0000122	SwissProt
apul	FUN_001404	FUN_001404	GO:0004721	SwissProt
apul	FUN_001406	FUN_001406	GO:0003723	SwissProt
apul	FUN_001417	FUN_001417	GO:0000122	SwissProt
apul	FUN_001419	FUN_001419	GO:0003964	SwissProt
apul	FUN_001422	FUN_001422	GO:0001822	SwissProt
apul	FUN_001427	FUN_001427	GO:0005576	SwissProt
apul	FUN_001428	FUN_001428	GO:0005576	SwissProt
apul	FUN_001429	FUN_001429	GO:0005576	SwissProt
apul	FUN_001430	FUN_001430	GO:0005576	SwissProt
apul	FUN_001432	FUN_001432	GO:0005576	SwissProt
apul	FUN_001433	FUN_001433	GO:0005576	SwissProt
apul	FUN_001434	FUN_001434	GO:0005576	SwissProt
apul	FUN_001435	FUN_001435	GO:0005576	SwissProt
apul	FUN_001437	FUN_001437	GO:0005576	SwissProt
apul	FUN_001439	FUN_001439	GO:0005576	SwissProt
apul	FUN_001440	FUN_001440	GO:0005576	SwissProt
apul	FUN_001441	FUN_001441	GO:0005576	SwissProt
apul	FUN_001442	FUN_001442	GO:0005576	SwissProt
apul	FUN_001443	FUN_001443	GO:0005576	SwissProt
apul	FUN_001444	FUN_001444	GO:0005576	SwissProt
apul	FUN_001445	FUN_001445	GO:0005576	SwissProt
apul	FUN_001449	FUN_001449	GO:0005576	SwissProt
apul	FUN_001453	FUN_001453	GO:0002003	SwissProt
apul	FUN_001455	FUN_001455	GO:0003924	SwissProt
apul	FUN_001459	FUN_001459	GO:0000294	SwissProt
apul	FUN_001463	FUN_001463	GO:0000139	SwissProt
apul	FUN_001464	FUN_001464	GO:0003677	SwissProt
apul	FUN_001465	FUN_001465	GO:0000151	SwissProt
apul	FUN_001480	FUN_001480	GO:0000981	SwissProt
apul	FUN_001482	FUN_001482	GO:0000981	SwissProt
apul	FUN_001483	FUN_001483	GO:0000221	SwissProt
apul	FUN_001504	FUN_001504	GO:0000781	SwissProt
apul	FUN_001507	FUN_001507	GO:0005201	SwissProt
apul	FUN_001508	FUN_001508	GO:0000209	SwissProt
apul	FUN_001510	FUN_001510	GO:0000151	SwissProt
apul	FUN_001521	FUN_001521	GO:0004966	SwissProt
apul	FUN_001527	FUN_001527	GO:0004930	SwissProt
apul	FUN_001528	FUN_001528	GO:0004930	SwissProt
apul	FUN_001531	FUN_001531	GO:0000139	SwissProt
apul	FUN_001533	FUN_001533	GO:0005789	SwissProt
apul	FUN_001547	FUN_001547	GO:0003341	SwissProt
apul	FUN_001554	FUN_001554	GO:0004930	SwissProt
apul	FUN_001556	FUN_001556	GO:0004930	SwissProt
apul	FUN_001557	FUN_001557	GO:0004930	SwissProt
apul	FUN_001559	FUN_001559	GO:0000082	SwissProt
apul	FUN_001562	FUN_001562	GO:0003723	SwissProt
apul	FUN_001578	FUN_001578	GO:0003913	SwissProt
apul	FUN_001581	FUN_001581	GO:0005524	SwissProt
apul	FUN_001585	FUN_001585	GO:0016779	SwissProt
apul	FUN_001586	FUN_001586	GO:0016779	SwissProt
apul	FUN_001604	FUN_001604	GO:0000978	SwissProt
apul	FUN_001612	FUN_001612	GO:0005737	SwissProt
apul	FUN_001614	FUN_001614	GO:0005249	SwissProt
apul	FUN_001618	FUN_001618	GO:0004672	SwissProt
apul	FUN_001628	FUN_001628	GO:0005737	SwissProt
apul	FUN_001640	FUN_001640	GO:0004930	SwissProt
apul	FUN_001649	FUN_001649	GO:0000002	SwissProt
apul	FUN_001651	FUN_001651	GO:0000002	SwissProt
apul	FUN_001654	FUN_001654	GO:0001649	SwissProt
apul	FUN_001655	FUN_001655	GO:0000139	SwissProt
apul	FUN_001656	FUN_001656	GO:0016491	SwissProt
apul	FUN_001658	FUN_001658	GO:0001913	SwissProt
apul	FUN_001665	FUN_001665	GO:0004930	SwissProt
apul	FUN_001666	FUN_001666	GO:0004930	SwissProt
apul	FUN_001671	FUN_001671	GO:0000178	SwissProt
apul	FUN_001672	FUN_001672	GO:0004930	SwissProt
apul	FUN_001674	FUN_001674	GO:0004930	SwissProt
apul	FUN_001675	FUN_001675	GO:0004930	SwissProt
apul	FUN_001678	FUN_001678	GO:0004930	SwissProt
apul	FUN_001679	FUN_001679	GO:0004930	SwissProt
apul	FUN_001681	FUN_001681	GO:0004930	SwissProt
apul	FUN_001682	FUN_001682	GO:0004930	SwissProt
apul	FUN_001683	FUN_001683	GO:0004454	SwissProt
apul	FUN_001685	FUN_001685	GO:0004995	SwissProt
apul	FUN_001698	FUN_001698	GO:0004995	SwissProt
apul	FUN_001720	FUN_001720	GO:0004995	SwissProt
apul	FUN_001725	FUN_001725	GO:0005231	SwissProt
apul	FUN_001727	FUN_001727	GO:0001540	SwissProt
apul	FUN_001731	FUN_001731	GO:0005739	SwissProt
apul	FUN_001739	FUN_001739	GO:0005789	SwissProt
apul	FUN_001743	FUN_001743	GO:0003676	SwissProt
apul	FUN_001755	FUN_001755	GO:0000287	SwissProt
apul	FUN_001762	FUN_001762	GO:0000287	SwissProt
apul	FUN_001763	FUN_001763	GO:0005576	SwissProt
apul	FUN_001764	FUN_001764	GO:0001540	SwissProt
apul	FUN_001771	FUN_001771	GO:0000381	SwissProt
apul	FUN_001781	FUN_001781	GO:0004177	SwissProt
apul	FUN_001786	FUN_001786	GO:0000281	SwissProt
apul	FUN_001794	FUN_001794	GO:0002933	SwissProt
apul	FUN_001796	FUN_001796	GO:0002933	SwissProt
apul	FUN_001808	FUN_001808	GO:0004089	SwissProt
apul	FUN_001809	FUN_001809	GO:0004089	SwissProt
apul	FUN_001841	FUN_001841	GO:0003964	SwissProt
apul	FUN_001842	FUN_001842	GO:0000122	SwissProt
apul	FUN_001845	FUN_001845	GO:0003723	SwissProt
apul	FUN_001846	FUN_001846	GO:0006836	SwissProt
apul	FUN_001847	FUN_001847	GO:0006836	SwissProt
apul	FUN_001856	FUN_001856	GO:0003676	SwissProt
apul	FUN_001860	FUN_001860	GO:0000139	SwissProt
apul	FUN_001881	FUN_001881	GO:0005737	SwissProt
apul	FUN_001884	FUN_001884	GO:0003964	SwissProt
apul	FUN_001900	FUN_001900	GO:0003735	SwissProt
apul	FUN_001909	FUN_001909	GO:0003677	SwissProt
apul	FUN_001910	FUN_001910	GO:0001649	SwissProt
apul	FUN_001921	FUN_001921	GO:0004252	SwissProt
apul	FUN_001932	FUN_001932	GO:0004252	SwissProt
apul	FUN_001940	FUN_001940	GO:0005886	SwissProt
apul	FUN_001947	FUN_001947	GO:0000281	SwissProt
apul	FUN_001948	FUN_001948	GO:0000827	SwissProt
apul	FUN_001950	FUN_001950	GO:0005634	SwissProt
apul	FUN_001977	FUN_001977	GO:0003677	SwissProt
apul	FUN_002059	FUN_002059	GO:0003677	SwissProt
apul	FUN_002092	FUN_002092	GO:0000287	SwissProt
apul	FUN_002100	FUN_002100	GO:0000165	SwissProt
apul	FUN_002102	FUN_002102	GO:0000165	SwissProt
apul	FUN_002105	FUN_002105	GO:0003964	SwissProt
apul	FUN_002112	FUN_002112	GO:0003676	SwissProt
apul	FUN_002115	FUN_002115	GO:0003824	SwissProt
apul	FUN_002200	FUN_002200	GO:0003676	SwissProt
apul	FUN_002217	FUN_002217	GO:0000786	SwissProt
apul	FUN_002230	FUN_002230	GO:0000786	SwissProt
apul	FUN_002231	FUN_002231	GO:0000786	SwissProt
apul	FUN_002252	FUN_002252	GO:0000786	SwissProt
apul	FUN_002254	FUN_002254	GO:0000786	SwissProt
apul	FUN_002268	FUN_002268	GO:0000786	SwissProt
apul	FUN_002279	FUN_002279	GO:0000786	SwissProt
apul	FUN_002280	FUN_002280	GO:0000786	SwissProt
apul	FUN_002293	FUN_002293	GO:0000786	SwissProt
apul	FUN_002327	FUN_002327	GO:0000922	SwissProt
apul	FUN_002329	FUN_002329	GO:0000922	SwissProt
