miRNA	lncRNA	mRNA	PCC_lncRNA_mRNA	p_value_lncRNA_mRNA	FDR_lncRNA_mRNA
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.g5860.t1	0.9194576072878	0.0271052253865898	0.0430496628163177
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.g8585.t1	0.976095555435786	0.00442067368061359	0.0248727434536539
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___TS.g20707.t1	0.965772603054941	0.00756227228728473	0.0298773068766287
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.893510073006282	0.0410426116465625	0.0477591106653168
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___TS.g933.t1	0.897527665819343	0.038766195918923	0.0471077782432472
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1	0.957889667125022	0.0103075264984118	0.032865303539373
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.g28187.t1	0.878452807757725	0.0499310180121861	0.049983264574771
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.g18288.t1	0.913118990010913	0.0303374378119007	0.0443341579085592
ptuh-mir-novel-5	lncRNA_10109	gene-Pocillopora_meandrina_HIv1___RNAseq.25719_t	0.922355054636513	0.0256672778374943	0.0424556479242105
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g7132.t1	0.989692942529048	0.00125418995877572	0.0147040527602776
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g22634.t1	0.97673981604731	0.00424358091574636	0.024479962251995
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g28963.t1	0.944310286156604	0.0156435331956581	0.0372026585278908
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g1655.t1	0.910344995209818	0.0317882995790862	0.0448665465702436
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g1697.t1	0.954785526018682	0.0114625834268948	0.0339579944860381
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g16481.t1	0.907434762966244	0.0333335769643627	0.0453855687722775
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g24083.t1	0.98893836401482	0.00139425107295217	0.0154496630835073
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g27772.t1	0.891155239514385	0.0423959570327153	0.0481166661412318
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g15117.t1	0.951660102541956	0.0126653760283382	0.0349669914961697
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g27117.t1	0.906872303524277	0.033634930760651	0.0454872865770532
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.11406_t	0.889056876952774	0.0436135966323616	0.0484463932387236
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g5860.t1	0.984391935180746	0.00233527514062395	0.0194102323594825
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g12993.t1	0.913445668758541	0.0301680140726987	0.0442687223331242
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g8574.t1	0.890505157679144	0.0427720156070283	0.0482253090756762
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g8585.t1	0.970139429547368	0.00616632138176403	0.0279580761642562
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g20707.t1	0.951814790358113	0.0126049280161702	0.0349204803058732
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.951220865552009	0.0128375325448165	0.0351140992955873
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g21810.t1	0.896033776632346	0.0396078166456479	0.0473475636476797
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___TS.g933.t1	0.960439462090447	0.0093892974089278	0.0319371609278938
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1	0.93754885216394	0.0185581127366066	0.0389650209635287
ptuh-mir-novel-5	lncRNA_10250	gene-Pocillopora_meandrina_HIv1___RNAseq.25719_t	0.913869494553659	0.0299486620697114	0.0441861088381496
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g7132.t1	0.993412450743229	0.000641194908566313	0.0104967348122949
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g18289.t1	0.914026206787697	0.0298676855857889	0.0441598241659722
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g9824.t1	0.929545295076745	0.0222103361296605	0.0408949409476685
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g21104.t1	0.900744224021437	0.0369737639994237	0.0465529014123554
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g22634.t1	0.994095934121006	0.000544096159635721	0.00961398654381931
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g28963.t1	0.965939783591596	0.00750712456710715	0.0298056226546713
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g18923.t1	0.885318584724812	0.0458097542523746	0.0490037300241986
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g18965.t1	0.881526246523249	0.0480722781459349	0.0495596531458058
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g1655.t1	0.93355686442947	0.0203531981963504	0.0399481067143835
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g1697.t1	0.9795328398901	0.00350414780911203	0.0227071297036164
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g16130.t1	0.883529874886852	0.0468726031628251	0.0492634275748537
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g16481.t1	0.941665769476689	0.0167641682657244	0.03792895193324
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g24083.t1	0.964195702939272	0.0080889156828274	0.0305370478652347
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g27772.t1	0.909116385352705	0.0324377998241855	0.0450883933915109
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g15117.t1	0.924200482983795	0.0247646970317969	0.0420718567838411
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g27117.t1	0.958759204459343	0.00999124093919896	0.0325513245438119
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.11406_t	0.903974842179878	0.0352009976577244	0.0460159035203964
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g5860.t1	0.954016342678582	0.0117549471222248	0.0342047424309358
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g12993.t1	0.926673014989482	0.0235718803091046	0.0415360210334792
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g8574.t1	0.912501065176259	0.0306587407599048	0.044456521167677
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g8585.t1	0.993005740103025	0.000701439707144555	0.0110227127941068
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g20707.t1	0.984435026668494	0.00232562592027434	0.0193758885794807
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.940258768889505	0.0173705903990803	0.0383001417732659
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g9702.t1	0.886575776716464	0.045067369776683	0.04881818842273
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g28506.t1	0.896850145212302	0.0391471807535971	0.0472258713587206
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g849.t1	0.890074539445002	0.0430216992341197	0.0482898143248672
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___TS.g933.t1	0.943819531231632	0.0158495828892088	0.0373380293172128
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1	0.976482392839811	0.00431405391055589	0.0246535438984002
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g28187.t1	0.909254039831324	0.0323648200073017	0.0450610762380266
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.g18288.t1	0.926934049094035	0.023447064071187	0.0414844897610847
ptuh-mir-novel-5	lncRNA_10290	gene-Pocillopora_meandrina_HIv1___RNAseq.25719_t	0.943031679392193	0.0161822023544391	0.03756650931084
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g7132.t1	0.88186619687617	0.0478680575041073	0.0495082731483487
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g26877.t1	0.895290293335644	0.0400288172470121	0.047475470363107
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g18289.t1	0.957198999334739	0.0105610403584593	0.0331173468233631
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g9824.t1	0.958929296788826	0.00992975016272108	0.0324913214783816
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g21104.t1	0.962832084280463	0.00855362057741785	0.0310586262145252
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g22634.t1	0.909325478708721	0.0323269662652615	0.0450510631438982
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g28963.t1	0.965040383808236	0.00780536539553997	0.0301817713084648
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g29288.t1	0.948802022663003	0.0137990573909529	0.0358682286990037
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g18923.t1	0.895462021661495	0.0399314495089979	0.0474478925930124
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g18965.t1	0.917958437407289	0.0278590799800404	0.0433527674927766
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g1655.t1	0.990898790012875	0.00104085151893434	0.0134237401252115
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g1697.t1	0.910132159352858	0.031900512678122	0.0448976986869858
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g16130.t1	0.993409370145221	0.000641644436070039	0.0105022171952697
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g16481.t1	0.986690690979524	0.00183949323506035	0.0175599449310213
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g27772.t1	0.99318235173663	0.000675058043076919	0.0108072013935765
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g15117.t1	0.929959616834422	0.0220161071342951	0.0408007899611664
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g27117.t1	0.960811769883302	0.00925758822862388	0.0318060602520281
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g12993.t1	0.878462893142358	0.0499248822747296	0.0499827348179874
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g8574.t1	0.905617733110846	0.0343102215182838	0.0457035026690976
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g8585.t1	0.939138948165385	0.0178582164308583	0.0385685005395212
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___TS.g20707.t1	0.941051871102249	0.0170278987496977	0.0380845576119243
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.918967097669098	0.0273511440341549	0.0431454289759063
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g9702.t1	0.888872138175022	0.0437213202627182	0.0484739672055617
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g28506.t1	0.903358268742279	0.0355371829502096	0.0461166252524614
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g849.t1	0.990031210077403	0.00119301814429236	0.0143442331379091
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g539.t1	0.927921312653739	0.0229769352555486	0.0412548843003347
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g3896.t1	0.915638247308	0.0290388138814756	0.0438156561774804
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1	0.948714156964028	0.0138344099693343	0.0358919481040604
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g28187.t1	0.96684915611957	0.00720948599023384	0.029404087473544
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.g18288.t1	0.950848973079743	0.012983886003541	0.0352346120320731
ptuh-mir-novel-5	lncRNA_11040	gene-Pocillopora_meandrina_HIv1___RNAseq.25719_t	0.995085395631963	0.000413281803712359	0.00823886252522051
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g13783.t1	0.959638567649436	0.00967468425828795	0.0322374923395754
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g24083.t1	0.878807881406195	0.0497151420713331	0.0499385960685814
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g27772.t1	0.879014794646703	0.0495894802732522	0.0499079129861024
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___TS.g15117.t1	0.977312070199833	0.00408829887536105	0.0241522393147065
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g5860.t1	0.952856654450097	0.0122002657786959	0.0345938130446904
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.93331184449097	0.0204651165387203	0.0400070507563803
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___TS.g21810.t1	0.98266085912389	0.00273364708033902	0.0206069086877945
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___TS.g5522.t2	0.988706312680471	0.00143830307911025	0.0156874612779196
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g849.t1	0.895431979155318	0.039948477771975	0.0474540536203971
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___RNAseq.g539.t1	0.93084706439087	0.0216019451294306	0.0405913538953671
ptuh-mir-novel-5	lncRNA_11224	gene-Pocillopora_meandrina_HIv1___TS.g933.t1	0.905334184286949	0.0344634398754753	0.0457530306563684
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g7132.t1	0.892250778813596	0.0417646040531479	0.047952903047285
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g26877.t1	0.939381576793108	0.0177521918441128	0.0385038829618959
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g18289.t1	0.997623320572519	0.000139038438124196	0.00406298548217835
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g9824.t1	0.996965442226179	0.000200576103606615	0.00525544670884583
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g21104.t1	0.997265360716202	0.00017159542468415	0.00470604439815359
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g22634.t1	0.90828652147687	0.0328788799627823	0.0452364017477211
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g28963.t1	0.967909857470085	0.00686735876888115	0.0289630612710507
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g29288.t1	0.978655022179661	0.00373148772984661	0.0232714286819935
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g18923.t1	0.940572359604727	0.0172348256655904	0.0382056454694252
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g18965.t1	0.973701568195909	0.00509926988739909	0.0261926383840504
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g1655.t1	0.954105229272127	0.0117210387315156	0.0341775534152005
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g1697.t1	0.941488713119437	0.0168400941687443	0.0379784554580503
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g16130.t1	0.943810398215718	0.0158534258161008	0.0373415267941312
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g16481.t1	0.987131192136357	0.00174904598146104	0.0172029972177798
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g27772.t1	0.945263778431156	0.0152457170173359	0.036928426472829
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g27117.t1	0.990903309551352	0.00104007701311027	0.0134191416861511
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g12993.t1	0.908444996983445	0.0327945014331373	0.0452076503336586
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g8574.t1	0.933247180127364	0.0204946865882693	0.040019072542553
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g8585.t1	0.951943208267447	0.0125548174337117	0.0348849918128651
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___TS.g20707.t1	0.965560560277932	0.00763240923679456	0.0299682110878916
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.898953225695853	0.0379684624640347	0.0468722683086294
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g9702.t1	0.935857806944378	0.0193119608955646	0.039411202497917
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g28506.t1	0.97295724407965	0.00531668249576951	0.0265742260537958
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g849.t1	0.943564009417402	0.0159572139540481	0.0374044903007565
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g539.t1	0.879157474770382	0.0495028868348021	0.0498835195846579
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g3896.t1	0.935621015975573	0.0194182946095499	0.0394655164326874
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1	0.976256619473875	0.00437617697555131	0.0247784983540278
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g28187.t1	0.99379906682931	0.000585618876285157	0.00997851282664781
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.g18288.t1	0.994918889854726	0.000434450688832302	0.00846997927378313
ptuh-mir-novel-5	lncRNA_11237	gene-Pocillopora_meandrina_HIv1___RNAseq.25719_t	0.979549060016947	0.00349999167704483	0.0226998214135917
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g7132.t1	0.898858133832312	0.0380215104069556	0.0468889029762264
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g26877.t1	0.937421130355695	0.018614708833132	0.039000402450374
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g18289.t1	0.996821381246267	0.000215022715781724	0.00550151362546467
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g9824.t1	0.996835245107451	0.000213617931157601	0.00547543217397918
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g21104.t1	0.996510968165403	0.000247265676414727	0.00605283998469435
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g22634.t1	0.914045224561898	0.0298578634971347	0.0441566924610508
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g28963.t1	0.971918822809408	0.0056249543509351	0.0271170737210503
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g29288.t1	0.97835412482752	0.00381049537929558	0.0234695657348812
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g18923.t1	0.941652084232986	0.0167700328378602	0.0379332022657417
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g18965.t1	0.972621675631358	0.00541567435522305	0.0267449274920373
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g1655.t1	0.958246186034682	0.0101774558238034	0.0327434522464182
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g1697.t1	0.945476187191677	0.0151575514016197	0.0368762755737737
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g16130.t1	0.947339463176979	0.0143913390602922	0.0363198028301213
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g16481.t1	0.989655070699174	0.00126110163254438	0.0147357917463544
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g27772.t1	0.94955089286089	0.0134989520834081	0.0356434066698114
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g27117.t1	0.992139692656945	0.000835565371432678	0.0120277278661261
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g12993.t1	0.912572264391326	0.0306216638763443	0.0444423602959734
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g8574.t1	0.936241874191872	0.019139894405437	0.0393092180532852
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g8585.t1	0.956480035071135	0.0108270741864143	0.0333732149480904
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___TS.g20707.t1	0.968938816415814	0.0065407417513922	0.0285223692964181
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g9701.t1	0.905807605850718	0.0342077441187034	0.0456675598107994
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g9702.t1	0.937064386640827	0.0187730851501086	0.039095654318367
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g28506.t1	0.971451736618031	0.00576547198055746	0.0273596084240442
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g849.t1	0.947785201682637	0.0142099724681062	0.0361787519465718
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g539.t1	0.885093567487271	0.0459430341817096	0.0490381845517882
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g3896.t1	0.936425159706829	0.0190579567120276	0.039263248765333
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g2747.t1	0.978887177632077	0.00367090484079545	0.0231258657607537
ptuh-mir-novel-5	lncRNA_11238	gene-Pocillopora_meandrina_HIv1___RNAseq.g28187.t1	0.993997587624308	0.000557739229517502	0.00972002489836836
