CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
107	45309	1159677	3.76	1204986
108	44322	1136511	3.75	1180833
109	43502	1113929	3.76	1157431
110	43337	1093696	3.81	1137033
111	42942	1075728	3.84	1118670
112	42588	1045680	3.91	1088268
113	41783	1031001	3.89	1072784
114	40715	1008816	3.88	1049531
115	40214	983621	3.93	1023835
116	39896	968530	3.96	1008426
117	39433	949508	3.99	988941
118	39104	929689	4.04	968793
119	38162	910672	4.02	948834
120	37784	896173	4.05	933957
121	37240	871350	4.10	908590
122	36474	855365	4.09	891839
123	35655	839054	4.08	874709
124	35249	818003	4.13	853252
125	35202	800241	4.21	835443
126	34207	783838	4.18	818045
127	33533	764108	4.20	797641
128	33257	747060	4.26	780317
129	32776	734291	4.27	767067
130	32070	716647	4.28	748717
131	31719	700399	4.33	732118
132	30634	686440	4.27	717074
133	30413	667634	4.36	698047
134	29853	655991	4.35	685844
135	29352	640625	4.38	669977
136	28902	624328	4.42	653230
137	28305	610265	4.43	638570
138	27678	599656	4.41	627334
139	27271	580060	4.49	607331
140	26936	568196	4.53	595132
141	25913	556771	4.45	582684
142	25716	542466	4.53	568182
143	25154	528551	4.54	553705
144	24652	517817	4.54	542469
145	24354	504159	4.61	528513
146	23905	493748	4.62	517653
147	24095	487111	4.71	511206
148	24275	477869	4.83	502144
149	26409	470632	5.31	497041
150	23657	459572	4.90	483229
151	23173	426199	5.16	449372

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	599069	5116402	10.48	5715471
2	361590	1744109	17.17	2105699
3	235812	2565790	8.42	2801602
4	207031	2181484	8.67	2388515
5	78468	3009960	2.54	3088428
6	74113	3707664	1.96	3781777
7	68979	2424109	2.77	2493088
8	65492	2422530	2.63	2488022
9	60864	2422368	2.45	2483232
10	67147	2374615	2.75	2441762
11	66051	2436112	2.64	2502163
12	54152	2515615	2.11	2569767
13	50319	2561778	1.93	2612097
14	55857	2548352	2.14	2604209
15	48552	2550788	1.87	2599340
16	52107	2552824	2.00	2604931
17	44118	2625394	1.65	2669512
18	40399	2612032	1.52	2652431
19	39606	2642611	1.48	2682217
20	40049	2616296	1.51	2656345
21	37534	2653428	1.39	2690962
22	36364	2683209	1.34	2719573
23	35312	2668014	1.31	2703326
24	33668	2680848	1.24	2714516
25	32948	2716439	1.20	2749387
26	32050	2682840	1.18	2714890
27	30756	2705035	1.12	2735791
28	30469	2726053	1.11	2756522
29	29474	2715634	1.07	2745108
30	28292	2711492	1.03	2739784
31	27920	2733217	1.01	2761137
32	26900	2734803	0.97	2761703
33	26476	2759802	0.95	2786278
34	25440	2735016	0.92	2760456
35	25257	2756418	0.91	2781675
36	24477	2756423	0.88	2780900
37	24191	2777710	0.86	2801901
38	23161	2748874	0.84	2772035
39	22749	2756001	0.82	2778750
40	22213	2766983	0.80	2789196
41	21948	2766207	0.79	2788155
42	21327	2760896	0.77	2782223
43	21238	2774835	0.76	2796073
44	20952	2767094	0.75	2788046
45	20580	2787395	0.73	2807975
46	20306	2782844	0.72	2803150
47	20543	2759041	0.74	2779584
48	20267	2772074	0.73	2792341
49	19967	2779485	0.71	2799452
50	19794	2750407	0.71	2770201
51	19428	2745309	0.70	2764737
52	19567	2758982	0.70	2778549
53	19774	2748599	0.71	2768373
54	19764	2730469	0.72	2750233
55	19593	2723414	0.71	2743007
56	19431	2706791	0.71	2726222
57	19637	2710382	0.72	2730019
58	19783	2692534	0.73	2712317
59	20103	2672062	0.75	2692165
60	20102	2660982	0.75	2681084
61	20650	2644784	0.77	2665434
62	20245	2618722	0.77	2638967
63	21307	2611683	0.81	2632990
64	21200	2596876	0.81	2618076
65	21180	2562534	0.82	2583714
66	21118	2545951	0.82	2567069
67	21602	2539640	0.84	2561242
68	22064	2507337	0.87	2529401
69	22087	2488398	0.88	2510485
70	22568	2453921	0.91	2476489
71	22684	2434873	0.92	2457557
72	22996	2412247	0.94	2435243
73	23474	2383410	0.98	2406884
74	23529	2345664	0.99	2369193
75	23514	2329736	1.00	2353250
76	23470	2301698	1.01	2325168
77	24023	2275308	1.04	2299331
78	24416	2246617	1.08	2271033
79	24700	2227018	1.10	2251718
80	24461	2182328	1.11	2206789
81	24743	2170653	1.13	2195396
82	25273	2129475	1.17	2154748
83	25036	2097003	1.18	2122039
84	25327	2074004	1.21	2099331
85	25115	2054703	1.21	2079818
86	25267	2017225	1.24	2042492
87	25399	1991172	1.26	2016571
88	25639	1957011	1.29	1982650
89	25663	1925241	1.32	1950904
90	25627	1902735	1.33	1928362
91	25874	1866379	1.37	1892253
92	26043	1832697	1.40	1858740
93	25887	1811667	1.41	1837554
94	26157	1771727	1.45	1797884
95	26110	1745351	1.47	1771461
96	26006	1720935	1.49	1746941
97	26157	1695777	1.52	1721934
98	26117	1654481	1.55	1680598
99	25876	1630413	1.56	1656289
100	26043	1595866	1.61	1621909
101	25373	1567925	1.59	1593298
102	25520	1538970	1.63	1564490
103	25677	1511524	1.67	1537201
104	25448	1478432	1.69	1503880
105	25302	1453855	1.71	1479157
106	24849	1426279	1.71	1451128
107	24822	1398388	1.74	1423210
108	24866	1375533	1.78	1400399
109	24957	1349464	1.82	1374421
110	24323	1317695	1.81	1342018
111	24530	1294988	1.86	1319518
112	24628	1267850	1.91	1292478
113	24187	1241929	1.91	1266116
114	24122	1215274	1.95	1239396
115	23821	1189592	1.96	1213413
116	23733	1168318	1.99	1192051
117	23599	1148497	2.01	1172096
118	23308	1120040	2.04	1143348
119	22830	1096849	2.04	1119679
120	22794	1072710	2.08	1095504
121	22876	1057252	2.12	1080128
122	22510	1026391	2.15	1048901
123	22178	1010001	2.15	1032179
124	21923	984030	2.18	1005953
125	21684	965940	2.20	987624
126	21771	945117	2.25	966888
127	21289	925932	2.25	947221
128	20829	901532	2.26	922361
129	20830	885323	2.30	906153
130	20443	861018	2.32	881461
131	20238	842408	2.35	862646
132	20273	824370	2.40	844643
133	19682	808971	2.38	828653
134	19636	785525	2.44	805161
135	19375	767550	2.46	786925
136	18977	749620	2.47	768597
137	18865	734205	2.51	753070
138	18496	715727	2.52	734223
139	18391	700669	2.56	719060
140	17885	682123	2.55	700008
141	17754	667988	2.59	685742
142	17478	653079	2.61	670557
143	16950	634932	2.60	651882
144	17165	619982	2.69	637147
145	17016	606030	2.73	623046
146	17006	596459	2.77	613465
147	17034	586084	2.82	603118
148	17140	572711	2.91	589851
149	17871	560892	3.09	578763
150	20517	564793	3.51	585310
151	25728	514172	4.77	539900

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1996000	5511858	26.59	7507858
2	1853122	6994910	20.94	8848032
3	1380029	6782362	16.91	8162391
4	1284922	6405148	16.71	7690070
5	530951	7782369	6.39	8313320
6	489279	8503056	5.44	8992335
7	466268	9491454	4.68	9957722
8	423709	9391454	4.32	9815163
9	402751	9159914	4.21	9562665
10	381401	9044454	4.05	9425855
11	378817	8993246	4.04	9372063
12	341276	8947438	3.67	9288714
13	327881	8946177	3.54	9274058
14	317736	8912228	3.44	9229964
15	312330	8863638	3.40	9175968
16	308124	8838111	3.37	9146235
17	287518	8761788	3.18	9049306
18	267316	8723392	2.97	8990708
19	267605	8684332	2.99	8951937
20	269930	8707187	3.01	8977117
21	249776	8695295	2.79	8945071
22	245113	8668559	2.75	8913672
23	242011	8705737	2.70	8947748
24	224718	8703474	2.52	8928192
25	222125	8704924	2.49	8927049
26	220385	8719361	2.47	8939746
27	214776	8742892	2.40	8957668
28	207688	8791519	2.31	8999207
29	205566	8827282	2.28	9032848
30	195355	8835111	2.16	9030466
31	197317	8849901	2.18	9047218
32	189981	8912035	2.09	9102016
33	183056	8935676	2.01	9118732
34	180567	8957606	1.98	9138173
35	178418	9000736	1.94	9179154
36	170237	9001994	1.86	9172231
37	168234	9040959	1.83	9209193
38	163786	9062920	1.78	9226706
39	162960	9082942	1.76	9245902
40	155554	9119037	1.68	9274591
41	154753	9158455	1.66	9313208
42	146230	9166179	1.57	9312409
43	148818	9172571	1.60	9321389
44	144308	9200459	1.54	9344767
45	137470	9176623	1.48	9314093
46	136121	9164153	1.46	9300274
47	135603	9166515	1.46	9302118
48	129141	9195632	1.38	9324773
49	128335	9178853	1.38	9307188
50	126834	9160179	1.37	9287013
51	125199	9161769	1.35	9286968
52	121931	9160186	1.31	9282117
53	120974	9145190	1.31	9266164
54	116124	9101149	1.26	9217273
55	120652	9081697	1.31	9202349
56	114816	9019333	1.26	9134149
57	115597	8984516	1.27	9100113
58	115825	8929728	1.28	9045553
59	117280	8884855	1.30	9002135
60	113338	8843687	1.27	8957025
61	115321	8797523	1.29	8912844
62	113675	8738323	1.28	8851998
63	115982	8678811	1.32	8794793
64	115012	8617733	1.32	8732745
65	115961	8557740	1.34	8673701
66	113541	8469265	1.32	8582806
67	116930	8380340	1.38	8497270
68	115379	8314068	1.37	8429447
69	116973	8222954	1.40	8339927
70	115597	8139671	1.40	8255268
71	119762	8082715	1.46	8202477
72	116838	7991788	1.44	8108626
73	120272	7885648	1.50	8005920
74	120575	7798630	1.52	7919205
75	119666	7729466	1.52	7849132
76	120928	7633032	1.56	7753960
77	121725	7545523	1.59	7667248
78	121302	7439802	1.60	7561104
79	124424	7325648	1.67	7450072
80	122689	7234973	1.67	7357662
81	123479	7149860	1.70	7273339
82	123215	7047988	1.72	7171203
83	126033	6948686	1.78	7074719
84	123166	6855253	1.76	6978419
85	124933	6759256	1.81	6884189
86	125096	6662901	1.84	6787997
87	125673	6564112	1.88	6689785
88	126195	6455800	1.92	6581995
89	126205	6359427	1.95	6485632
90	126751	6268971	1.98	6395722
91	127698	6168040	2.03	6295738
92	127946	6068158	2.06	6196104
93	126628	5963558	2.08	6090186
94	126407	5856803	2.11	5983210
95	127133	5757383	2.16	5884516
96	124299	5658137	2.15	5782436
97	124507	5560410	2.19	5684917
98	124953	5471224	2.23	5596177
99	124619	5372211	2.27	5496830
100	124168	5273218	2.30	5397386
101	123448	5176617	2.33	5300065
102	122402	5072277	2.36	5194679
103	122696	4977579	2.41	5100275
104	122269	4888632	2.44	5010901
105	121445	4792546	2.47	4913991
106	120508	4703436	2.50	4823944
107	120748	4620818	2.55	4741566
108	118398	4519978	2.55	4638376
109	118648	4425673	2.61	4544321
110	117105	4337988	2.63	4455093
111	117460	4257532	2.68	4374992
112	115003	4176788	2.68	4291791
113	115191	4081409	2.74	4196600
114	113028	3993254	2.75	4106282
115	112475	3912103	2.79	4024578
116	112017	3838826	2.84	3950843
117	110351	3764786	2.85	3875137
118	110054	3683693	2.90	3793747
119	108998	3607956	2.93	3716954
120	107268	3532028	2.95	3639296
121	107611	3454361	3.02	3561972
122	105867	3388630	3.03	3494497
123	105480	3318725	3.08	3424205
124	104090	3237048	3.12	3341138
125	103498	3172730	3.16	3276228
126	100474	3104288	3.14	3204762
127	100308	3040330	3.19	3140638
128	99247	2970784	3.23	3070031
129	97879	2905693	3.26	3003572
130	96649	2835494	3.30	2932143
131	95501	2779340	3.32	2874841
132	94663	2717072	3.37	2811735
133	92946	2653504	3.38	2746450
134	91736	2596310	3.41	2688046
135	91579	2531051	3.49	2622630
136	90365	2478083	3.52	2568448
137	89169	2420654	3.55	2509823
138	87607	2366641	3.57	2454248
139	87208	2310840	3.64	2398048
140	85217	2256106	3.64	2341323
141	83772	2204826	3.66	2288598
142	82888	2155172	3.70	2238060
143	82155	2108227	3.75	2190382
144	82186	2059903	3.84	2142089
145	81615	2015607	3.89	2097222
146	81236	1984425	3.93	2065661
147	81697	1950478	4.02	2032175
148	82260	1914335	4.12	1996595
149	83169	1873909	4.25	1957078
150	85111	1871096	4.35	1956207
151	105694	1716727	5.80	1822421

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	67085	285993	19.00	353078
2	64972	531495	10.89	596467
3	57327	563233	9.24	620560
4	45138	415671	9.80	460809
5	22697	584542	3.74	607239
6	18485	335928	5.22	354413
7	18339	319581	5.43	337920
8	18634	311466	5.64	330100
9	17528	302339	5.48	319867
10	18023	291034	5.83	309057
11	19072	293040	6.11	312112
12	18882	288527	6.14	307409
13	16507	280399	5.56	296906
14	15983	277651	5.44	293634
15	15713	276851	5.37	292564
16	15075	266221	5.36	281296
17	14324	263746	5.15	278070
18	13571	264207	4.89	277778
19	13519	249514	5.14	263033
20	12957	246925	4.99	259882
21	12510	246193	4.84	258703
22	12103	238033	4.84	250136
23	11882	235486	4.80	247368
24	10804	229100	4.50	239904
25	10705	224675	4.55	235380
26	10482	221987	4.51	232469
27	9938	219020	4.34	228958
28	9736	210682	4.42	220418
29	9436	207995	4.34	217431
30	8732	202819	4.13	211551
31	8557	198390	4.13	206947
32	8428	195136	4.14	203564
33	7885	191603	3.95	199488
34	7513	184319	3.92	191832
35	7467	182717	3.93	190184
36	7106	180533	3.79	187639
37	6853	174386	3.78	181239
38	6770	172229	3.78	178999
39	6403	169056	3.65	175459
40	6070	162302	3.61	168372
41	5906	159311	3.57	165217
42	5521	157567	3.39	163088
43	5302	152473	3.36	157775
44	5298	150045	3.41	155343
45	4865	148075	3.18	152940
46	4754	143158	3.21	147912
47	4840	141480	3.31	146320
48	4549	137426	3.20	141975
49	4239	134347	3.06	138586
50	4225	132855	3.08	137080
51	3996	130263	2.98	134259
52	3961	126480	3.04	130441
53	3862	123689	3.03	127551
54	3701	120575	2.98	124276
55	3572	117368	2.95	120940
56	3472	115904	2.91	119376
57	3355	114485	2.85	117840
58	3160	109931	2.79	113091
59	3241	109157	2.88	112398
60	3037	106515	2.77	109552
61	2935	103539	2.76	106474
62	2895	102135	2.76	105030
63	2733	99871	2.66	102604
64	2642	95978	2.68	98620
65	2584	94161	2.67	96745
66	2658	92969	2.78	95627
67	2451	90274	2.64	92725
68	2554	87146	2.85	89700
69	2466	85686	2.80	88152
70	2565	83203	2.99	85768
71	2331	83487	2.72	85818
72	2254	80357	2.73	82611
73	2264	77307	2.85	79571
74	2157	76437	2.74	78594
75	2064	75046	2.68	77110
76	1995	72274	2.69	74269
77	1974	69911	2.75	71885
78	1925	69515	2.69	71440
79	1854	66695	2.70	68549
80	1918	66378	2.81	68296
81	1781	64742	2.68	66523
82	1752	62137	2.74	63889
83	1771	61271	2.81	63042
84	1727	60175	2.79	61902
85	1658	58022	2.78	59680
86	1673	56938	2.85	58611
87	1643	54847	2.91	56490
88	1573	53927	2.83	55500
89	1415	52902	2.61	54317
90	1511	51726	2.84	53237
91	1457	50669	2.80	52126
92	1422	48921	2.82	50343
93	1337	47901	2.72	49238
94	1302	46491	2.72	47793
95	1329	46417	2.78	47746
96	1264	45455	2.71	46719
97	1278	43442	2.86	44720
98	1292	42240	2.97	43532
99	1325	41651	3.08	42976
100	1132	39970	2.75	41102
101	1132	39190	2.81	40322
102	1113	38643	2.80	39756
103	1169	37472	3.03	38641
104	1083	36347	2.89	37430
105	1024	35881	2.77	36905
106	993	34331	2.81	35324
107	981	34479	2.77	35460
108	928	33140	2.72	34068
109	935	32144	2.83	33079
110	933	31923	2.84	32856
111	917	31439	2.83	32356
112	864	30380	2.77	31244
113	904	30110	2.91	31014
114	851	28949	2.86	29800
115	836	28312	2.87	29148
116	853	27961	2.96	28814
117	781	27208	2.79	27989
118	728	26586	2.67	27314
119	726	25933	2.72	26659
120	787	25762	2.96	26549
121	763	24631	3.00	25394
122	749	24239	3.00	24988
123	712	23671	2.92	24383
124	695	23378	2.89	24073
125	689	22514	2.97	23203
126	632	21835	2.81	22467
127	670	21429	3.03	22099
128	604	21085	2.78	21689
129	663	20734	3.10	21397
130	604	19836	2.95	20440
131	629	19250	3.16	19879
132	610	19046	3.10	19656
133	559	18841	2.88	19400
134	588	18021	3.16	18609
135	560	17889	3.04	18449
136	536	17519	2.97	18055
137	523	16947	2.99	17470
138	537	16629	3.13	17166
139	520	15749	3.20	16269
140	487	15554	3.04	16041
141	498	15371	3.14	15869
142	480	14779	3.15	15259
143	435	15035	2.81	15470
144	450	14489	3.01	14939
145	466	13757	3.28	14223
146	406	13626	2.89	14032
147	441	13415	3.18	13856
148	418	13047	3.10	13465
149	442	12803	3.34	13245
150	367	11947	2.98	12314
151	234	9680	2.36	9914

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	122616	1144858	9.67	1267474
2	62646	296497	17.44	359143
3	46790	428478	9.84	475268
4	40856	380072	9.71	420928
5	16582	555926	2.90	572508
6	15774	700811	2.20	716585
7	14585	386711	3.63	401296
8	14068	374391	3.62	388459
9	13601	364169	3.60	377770
10	14189	344042	3.96	358231
11	14720	341615	4.13	356335
12	11761	341730	3.33	353491
13	11174	342967	3.16	354141
14	10884	327153	3.22	338037
15	10311	321870	3.10	332181
16	10026	315664	3.08	325690
17	9422	314137	2.91	323559
18	8716	304646	2.78	313362
19	8521	301275	2.75	309796
20	8201	289457	2.76	297658
21	7719	288147	2.61	295866
22	7313	283440	2.52	290753
23	6858	275062	2.43	281920
24	6560	270161	2.37	276721
25	6258	267476	2.29	273734
26	5926	256114	2.26	262040
27	5559	253309	2.15	258868
28	5223	250825	2.04	256048
29	5084	242948	2.05	248032
30	4645	237216	1.92	241861
31	4581	232868	1.93	237449
32	4302	227472	1.86	231774
33	4165	224707	1.82	228872
34	3861	216308	1.75	220169
35	3673	212390	1.70	216063
36	3286	208283	1.55	211569
37	3215	205866	1.54	209081
38	3107	199102	1.54	202209
39	2825	195330	1.43	198155
40	2728	191911	1.40	194639
41	2588	187645	1.36	190233
42	2324	182206	1.26	184530
43	2307	180264	1.26	182571
44	2223	174835	1.26	177058
45	2038	173229	1.16	175267
46	1940	169926	1.13	171866
47	1719	164445	1.03	166164
48	1618	161683	0.99	163301
49	1583	159607	0.98	161190
50	1440	154568	0.92	156008
51	1474	151924	0.96	153398
52	1315	149458	0.87	150773
53	1226	145858	0.83	147084
54	1118	142042	0.78	143160
55	1080	139344	0.77	140424
56	1003	136039	0.73	137042
57	916	133017	0.68	133933
58	990	130728	0.75	131718
59	928	128000	0.72	128928
60	804	124179	0.64	124983
61	801	122292	0.65	123093
62	781	118274	0.66	119055
63	761	116553	0.65	117314
64	706	114703	0.61	115409
65	720	110935	0.64	111655
66	642	107732	0.59	108374
67	642	106897	0.60	107539
68	629	104953	0.60	105582
69	638	101382	0.63	102020
70	594	98113	0.60	98707
71	643	96252	0.66	96895
72	620	93953	0.66	94573
73	601	92037	0.65	92638
74	547	88891	0.61	89438
75	583	87466	0.66	88049
76	510	85599	0.59	86109
77	508	83361	0.61	83869
78	495	81218	0.61	81713
79	448	79025	0.56	79473
80	482	77242	0.62	77724
81	509	77698	0.65	78207
82	467	73236	0.63	73703
83	458	71381	0.64	71839
84	453	69510	0.65	69963
85	462	68666	0.67	69128
86	415	66785	0.62	67200
87	425	64721	0.65	65146
88	437	63761	0.68	64198
89	400	61247	0.65	61647
90	412	60155	0.68	60567
91	407	58729	0.69	59136
92	406	57537	0.70	57943
93	371	56519	0.65	56890
94	361	54493	0.66	54854
95	327	53567	0.61	53894
96	347	52604	0.66	52951
97	332	51303	0.64	51635
98	360	49318	0.72	49678
99	338	47922	0.70	48260
100	317	46598	0.68	46915
101	323	46138	0.70	46461
102	315	44577	0.70	44892
103	345	44360	0.77	44705
104	339	42746	0.79	43085
105	307	41948	0.73	42255
106	278	41034	0.67	41312
107	297	39455	0.75	39752
108	285	38961	0.73	39246
109	284	38503	0.73	38787
110	259	37086	0.69	37345
111	282	36473	0.77	36755
112	264	35815	0.73	36079
113	256	34358	0.74	34614
114	226	33861	0.66	34087
115	244	32717	0.74	32961
116	228	32079	0.71	32307
117	252	32272	0.77	32524
118	236	30660	0.76	30896
119	246	29431	0.83	29677
120	218	29064	0.74	29282
121	221	28864	0.76	29085
122	219	27810	0.78	28029
123	220	27445	0.80	27665
124	204	26510	0.76	26714
125	202	25929	0.77	26131
126	220	25618	0.85	25838
127	237	25225	0.93	25462
128	201	23935	0.83	24136
129	202	24077	0.83	24279
130	176	23118	0.76	23294
131	177	22407	0.78	22584
132	188	21891	0.85	22079
133	170	21631	0.78	21801
134	171	21008	0.81	21179
135	181	20207	0.89	20388
136	179	20019	0.89	20198
137	160	19352	0.82	19512
138	170	19116	0.88	19286
139	169	18675	0.90	18844
140	175	17979	0.96	18154
141	164	17953	0.91	18117
142	135	17337	0.77	17472
143	166	16835	0.98	17001
144	150	16513	0.90	16663
145	141	16234	0.86	16375
146	157	15578	1.00	15735
147	145	15429	0.93	15574
148	137	14914	0.91	15051
149	147	14374	1.01	14521
150	107	13993	0.76	14100
151	100	11111	0.89	11211

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	330324	918240	26.46	1248564
2	320022	1295863	19.80	1615885
3	246793	1113906	18.14	1360699
4	227484	988044	18.71	1215528
5	97601	1295259	7.01	1392860
6	90546	1402392	6.06	1492938
7	86629	1578150	5.20	1664779
8	84799	1512111	5.31	1596910
9	79049	1427023	5.25	1506072
10	76967	1358208	5.36	1435175
11	76167	1309175	5.50	1385342
12	68492	1261640	5.15	1330132
13	63872	1241228	4.89	1305100
14	61084	1207424	4.82	1268508
15	60463	1175379	4.89	1235842
16	57953	1150700	4.79	1208653
17	52750	1116455	4.51	1169205
18	49378	1086656	4.35	1136034
19	48770	1058568	4.40	1107338
20	46680	1036095	4.31	1082775
21	42980	1005993	4.10	1048973
22	41335	986015	4.02	1027350
23	42130	972074	4.15	1014204
24	36900	945191	3.76	982091
25	35821	923225	3.74	959046
26	34084	903568	3.64	937652
27	33513	883933	3.65	917446
28	31202	869259	3.47	900461
29	30790	852116	3.49	882906
30	28337	829767	3.30	858104
31	28393	809922	3.39	838315
32	26762	798686	3.24	825448
33	24798	780748	3.08	805546
34	24393	761639	3.10	786032
35	24573	749641	3.17	774214
36	22010	731137	2.92	753147
37	21323	720000	2.88	741323
38	20279	707225	2.79	727504
39	20258	688544	2.86	708802
40	18690	677760	2.68	696450
41	18643	663646	2.73	682289
42	16541	650976	2.48	667517
43	17465	634244	2.68	651709
44	16637	624457	2.60	641094
45	15365	610457	2.46	625822
46	15066	598247	2.46	613313
47	14807	585016	2.47	599823
48	13420	576032	2.28	589452
49	12721	563811	2.21	576532
50	12499	553960	2.21	566459
51	12606	542284	2.27	554890
52	11778	532353	2.16	544131
53	11395	521885	2.14	533280
54	9912	511281	1.90	521193
55	10579	499192	2.08	509771
56	9651	487292	1.94	496943
57	9303	477829	1.91	487132
58	9271	466062	1.95	475333
59	9652	456714	2.07	466366
60	8285	445743	1.82	454028
61	7943	435922	1.79	443865
62	7669	426173	1.77	433842
63	7754	417904	1.82	425658
64	7414	408008	1.78	415422
65	7716	400527	1.89	408243
66	6588	387601	1.67	394189
67	7103	378509	1.84	385612
68	6459	369900	1.72	376359
69	6419	360271	1.75	366690
70	6252	351350	1.75	357602
71	6949	343661	1.98	350610
72	6094	335995	1.78	342089
73	5870	326055	1.77	331925
74	6070	318067	1.87	324137
75	5859	311763	1.84	317622
76	5784	304071	1.87	309855
77	5708	298702	1.88	304410
78	5184	288075	1.77	293259
79	5851	281525	2.04	287376
80	5140	277173	1.82	282313
81	5081	269320	1.85	274401
82	4962	263453	1.85	268415
83	5515	256391	2.11	261906
84	4765	251126	1.86	255891
85	4648	243250	1.87	247898
86	4902	240900	1.99	245802
87	4927	234089	2.06	239016
88	4635	229068	1.98	233703
89	4545	224126	1.99	228671
90	4296	218616	1.93	222912
91	4374	213096	2.01	217470
92	4185	209359	1.96	213544
93	4210	202616	2.04	206826
94	4054	197255	2.01	201309
95	4471	192096	2.27	196567
96	3651	188436	1.90	192087
97	3751	185211	1.99	188962
98	3658	181216	1.98	184874
99	3946	175811	2.20	179757
100	3808	171774	2.17	175582
101	3578	168641	2.08	172219
102	3350	164109	2.00	167459
103	3408	161121	2.07	164529
104	3307	157085	2.06	160392
105	3099	153253	1.98	156352
106	3332	149435	2.18	152767
107	3537	144927	2.38	148464
108	2984	142244	2.05	145228
109	3015	138301	2.13	141316
110	2852	135520	2.06	138372
111	3074	132049	2.27	135123
112	2774	130189	2.09	132963
113	2886	125380	2.25	128266
114	2738	123065	2.18	125803
115	2767	119676	2.26	122443
116	2709	117227	2.26	119936
