miRNA	lncRNA	mRNA	PCC_lncRNA_mRNA	p_value_lncRNA_mRNA	FDR_lncRNA_mRNA
peve-mir-novel-35	lncRNA_7297	gene-Peve_00011436	0.90078638312399	0.0369504510352771	0.043595160058265
peve-mir-novel-35	lncRNA_7297	gene-Peve_00021185	0.925732942955647	0.0240231549204317	0.0361624896917752
peve-mir-novel-35	lncRNA_7297	gene-Peve_00031471	0.933582729794882	0.0203413952222967	0.033653280517151
peve-mir-novel-35	lncRNA_7297	gene-Peve_00034900	0.926434173333737	0.0236862723904137	0.0359386393120796
peve-mir-novel-35	lncRNA_7298	gene-Peve_00027432	0.927429711925802	0.0232106478191523	0.0356233771997481
peve-mir-novel-35	lncRNA_7298	gene-Peve_00020651	0.989833083451472	0.00122872394399926	0.0109256719857737
peve-mir-novel-35	lncRNA_7298	gene-Peve_00027699	0.977218811913395	0.00411347409258452	0.0173936935056666
peve-mir-novel-35	lncRNA_7298	gene-Peve_00043724	0.979836384071634	0.0034266406953333	0.016220833046606
peve-mir-novel-35	lncRNA_7298	gene-Peve_00023336	0.999696423264316	6.34916787672982e-06	0.000559627085989666
peve-mir-novel-35	lncRNA_7298	gene-Peve_00011436	0.9012538314787	0.0366922782340017	0.0434563846778154
peve-mir-novel-35	lncRNA_7298	gene-Peve_00021185	0.926748348069955	0.0235358370184285	0.0358421414160355
peve-mir-novel-35	lncRNA_7298	gene-Peve_00031471	0.933806855183864	0.0202392145154192	0.0335779488355305
peve-mir-novel-35	lncRNA_7298	gene-Peve_00034900	0.926469111884898	0.0236695275676932	0.0359295823789773
peve-mir-novel-36	lncRNA_7745	gene-Peve_00015742	0.961684516199787	0.00895124499743573	0.0238033450151455
peve-mir-novel-36	lncRNA_7745	gene-Peve_00029820	0.996053117175061	0.000297480103558349	0.00595961871370056
peve-mir-novel-36	lncRNA_7745	gene-Peve_00027583	0.977980342572053	0.00390939925911898	0.0170553983399868
peve-mir-novel-36	lncRNA_7745	gene-Peve_00008072	0.93912943646778	0.0178623770578307	0.0318243607156108
peve-mir-novel-36	lncRNA_9613	gene-Peve_00013095	0.898296835105852	0.0383351171367484	0.0443152226293848
peve-mir-novel-39	lncRNA_1481	gene-Peve_00001089	0.931394448963053	0.0213477593414163	0.0343531303838315
peve-mir-novel-39	lncRNA_1481	gene-Peve_00007009	0.976807061785046	0.00422523473164236	0.0175705915624184
peve-mir-novel-39	lncRNA_1481	gene-Peve_00032506	0.88506758720111	0.0459584304590558	0.0481067098163518
peve-mir-novel-6	lncRNA_2034	gene-Peve_00001230	0.892107220487909	0.0418471643568217	0.0460809030932521
peve-mir-novel-6	lncRNA_2034	gene-Peve_00032842	0.971430355164342	0.00577193165143864	0.0198814549595235
peve-mir-novel-6	lncRNA_2034	gene-Peve_00034882	0.965460305463977	0.00766564432708555	0.0223301799001245
peve-mir-novel-6	lncRNA_2034	gene-Peve_00010433	0.903106273578678	0.0356748764570974	0.0429223414322166
peve-mir-novel-6	lncRNA_3203	gene-Peve_00010433	0.918876401371806	0.0273966932061585	0.0382538871159199
peve-mir-novel-6	lncRNA_787	gene-Peve_00002096	0.885172649600172	0.045896179086462	0.0480779945128448
peve-mir-novel-6	lncRNA_787	gene-Peve_00002350	0.929573817200224	0.0221969476239137	0.0349177400914488
peve-mir-novel-6	lncRNA_787	gene-Peve_00000005	0.989746638412489	0.00124441200614374	0.0109893828953593
peve-mir-novel-6	lncRNA_787	gene-Peve_00010241	0.909116232690709	0.0324378807897271	0.0411804846216077
peve-mir-novel-6	lncRNA_787	gene-Peve_00011277	0.960143756366728	0.00949434136572753	0.0243913454618152
peve-mir-novel-6	lncRNA_787	gene-Peve_00015249	0.92779168715757	0.0230384864508224	0.0355023768833425
peve-mir-novel-6	lncRNA_787	gene-Peve_00018941	0.96035081943381	0.00942074583423485	0.0243105866109615
peve-mir-novel-6	lncRNA_787	gene-Peve_00020859	0.916174649689687	0.0287646759620953	0.0390558367066434
peve-mir-novel-6	lncRNA_787	gene-Peve_00020888	0.990104345558669	0.00117992647152208	0.0107573665641661
peve-mir-novel-6	lncRNA_787	gene-Peve_00026810	0.956474464258136	0.0108291439667947	0.0257287010186276
peve-mir-novel-6	lncRNA_787	gene-Peve_00027615	0.903995000482627	0.0351900236425801	0.0426599175962392
peve-mir-novel-6	lncRNA_787	gene-Peve_00031203	0.975063485342943	0.00470929963517487	0.0183309636704192
peve-mir-novel-6	lncRNA_787	gene-Peve_00031656	0.893269993781211	0.0411799474019647	0.0457391050017535
peve-mir-novel-6	lncRNA_787	gene-Peve_00032212	0.974510999619395	0.00486626335438212	0.0185660544312094
peve-mir-novel-6	lncRNA_787	gene-Peve_00044546	0.933402930968351	0.0204234875276837	0.0337127431000976
peve-mir-novel-6	lncRNA_787	gene-Peve_00012142	0.99251721228852	0.000776141550080044	0.00904846699908786
peve-mir-novel-6	lncRNA_8483	gene-Peve_00001600	0.879504645054731	0.0492923868755372	0.0496710005291453
peve-mir-novel-6	lncRNA_8483	gene-Peve_00002096	0.973178683382222	0.00525168896550925	0.0191583610421263
peve-mir-novel-6	lncRNA_8483	gene-Peve_00002350	0.973196183518881	0.00524656383509461	0.0191496511667103
peve-mir-novel-6	lncRNA_8483	gene-Peve_00000005	0.983940807385443	0.00243708392317939	0.0142448732880799
peve-mir-novel-6	lncRNA_8483	gene-Peve_00009585	0.940146655942744	0.0174192121020028	0.0314846381557522
peve-mir-novel-6	lncRNA_8483	gene-Peve_00010241	0.958700029443642	0.0100126626911276	0.0249199097751865
peve-mir-novel-6	lncRNA_8483	gene-Peve_00011277	0.999388682898075	1.81423628243463e-05	0.00121005381187389
peve-mir-novel-6	lncRNA_8483	gene-Peve_00015249	0.984545706762668	0.00230090272114605	0.0139424955105941
peve-mir-novel-6	lncRNA_8483	gene-Peve_00015953	0.913413156728201	0.030184861966412	0.0398935394424536
peve-mir-novel-6	lncRNA_8483	gene-Peve_00018009	0.883035141720185	0.0471679326168276	0.0486716918994325
peve-mir-novel-6	lncRNA_8483	gene-Peve_00018941	0.960165892819508	0.00948646454056247	0.0243839420881454
peve-mir-novel-6	lncRNA_8483	gene-Peve_00020859	0.918508344811461	0.0275817874437937	0.0383670038878292
peve-mir-novel-6	lncRNA_8483	gene-Peve_00020888	0.983939893726113	0.00243729157069892	0.0142448732880799
peve-mir-novel-6	lncRNA_8483	gene-Peve_00026810	0.885693727833843	0.0455878262610047	0.0479348970985846
peve-mir-novel-6	lncRNA_8483	gene-Peve_00027615	0.9045539470517	0.0348861738827725	0.0424945949652039
peve-mir-novel-6	lncRNA_8483	gene-Peve_00030448	0.929377648974669	0.0222890832720651	0.0349820677133817
peve-mir-novel-6	lncRNA_8483	gene-Peve_00031203	0.970598685122976	0.00602503185843471	0.0202204420384866
peve-mir-novel-6	lncRNA_8483	gene-Peve_00031656	0.955707846749357	0.0111152045105169	0.0260023890284155
peve-mir-novel-6	lncRNA_8483	gene-Peve_00032212	0.994162523102324	0.000534922636970045	0.00774906204719161
peve-mir-novel-6	lncRNA_8483	gene-Peve_00044546	0.981362903035363	0.00304567404806106	0.015535411420837
peve-mir-novel-6	lncRNA_8483	gene-Peve_00012142	0.928655100506534	0.0226295099951879	0.0352168766928814
peve-mir-novel-6	lncRNA_8551	gene-Peve_00001286	0.998418256827897	7.54978774281104e-05	0.0029160346431993
peve-mir-novel-6	lncRNA_8551	gene-Peve_00002096	0.899032788157724	0.037924095906509	0.0440925634539841
peve-mir-novel-6	lncRNA_8551	gene-Peve_00006527	0.931320841834118	0.0213818831446576	0.0343767214751716
peve-mir-novel-6	lncRNA_8551	gene-Peve_00006896	0.880350861850579	0.0487804889103274	0.0494256820736084
peve-mir-novel-6	lncRNA_8551	gene-Peve_00007645	0.981138258684785	0.00310080158265814	0.0156343733905748
peve-mir-novel-6	lncRNA_8551	gene-Peve_00008382	0.915797024283839	0.0289575810240014	0.0391675576566425
peve-mir-novel-6	lncRNA_8551	gene-Peve_00009585	0.920152030839847	0.0267582993720752	0.0378657153073576
peve-mir-novel-6	lncRNA_8551	gene-Peve_00015953	0.945235193416622	0.0152575946609428	0.02972917346868
peve-mir-novel-6	lncRNA_8551	gene-Peve_00018009	0.942537034658215	0.0163921798930677	0.0306579739351331
peve-mir-novel-6	lncRNA_8551	gene-Peve_00018891	0.985073877221532	0.00218413575961046	0.0136653272704253
peve-mir-novel-6	lncRNA_8551	gene-Peve_00021878	0.961686571158909	0.00895052768338945	0.0238025818190144
peve-mir-novel-6	lncRNA_8551	gene-Peve_00024666	0.944141844770384	0.0157141564788883	0.0301150659267823
peve-mir-novel-6	lncRNA_8551	gene-Peve_00028552	0.981203890751803	0.00308466171757231	0.0156047574138434
peve-mir-novel-6	lncRNA_8551	gene-Peve_00040799	0.954057706460285	0.0117391637131026	0.026606996921326
peve-mir-novel-6	lncRNA_8551	gene-Peve_00041032	0.914064774705704	0.0298477675378603	0.039694588630514
peve-mir-novel-6	lncRNA_8551	gene-Peve_00031436	0.885218614686171	0.0458689523484095	0.0480644782324737
peve-mir-novel-6	lncRNA_9933	gene-Peve_00001600	0.904441376817272	0.0349473005765279	0.0425310055117037
peve-mir-novel-6	lncRNA_9933	gene-Peve_00002096	0.943454362268554	0.0160034722531149	0.0303502917432691
peve-mir-novel-6	lncRNA_9933	gene-Peve_00002350	0.986745872253167	0.001828080308109	0.0127600762383296
peve-mir-novel-6	lncRNA_9933	gene-Peve_00000005	0.975212078648558	0.00466737417573475	0.0182650250009087
peve-mir-novel-6	lncRNA_9933	gene-Peve_00009585	0.889196075310089	0.0435324839686733	0.0469149634267552
peve-mir-novel-6	lncRNA_9933	gene-Peve_00010241	0.913065415108761	0.0303652521561717	0.0399997002382507
peve-mir-novel-6	lncRNA_9933	gene-Peve_00011277	0.989820981660906	0.00123091619983863	0.0109355847489633
peve-mir-novel-6	lncRNA_9933	gene-Peve_00015249	0.985706500984976	0.00204695530282112	0.0133451959111353
peve-mir-novel-6	lncRNA_9933	gene-Peve_00015953	0.896185763274372	0.0395219282244353	0.0449049667673994
peve-mir-novel-6	lncRNA_9933	gene-Peve_00018941	0.989193990046934	0.00134625305181766	0.0113245711456042
peve-mir-novel-6	lncRNA_9933	gene-Peve_00020859	0.962631703445452	0.00862262315539622	0.0234386396427052
peve-mir-novel-6	lncRNA_9933	gene-Peve_00020888	0.995655134452113	0.000343569913132522	0.00635557039289852
peve-mir-novel-6	lncRNA_9933	gene-Peve_00026810	0.932924383984418	0.020642503154439	0.0338692740982715
peve-mir-novel-6	lncRNA_9933	gene-Peve_00027615	0.952555863399422	0.0123166502749567	0.0271465414080817
peve-mir-novel-6	lncRNA_9933	gene-Peve_00030448	0.935302686549762	0.0195615422069688	0.0330986408838136
peve-mir-novel-6	lncRNA_9933	gene-Peve_00031203	0.947161200466843	0.0144640820804566	0.0290591723403503
peve-mir-novel-6	lncRNA_9933	gene-Peve_00031656	0.970657818676709	0.00600691798499458	0.0201957271041495
peve-mir-novel-6	lncRNA_9933	gene-Peve_00032212	0.999314206131718	2.15565657714518e-05	0.00134696106743035
peve-mir-novel-6	lncRNA_9933	gene-Peve_00044546	0.944867086281149	0.0154108194372992	0.0298546292505289
peve-mir-novel-6	lncRNA_9933	gene-Peve_00012142	0.944912180298382	0.0153920222368336	0.0298393859215061
peve-mir-novel-7	lncRNA_8084	gene-Peve_00000079	0.954551717790537	0.0115511981357702	0.0264389345344803
peve-mir-novel-7	lncRNA_8084	gene-Peve_00003488	0.994436970371776	0.000497666246403595	0.00751240638891069
peve-mir-novel-7	lncRNA_8084	gene-Peve_00007704	0.940960063394117	0.0170674542362249	0.0312044061935359
peve-mir-novel-7	lncRNA_8084	gene-Peve_00007872	0.974259943667617	0.00493814853188128	0.0186713240277856
peve-mir-novel-7	lncRNA_8084	gene-Peve_00014208	0.999310499642594	2.17315487697435e-05	0.0013521374335927
peve-mir-novel-7	lncRNA_8084	gene-Peve_00014607	0.881306487280503	0.0482044418146881	0.0491665729084226
peve-mir-novel-7	lncRNA_8084	gene-Peve_00020593	0.942154400217366	0.0165552119537254	0.0307980558671389
peve-mir-novel-7	lncRNA_8084	gene-Peve_00021480	0.989912567928922	0.00121435751060516	0.0108677799995694
peve-mir-novel-7	lncRNA_8084	gene-Peve_00034064	0.990557447661089	0.00109989663895342	0.0104667267647515
peve-mir-novel-7	lncRNA_8084	gene-Peve_00036216	0.996988164401388	0.000198328190714042	0.00483277680914582
peve-mir-novel-7	lncRNA_8084	gene-Peve_00041469	0.976728991782708	0.00424653647567831	0.0175973108488837
peve-mir-novel-7	lncRNA_8084	gene-Peve_00043735	0.982213380559878	0.00283995777224536	0.0151328730638
peve-mir-novel-7	lncRNA_8084	gene-Peve_00013396	0.987915834253369	0.00159173251304331	0.0120935102312057
peve-mir-novel-7	lncRNA_8151	gene-Peve_00015748	0.934742270364707	0.0198145564715117	0.0332777662327116
peve-mir-novel-7	lncRNA_8151	gene-Peve_00030841	0.954852808149282	0.0114371244905853	0.0263155396318988
peve-mir-novel-7	lncRNA_8151	gene-Peve_00037614	0.973490150716005	0.00516071903219381	0.0190167049203553
peve-mir-novel-7	lncRNA_8151	gene-Peve_00000079	0.93475767007194	0.0198075897995054	0.0332755079051351
peve-mir-novel-7	lncRNA_8151	gene-Peve_00004794	0.988262452326694	0.00152382045808476	0.0118935482514937
peve-mir-novel-7	lncRNA_8151	gene-Peve_00013338	0.975602512171821	0.00455780521993038	0.0181083189577225
peve-mir-novel-7	lncRNA_8151	gene-Peve_00014607	0.968524539911697	0.00667161327342385	0.0211016374127394
peve-mir-novel-7	lncRNA_8151	gene-Peve_00018051	0.979443028316155	0.00352718998399758	0.016400870611208
peve-mir-novel-7	lncRNA_8151	gene-Peve_00020593	0.971507102367915	0.00574875620266606	0.0198558229919043
peve-mir-novel-7	lncRNA_8151	gene-Peve_00022405	0.930535013369588	0.0217472856507204	0.034618162483242
peve-mir-novel-7	lncRNA_8151	gene-Peve_00036216	0.90055585052433	0.0370779873029096	0.043659465627853
peve-mir-novel-7	lncRNA_8151	gene-Peve_00037364	0.895414099225639	0.0399586133147458	0.0451241918601397
peve-mir-novel-7	lncRNA_8151	gene-Peve_00039765	0.947551620781049	0.0143049206874266	0.0289209430355773
peve-mir-novel-7	lncRNA_8151	gene-Peve_00041522	0.914974119803856	0.0293793837634507	0.0394212685794712
peve-mir-novel-7	lncRNA_8151	gene-Peve_00041469	0.906830312723096	0.0336574633485205	0.0418380345760821
peve-mir-novel-7	lncRNA_8151	gene-Peve_00043735	0.905494045420671	0.0343770305035903	0.0422258084742451
peve-mir-novel-7	lncRNA_8151	gene-Peve_00013396	0.9286571861625	0.0226285249447136	0.0352161556643385
peve-mir-novel-7	lncRNA_9154	gene-Peve_00030841	0.887714584210854	0.0443982210910743	0.0473522806687728
peve-mir-novel-7	lncRNA_9154	gene-Peve_00037614	0.984202364903688	0.00237788129027313	0.0141072754526337
peve-mir-novel-7	lncRNA_9154	gene-Peve_00004794	0.959967290971786	0.00955720972584007	0.0244592067526526
peve-mir-novel-7	lncRNA_9154	gene-Peve_00013338	0.947127616508931	0.0144777999460487	0.0290709731799882
peve-mir-novel-7	lncRNA_9154	gene-Peve_00014607	0.92048769694706	0.0265911212877744	0.0377658365303632
peve-mir-novel-7	lncRNA_9154	gene-Peve_00018051	0.966282264966545	0.00739456566731533	0.022012351905529
peve-mir-novel-7	lncRNA_9154	gene-Peve_00022405	0.881317579986421	0.0481977678888092	0.0491641856954015
peve-mir-novel-7	lncRNA_9154	gene-Peve_00039765	0.997653867845447	0.000136367120207865	0.00401322685803564
peve-mir-novel-7	lncRNA_9154	gene-Peve_00038009	0.883188249024357	0.0470764729553182	0.0486263010317647
peve-mir-novel-9	lncRNA_583	gene-Peve_00008964	0.956940526277128	0.0106564319347347	0.0255586695499232
peve-mir-novel-9	lncRNA_583	gene-Peve_00040371	0.979055507582005	0.0036271831707818	0.0165782070520041
peve-mir-novel-9	lncRNA_583	gene-Peve_00004184	0.942672734533184	0.016334487408272	0.0306074426047275
peve-mir-novel-9	lncRNA_583	gene-Peve_00006979	0.916094298085665	0.0288056878153792	0.0390783762749574
peve-mir-novel-9	lncRNA_583	gene-Peve_00009844	0.981672094849028	0.00297033569163026	0.0153905617452229
peve-mir-novel-9	lncRNA_583	gene-Peve_00012675	0.982960668242564	0.00266317412551008	0.0147570226900224
peve-mir-novel-10	lncRNA_5928	gene-Peve_00014587	0.916983304103594	0.0283529827247992	0.0388103260220738
peve-mir-novel-10	lncRNA_5928	gene-Peve_00021553	0.964250196374131	0.00807052270921776	0.0228114460730654
peve-mir-novel-10	lncRNA_5928	gene-Peve_00011858	0.980312328964309	0.00330627268452101	0.0159985137465542
peve-mir-novel-10	lncRNA_5928	gene-Peve_00000786	0.885336339470958	0.0457992431638271	0.0480368731518127
peve-mir-novel-10	lncRNA_5928	gene-Peve_00024444	0.969817542813715	0.00626599028882089	0.0205504261704294
peve-mir-novel-10	lncRNA_5928	gene-Peve_00027295	0.917644025487858	0.0280180237467046	0.0386259523903375
peve-mir-novel-10	lncRNA_5928	gene-Peve_00036785	0.974522685388897	0.00486292582979422	0.0185594432840221
peve-mir-novel-10	lncRNA_5928	gene-Peve_00042435	0.907336247411037	0.0333862967507988	0.0416926736103122
peve-mir-novel-11	lncRNA_7296	gene-Peve_00004731	0.995506886919709	0.0003612950107047	0.00649737293760264
peve-mir-novel-11	lncRNA_7296	gene-Peve_00033287	0.981319528341821	0.00305629266177405	0.015555112717889
peve-mir-novel-11	lncRNA_7297	gene-Peve_00004731	0.994497430887822	0.00048957962081891	0.007465623624267
peve-mir-novel-11	lncRNA_7297	gene-Peve_00033287	0.979949134060342	0.00339799736212777	0.0161684801579855
peve-mir-novel-13	lncRNA_2689	gene-Peve_00018121	0.961950538272355	0.00885854304233744	0.0237030266171681
peve-mir-novel-2	lncRNA_1257	gene-Peve_00000404	0.942299936179883	0.0164931404522535	0.03074409887221
peve-mir-novel-2	lncRNA_1257	gene-Peve_00001787	0.935748281627157	0.0193611209579647	0.0329446988314518
peve-mir-novel-2	lncRNA_1257	gene-Peve_00004712	0.992077973378624	0.000845418129666361	0.00938595973330173
peve-mir-novel-2	lncRNA_1257	gene-Peve_00006234	0.928517177716415	0.0226946813743734	0.0352635485741731
peve-mir-novel-2	lncRNA_1257	gene-Peve_00008033	0.883223244132201	0.0470555762856643	0.0486153107346806
peve-mir-novel-2	lncRNA_1257	gene-Peve_00010793	0.969749030080884	0.00628727237627488	0.0205812213638803
peve-mir-novel-2	lncRNA_1257	gene-Peve_00009990	0.895792475568491	0.0397442990069118	0.0450204168902439
peve-mir-novel-2	lncRNA_1257	gene-Peve_00014398	0.983717341366639	0.00248804519965401	0.0143459000612445
peve-mir-novel-2	lncRNA_1257	gene-Peve_00015640	0.988897294014237	0.00140201453811536	0.0115083350895499
peve-mir-novel-2	lncRNA_1257	gene-Peve_00016798	0.905462059691514	0.0343943141224021	0.0422366945968547
peve-mir-novel-2	lncRNA_1257	gene-Peve_00018700	0.966308237007683	0.00738605259913135	0.0220016366579404
peve-mir-novel-2	lncRNA_1257	gene-Peve_00018907	0.887008531413254	0.0448127148230063	0.0475548208446827
peve-mir-novel-2	lncRNA_1257	gene-Peve_00018950	0.884594007649893	0.0462393664229225	0.0482372489806196
peve-mir-novel-2	lncRNA_1257	gene-Peve_00024151	0.978642193728099	0.00373484496521759	0.0167586972180843
peve-mir-novel-2	lncRNA_1257	gene-Peve_00029564	0.8842606625675	0.0464374376491849	0.048323685031515
peve-mir-novel-2	lncRNA_1257	gene-Peve_00028686	0.94935718864551	0.0135763713125095	0.0282835290319194
peve-mir-novel-2	lncRNA_1257	gene-Peve_00035430	0.907598553589784	0.0332459848386927	0.0416176336683072
peve-mir-novel-2	lncRNA_1257	gene-Peve_00035882	0.91903541822442	0.0273168484448616	0.038205377626499
peve-mir-novel-2	lncRNA_1257	gene-Peve_00036939	0.946187554897447	0.0148634967773729	0.0294003068769985
peve-mir-novel-2	lncRNA_1257	gene-Peve_00038381	0.976653461377557	0.00426717891476572	0.0176356117677741
peve-mir-novel-2	lncRNA_1257	gene-Peve_00040857	0.927990382351603	0.0229441600381742	0.0354373636939726
peve-mir-novel-2	lncRNA_1257	gene-Peve_00041749	0.973415185093819	0.00518256624454805	0.0190513206035128
peve-mir-novel-2	lncRNA_1257	gene-Peve_00042905	0.912370626934711	0.0307267036218106	0.0401980218566559
peve-mir-novel-2	lncRNA_1257	gene-Peve_00042937	0.948929723007349	0.0137477300747931	0.0284361250926996
peve-mir-novel-2	lncRNA_1257	gene-Peve_00028238	0.940269096943017	0.0173661134998778	0.0314412925508406
peve-mir-novel-2	lncRNA_1257	gene-Peve_00029556	0.934039090624426	0.0201335124705357	0.0335049529905821
peve-mir-novel-2	lncRNA_1258	gene-Peve_00000404	0.942299936179883	0.0164931404522535	0.03074409887221
peve-mir-novel-2	lncRNA_1258	gene-Peve_00001787	0.935748281627157	0.0193611209579647	0.0329446988314518
peve-mir-novel-2	lncRNA_1258	gene-Peve_00004712	0.992077973378624	0.000845418129666361	0.00938595973330173
peve-mir-novel-2	lncRNA_1258	gene-Peve_00006234	0.928517177716415	0.0226946813743734	0.0352635485741731
peve-mir-novel-2	lncRNA_1258	gene-Peve_00008033	0.883223244132201	0.0470555762856643	0.0486153107346806
peve-mir-novel-2	lncRNA_1258	gene-Peve_00010793	0.969749030080884	0.00628727237627488	0.0205812213638803
peve-mir-novel-2	lncRNA_1258	gene-Peve_00009990	0.895792475568491	0.0397442990069118	0.0450204168902439
peve-mir-novel-2	lncRNA_1258	gene-Peve_00014398	0.983717341366639	0.00248804519965401	0.0143459000612445
peve-mir-novel-2	lncRNA_1258	gene-Peve_00015640	0.988897294014237	0.00140201453811536	0.0115083350895499
peve-mir-novel-2	lncRNA_1258	gene-Peve_00016798	0.905462059691514	0.0343943141224021	0.0422366945968547
peve-mir-novel-2	lncRNA_1258	gene-Peve_00018700	0.966308237007683	0.00738605259913135	0.0220016366579404
peve-mir-novel-2	lncRNA_1258	gene-Peve_00018907	0.887008531413254	0.0448127148230063	0.0475548208446827
peve-mir-novel-2	lncRNA_1258	gene-Peve_00018950	0.884594007649893	0.0462393664229225	0.0482372489806196
peve-mir-novel-2	lncRNA_1258	gene-Peve_00024151	0.978642193728099	0.00373484496521759	0.0167586972180843
peve-mir-novel-2	lncRNA_1258	gene-Peve_00029564	0.8842606625675	0.0464374376491849	0.048323685031515
peve-mir-novel-2	lncRNA_1258	gene-Peve_00028686	0.94935718864551	0.0135763713125095	0.0282835290319194
peve-mir-novel-2	lncRNA_1258	gene-Peve_00035430	0.907598553589784	0.0332459848386927	0.0416176336683072
peve-mir-novel-2	lncRNA_1258	gene-Peve_00035882	0.91903541822442	0.0273168484448616	0.038205377626499
peve-mir-novel-2	lncRNA_1258	gene-Peve_00036939	0.946187554897447	0.0148634967773729	0.0294003068769985
peve-mir-novel-2	lncRNA_1258	gene-Peve_00038381	0.976653461377557	0.00426717891476572	0.0176356117677741
peve-mir-novel-2	lncRNA_1258	gene-Peve_00040857	0.927990382351603	0.0229441600381742	0.0354373636939726
peve-mir-novel-2	lncRNA_1258	gene-Peve_00041749	0.973415185093819	0.00518256624454805	0.0190513206035128
peve-mir-novel-2	lncRNA_1258	gene-Peve_00042905	0.912370626934711	0.0307267036218106	0.0401980218566559
peve-mir-novel-2	lncRNA_1258	gene-Peve_00042937	0.948929723007349	0.0137477300747931	0.0284361250926996
peve-mir-novel-2	lncRNA_1258	gene-Peve_00028238	0.940269096943017	0.0173661134998778	0.0314412925508406
peve-mir-novel-2	lncRNA_1258	gene-Peve_00029556	0.934039090624426	0.0201335124705357	0.0335049529905821
peve-mir-novel-2	lncRNA_4891	gene-Peve_00006541	0.938002137682563	0.0183577051478455	0.0322094197735624
peve-mir-novel-2	lncRNA_4891	gene-Peve_00009560	0.883007799213424	0.0471842717556016	0.04867988188599
peve-mir-novel-2	lncRNA_4891	gene-Peve_00014398	0.890938814534525	0.0425210371246049	0.0464203933125618
peve-mir-novel-2	lncRNA_4891	gene-Peve_00018700	0.929436067123312	0.0222616327208524	0.0349617450828411
peve-mir-novel-2	lncRNA_4891	gene-Peve_00023658	0.990730322596413	0.00106985766115322	0.0103503965566213
peve-mir-novel-2	lncRNA_4891	gene-Peve_00024151	0.902876420643693	0.035800619448485	0.0429881456353605
peve-mir-novel-2	lncRNA_4891	gene-Peve_00027364	0.926937628938598	0.0234453538191494	0.035784448537248
peve-mir-novel-2	lncRNA_4891	gene-Peve_00027984	0.879289049161936	0.049423075914127	0.0497279223703074
peve-mir-novel-2	lncRNA_4891	gene-Peve_00028686	0.881915420338022	0.0478385099640231	0.0489990718249774
peve-mir-novel-2	lncRNA_4891	gene-Peve_00032544	0.900642807135507	0.0370298643060354	0.0436354120805188
peve-mir-novel-2	lncRNA_4891	gene-Peve_00038381	0.909498248012581	0.0322354786819916	0.0410628913775812
peve-mir-novel-2	lncRNA_4891	gene-Peve_00041525	0.953541236790514	0.0119367322635939	0.0267813047273144
peve-mir-novel-2	lncRNA_4891	gene-Peve_00042905	0.981864577099485	0.00292375135774544	0.0152991036744686
peve-mir-novel-2	lncRNA_4891	gene-Peve_00029556	0.96536548909915	0.0076971201705587	0.022370097749008
peve-mir-novel-2	lncRNA_5387	gene-Peve_00037538	0.906237134564411	0.0339762827822073	0.0420076714890543
peve-mir-novel-2	lncRNA_5654	gene-Peve_00045100	0.908679026238078	0.0326700222571591	0.0413027547647605
peve-mir-novel-2	lncRNA_5654	gene-Peve_00000388	0.915725848641626	0.0289939865826064	0.0391866962555812
peve-mir-novel-2	lncRNA_5654	gene-Peve_00002659	0.947370233029804	0.014378795024758	0.0289840289684314
peve-mir-novel-2	lncRNA_5654	gene-Peve_00012952	0.927104750296828	0.0233655573482359	0.0357295790916821
