sample140	sample145	sample150	sample173	sample178
Cluster_262	0	121	378	882	22
Cluster_263	3	868	400	10	20
Cluster_264	2	110	206	361	18
Cluster_265	0	283	243	195	96
Cluster_266	6	467	509	93	84
Cluster_267	4	975	365	8	16
Cluster_268	14	17	13	34	27
Cluster_269	237	112	249	0	1
Cluster_270	84	7	114	2	35
Cluster_271	20	0	1	780	5
Cluster_272	200	0	0	0	0
Cluster_273	122	0	2	0	1
Cluster_274	277	311	0	1	57
Cluster_275	86	19	1107	0	58
Cluster_276	108	156	92	64	76
Cluster_277	12	19	0	0	58
Cluster_278	1	1	3	12	116
Cluster_279	17	1252	24	764	648
Cluster_280	18	1	0	173	1
Cluster_281	11	5	245	8	6
Cluster_282	321	468	539	559	395
Cluster_283	3	17	34	56	0
Cluster_284	0	0	0	0	82
Cluster_285	3	9	1302	8	12
Cluster_286	83	40	96	35	83
Cluster_287	21	12	34	9	12
Cluster_288	20	35	278	40	25
Cluster_289	58	2	55	53	0
Cluster_290	46	14737	31	148	4258
Cluster_291	141	694	549	128	15
Cluster_292	2	16	39	0	30
Cluster_293	4	1893	5935	9	2387
Cluster_294	6	23	35	31	121
Cluster_295	2	425	202	221	138
Cluster_296	0	74	105	0	0
Cluster_297	346	74	31	139	2
Cluster_298	0	5	129	24	0
Cluster_299	1055	3	4	18	3
Cluster_300	56	5812	3700	106	4338
Cluster_301	3	51	25	9	5
Cluster_302	134	40	396	40	61
Cluster_303	535	16	1158	2	4
Cluster_304	780	15	1280	6	7
Cluster_305	327	8	421	0	77
Cluster_306	1	1	0	180	0
Cluster_307	16	56	385	1	5
Cluster_308	128	0	84	98	51
Cluster_309	0	3	103	0	27
Cluster_310	2	0	0	85	0
Cluster_311	146	1845	860	5109	498
Cluster_312	0	80	9	0	33
Cluster_313	5	1	9	1512	151
Cluster_314	0	1	1	1	491
Cluster_315	732	21	145	60	15
Cluster_316	1	971	1511	0	5810
Cluster_317	212	24	12	20	0
Cluster_318	12	521	20	333	878
Cluster_319	2	100	2	77	616
Cluster_320	29	380	5	310	569
Cluster_321	2	88	3	39	28
Cluster_322	4351	7204	18454	2131	1612
Cluster_323	100	0	58	141	73
Cluster_324	51	8	1	0	26
Cluster_325	104	209	102	105	58
Cluster_326	0	1	474	17	127
Cluster_327	94	134	120	107	19
Cluster_328	41	3332	20	8	6
Cluster_329	20	95	0	111	186
Cluster_330	59	154	136	2	225
Cluster_331	18	36	46	84	74
Cluster_332	47	51	9	8	14
Cluster_333	3	18	10	4	143
Cluster_334	12	9	17	7	48
Cluster_335	808	533	537	48	63
Cluster_336	76	272	0	217	6
Cluster_337	1	131	0	0	1
Cluster_338	115	3	0	36	324
Cluster_339	14	14	136	0	8
Cluster_340	95	64	0	467	43
Cluster_341	0	1	0	80	0
Cluster_342	8	6	57	1	23
Cluster_343	43	0	134	2	0
Cluster_344	3	321	1108	5	35
Cluster_345	3	1516	3694	27	20
Cluster_346	73	6	0	3	45
Cluster_347	1332	1168	84	1	23
Cluster_348	0	596	6342	4	2
Cluster_349	9	4	65	53	51
Cluster_350	26	104	35	4	15
Cluster_351	3	45	29	64	9
Cluster_352	7	2	417	33	0
Cluster_353	0	102	1	0	1
Cluster_354	8	92	22	34	19
Cluster_355	231	342	405	100	510
Cluster_356	226	750	1083	844	2106
Cluster_357	472	627	148	367	1
Cluster_358	452	194	493	190	0
Cluster_359	3	57	44	184	7
Cluster_360	12	79	0	29	26
Cluster_361	14	62	69	1752	1
Cluster_362	101	115	0	0	56
Cluster_363	0	0	1	1	105
Cluster_364	0	43	19	0	1163
Cluster_365	29	61	35	8	8
Cluster_366	0	0	2	1	258
Cluster_367	36	63	17	1	37
Cluster_368	126	39	19	62	2
Cluster_369	572	3	15	1454	6
Cluster_370	16	1670	0	0	0
Cluster_371	226	585	41	65	26
Cluster_372	105	22	41	650	299
Cluster_373	128	3	7	64	163
Cluster_374	475	515	33	46	209
Cluster_375	86	1	2	1	3
Cluster_376	133	98	61	65	188
Cluster_377	35	86	9	47	0
Cluster_378	0	7	287	0	1
Cluster_379	675	2	0	0	0
Cluster_380	10425	445	4	3	0
Cluster_381	927	0	0	0	0
Cluster_382	173	2	0	0	0
Cluster_383	11515	5	2	2	1
Cluster_384	310	1335	297	421	892
Cluster_385	696	3414	3	705	892
Cluster_386	52	60	98	22	6
Cluster_387	81	53	222	62	170
Cluster_388	96	118	175	46	116
Cluster_389	31	2	6	87	1
Cluster_390	40	36	231	83	21
Cluster_391	523	276	179	4	16
Cluster_392	243	251	169	87	113
Cluster_393	77	130	369	56	67
Cluster_394	74	125	378	59	75
Cluster_395	107	6	62	51	9
Cluster_396	406	134	668	1224	258
Cluster_397	13	3	31	114	8
Cluster_398	40	101	1003	21	213
Cluster_399	39	23	183	39	45
Cluster_400	160	176	266	117	84
Cluster_401	79	115	110	1053	57
Cluster_402	24	95	63	113	27
Cluster_403	24	29	43	257	14
Cluster_404	32	41	142	16	20
Cluster_405	4698	593	9413	438	9003
Cluster_406	664	46	219	33	52
Cluster_407	41	83	402	73	566
Cluster_408	11	143	30	23	78
Cluster_409	9	422	370	67	65
Cluster_410	13	1	13	0	304
Cluster_411	16	81	1	5	1
Cluster_412	0	47	140	49	0
Cluster_413	6	11	60	97	0
Cluster_414	0	0	0	2312	618
Cluster_415	0	2	0	1025	16
Cluster_416	8270	1348	2131	217	3312
Cluster_417	108	74	47	27	82
Cluster_418	63	54	72	19	0
Cluster_419	9	42	30	67	41
Cluster_420	0	44	1	0	109
Cluster_421	364	3	1	2	43
Cluster_422	1962	20	184	24	272
Cluster_423	136	2	59	1	41
Cluster_424	306	0	0	0	2
Cluster_425	15	6	19	1	51
Cluster_426	8	1	166	62	0
Cluster_427	67	30	98	15	25
Cluster_428	21	20	75	2	3
Cluster_429	50	375	294	1590	157
Cluster_430	41	0	21	4	21
Cluster_431	48	25	188	19	23
Cluster_432	410	1192	1665	329	2276
Cluster_433	111	77	141	27	26
Cluster_434	143	117	175	145	223
Cluster_435	134	930	7	0	9
Cluster_436	1431	738	527	0	1641
Cluster_437	30	11	61	15	25
Cluster_438	92	65	134	37	159
Cluster_439	870	589	659	1169	3058
Cluster_440	42	12	59	38	8
Cluster_441	48	35	46	30	16
Cluster_442	89	45	71	11	32
Cluster_443	68	42	128	53	47
Cluster_444	458	296	458	221	297
Cluster_445	142	56	136	47	46
Cluster_446	35	13	53	17	35
Cluster_447	105	0	3	0	0
Cluster_448	114	59	90	15	43
Cluster_449	0	216	0	0	0
Cluster_450	1	12	3477	1	0
Cluster_451	0	3	212	1	0
Cluster_452	0	19	0	159	0
Cluster_453	226	15	63	136	109
Cluster_454	205	11	52	125	97
Cluster_455	2	0	17	3	110
Cluster_456	193	37	3029	80	82
Cluster_457	592	1065	705	5893	3
Cluster_458	2861	2578	2283	2528	4
Cluster_459	452	59	243	1218	1
Cluster_460	639	9	576	841	2
Cluster_461	51	26	133	22	32
Cluster_462	66	13	71	28	17
Cluster_463	172	37	172	113	88
Cluster_464	20	19	46	124	208
Cluster_465	187	0	1	1	17
Cluster_466	46	7	30	29	39
Cluster_467	51	8	18	22	20
Cluster_468	5	92	30	2	1
Cluster_469	10	0	23	37	92
Cluster_470	26	0	42	211	22
Cluster_471	78	25	1	0	0
Cluster_472	253	16	173	35	21
Cluster_473	822	32	952	25	20
Cluster_474	1666	114	625	534	46
Cluster_475	971	822	2848	736	55
Cluster_476	115	103	197	76	7
Cluster_477	74	57	40	17	12
Cluster_478	34	91	30	5	20
Cluster_479	543	378	213	36	71
Cluster_480	228	386	39	30	27
Cluster_481	0	142	182	2	248
Cluster_482	1277	1044	198	116	21
Cluster_483	21	59	58	0	0
Cluster_484	220	5331	4266	64	3458
Cluster_485	382	32	109	0	192
Cluster_486	424	640	442	404	1501
Cluster_487	77	3	3	17	32
Cluster_488	694	47	510	4	31
Cluster_489	13	61	558	7	123
Cluster_490	15	121	8	4	30
Cluster_491	7	190	14	8	471
Cluster_492	47	1937	24	16	1236
Cluster_493	4	2	1	340	1
Cluster_494	2007	1089	754	1572	914
Cluster_495	5	68	91	40	6
Cluster_496	125	51	175	1	246
Cluster_497	61	4	25	0	134
Cluster_498	2	40	461	31	800
Cluster_499	3447	0	0	0	0
Cluster_500	53	14	33	10	32
Cluster_501	7	70	215	33	167
Cluster_502	413	829	501	736	910
Cluster_503	106	3	6	5	6
Cluster_504	1	21	51	27	511
Cluster_505	122	1	90	15	16
Cluster_506	21	90	53	78	108
Cluster_507	156	124	75	120	437
Cluster_508	46	57	109	163	244
Cluster_509	83	19	48	3	8
Cluster_510	326	1959	332	898	278
Cluster_511	55	16	318	4	5
Cluster_512	59	114	68	22	49
Cluster_513	411	302	265	192	398
Cluster_514	42	33	20	39	14
Cluster_515	0	33	90	0	5
Cluster_516	0	15	224	1	5
Cluster_517	0	44	111	28	39
Cluster_518	2	21	67	16	13
Cluster_519	0	38	143	59	25
Cluster_520	3	185	306	153	165
Cluster_521	3	1108	777	375	564
Cluster_522	1	103	233	79	92
Cluster_523	914	485	37	352	1451
Cluster_524	2	100	289	124	141
Cluster_525	0	123	267	27	81
Cluster_526	485	464	391	441	2165
Cluster_527	1041	8479	3972	5589	5812
Cluster_528	22	567	32	293	4
Cluster_529	102	91	37	2	4
Cluster_530	9	207	43	42	187
Cluster_531	9	16	119	12	46
Cluster_532	105	2192	2257	3861	11610
Cluster_533	2	81	66	111	66
Cluster_534	0	0	1	2	440
Cluster_535	0	247	22	13	13
Cluster_536	45	8	28	5	6
Cluster_537	1	117	81	37	3
Cluster_538	3	21	23	1330	0
Cluster_539	334	348	2102	279	4034
Cluster_540	17	20	3739	36	380
Cluster_541	41	70	89	77	77
Cluster_542	0	0	3	126	2
Cluster_543	193	186	253	93	101
Cluster_544	125	161	285	71	70
Cluster_545	13	0	3	0	356
Cluster_546	32	0	16	11	953
Cluster_547	23	0	14	1	723
Cluster_548	36432	47768	80222	30730	54060
Cluster_549	220	165	187	150	198
Cluster_550	0	106	2	2	0
Cluster_551	66	41	62	153	25
Cluster_552	121	27	45	11	45
Cluster_553	47	168	66	0	29
Cluster_554	0	0	0	90	0
Cluster_555	108	71	46	20	20
Cluster_556	3	312	2	316	109
Cluster_557	24	10	12	71	14
Cluster_558	170	0	1	103	293
Cluster_559	61	455	92	0	0
Cluster_560	0	177	78	0	30
Cluster_561	428	694	327	87	122
Cluster_562	10	86	68	396	536
Cluster_563	0	355	3096	207	4138
Cluster_564	2	6	59	55	2
Cluster_565	243	413	158	146	68
Cluster_566	34	52	89	250	240
Cluster_567	59	117	25	5	1
Cluster_568	0	6	132	5	2
Cluster_569	325	390	518	693	559
Cluster_570	10	297	350	20	36
Cluster_571	7	28	15	415	9
Cluster_572	199	76	30	161	74
Cluster_573	130	25	36	31	56
Cluster_574	6	28	16	85	53
Cluster_575	42	132	34	265	754
Cluster_576	18	23	54	1244	891
Cluster_577	35	8	21	51	27
Cluster_578	78	31	517	0	582
Cluster_579	669	8	39	0	151
Cluster_580	1	9	81	265	34
Cluster_581	965	24	0	0	0
Cluster_582	124	59	78	123	45
Cluster_583	1507	3	3	3	1
Cluster_584	971	921	32	0	4
Cluster_585	0	3	1915	29	4
Cluster_586	42	2	898	21	10
Cluster_587	402	1375	2352	1714	293
Cluster_588	10	2	52	65	27
Cluster_589	69	88	233	402	71
Cluster_590	1	283	0	1	759
Cluster_591	6	113	0	1	142
Cluster_592	120	7	5	0	40
Cluster_593	1549	1	0	1	1
Cluster_594	0	20	123	0	0
Cluster_595	473	54	4	0	250
Cluster_596	2002	60	107	423	47
Cluster_597	169	28	82	21	8
Cluster_598	233	54	0	1	55
Cluster_599	177	1	27	0	19
Cluster_600	1575	5195	24	52	549
Cluster_601	408	1432	18	33	431
Cluster_602	612	0	0	2	0
Cluster_603	5	8	122	10	13
Cluster_604	1	43	30	1	44
Cluster_605	1032	1375	7523	785	80
Cluster_606	86	0	9	2	2
Cluster_607	5	1435	415	2	0
Cluster_608	1	55	297	24	11
Cluster_609	93	0	1	0	7
Cluster_610	44	160	13	18	10
Cluster_611	181	0	50	158	21
Cluster_612	73	1513	24	2	913
Cluster_613	84	718	2	1	488
Cluster_614	15	1	0	0	95
Cluster_615	0	1	30	54	63
Cluster_616	16	167	87	115	3
Cluster_617	630	155	41	113	15
Cluster_618	57	2	81	0	1
Cluster_619	1	766	169	0	40
Cluster_620	1066	76	39	17	32
Cluster_621	0	96	86	110	28
Cluster_622	5	1	937	1428	210
Cluster_623	0	0	98	0	5
Cluster_624	3	86	21	158	153
Cluster_625	15	30	22	14	17
Cluster_626	3	150	0	0	2
Cluster_627	36	3	160	26	0
Cluster_628	3	2	163	0	1
Cluster_629	438	8	13	38	7
Cluster_630	66	19	131	88	50
Cluster_631	64	1	59	112	16
Cluster_632	363	162	346	152	141
Cluster_633	0	3	60	50	0
Cluster_634	17	7	128	8	7
Cluster_635	186	50	295	36	113
Cluster_636	3482	3548	103	120	722
Cluster_637	0	41	0	77	0
Cluster_638	31	153	71	59	3
Cluster_639	11	79	22	62	5
Cluster_640	2141	1883	2487	2779	802
Cluster_641	311	502	501	526	342
Cluster_642	198	373	467	356	342
Cluster_643	1	0	221	0	356
Cluster_644	27	557	2	717	369
Cluster_645	1131	609	906	954	714
Cluster_646	543	410	30	13	372
Cluster_647	272	78	0	39	698
Cluster_648	109	69	0	0	34
Cluster_649	6	385	0	13	2
Cluster_650	151	75	1807	5	5
Cluster_651	7	77	12	105	13
Cluster_652	74	33	34	16	57
Cluster_653	20	36	20	8045	9
Cluster_654	37	23	91	2	3
Cluster_655	36	56	45	25	40
Cluster_656	50	102	113	34	22
Cluster_657	42	27	51	25	17
Cluster_658	56	29	69	27	12
Cluster_659	202	82	275	102	26
Cluster_660	64	40	168	58	26
Cluster_661	26	47	30	13	1143
Cluster_662	68	55	119	40	31
Cluster_663	25	32	40	23	89
Cluster_664	789	1356	8806	1627	1815
Cluster_665	62	36	44	550	127
Cluster_666	0	328	246	0	0
Cluster_667	0	7	1	80	98
Cluster_668	0	1	104	0	9
Cluster_669	101	186	36	60	49
Cluster_670	16	80	11	17	9
Cluster_671	94	125	888	32	32
Cluster_672	5156	7574	1418	1849	550
Cluster_673	154	59	31	29	107
Cluster_674	37	281	8	7	23
Cluster_675	78	1142	8	5	170
Cluster_676	6	188	3	10	24
Cluster_677	62	7	29	62	25
Cluster_678	180	17	105	52	64
Cluster_679	13	1	22	0	75
Cluster_680	46	18	71	30	55
Cluster_681	60	2	63	37	4
Cluster_682	78	96	382	110	166
Cluster_683	50	15	692	50	3
Cluster_684	16	51	59	9	22
Cluster_685	2	790	283	241	230
Cluster_686	11	27	44	39	35
Cluster_687	0	63	35	14	3
Cluster_688	17	152	44	7	23
Cluster_689	1	203	1	0	0
Cluster_690	4	12	5	169	1
Cluster_691	61	32	35	25	11
Cluster_692	304	13	116	18	43
Cluster_693	2	30	9	19	92
Cluster_694	27	69	5	0	0
Cluster_695	16	683	4	0	0
Cluster_696	14	130	9	5	6
Cluster_697	50	90	33	21	9
Cluster_698	67	65	53	0	9
Cluster_699	143	15	16	8	0
Cluster_700	41	0	137	17	45
Cluster_701	70	54	65	23	28
Cluster_702	23	243	58	24	69
Cluster_703	16	250	44	11	28
Cluster_704	67	140	46	21	12
Cluster_705	82	35	65	36	56
Cluster_706	335	0	2	0	2
Cluster_707	0	27	1	0	80
Cluster_708	25	22	44	8	32
Cluster_709	13	75	27	13	18
Cluster_710	12	159	1	12	0
Cluster_711	140	1	2	0	1
Cluster_712	638	2	236	1633	67
Cluster_713	17	82	13	1	8
Cluster_714	51	49	77	4	21
Cluster_715	62	48	7	11	26
Cluster_716	30	120	9	11	30
Cluster_717	41	99	34	126	171
Cluster_718	28	18	38	378	304
Cluster_719	5	35	0	127	4
Cluster_720	1	792	0	3	0
Cluster_721	68	457	0	10	6
Cluster_722	34	1008	324	94	365
Cluster_723	101	136	23	42	5
Cluster_724	5502	6990	3602	547	71
Cluster_725	4	1	1	830	61
Cluster_726	27	325	80	26	36
Cluster_727	75	178	2	8	0
Cluster_728	25	370	43	19	886
Cluster_729	2	2	0	716	1
Cluster_730	57	9	36	23	126
Cluster_731	1388	10	61	978	3065
Cluster_732	84	0	2	38	9
Cluster_733	46	42	14	13	66
Cluster_734	523	1	81	951	2435
Cluster_735	10	4	41	63	20
Cluster_736	19	0	1060	61	233
Cluster_737	801	2423	1183	615	2302
Cluster_738	15	18	13	49	7
Cluster_739	82	5	15	10	8
Cluster_740	6	1170	22	29	13
Cluster_741	3	24	1	2	209
Cluster_742	5	49	0	48	432
Cluster_743	0	0	0	1	219
Cluster_744	0	0	0	0	283
Cluster_745	11	56	7	92	50
Cluster_746	23	118	125	17	12
Cluster_747	27	15	79	1	9
Cluster_748	83	47	80	197	16
Cluster_749	69	64	74	239	11
Cluster_750	123	48	147	69	42
Cluster_751	102	66	63	37	22
Cluster_752	143	11306	16	26	41
Cluster_753	1	250	1833	14	49
Cluster_754	62	54	30	59	0
Cluster_755	197	3489	9	26	46
Cluster_756	65	124	3	0	27
Cluster_757	163	131	3	6	15
Cluster_758	1	0	1	200	0
Cluster_759	604	712	189	845	195
Cluster_760	17	7	19	5710	4
Cluster_761	606	787	80	254	38
Cluster_762	0	1	348	0	0
Cluster_763	23	25	54	1	86
Cluster_764	4	16	33	11	215
Cluster_765	1	4	2	10	234
Cluster_766	876	138	149	858	436
Cluster_767	155	30	11	8	33
Cluster_768	36	30	15	21	10
Cluster_769	98	285	2402	592	4
Cluster_770	12	221	22	4	3
Cluster_771	128	12	6	32	0
Cluster_772	10	237	874	32	162
Cluster_773	74	51	17	9	5
Cluster_774	0	35	24	228	53
Cluster_775	31	15	35	27	6
Cluster_776	1051	1029	1000	3295	394
Cluster_777	577	2250	1105	665	1175
Cluster_778	52	112	24	2	11
Cluster_779	117	2	0	113	3
Cluster_780	891	2	0	803	0
Cluster_781	528	16	24	1931	7
Cluster_782	48	35	62	40	37
Cluster_783	1603	1810	568	1959	271
Cluster_784	126	111	64	15	9
Cluster_785	1834	283	366	1694	707
Cluster_786	103	57	73	30	175
Cluster_787	20	36	54	45	2
Cluster_788	35	16	94	17	17
Cluster_789	8	10	38	283	102
Cluster_790	3948	25	8046	6906	5291
Cluster_791	12	16	33	9	5590
Cluster_792	38	11	82	18	26
Cluster_793	56	0	25	96	19
Cluster_794	54	1	11	27	319
Cluster_795	34	2	172	0	0
Cluster_796	35	2	65	1	0
Cluster_797	5	881	3466	25	823
Cluster_798	106	4	20	1	13
Cluster_799	8	5	462	97	13
Cluster_800	34	2	1	3	97
Cluster_801	0	108	34	37	63
Cluster_802	0	8	0	111	0
Cluster_803	52	599	95	318	97
Cluster_804	2	34	6	106	111
Cluster_805	10082	16540	14214	6918	22119
