readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	7275	35884
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	7711	33444
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	8380	30600
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	126423	1533277
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	27396	86557
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	13482	51513
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	15795	43859
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	17071	40224
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	20370	60071
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	616424	2739500
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	58750	275785
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	21647	100454
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	21961	245977
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	23702	107325
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	27377	108586
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	847429	4149369
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	34291	107493
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	12015	43405
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	12658	50170
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	16125	55051
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	22366	67727
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	663108	4336260
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	20285	32204
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	6312	11562
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	5637	10940
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6457	13241
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	7992	16771
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	261216	979460
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	34810	196094
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	11837	46619
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	8765	35141
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	8315	45549
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	9042	38678
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	137491	2535260
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	52924	124507
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	25551	58504
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	25888	58495
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	25314	58852
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	27415	76322
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	670980	3279349
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	56596	421213
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	21955	111699
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	21908	311405
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	23373	120162
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	26712	149159
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	826080	5334423
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	33561	126329
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	12711	88324
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	12734	75362
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	15583	75372
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	21171	83618
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	572138	4360901
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	18748	36890
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	6617	11882
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	5612	12867
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6310	14653
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	7830	19433
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	245570	1006129
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	35327	238766
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	12821	53957
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	8776	38844
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	8034	33761
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	8360	45347
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	112989	1541875
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	83518	206236
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	34647	90197
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	35869	191092
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	30978	110694
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	31499	104911
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	722127	3379567
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	44994	236080
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	17820	77521
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	18406	187016
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	20090	87393
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	23461	87921
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	663524	4400220
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	22636	84338
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	8816	44158
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	9932	45350
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	12983	53205
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	18689	71671
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	485912	4111019
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	15476	26469
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	5571	9206
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	5257	10636
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5939	13878
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	7608	17303
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	216194	962486
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	30329	191692
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/D-Apul/output/11-Apul-sRNA-ShortStack-pulchra_genome/ShortStack_out/sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	11463	51743
