,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
27,ptuh-mir-novel-28,Pocillopora_meandrina_HIv1___RNAseq.g14845.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g14845.t1;2 17;492 512,-23.77,15,80.00%,93.33%,0.950813862951001,0.950813862951001,1,0.0129977311084384
28,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15866.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g15866.t1;2 20;95 116,-20.37,18,72.22%,72.22%,-0.941449087059812,0.941449087059812,-1,0.0168571020246151
29,ptuh-mir-novel-17,Pocillopora_meandrina_HIv1___RNAseq.g13578.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g13578.t1;2 21;563 587,-24,23,69.57%,78.26%,-0.888771752750385,0.888771752750385,-1,0.0437798916917374
30,ptuh-mir-novel-25,Pocillopora_meandrina_HIv1___RNAseq.g28481.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g28481.t1;2 17;447 468,-21.43,15,80.00%,86.67%,-0.968528512591817,0.968528512591817,-1,0.00667035424164904
31,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g549.t1b,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g549.t1b;2 20;777 797,-21.47,18,66.67%,88.89%,0.93082688656806,0.93082688656806,1,0.0216113335862707
32,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g7360.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g7360.t1;2 21;40 61,-21.01,19,73.68%,84.21%,0.983640847512444,0.983640847512444,1,0.00250556964960435
33,ptuh-mir-novel-10,Pocillopora_meandrina_HIv1___RNAseq.g2388.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g2388.t1;2 18;188 211,-20.29,18,72.22%,88.89%,0.925501651855862,0.925501651855862,1,0.0241346074574253
34,ptuh-mir-novel-10,Pocillopora_meandrina_HIv1___TS.g5141.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g5141.t1;2 21;240 266,-21.84,24,62.50%,79.17%,0.967616283342236,0.967616283342236,1,0.0069615023574331
35,ptuh-mir-novel-19,Pocillopora_meandrina_HIv1___RNAseq.g28898.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g28898.t1;2 20;592 615,-20.67,20,75.00%,80.00%,0.885183202030469,0.885183202030469,1,0.045889928057982
36,ptuh-mir-novel-12,Pocillopora_meandrina_HIv1___RNAseq.g29320.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g29320.t1;2 20;416 436,-28.78,18,77.78%,77.78%,-0.896641214423057,0.896641214423057,-1,0.0392649064343619
37,ptuh-mir-2030,Pocillopora_meandrina_HIv1___TS.g16575.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g16575.t1;2 20;921 943,-20.2,19,73.68%,78.95%,0.982768196936009,0.982768196936009,1,0.00270834633033426
38,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g21663.t3,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g21663.t3;2 21;134 157,-21.44,21,71.43%,80.95%,0.98901770010242,0.98901770010242,1,0.00137929473649854
39,ptuh-mir-novel-13,Pocillopora_meandrina_HIv1___RNAseq.g1558.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g1558.t1;2 19;270 291,-21.36,17,70.59%,82.35%,0.954332450874319,0.954332450874319,1,0.0116345041667617
40,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g18290.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g18290.t1;2 22;149 172,-22.53,21,76.19%,80.95%,-0.906573477308051,0.906573477308051,-1,0.0337953882872726
41,ptuh-mir-novel-4,Pocillopora_meandrina_HIv1___RNAseq.g5133.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g5133.t1;2 18;390 411,-20.32,16,75.00%,75.00%,-0.903756010587007,0.903756010587007,-1,0.0353201981475969
42,ptuh-mir-novel-9,Pocillopora_meandrina_HIv1___TS.g12427.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g12427.t1;2 21;426 448,-24.35,20,80.00%,95.00%,0.974320381559136,0.974320381559136,1,0.00492081150775928
43,ptuh-mir-novel-28,Pocillopora_meandrina_HIv1___RNAseq.g22440.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g22440.t1;2 10;168 189,-22.5,8,100.00%,100.00%,0.926132370246854,0.926132370246854,1,0.0238310751427333
44,ptuh-mir-novel-23,Pocillopora_meandrina_HIv1___TS.g6076.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g6076.t1;2 20;480 503,-21.49,20,80.00%,85.00%,0.984428566503814,0.984428566503814,1,0.00232707166309416
45,ptuh-mir-novel-11; ptuh-mir-novel-15,Pocillopora_meandrina_HIv1___TS.g2276.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g2276.t1;2 21;47 69,-23.7,20,70.00%,85.00%,-0.907316772879209,0.907316772879209,-1,0.0333967215434546
46,ptuh-mir-novel-13,Pocillopora_meandrina_HIv1___TS.g2276.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g2276.t1;2 21;47 69,-20.24,20,70.00%,75.00%,0.883078363299869,0.883078363299869,1,0.0471421082291262
47,ptuh-mir-novel-33,Pocillopora_meandrina_HIv1___RNAseq.g22816.t2,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g22816.t2;2 21;818 841,-23.5,21,71.43%,85.71%,-0.892591265912176,0.892591265912176,-1,0.0415689975375243
48,ptuh-mir-novel-12,Pocillopora_meandrina_HIv1___RNAseq.g22088.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g22088.t1;2 16;144 165,-21.91,14,85.71%,92.86%,-0.920794623606383,0.920794623606383,-1,0.0264385525938862
49,ptuh-mir-novel-17,Pocillopora_meandrina_HIv1___TS.g9480.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g9480.t1;2 18;838 859,-20.5,16,68.75%,93.75%,-0.9816904077195,0.9816904077195,-1,0.00296589315169402
50,ptuh-mir-novel-19,Pocillopora_meandrina_HIv1___RNAseq.g5368.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g5368.t1;2 20;459 480,-20.5,19,73.68%,84.21%,0.997797300050035,0.997797300050035,1,0.000124057585767372
51,ptuh-mir-novel-22,Pocillopora_meandrina_HIv1___RNAseq.g16818.t2,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g16818.t2;2 21;154 175,-21.06,19,84.21%,89.47%,0.949246788610651,0.949246788610651,1,0.0136205603286036
52,ptuh-mir-novel-12,Pocillopora_meandrina_HIv1___TS.g18078.t3,3UTR,Pocillopora_meandrina_HIv1___TS.g18078.t3;2 16;90 112,-20.52,15,73.33%,73.33%,-0.952837587820548,0.952837587820548,-1,0.0122076324666849
53,ptuh-mir-novel-31,Pocillopora_meandrina_HIv1___RNAseq.g18023.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g18023.t1;2 20;866 886,-21.45,18,77.78%,83.33%,-0.960310243284543,0.960310243284543,-1,0.00943515284188613
54,ptuh-mir-novel-21,Pocillopora_meandrina_HIv1___RNAseq.g7261.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g7261.t1;2 17;597 617,-23.19,15,73.33%,86.67%,0.878762682144176,0.878762682144176,1,0.0497426056871197
55,ptuh-mir-novel-28,Pocillopora_meandrina_HIv1___RNAseq.g25846.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g25846.t1;2 19;895 914,-20.14,17,64.71%,82.35%,0.891484471128355,0.891484471128355,1,0.0422059064532521
56,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g26345.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g26345.t1;2 19;421 440,-21.04,17,82.35%,82.35%,0.922346426540245,0.922346426540245,1,0.0256715221765936
57,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g27756.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g27756.t1;2 22;343 365,-23.82,20,75.00%,75.00%,-0.912633264259429,0.912633264259429,-1,0.0305899097440413
58,ptuh-mir-novel-17,Pocillopora_meandrina_HIv1___TS.g25963.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g25963.t1;2 17;338 359,-21.02,15,73.33%,80.00%,-0.887124502196104,0.887124502196104,-1,0.0447445494731387
59,ptuh-mir-novel-14,Pocillopora_meandrina_HIv1___TS.g25933.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g25933.t1;2 18;716 739,-23.62,19,73.68%,78.95%,-0.923994405874994,0.923994405874994,-1,0.0248649694678369
60,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g23007.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g23007.t1;2 18;7 26,-20.72,16,68.75%,87.50%,0.951315168814306,0.951315168814306,1,0.0128005069263182
61,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g11119.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g11119.t1;2 21;312 337,-24.93,23,60.87%,69.57%,0.956099402283357,0.956099402283357,1,0.0109687919671977
62,ptuh-mir-novel-10,Pocillopora_meandrina_HIv1___RNAseq.g21081.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g21081.t1;2 21;963 988,-21.56,23,69.57%,78.26%,-0.895649530245634,0.895649530245634,-1,0.0398252208363959
63,ptuh-mir-novel-21,Pocillopora_meandrina_HIv1___RNAseq.g27468.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g27468.t1;2 11;35 55,-21.08,9,100.00%,100.00%,-0.91377697540403,0.91377697540403,-1,0.0299965016929089
64,ptuh-mir-novel-13,Pocillopora_meandrina_HIv1___RNAseq.g27793.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g27793.t1;2 19;298 318,-24.19,17,76.47%,82.35%,0.895299567906285,0.895299567906285,1,0.0400235567571623
65,ptuh-mir-novel-20,Pocillopora_meandrina_HIv1___RNAseq.g10367.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g10367.t1;2 20;265 284,-20.76,18,83.33%,88.89%,0.939433295590476,0.939433295590476,1,0.0177296181453451
66,ptuh-mir-novel-31,Pocillopora_meandrina_HIv1___RNAseq.g9583.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g9583.t1;2 17;393 413,-20.7,15,80.00%,93.33%,-0.895853447819999,0.895853447819999,-1,0.0397097983597128
67,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g22048.t1a,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g22048.t1a;2 15;384 406,-20.25,13,76.92%,92.31%,-0.931929555088538,0.931929555088538,-1,0.021100218742159
68,ptuh-mir-novel-23,Pocillopora_meandrina_HIv1___RNAseq.g11546.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g11546.t1;2 18;35 60,-21.04,20,80.00%,80.00%,0.935369740436277,0.935369740436277,1,0.0195313397102345
69,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g16419.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g16419.t1;2 20;916 938,-20.2,19,73.68%,78.95%,0.973906530382202,0.973906530382202,1,0.00503992918544744
70,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15378.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g15378.t1;2 21;534 555,-33.52,19,89.47%,89.47%,0.883365219286887,0.883365219286887,1,0.0469708286266113
71,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g15470.t2,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g15470.t2;2 21;1 20,-24.55,19,78.95%,84.21%,0.935624225190175,0.935624225190175,1,0.0194168522090323
72,ptuh-mir-novel-11; ptuh-mir-novel-15,Pocillopora_meandrina_HIv1___RNAseq.g807.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g807.t1;2 17;203 225,-22.31,16,81.25%,87.50%,0.878677365221589,0.878677365221589,1,0.049794458328203
73,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g20080.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g20080.t1;2 18;101 122,-21.69,16,75.00%,87.50%,0.903300824014434,0.903300824014434,1,0.0355685565365483
74,ptuh-mir-novel-31,Pocillopora_meandrina_HIv1___RNAseq.g26469.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g26469.t1;2 16;457 478,-22.32,14,85.71%,92.86%,0.912014555696675,0.912014555696675,1,0.030912474796718
75,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g21739.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g21739.t1;2 20;786 809,-20.57,20,70.00%,75.00%,0.886677870981431,0.886677870981431,1,0.0450072510711981
76,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g11181.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g11181.t1;2 22;277 301,-24.36,22,68.18%,77.27%,-0.931929555088539,0.931929555088539,-1,0.021100218742159
77,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g16602.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g16602.t1;2 22;620 646,-25.64,24,66.67%,75.00%,-0.931929555088538,0.931929555088538,-1,0.0211002187421591
78,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g293.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g293.t1;2 21;971 995,-22.69,22,68.18%,77.27%,0.946921132127116,0.946921132127116,1,0.0145622346520463
79,ptuh-mir-novel-28,Pocillopora_meandrina_HIv1___RNAseq.g293.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g293.t1;2 11;820 841,-20.42,9,88.89%,100.00%,0.957927847162151,0.957927847162151,1,0.0102935712182265
80,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g20424.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g20424.t1;2 13;344 365,-20.6,11,100.00%,100.00%,0.948259516464972,0.948259516464972,1,0.0140178042193319
81,ptuh-mir-novel-22,Pocillopora_meandrina_HIv1___RNAseq.g15523.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g15523.t1;2 14;281 302,-21.09,12,83.33%,83.33%,-0.92197265677488,0.92197265677488,-1,0.0258556042857837
82,ptuh-mir-novel-16,Pocillopora_meandrina_HIv1___RNAseq.g3258.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g3258.t1;2 21;274 295,-20.85,19,68.42%,84.21%,-0.935139168288213,0.935139168288213,-1,0.0196352577362362
83,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g6185.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g6185.t1;2 21;735 761,-25.36,24,62.50%,75.00%,0.908577108315554,0.908577108315554,1,0.032724213328085
84,ptuh-mir-novel-31,Pocillopora_meandrina_HIv1___RNAseq.g26465.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g26465.t1;2 16;457 478,-22.32,14,85.71%,92.86%,-0.880758144090648,0.880758144090648,-1,0.0485347163548359
85,ptuh-mir-novel-13,Pocillopora_meandrina_HIv1___RNAseq.g27884.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g27884.t1;2 21;784 811,-22.21,25,60.00%,68.00%,0.938753280969365,0.938753280969365,1,0.0180271679691958
86,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g21320.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g21320.t1;2 22;630 651,-21.34,20,65.00%,80.00%,-0.891992812781145,0.891992812781145,-1,0.0419129972573037
87,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g1987.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g1987.t1;2 22;89 111,-21.93,20,60.00%,85.00%,-0.898459659089306,0.898459659089306,-1,0.0382440601663563
88,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g1040.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g1040.t1;2 21;362 384,-20.16,20,75.00%,85.00%,0.927782650498652,0.927782650498652,1,0.0230427793900231
89,ptuh-mir-2025,Pocillopora_meandrina_HIv1___TS.g2795.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g2795.t1;2 21;753 774,-21.18,19,78.95%,89.47%,0.945855856746704,0.945855856746704,1,0.0150003756458595
90,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g13783.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g13783.t1;2 21;377 399,-20.03,20,70.00%,85.00%,-0.89208898995242,0.89208898995242,-1,0.0418576524347325
91,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g22875.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g22875.t1;2 19;811 832,-20.28,18,66.67%,83.33%,-0.969434363395785,0.969434363395785,-1,0.00638532169500294
92,ptuh-mir-novel-4,Pocillopora_meandrina_HIv1___RNAseq.8567_t,3UTR,Pocillopora_meandrina_HIv1___RNAseq.8567_t;2 21;367 393,-20.25,24,62.50%,79.17%,0.903752805571931,0.903752805571931,1,0.0353219449190277
93,ptuh-mir-novel-21,Pocillopora_meandrina_HIv1___RNAseq.g4243.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g4243.t1;2 20;263 284,-22.72,19,78.95%,84.21%,-0.946607718175211,0.946607718175211,-1,0.0146906999869563
94,ptuh-mir-novel-32,Pocillopora_meandrina_HIv1___RNAseq.g11161.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g11161.t1;2 21;138 161,-21.77,21,71.43%,80.95%,-0.880732503165601,0.880732503165601,-1,0.0485501776728136
95,ptuh-mir-novel-26,Pocillopora_meandrina_HIv1___RNAseq.g2284.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g2284.t1;2 21;818 838,-22.28,19,73.68%,84.21%,0.960253555050915,0.960253555050915,1,0.00945529270598953
96,ptuh-mir-novel-25,Pocillopora_meandrina_HIv1___RNAseq.g16451.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g16451.t1;2 21;470 491,-20.11,19,68.42%,78.95%,-0.936247009323363,0.936247009323363,-1,0.0191375971948677
97,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___TS.g7132.t1,3UTR,Pocillopora_meandrina_HIv1___TS.g7132.t1;2 17;546 570,-21.49,18,77.78%,77.78%,-0.948802331237266,0.948802331237266,-1,0.0137989332887632
98,ptuh-mir-novel-10,Pocillopora_meandrina_HIv1___RNAseq.g514.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g514.t1;2 21;119 140,-23.91,19,78.95%,89.47%,-0.94517136232614,0.94517136232614,-1,0.0152841286265932
99,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g14976.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g14976.t1;2 20;677 697,-20.11,18,77.78%,83.33%,0.958424115123168,0.958424115123168,1,0.0101127437370826
100,ptuh-mir-2030,Pocillopora_meandrina_HIv1___RNAseq.g6117.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g6117.t1;2 21;80 103,-25.37,21,85.71%,85.71%,0.939181928539767,0.939181928539767,1,0.0178394197910354
101,ptuh-mir-novel-31,Pocillopora_meandrina_HIv1___RNAseq.g8464.t2,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g8464.t2;2 21;737 758,-22.02,19,73.68%,73.68%,0.90899480722513,0.90899480722513,1,0.0325023002881069
102,ptuh-mir-novel-31,Pocillopora_meandrina_HIv1___RNAseq.g8464.t2,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g8464.t2;2 20;582 604,-22.75,19,73.68%,84.21%,0.90899480722513,0.90899480722513,1,0.0325023002881069
103,ptuh-mir-novel-16,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1;2 21;19 41,-22.24,20,65.00%,80.00%,-0.987634431609457,0.987634431609457,-1,0.00164758487769032
104,ptuh-mir-novel-16,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1;2 21;198 220,-22.24,20,65.00%,80.00%,-0.987634431609457,0.987634431609457,-1,0.00164758487769032
105,ptuh-mir-novel-16,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1,3UTR,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1;2 21;387 408,-22.56,19,68.42%,84.21%,-0.987634431609457,0.987634431609457,-1,0.00164758487769032
