"","miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value"
"143","Cluster_2859","lncRNA_073",0.908529326851251,0.032749629253302,0.662180227260968
"144","Cluster_1015","lncRNA_074",-0.882907118314552,0.0472444513594498,0.705878096933419
"145","Cluster_1953","lncRNA_074",-0.980087945651331,0.00336284262403521,0.613674961855994
"146","Cluster_3392","lncRNA_074",0.884726974328137,0.0461604334348659,0.703409299690008
"147","Cluster_1296","lncRNA_075",-0.906748571957792,0.0337013399252896,0.664742045728311
"148","Cluster_5612","lncRNA_075",0.983810488894385,0.00246676052827192,0.613674961855994
"149","Cluster_1953","lncRNA_076",0.887041643202756,0.0447932490069624,0.699306951893607
"150","Cluster_757","lncRNA_077",-0.915295632387904,0.0292143501794819,0.648973446520555
"151","Cluster_1296","lncRNA_077",0.930225781414294,0.0218916239582975,0.627868855916358
"152","Cluster_1952","lncRNA_077",0.922765784056944,0.0254654935767555,0.635997383260258
"153","Cluster_2839","lncRNA_077",-0.978217579610566,0.00384652853885406,0.613674961855994
"154","Cluster_5253","lncRNA_077",-0.9108984004459,0.0314971228953042,0.657817108970235
"155","Cluster_1068","lncRNA_078",0.95385976332291,0.0118147567509565,0.613674961855994
"156","Cluster_4039","lncRNA_078",0.951898031966233,0.0125724384636734,0.613674961855994
"157","Cluster_1793","lncRNA_079",0.972122495557747,0.00556404033042131,0.613674961855994
"158","Cluster_4439","lncRNA_079",0.892970869409511,0.0413512635675887,0.687449950089861
"159","Cluster_1080","lncRNA_080",0.909784778154811,0.0320839339714241,0.659652835027294
"160","Cluster_1116","lncRNA_080",0.979661555423159,0.00347121155378172,0.613674961855994
"161","Cluster_1296","lncRNA_080",-0.9458740398447,0.0149928616037793,0.613674961855994
"162","Cluster_2973","lncRNA_080",0.936252497749095,0.0191351420363809,0.620620673655447
"163","Cluster_4040","lncRNA_080",0.952601559979805,0.0122989457301562,0.613674961855994
"164","Cluster_5253","lncRNA_080",0.944108747147306,0.0157280456608052,0.613674961855994
"165","Cluster_5612","lncRNA_080",0.887952275305654,0.0442589578291753,0.698012265235154
"166","Cluster_5740","lncRNA_080",0.965685921498308,0.00759091804857028,0.613674961855994
"167","Cluster_1080","lncRNA_081",0.920291783071547,0.0266886549416431,0.639397210042879
"168","Cluster_1116","lncRNA_081",0.989872166172243,0.00122165292252933,0.613674961855994
"169","Cluster_1296","lncRNA_081",-0.951348403375478,0.0127874666039173,0.613674961855994
"170","Cluster_2973","lncRNA_081",0.954896452944179,0.0114206196090417,0.613674961855994
"171","Cluster_4040","lncRNA_081",0.97141820506026,0.00577560344923301,0.613674961855994
"172","Cluster_5253","lncRNA_081",0.958093630017883,0.0102330474006128,0.613674961855994
"173","Cluster_5740","lncRNA_081",0.979389171904098,0.0035410313796761,0.613674961855994
"174","Cluster_1080","lncRNA_082",0.883891393992089,0.0466571670927706,0.704455124357879
"175","Cluster_1116","lncRNA_082",0.920672399398672,0.0264992745430998,0.638984927757646
"176","Cluster_1296","lncRNA_082",-0.903477780181016,0.0354719398309091,0.67212847656595
"177","Cluster_1953","lncRNA_082",-0.907200957262663,0.033458739615131,0.663568764804225
"178","Cluster_4040","lncRNA_082",0.887177065967391,0.0447136643591622,0.698883856272737
"179","Cluster_5612","lncRNA_082",0.909810800870973,0.0320701819979373,0.659551617272972
"180","Cluster_5740","lncRNA_082",0.893807435712315,0.0408727097170712,0.686320727331138
"181","Cluster_4438","lncRNA_083",0.919649910298476,0.027009008966918,0.639682591704385
"182","Cluster_1080","lncRNA_084",0.897619546261997,0.0387146210122835,0.68185636513939
"183","Cluster_1116","lncRNA_084",0.996385143611823,0.000260756295773843,0.613674961855994
"184","Cluster_1296","lncRNA_084",-0.947609891096509,0.0142812151068499,0.613674961855994
"185","Cluster_2973","lncRNA_084",0.970432159174015,0.00607613872603164,0.613674961855994
"186","Cluster_4040","lncRNA_084",0.970490431339948,0.0060582388122334,0.613674961855994
"187","Cluster_4435","lncRNA_084",0.910421192139055,0.0317481572292616,0.658377647532696
"188","Cluster_5253","lncRNA_084",0.978643105482933,0.00373460632394155,0.613674961855994
"189","Cluster_5740","lncRNA_084",0.994423767997222,0.000499437924379294,0.613674961855994
"190","Cluster_6382","lncRNA_084",0.913393378233084,0.0301951127572291,0.652410909609819
"191","Cluster_1015","lncRNA_085",-0.897224370948886,0.0389365985412182,0.682408450881169
"192","Cluster_1080","lncRNA_086",0.903329222710221,0.035553045409688,0.672279807718088
"193","Cluster_1116","lncRNA_086",0.94337889243745,0.0160353370284081,0.613674961855994
"194","Cluster_1296","lncRNA_086",-0.921011218011153,0.0263310571030571,0.638456802544334
"195","Cluster_1953","lncRNA_086",-0.882055666581569,0.0477543555120816,0.707060360129422
"196","Cluster_2973","lncRNA_086",0.888367416271716,0.0440160598521999,0.697512776075575
"197","Cluster_4040","lncRNA_086",0.916560105514691,0.0285681988938676,0.646500097303547
"198","Cluster_5253","lncRNA_086",0.892701612515959,0.0415056671628459,0.687836802376534
"199","Cluster_5612","lncRNA_086",0.905040007004239,0.0346226320604067,0.668623786498448
"200","Cluster_5740","lncRNA_086",0.920003393137819,0.0268324359339409,0.639397210042879
"201","Cluster_36","lncRNA_087",0.915773076340953,0.02896982849215,0.647852737772914
"202","Cluster_1080","lncRNA_087",0.930966706020597,0.021546304699679,0.626455888309335
"203","Cluster_1116","lncRNA_087",0.956584136059855,0.0107884203294911,0.613674961855994
"204","Cluster_2973","lncRNA_087",0.971975865350224,0.00560787215847299,0.613674961855994
"205","Cluster_4040","lncRNA_087",0.908787325715488,0.0326124695770536,0.66163063388268
"206","Cluster_4435","lncRNA_087",0.880197364185129,0.0488732181075267,0.709837204601778
"207","Cluster_5253","lncRNA_087",0.917451760057314,0.0281153623894343,0.644250796126378
"208","Cluster_5740","lncRNA_087",0.964354053269637,0.00803550636990566,0.613674961855994
"209","Cluster_6382","lncRNA_087",0.95914967044436,0.00985026721519589,0.613674961855994
"210","Cluster_36","lncRNA_088",0.931702489557745,0.0212051452757265,0.62541103194299
"211","Cluster_1080","lncRNA_088",0.89090211496453,0.0425422587851906,0.691064823708636
"212","Cluster_1116","lncRNA_088",0.910696039446907,0.0316034963840342,0.657843645812622
"213","Cluster_2973","lncRNA_088",0.96214833036329,0.00878982306429044,0.613674961855994
"214","Cluster_4754","lncRNA_088",0.884891076499343,0.0460630764000572,0.702787531831745
"215","Cluster_5253","lncRNA_088",0.881330145266613,0.0481902083416748,0.708332503393647
"216","Cluster_5740","lncRNA_088",0.934782597177097,0.0197963147126641,0.622454929558772
"217","Cluster_6382","lncRNA_088",0.995564983967254,0.000354313355113206,0.613674961855994
"218","Cluster_1938","lncRNA_089",0.88277667041899,0.0473224595647724,0.70618916395839
"219","Cluster_2837","lncRNA_089",-0.934196833425213,0.0200618181703097,0.623301790460532
"220","Cluster_2837","lncRNA_090",-0.905610157653424,0.034314312149778,0.667085405359784
"221","Cluster_1015","lncRNA_091",-0.897642871271855,0.038701531554732,0.68185636513939
"222","Cluster_1080","lncRNA_091",0.900992777897937,0.036836387482227,0.67647133790014
"223","Cluster_1953","lncRNA_091",-0.971924093743289,0.00562337517772535,0.613674961855994
"224","Cluster_3392","lncRNA_091",0.931462971029018,0.0213160088052421,0.625704072113814
"225","Cluster_3661","lncRNA_094",-0.903172622168098,0.0356386062039926,0.672773612116191
"226","Cluster_4754","lncRNA_094",-0.916163931806182,0.0287701453365636,0.646874843830019
"227","Cluster_5612","lncRNA_095",0.980407612444936,0.00328234664815561,0.613674961855994
"228","Cluster_1015","lncRNA_097",-0.881055772708079,0.0483553621248519,0.708639650183974
"229","Cluster_4039","lncRNA_098",0.927831818954626,0.023019424634343,0.629053159705147
"230","Cluster_4039","lncRNA_099",0.924487969669225,0.0246250311901679,0.631176429919065
"231","Cluster_1080","lncRNA_100",0.956587970865819,0.0107869972878026,0.613674961855994
"232","Cluster_1116","lncRNA_100",0.879621005287585,0.0492218975429416,0.710656084294517
"233","Cluster_2973","lncRNA_100",0.886729637597175,0.0449767777697619,0.699675403901995
"234","Cluster_4040","lncRNA_100",0.907782922862689,0.0331474759848006,0.662670685788071
"235","Cluster_1015","lncRNA_101",-0.950118631249889,0.0132728741821968,0.613674961855994
"236","Cluster_1080","lncRNA_101",0.937944967227803,0.0183829425203827,0.615950192913277
"237","Cluster_1296","lncRNA_102",-0.884624880123135,0.0462210357944198,0.703619618731371
"238","Cluster_4435","lncRNA_102",0.881800147001461,0.0479077145595103,0.707452223879988
"239","Cluster_5612","lncRNA_102",0.935636189709166,0.0194114749914233,0.621440070229248
"240","Cluster_1068","lncRNA_103",0.92374452314262,0.0249867319675126,0.633297733960669
"241","Cluster_4039","lncRNA_103",0.981838561346773,0.00293003341090399,0.613674961855994
"242","Cluster_1116","lncRNA_104",0.987810064554137,0.0016126505459118,0.613674961855994
"243","Cluster_1296","lncRNA_104",-0.937897970115239,0.018403697394136,0.616149864145383
"244","Cluster_2839","lncRNA_104",0.932184391368832,0.0209826603284328,0.624799330937975
"245","Cluster_2973","lncRNA_104",0.974083378688131,0.00498891245341341,0.613674961855994
"246","Cluster_4040","lncRNA_104",0.978965070745161,0.00365065152586596,0.613674961855994
"247","Cluster_4435","lncRNA_104",0.901100534496822,0.0367768808169926,0.676293216396402
"248","Cluster_5253","lncRNA_104",0.991156215060593,0.000997043615959104,0.613674961855994
"249","Cluster_5740","lncRNA_104",0.995206818948045,0.000398067860112863,0.613674961855994
"250","Cluster_6382","lncRNA_104",0.916738950839988,0.0284771838729013,0.646145934426803
"251","Cluster_1296","lncRNA_106",-0.933097065721828,0.0205633849783104,0.624799330937975
"252","Cluster_5612","lncRNA_106",0.961119870178594,0.00914905580981368,0.613674961855994
"253","Cluster_4039","lncRNA_107",0.903330562007499,0.0355523139502631,0.672279807718088
"254","Cluster_1296","lncRNA_108",-0.900318153125166,0.0372096340831465,0.677590285169325
"255","Cluster_5612","lncRNA_108",0.958772191116448,0.00998654169448384,0.613674961855994
"256","Cluster_4039","lncRNA_110",0.957323626076069,0.0105151463159777,0.613674961855994
"257","Cluster_360","lncRNA_111",0.90275157112768,0.035868978653767,0.673480081445097
"258","Cluster_757","lncRNA_113",-0.885680183382075,0.0455958329736724,0.701480452517405
"259","Cluster_4438","lncRNA_113",0.925151727924731,0.0243035420440037,0.629971206850763
"260","Cluster_390","lncRNA_114",0.981772225570539,0.00294607176176494,0.613674961855994
"261","Cluster_1015","lncRNA_114",-0.914025025190688,0.0298682958781173,0.651270080279719
"262","Cluster_4823","lncRNA_114",0.88621069458153,0.0452825581775985,0.700643935101031
"263","Cluster_390","lncRNA_115",0.98218246828259,0.00284735126980664,0.613674961855994
"264","Cluster_1015","lncRNA_115",-0.916318793379745,0.0286911514146055,0.646874843830019
"265","Cluster_4823","lncRNA_115",0.882821058985009,0.0472959105073785,0.706096734270491
"266","Cluster_390","lncRNA_116",0.961879422367688,0.00888329411499941,0.613674961855994
"267","Cluster_1015","lncRNA_116",-0.92145436900086,0.0261115622180151,0.637514467757704
"268","Cluster_390","lncRNA_117",0.981673290982516,0.00297004545310487,0.613674961855994
"269","Cluster_1015","lncRNA_117",-0.919677111225405,0.0269954082186901,0.639682591704385
"270","Cluster_4823","lncRNA_117",0.883126516471237,0.0471133425448684,0.705501949886029
"271","Cluster_2837","lncRNA_118",-0.919675212455813,0.0269963575517362,0.639682591704385
"272","Cluster_21","lncRNA_119",-0.937845601208393,0.018426833516859,0.616436519447291
"273","Cluster_1068","lncRNA_119",0.886104670014328,0.0453451125232346,0.700647615019638
"274","Cluster_2793","lncRNA_119",-0.954487801132491,0.0115754617547652,0.613674961855994
"275","Cluster_4439","lncRNA_119",0.886203401716698,0.0452868600809222,0.700643935101031
"276","Cluster_360","lncRNA_120",-0.980554666438977,0.00324553381287657,0.613674961855994
"277","Cluster_360","lncRNA_122",-0.912830135346505,0.0304874985761013,0.653262927015506
"278","Cluster_2859","lncRNA_123",0.904199242779454,0.0350788975226086,0.670654565182873
"279","Cluster_4118","lncRNA_123",0.958065981404937,0.010243133199478,0.613674961855994
"280","Cluster_360","lncRNA_124",-0.905465228221264,0.0343926018704484,0.667322801762561
"281","Cluster_1068","lncRNA_124",0.976978328818596,0.00417862787281313,0.613674961855994
"282","Cluster_4039","lncRNA_124",0.922847882598894,0.0254252216123485,0.635763704458096
"283","Cluster_4118","lncRNA_125",0.97290692568214,0.00533148790360109,0.613674961855994
"284","Cluster_1793","lncRNA_126",0.957532535620887,0.0104383619488229,0.613674961855994
"285","Cluster_4439","lncRNA_127",0.926798369169526,0.0235119141514979,0.629053159705147
"286","Cluster_1068","lncRNA_128",0.929701532712601,0.0221370290141186,0.628627349825051
"287","Cluster_4039","lncRNA_128",0.975845254244299,0.00449011788035567,0.613674961855994
"288","Cluster_360","lncRNA_129",-0.980995189576136,0.00313608073647033,0.613674961855994
"289","Cluster_1068","lncRNA_129",0.927205231767901,0.0233176221733065,0.629053159705147
"290","Cluster_390","lncRNA_130",0.885157493428643,0.0459051577422959,0.702188935449414
"291","Cluster_1015","lncRNA_130",-0.959837338568998,0.0096035940514956,0.613674961855994
"292","Cluster_1080","lncRNA_130",0.903690834674679,0.035355725225105,0.671878722843226
"293","Cluster_1953","lncRNA_130",-0.940103265359955,0.017438041800099,0.613674961855994
"294","Cluster_3392","lncRNA_130",0.995425157606542,0.000371193031261479,0.613674961855994
"295","Cluster_1953","lncRNA_131",-0.912938836060712,0.0304310003732761,0.653015165451633
"296","Cluster_5612","lncRNA_131",0.934547509906799,0.0199027326489243,0.622771066294763
"297","Cluster_925","lncRNA_132",0.915114324608742,0.0293073793915595,0.648973446520555
"298","Cluster_360","lncRNA_133",-0.991315320551933,0.000970282016677528,0.613674961855994
"299","Cluster_1068","lncRNA_133",0.897231110066857,0.038932809661111,0.682362057625426
"300","Cluster_5612","lncRNA_134",0.917294622751884,0.0281949972487662,0.644870164498799
"301","Cluster_4118","lncRNA_135",-0.927368917336193,0.0232396033316906,0.629053159705147
"302","Cluster_1080","lncRNA_136",0.967237644324234,0.00708354547199271,0.613674961855994
"303","Cluster_1116","lncRNA_136",0.916773187557649,0.0284597713399026,0.646134703691933
"304","Cluster_2973","lncRNA_136",0.90623450294325,0.0339776993595274,0.665740624909724
"305","Cluster_4040","lncRNA_136",0.914599893958395,0.0295718510606993,0.649970697815541
"306","Cluster_5740","lncRNA_136",0.900387959581284,0.0371709568992871,0.677576177464092
"307","Cluster_4437","lncRNA_137",-0.936664913598312,0.01895094721709,0.618986070747643
"308","Cluster_4572","lncRNA_137",-0.91217983247941,0.030826201120806,0.655580855436481
"309","Cluster_5612","lncRNA_138",0.889050207607355,0.04361748414831,0.695810778235658
"310","Cluster_1938","lncRNA_139",0.903386498211593,0.0355217685955376,0.672279807718088
"311","Cluster_5612","lncRNA_140",0.932009368865681,0.0210633770085915,0.624799330937975
"312","Cluster_1296","lncRNA_141",-0.903854730428372,0.0352664081841569,0.671682450272439
"313","Cluster_1953","lncRNA_141",-0.890371123769334,0.0428496824638479,0.692744647318472
"314","Cluster_5612","lncRNA_141",0.9574193848126,0.0104799274692329,0.613674961855994
"315","Cluster_4039","lncRNA_142",0.980907560385555,0.00315775416136743,0.613674961855994
"316","Cluster_1953","lncRNA_143",-0.92066343852973,0.0265037281390024,0.63900979450703
