#Coverage	Number of genomic locations
192.0	41682.0
193.0	41039.0
194.0	40238.0
195.0	38947.0
196.0	37339.0
197.0	36639.0
198.0	35995.0
199.0	35253.0
200.0	34394.0
201.0	33949.0
202.0	32762.0
203.0	31854.0
204.0	31440.0
205.0	30307.0
206.0	29353.0
207.0	29049.0
208.0	27892.0
209.0	26730.0
210.0	26044.0
211.0	25559.0
212.0	25257.0
213.0	24723.0
214.0	23924.0
215.0	23342.0
216.0	22752.0
217.0	22068.0
218.0	21853.0
219.0	21187.0
220.0	20818.0
221.0	20284.0
222.0	19664.0
223.0	19221.0
224.0	18740.0
225.0	18616.0
226.0	17994.0
227.0	17519.0
228.0	17087.0
229.0	16661.0
230.0	15982.0
231.0	16016.0
232.0	15833.0
233.0	15559.0
234.0	14961.0
235.0	14825.0
236.0	14379.0
237.0	13808.0
238.0	13426.0
239.0	13381.0
240.0	13019.0
241.0	12679.0
242.0	12556.0
243.0	12177.0
244.0	11956.0
245.0	12112.0
246.0	11830.0
247.0	11452.0
248.0	11404.0
249.0	10952.0
250.0	10907.0
251.0	10932.0
252.0	10449.0
253.0	10253.0
254.0	9996.0
255.0	9845.0
256.0	9568.0
257.0	9482.0
258.0	9174.0
259.0	9017.0
260.0	8822.0
261.0	8881.0
262.0	8698.0
263.0	8425.0
264.0	8284.0
265.0	8196.0
266.0	8156.0
267.0	7903.0
268.0	7719.0
269.0	7452.0
270.0	7373.0
271.0	7109.0
272.0	7041.0
273.0	6911.0
274.0	6722.0
275.0	6598.0
276.0	6373.0
277.0	6394.0
278.0	6063.0
279.0	6103.0
280.0	6123.0
281.0	6059.0
282.0	5874.0
283.0	5646.0
284.0	5461.0
285.0	5521.0
286.0	5504.0
287.0	5328.0
288.0	5270.0
289.0	5069.0
290.0	5119.0
291.0	4866.0
292.0	4865.0
293.0	4789.0
294.0	4554.0
295.0	4778.0
296.0	4638.0
297.0	4606.0
298.0	4544.0
299.0	4482.0
300.0	4359.0
301.0	4243.0
302.0	4208.0
303.0	3991.0
304.0	3982.0
305.0	4022.0
306.0	3772.0
307.0	3814.0
308.0	3690.0
309.0	3763.0
310.0	3756.0
311.0	3626.0
312.0	3635.0
313.0	3494.0
314.0	3483.0
315.0	3390.0
316.0	3357.0
317.0	3235.0
318.0	3118.0
319.0	3177.0
320.0	3039.0
321.0	3035.0
322.0	3131.0
323.0	3021.0
324.0	3034.0
325.0	2945.0
326.0	2760.0
327.0	2794.0
328.0	2866.0
329.0	2655.0
330.0	2650.0
331.0	2596.0
332.0	2523.0
333.0	2702.0
334.0	2512.0
335.0	2502.0
336.0	2443.0
337.0	2469.0
338.0	2359.0
339.0	2324.0
340.0	2244.0
341.0	2222.0
342.0	2281.0
343.0	2193.0
344.0	2307.0
345.0	2203.0
346.0	2162.0
347.0	2085.0
348.0	2025.0
349.0	2008.0
350.0	1986.0
351.0	1991.0
352.0	2013.0
353.0	1906.0
354.0	1919.0
355.0	1904.0
356.0	1940.0
357.0	1834.0
358.0	1772.0
359.0	1778.0
360.0	1801.0
361.0	1650.0
362.0	1743.0
363.0	1725.0
364.0	1757.0
365.0	1699.0
366.0	1703.0
367.0	1613.0
368.0	1739.0
369.0	1638.0
370.0	1689.0
371.0	1671.0
372.0	1606.0
373.0	1574.0
374.0	1517.0
375.0	1511.0
376.0	1511.0
377.0	1475.0
378.0	1431.0
379.0	1493.0
380.0	1421.0
381.0	1425.0
382.0	1365.0
383.0	1279.0
384.0	1328.0
385.0	1354.0
386.0	1292.0
387.0	1273.0
388.0	1364.0
389.0	1317.0
390.0	1285.0
391.0	1300.0
392.0	1250.0
393.0	1151.0
394.0	1105.0
395.0	1167.0
396.0	1180.0
397.0	1207.0
398.0	1144.0
399.0	1162.0
400.0	1118.0
401.0	1101.0
402.0	1104.0
403.0	1054.0
404.0	1098.0
405.0	1060.0
406.0	1055.0
407.0	989.0
408.0	953.0
409.0	1022.0
410.0	933.0
411.0	951.0
412.0	923.0
413.0	986.0
414.0	953.0
415.0	968.0
416.0	911.0
417.0	921.0
418.0	911.0
419.0	944.0
420.0	883.0
421.0	935.0
422.0	838.0
423.0	849.0
424.0	857.0
425.0	877.0
426.0	821.0
427.0	824.0
428.0	802.0
429.0	839.0
430.0	812.0
431.0	822.0
432.0	826.0
433.0	854.0
434.0	794.0
435.0	763.0
436.0	765.0
437.0	734.0
438.0	757.0
439.0	727.0
440.0	777.0
441.0	833.0
442.0	733.0
443.0	688.0
444.0	707.0
445.0	708.0
446.0	677.0
447.0	658.0
448.0	668.0
449.0	649.0
450.0	629.0
451.0	673.0
452.0	655.0
453.0	643.0
454.0	616.0
455.0	651.0
456.0	611.0
457.0	581.0
458.0	527.0
459.0	613.0
460.0	608.0
461.0	571.0
462.0	655.0
463.0	619.0
464.0	578.0
465.0	547.0
466.0	554.0
467.0	584.0
468.0	562.0
469.0	567.0
470.0	536.0
471.0	540.0
472.0	495.0
473.0	485.0
474.0	522.0
475.0	504.0
476.0	520.0
477.0	507.0
478.0	517.0
479.0	516.0
480.0	461.0
481.0	452.0
482.0	450.0
483.0	485.0
484.0	459.0
485.0	518.0
486.0	472.0
487.0	490.0
488.0	492.0
489.0	441.0
490.0	432.0
491.0	415.0
492.0	430.0
493.0	445.0
494.0	436.0
495.0	390.0
496.0	413.0
497.0	402.0
498.0	394.0
499.0	412.0
500.0	419.0
501.0	442.0
502.0	453.0
503.0	411.0
504.0	394.0
505.0	394.0
506.0	357.0
507.0	380.0
508.0	403.0
509.0	382.0
510.0	369.0
511.0	349.0
512.0	398.0
513.0	398.0
514.0	325.0
515.0	367.0
516.0	334.0
517.0	328.0
518.0	352.0
519.0	327.0
520.0	347.0
521.0	337.0
522.0	353.0
523.0	338.0
524.0	341.0
525.0	343.0
526.0	352.0
527.0	360.0
528.0	332.0
529.0	354.0
530.0	329.0
531.0	341.0
532.0	304.0
533.0	295.0
534.0	332.0
535.0	315.0
536.0	326.0
537.0	315.0
538.0	303.0
539.0	276.0
540.0	264.0
541.0	298.0
542.0	275.0
543.0	236.0
544.0	281.0
545.0	292.0
546.0	312.0
547.0	246.0
548.0	267.0
549.0	280.0
550.0	302.0
551.0	249.0
552.0	254.0
553.0	289.0
554.0	285.0
555.0	249.0
556.0	256.0
557.0	275.0
558.0	260.0
559.0	274.0
560.0	277.0
561.0	290.0
562.0	280.0
563.0	271.0
564.0	270.0
565.0	294.0
566.0	226.0
567.0	236.0
568.0	255.0
569.0	221.0
570.0	239.0
571.0	215.0
572.0	246.0
573.0	227.0
574.0	255.0
575.0	227.0
576.0	216.0
577.0	257.0
578.0	264.0
579.0	248.0
580.0	224.0
581.0	211.0
582.0	216.0
583.0	240.0
584.0	243.0
585.0	226.0
586.0	220.0
587.0	235.0
588.0	242.0
589.0	242.0
590.0	224.0
591.0	224.0
592.0	260.0
593.0	237.0
594.0	233.0
595.0	223.0
596.0	234.0
597.0	256.0
598.0	209.0
599.0	218.0
600.0	213.0
601.0	207.0
602.0	200.0
603.0	245.0
604.0	202.0
605.0	215.0
606.0	210.0
607.0	201.0
608.0	210.0
609.0	167.0
610.0	192.0
611.0	217.0
612.0	195.0
613.0	216.0
614.0	196.0
615.0	200.0
616.0	164.0
617.0	190.0
618.0	205.0
619.0	201.0
620.0	186.0
621.0	175.0
622.0	176.0
623.0	169.0
624.0	190.0
625.0	187.0
626.0	203.0
627.0	208.0
628.0	196.0
629.0	181.0
630.0	201.0
631.0	208.0
632.0	179.0
633.0	159.0
634.0	137.0
635.0	149.0
636.0	157.0
637.0	159.0
638.0	179.0
639.0	177.0
640.0	179.0
641.0	168.0
642.0	162.0
643.0	158.0
644.0	182.0
645.0	170.0
646.0	160.0
647.0	156.0
648.0	163.0
649.0	152.0
650.0	170.0
651.0	184.0
652.0	162.0
653.0	165.0
654.0	171.0
655.0	149.0
656.0	155.0
657.0	149.0
658.0	150.0
659.0	138.0
660.0	161.0
661.0	156.0
662.0	156.0
663.0	163.0
664.0	153.0
665.0	153.0
666.0	143.0
667.0	155.0
668.0	150.0
669.0	136.0
670.0	154.0
671.0	169.0
672.0	167.0
673.0	171.0
674.0	166.0
675.0	165.0
676.0	139.0
677.0	156.0
678.0	135.0
679.0	167.0
680.0	161.0
681.0	157.0
682.0	137.0
683.0	160.0
684.0	163.0
685.0	152.0
686.0	161.0
687.0	162.0
688.0	171.0
689.0	149.0
690.0	154.0
691.0	154.0
692.0	128.0
693.0	148.0
694.0	130.0
695.0	141.0
696.0	149.0
697.0	141.0
698.0	140.0
699.0	137.0
700.0	136.0
701.0	144.0
702.0	138.0
703.0	116.0
704.0	116.0
705.0	145.0
706.0	120.0
707.0	132.0
708.0	114.0
709.0	144.0
710.0	138.0
711.0	131.0
712.0	145.0
713.0	151.0
714.0	161.0
715.0	154.0
716.0	180.0
717.0	160.0
718.0	153.0
719.0	171.0
720.0	190.0
721.0	165.0
722.0	157.0
723.0	159.0
724.0	165.0
725.0	161.0
726.0	198.0
727.0	182.0
728.0	171.0
729.0	168.0
730.0	192.0
731.0	180.0
732.0	171.0
733.0	174.0
734.0	180.0
735.0	174.0
736.0	160.0
737.0	170.0
738.0	152.0
739.0	169.0
740.0	148.0
741.0	149.0
742.0	164.0
743.0	156.0
744.0	151.0
745.0	170.0
746.0	158.0
747.0	156.0
748.0	152.0
749.0	150.0
750.0	154.0
751.0	148.0
752.0	142.0
753.0	141.0
754.0	108.0
755.0	129.0
756.0	145.0
757.0	130.0
758.0	164.0
759.0	132.0
760.0	147.0
761.0	145.0
762.0	131.0
763.0	143.0
764.0	136.0
765.0	153.0
766.0	166.0
767.0	143.0
768.0	131.0
769.0	144.0
770.0	133.0
771.0	129.0
772.0	141.0
773.0	131.0
774.0	110.0
775.0	144.0
776.0	114.0
777.0	135.0
778.0	123.0
779.0	136.0
780.0	131.0
781.0	134.0
782.0	136.0
783.0	129.0
784.0	126.0
785.0	133.0
786.0	137.0
787.0	116.0
788.0	123.0
789.0	112.0
790.0	137.0
791.0	124.0
792.0	106.0
793.0	122.0
794.0	126.0
795.0	116.0
796.0	139.0
797.0	116.0
798.0	147.0
799.0	99.0
800.0	129.0
801.0	122.0
802.0	129.0
803.0	119.0
804.0	113.0
805.0	114.0
806.0	108.0
807.0	117.0
808.0	101.0
809.0	93.0
810.0	138.0
811.0	99.0
812.0	93.0
813.0	88.0
814.0	120.0
815.0	94.0
816.0	120.0
817.0	107.0
818.0	107.0
819.0	116.0
820.0	109.0
821.0	113.0
822.0	98.0
823.0	99.0
824.0	109.0
825.0	90.0
826.0	107.0
827.0	95.0
828.0	118.0
829.0	121.0
830.0	111.0
831.0	93.0
832.0	128.0
833.0	101.0
834.0	94.0
835.0	91.0
836.0	92.0
837.0	103.0
838.0	93.0
839.0	101.0
840.0	119.0
841.0	116.0
842.0	97.0
843.0	111.0
844.0	124.0
845.0	132.0
846.0	105.0
847.0	93.0
848.0	86.0
849.0	70.0
850.0	128.0
851.0	109.0
852.0	95.0
853.0	105.0
854.0	93.0
855.0	98.0
856.0	121.0
857.0	87.0
858.0	107.0
859.0	85.0
860.0	101.0
861.0	89.0
862.0	112.0
863.0	82.0
864.0	93.0
865.0	100.0
866.0	97.0
867.0	101.0
868.0	112.0
869.0	114.0
870.0	93.0
871.0	103.0
872.0	101.0
873.0	88.0
874.0	88.0
875.0	105.0
876.0	92.0
877.0	86.0
878.0	103.0
879.0	99.0
880.0	95.0
881.0	74.0
882.0	109.0
883.0	84.0
884.0	81.0
885.0	81.0
886.0	84.0
887.0	111.0
888.0	88.0
889.0	85.0
890.0	77.0
891.0	74.0
892.0	71.0
893.0	77.0
894.0	85.0
895.0	85.0
896.0	74.0
897.0	76.0
898.0	74.0
899.0	81.0
900.0	67.0
901.0	79.0
902.0	80.0
903.0	81.0
904.0	78.0
905.0	66.0
906.0	85.0
907.0	94.0
908.0	79.0
909.0	90.0
910.0	75.0
911.0	78.0
912.0	64.0
913.0	87.0
914.0	84.0
915.0	67.0
916.0	58.0
917.0	69.0
918.0	87.0
919.0	90.0
920.0	89.0
921.0	87.0
922.0	70.0
923.0	81.0
924.0	70.0
925.0	79.0
926.0	83.0
927.0	73.0
928.0	88.0
929.0	91.0
930.0	60.0
931.0	72.0
932.0	64.0
933.0	74.0
934.0	85.0
935.0	93.0
936.0	83.0
937.0	74.0
938.0	81.0
939.0	77.0
940.0	68.0
941.0	77.0
942.0	82.0
943.0	72.0
944.0	81.0
945.0	75.0
946.0	95.0
947.0	75.0
948.0	94.0
949.0	89.0
950.0	60.0
951.0	78.0
952.0	62.0
953.0	75.0
954.0	69.0
955.0	84.0
956.0	76.0
957.0	78.0
958.0	59.0
959.0	80.0
960.0	77.0
961.0	67.0
962.0	70.0
963.0	63.0
964.0	77.0
965.0	77.0
966.0	74.0
967.0	71.0
968.0	60.0
969.0	53.0
970.0	58.0
971.0	62.0
972.0	60.0
973.0	62.0
974.0	84.0
975.0	84.0
976.0	69.0
977.0	67.0
978.0	71.0
979.0	81.0
980.0	78.0
981.0	81.0
982.0	78.0
983.0	76.0
984.0	72.0
985.0	81.0
986.0	51.0
987.0	55.0
988.0	63.0
989.0	62.0
990.0	61.0
991.0	57.0
992.0	53.0
993.0	67.0
994.0	50.0
995.0	50.0
996.0	55.0
997.0	64.0
998.0	57.0
999.0	58.0
1000.0	53.0
1001.0	50.0
1002.0	66.0
1003.0	46.0
1004.0	53.0
1005.0	56.0
1006.0	56.0
1007.0	62.0
1008.0	60.0
1009.0	59.0
1010.0	62.0
1011.0	43.0
1012.0	59.0
1013.0	59.0
1014.0	51.0
1015.0	48.0
1016.0	53.0
1017.0	48.0
1018.0	53.0
1019.0	53.0
1020.0	49.0
1021.0	57.0
1022.0	46.0
1023.0	50.0
1024.0	35.0
1025.0	56.0
1026.0	41.0
1027.0	45.0
1028.0	51.0
1029.0	50.0
1030.0	61.0
1031.0	49.0
1032.0	51.0
1033.0	58.0
1034.0	47.0
1035.0	57.0
1036.0	47.0
1037.0	53.0
1038.0	54.0
1039.0	50.0
1040.0	51.0
1041.0	45.0
1042.0	55.0
1043.0	58.0
1044.0	61.0
1045.0	51.0
1046.0	66.0
1047.0	46.0
1048.0	51.0
1049.0	51.0
1050.0	53.0
1051.0	47.0
1052.0	60.0
1053.0	48.0
1054.0	49.0
1055.0	47.0
1056.0	55.0
1057.0	47.0
1058.0	66.0
1059.0	46.0
1060.0	56.0
1061.0	63.0
1062.0	59.0
1063.0	53.0
1064.0	54.0
1065.0	57.0
1066.0	70.0
1067.0	62.0
1068.0	54.0
1069.0	62.0
1070.0	53.0
1071.0	52.0
1072.0	54.0
1073.0	54.0
1074.0	40.0
1075.0	51.0
1076.0	46.0
1077.0	42.0
1078.0	56.0
1079.0	32.0
1080.0	46.0
1081.0	50.0
1082.0	51.0
1083.0	55.0
1084.0	53.0
1085.0	57.0
1086.0	52.0
1087.0	52.0
1088.0	57.0
1089.0	57.0
1090.0	62.0
1091.0	41.0
1092.0	51.0
1093.0	60.0
1094.0	49.0
1095.0	53.0
1096.0	43.0
1097.0	48.0
1098.0	54.0
1099.0	51.0
1100.0	67.0
1101.0	51.0
1102.0	56.0
1103.0	66.0
1104.0	70.0
1105.0	47.0
1106.0	54.0
1107.0	46.0
1108.0	62.0
1109.0	44.0
1110.0	41.0
1111.0	37.0
1112.0	38.0
1113.0	39.0
1114.0	38.0
1115.0	57.0
1116.0	36.0
1117.0	44.0
1118.0	42.0
1119.0	48.0
1120.0	57.0
1121.0	55.0
1122.0	61.0
1123.0	50.0
1124.0	44.0
1125.0	67.0
1126.0	50.0
1127.0	44.0
1128.0	49.0
1129.0	38.0
1130.0	43.0
1131.0	49.0
1132.0	34.0
1133.0	45.0
1134.0	65.0
1135.0	56.0
1136.0	51.0
1137.0	41.0
1138.0	40.0
1139.0	49.0
1140.0	43.0
1141.0	49.0
1142.0	55.0
1143.0	49.0
1144.0	56.0
1145.0	51.0
1146.0	44.0
1147.0	46.0
1148.0	45.0
1149.0	48.0
1150.0	57.0
1151.0	48.0
1152.0	48.0
1153.0	43.0
1154.0	52.0
1155.0	44.0
1156.0	37.0
1157.0	43.0
1158.0	39.0
1159.0	37.0
1160.0	33.0
1161.0	45.0
1162.0	32.0
1163.0	37.0
1164.0	39.0
1165.0	41.0
1166.0	46.0
1167.0	39.0
1168.0	43.0
1169.0	34.0
1170.0	39.0
1171.0	33.0
1172.0	34.0
1173.0	30.0
1174.0	34.0
1175.0	34.0
1176.0	28.0
1177.0	36.0
1178.0	49.0
1179.0	45.0
1180.0	32.0
1181.0	37.0
1182.0	31.0
1183.0	31.0
1184.0	24.0
1185.0	33.0
1186.0	40.0
1187.0	34.0
1188.0	41.0
1189.0	38.0
1190.0	24.0
1191.0	35.0
1192.0	27.0
1193.0	28.0
1194.0	22.0
1195.0	39.0
1196.0	39.0
1197.0	32.0
1198.0	29.0
1199.0	32.0
1200.0	28.0
1201.0	29.0
1202.0	23.0
1203.0	28.0
1204.0	32.0
1205.0	38.0
1206.0	24.0
1207.0	28.0
1208.0	29.0
1209.0	30.0
1210.0	25.0
1211.0	26.0
1212.0	33.0
1213.0	33.0
1214.0	25.0
1215.0	21.0
1216.0	28.0
1217.0	40.0
1218.0	29.0
1219.0	21.0
1220.0	30.0
1221.0	23.0
1222.0	30.0
1223.0	22.0
1224.0	27.0
1225.0	18.0
1226.0	21.0
1227.0	26.0
1228.0	24.0
1229.0	25.0
1230.0	36.0
1231.0	27.0
1232.0	21.0
1233.0	28.0
1234.0	24.0
1235.0	32.0
1236.0	24.0
1237.0	21.0
1238.0	27.0
1239.0	20.0
1240.0	25.0
1241.0	26.0
1242.0	15.0
1243.0	21.0
1244.0	25.0
1245.0	28.0
1246.0	26.0
1247.0	23.0
1248.0	28.0
1249.0	21.0
1250.0	27.0
1251.0	21.0
1252.0	26.0
1253.0	20.0
1254.0	20.0
1255.0	27.0
1256.0	23.0
1257.0	22.0
1258.0	15.0
1259.0	22.0
1260.0	24.0
1261.0	29.0
1262.0	24.0
1263.0	20.0
1264.0	21.0
1265.0	19.0
1266.0	32.0
1267.0	21.0
1268.0	22.0
1269.0	22.0
1270.0	23.0
1271.0	24.0
1272.0	19.0
1273.0	21.0
1274.0	22.0
1275.0	24.0
1276.0	26.0
1277.0	25.0
1278.0	29.0
1279.0	29.0
1280.0	24.0
1281.0	18.0
1282.0	29.0
1283.0	18.0
1284.0	26.0
1285.0	28.0
1286.0	17.0
1287.0	29.0
1288.0	22.0
1289.0	16.0
1290.0	22.0
1291.0	28.0
1292.0	27.0
1293.0	20.0
1294.0	25.0
1295.0	18.0
1296.0	28.0
1297.0	27.0
1298.0	18.0
1299.0	16.0
1300.0	21.0
1301.0	24.0
1302.0	20.0
1303.0	27.0
1304.0	26.0
1305.0	16.0
1306.0	21.0
1307.0	28.0
1308.0	27.0
1309.0	31.0
1310.0	23.0
1311.0	13.0
1312.0	24.0
1313.0	15.0
1314.0	34.0
1315.0	30.0
1316.0	32.0
1317.0	22.0
1318.0	29.0
1319.0	21.0
1320.0	23.0
1321.0	23.0
1322.0	41.0
1323.0	27.0
1324.0	34.0
1325.0	23.0
1326.0	26.0
1327.0	22.0
1328.0	20.0
1329.0	18.0
1330.0	29.0
1331.0	26.0
1332.0	20.0
1333.0	21.0
1334.0	12.0
1335.0	23.0
1336.0	40.0
1337.0	24.0
1338.0	33.0
1339.0	28.0
1340.0	21.0
1341.0	25.0
1342.0	22.0
1343.0	13.0
1344.0	20.0
1345.0	24.0
1346.0	19.0
1347.0	22.0
1348.0	22.0
1349.0	21.0
1350.0	17.0
1351.0	22.0
1352.0	24.0
1353.0	20.0
1354.0	28.0
1355.0	20.0
1356.0	27.0
1357.0	10.0
1358.0	22.0
1359.0	12.0
1360.0	28.0
1361.0	27.0
1362.0	19.0
1363.0	14.0
1364.0	34.0
1365.0	23.0
1366.0	23.0
1367.0	22.0
1368.0	29.0
1369.0	21.0
1370.0	25.0
1371.0	19.0
1372.0	20.0
1373.0	16.0
1374.0	19.0
1375.0	18.0
1376.0	17.0
1377.0	23.0
1378.0	21.0
1379.0	18.0
1380.0	20.0
1381.0	20.0
1382.0	14.0
1383.0	23.0
1384.0	27.0
1385.0	21.0
1386.0	16.0
1387.0	24.0
1388.0	25.0
1389.0	11.0
1390.0	21.0
1391.0	26.0
1392.0	20.0
1393.0	16.0
1394.0	19.0
1395.0	14.0
1396.0	23.0
1397.0	19.0
1398.0	25.0
1399.0	22.0
1400.0	18.0
1401.0	19.0
1402.0	17.0
1403.0	13.0
1404.0	20.0
1405.0	24.0
1406.0	25.0
1407.0	19.0
1408.0	20.0
1409.0	14.0
1410.0	24.0
1411.0	20.0
1412.0	15.0
1413.0	16.0
1414.0	17.0
1415.0	18.0
1416.0	21.0
1417.0	16.0
1418.0	21.0
1419.0	20.0
1420.0	17.0
1421.0	15.0
1422.0	18.0
1423.0	17.0
1424.0	20.0
1425.0	19.0
1426.0	17.0
1427.0	12.0
1428.0	21.0
1429.0	13.0
1430.0	21.0
1431.0	18.0
1432.0	13.0
1433.0	14.0
1434.0	15.0
1435.0	17.0
1436.0	19.0
1437.0	12.0
1438.0	7.0
1439.0	14.0
1440.0	12.0
1441.0	6.0
1442.0	20.0
1443.0	10.0
1444.0	17.0
1445.0	22.0
1446.0	11.0
1447.0	16.0
1448.0	11.0
1449.0	12.0
1450.0	9.0
1451.0	11.0
1452.0	16.0
1453.0	11.0
1454.0	14.0
1455.0	19.0
1456.0	14.0
1457.0	14.0
1458.0	13.0
1459.0	17.0
1460.0	16.0
1461.0	14.0
1462.0	13.0
1463.0	17.0
1464.0	24.0
1465.0	25.0
1466.0	16.0
1467.0	23.0
1468.0	13.0
1469.0	21.0
1470.0	11.0
1471.0	14.0
1472.0	19.0
1473.0	21.0
1474.0	14.0
1475.0	19.0
1476.0	13.0
1477.0	13.0
1478.0	14.0
1479.0	15.0
1480.0	11.0
1481.0	10.0
1482.0	19.0
1483.0	20.0
1484.0	21.0
1485.0	21.0
1486.0	18.0
1487.0	24.0
1488.0	16.0
1489.0	16.0
1490.0	16.0
1491.0	18.0
1492.0	14.0
1493.0	21.0
1494.0	15.0
1495.0	19.0
1496.0	9.0
1497.0	15.0
1498.0	19.0
1499.0	15.0
1500.0	14.0
1501.0	19.0
1502.0	18.0
1503.0	15.0
1504.0	11.0
1505.0	17.0
1506.0	9.0
1507.0	13.0
1508.0	19.0
1509.0	13.0
1510.0	9.0
1511.0	18.0
1512.0	17.0
1513.0	23.0
1514.0	15.0
1515.0	11.0
1516.0	16.0
1517.0	14.0
1518.0	14.0
1519.0	12.0
1520.0	11.0
1521.0	14.0
1522.0	12.0
1523.0	9.0
1524.0	10.0
1525.0	10.0
1526.0	17.0
1527.0	12.0
1528.0	15.0
1529.0	16.0
1530.0	17.0
1531.0	11.0
1532.0	15.0
1533.0	11.0
1534.0	12.0
1535.0	8.0
1536.0	8.0
1537.0	16.0
1538.0	8.0
1539.0	19.0
1540.0	15.0
1541.0	12.0
1542.0	9.0
1543.0	16.0
1544.0	11.0
1545.0	13.0
1546.0	12.0
1547.0	7.0
1548.0	19.0
1549.0	14.0
1550.0	14.0
1551.0	17.0
1552.0	12.0
1553.0	19.0
1554.0	10.0
1555.0	18.0
1556.0	15.0
1557.0	11.0
1558.0	15.0
1559.0	19.0
1560.0	13.0
1561.0	18.0
1562.0	20.0
1563.0	17.0
1564.0	16.0
1565.0	12.0
1566.0	13.0
1567.0	18.0
1568.0	14.0
1569.0	18.0
1570.0	15.0
1571.0	13.0
1572.0	15.0
1573.0	12.0
1574.0	15.0
1575.0	13.0
1576.0	17.0
1577.0	17.0
1578.0	10.0
1579.0	10.0
1580.0	10.0
1581.0	6.0
1582.0	14.0
1583.0	17.0
1584.0	17.0
1585.0	21.0
1586.0	14.0
1587.0	11.0
1588.0	16.0
1589.0	9.0
1590.0	11.0
1591.0	15.0
1592.0	7.0
1593.0	10.0
1594.0	7.0
1595.0	12.0
1596.0	10.0
1597.0	8.0
1598.0	10.0
1599.0	7.0
1600.0	6.0
1601.0	12.0
1602.0	9.0
1603.0	12.0
1604.0	4.0
1605.0	7.0
