#Insert size (bp)	insert size
179.0	225235.0
180.0	221386.0
181.0	218560.0
182.0	215714.0
183.0	211023.0
184.0	207735.0
185.0	206597.0
186.0	203677.0
187.0	199733.0
188.0	195095.0
189.0	192623.0
190.0	189737.0
191.0	188946.0
192.0	184339.0
193.0	180536.0
194.0	178617.0
195.0	175982.0
196.0	172395.0
197.0	169136.0
198.0	165744.0
199.0	162651.0
200.0	161171.0
201.0	158843.0
202.0	156447.0
203.0	153326.0
204.0	150559.0
205.0	148359.0
206.0	145405.0
207.0	144096.0
208.0	141648.0
209.0	139452.0
210.0	137652.0
211.0	136399.0
212.0	134274.0
213.0	131305.0
214.0	129907.0
215.0	127407.0
216.0	125495.0
217.0	123687.0
218.0	122369.0
219.0	120231.0
220.0	118630.0
221.0	118169.0
222.0	115145.0
223.0	112687.0
224.0	110724.0
225.0	109306.0
226.0	108330.0
227.0	105952.0
228.0	104205.0
229.0	102777.0
230.0	101239.0
231.0	99451.0
232.0	98705.0
233.0	96394.0
234.0	95272.0
235.0	94617.0
236.0	94282.0
237.0	93335.0
238.0	90775.0
239.0	88956.0
240.0	87041.0
241.0	87101.0
242.0	84877.0
243.0	84545.0
244.0	83388.0
245.0	82847.0
246.0	81484.0
247.0	80341.0
248.0	79103.0
249.0	78773.0
250.0	78734.0
251.0	75845.0
252.0	75267.0
253.0	74350.0
254.0	72742.0
255.0	71652.0
256.0	71139.0
257.0	71734.0
258.0	70949.0
259.0	70592.0
260.0	70826.0
261.0	68570.0
262.0	68113.0
263.0	66644.0
264.0	65094.0
265.0	64758.0
266.0	63206.0
267.0	61910.0
268.0	61034.0
269.0	60681.0
270.0	59454.0
271.0	58816.0
272.0	58259.0
273.0	56583.0
274.0	56432.0
275.0	55250.0
276.0	54385.0
277.0	53980.0
278.0	52990.0
279.0	51943.0
280.0	51418.0
281.0	50612.0
282.0	49651.0
283.0	48715.0
284.0	47450.0
285.0	47483.0
286.0	46956.0
287.0	45791.0
288.0	45650.0
289.0	44941.0
290.0	44398.0
291.0	42913.0
292.0	42781.0
293.0	42187.0
294.0	40996.0
295.0	40723.0
296.0	39953.0
297.0	39505.0
298.0	38762.0
299.0	37783.0
300.0	37518.0
301.0	36895.0
302.0	35956.0
303.0	35428.0
304.0	34821.0
305.0	34111.0
306.0	33766.0
307.0	33709.0
308.0	33915.0
309.0	33543.0
310.0	32729.0
311.0	31348.0
312.0	31100.0
313.0	30890.0
314.0	30200.0
315.0	29928.0
316.0	29370.0
317.0	28862.0
318.0	29237.0
319.0	28460.0
320.0	27943.0
321.0	27913.0
322.0	27488.0
323.0	27025.0
324.0	26866.0
325.0	26668.0
326.0	26377.0
327.0	25974.0
328.0	25808.0
329.0	25559.0
330.0	24996.0
331.0	24330.0
332.0	24229.0
333.0	24099.0
334.0	23627.0
335.0	23506.0
336.0	23097.0
337.0	22952.0
338.0	22740.0
339.0	22787.0
340.0	21747.0
341.0	21293.0
342.0	21327.0
343.0	21766.0
344.0	21653.0
345.0	20392.0
346.0	20387.0
347.0	19960.0
348.0	20427.0
349.0	19926.0
350.0	19666.0
351.0	18893.0
352.0	19029.0
353.0	18965.0
354.0	18964.0
355.0	19125.0
356.0	18020.0
357.0	17539.0
358.0	17996.0
