"ACR.140" "ACR.145" "ACR.150" "ACR.173" "ACR.178"
"lncRNA_180" 62 0 103 0 211
"lncRNA_181" 68 1 91 8 268
"lncRNA_182" 73 12 28 0 169
"lncRNA_186" 7 1 17 0 25
"lncRNA_187" 53 69 27 91 65
"lncRNA_191" 0 56 25 0 0
"lncRNA_192" 13 40 17 14 22
"lncRNA_193" 8 6 48 15 14
"lncRNA_194" 505 180 344 233 1153
"lncRNA_195" 18 2 12 2 2
"lncRNA_196" 475 585 387 530 256
"lncRNA_198" 107 88 93 51 133
"lncRNA_201" 65 33 53 88 65
"lncRNA_202" 20 14 26 33 0
"lncRNA_205" 45 70 14 47 55
"lncRNA_206" 68443 62561 53435 52466 39916
"lncRNA_207" 299 338 347 139 337
"lncRNA_208" 38 12 112 43 258
"lncRNA_209" 985 501 867 846 834
"lncRNA_210" 7 41 7 12 59
"lncRNA_212" 6 0 41 28 6
"lncRNA_213" 35 17 468 143 423
"lncRNA_217" 9 51 258 208 51
"lncRNA_218" 13165 15794 15331 13365 9744
"lncRNA_219" 98 94 103 115 140
"lncRNA_220" 159 7 11 156 113
"lncRNA_221" 34 0 20 7 213
"lncRNA_222" 76 10 2 85 14
"lncRNA_223" 6 13 0 17 21
"lncRNA_224" 16 0 16 0 112
"lncRNA_225" 201 365 142 105 135
"lncRNA_228" 405 307 258 555 767
"lncRNA_229" 260 160 78 394 247
"lncRNA_230" 218 119 58 101 123
"lncRNA_231" 7 6 1 13 18
"lncRNA_234" 645 494 438 251 853
"lncRNA_235" 90 75 159 41 83
"lncRNA_236" 82 68 1 0 57
"lncRNA_237" 820 1720 224 184 983
"lncRNA_238" 21 55 10 22 30
"lncRNA_239" 41 4 52 52 36
"lncRNA_240" 21 16 0 28 7
"lncRNA_241" 155 168 106 88 234
"lncRNA_242" 612 851 604 1200 763
"lncRNA_243" 14 46 10 22 3
"lncRNA_249" 168 225 4964 53 204
"lncRNA_250" 4122 2353 1183 4562 2199
"lncRNA_251" 2 0 12 3 1
"lncRNA_254" 0 25 4 5 85
"lncRNA_255" 10 24 20 7 23
"lncRNA_258" 9 2 0 14 10
"lncRNA_260" 4 0 0 0 70
"lncRNA_261" 76 58 12 12 15
"lncRNA_262" 165 38 33 78 117
"lncRNA_263" 16010 11420 6030 13966 11023
"lncRNA_266" 3 0 0 18 0
"lncRNA_267" 281 610 24 423 45
"lncRNA_269" 1428 1229 816 1112 913
"lncRNA_270" 12 0 0 0 9
"lncRNA_271" 0 4 0 8 36
"lncRNA_272" 180 17 114 51 100
"lncRNA_273" 18 7 22 12 42
"lncRNA_275" 13 11 34 18 0
"lncRNA_276" 29 6 34 4 24
"lncRNA_277" 24 41 41 17 49
"lncRNA_278" 14 23 19 36 34
"lncRNA_280" 4 65 4 170 20
"lncRNA_281" 391 214 149 65 37
"lncRNA_282" 31 12 21 39 57
"lncRNA_283" 9 0 1 55 0
"lncRNA_288" 1789 66 88 250 391
"lncRNA_289" 436 161 221 106 381
"lncRNA_292" 0 0 0 0 6
"lncRNA_293" 59 2 54 10 370
"lncRNA_294" 2535 4677 1548 4794 3793
"lncRNA_295" 1048 482 463 1034 883
"lncRNA_296" 31 4 3 0 53
"lncRNA_297" 1530 1522 1323 1769 1555
"lncRNA_300" 304 203 129 504 460
"lncRNA_302" 121 8 163 41 307
"lncRNA_306" 144 0 104 6 104
"lncRNA_307" 53 129 53 44 328
"lncRNA_308" 83 87 28 142 66
"lncRNA_309" 22 16 1 0 12
"lncRNA_312" 63 15 18 54 37
"lncRNA_313" 8 2 25 3 33
"lncRNA_314" 134 18 71 38 214
"lncRNA_315" 17 2 37 0 97
"lncRNA_317" 9 0 0 0 0
"lncRNA_318" 205 3 172 2 482
"lncRNA_319" 14 0 47 0 50
"lncRNA_320" 39 0 87 4 188
"lncRNA_325" 59 0 83 0 134
"lncRNA_329" 80 1 61 2 224
"lncRNA_335" 77 1 50 5 205
"lncRNA_336" 109 5 119 3 245
"lncRNA_337" 0 0 3 0 8
"lncRNA_338" 112 7 142 4 247
"lncRNA_341" 123 7 62 2 216
"lncRNA_342" 9 1 22 1 92
"lncRNA_343" 31 2 32 8 82
"lncRNA_345" 96 13 74 24 230
"lncRNA_347" 90 2 68 4 195
"lncRNA_349" 0 18 21 16 0
"lncRNA_350" 0 0 0 0 286
"lncRNA_351" 151 107 49 236 259
"lncRNA_352" 0 0 0 10 0
"lncRNA_353" 8 0 5 0 94
"lncRNA_354" 0 2 0 4 315
"lncRNA_355" 0 0 3 2 15
"lncRNA_356" 22 0 0 0 181
"lncRNA_357" 4 0 30 0 234
"lncRNA_359" 26 0 11 0 0
"lncRNA_360" 138 50 22 24 18
"lncRNA_361" 41 5 7 33 1
"lncRNA_362" 0 0 19 0 22
"lncRNA_363" 32 11 18 0 10
"lncRNA_364" 63 43 79 30 43
"lncRNA_366" 71 13 68 70 108
"lncRNA_367" 8 1 14 1 74
"lncRNA_368" 351 71 97 56 291
"lncRNA_369" 24 2 36 6 35
"lncRNA_370" 8 31 3 10 46
"lncRNA_371" 0 0 14 0 11
"lncRNA_372" 25 46 13 3 102
"lncRNA_373" 50 11 37 76 48
"lncRNA_374" 174 30 42 29 637
"lncRNA_375" 72 97 84 243 114
"lncRNA_376" 84 47 38 88 80
"lncRNA_377" 12 32 0 2 18
"lncRNA_378" 0 28 8 2 9
"lncRNA_379" 6 0 31 0 0
"lncRNA_380" 45 33 24 37 87
"lncRNA_381" 6 3 1 0 24
"lncRNA_382" 5 18 59 43 37
"lncRNA_383" 18 0 75 16 138
"lncRNA_384" 38 0 16 10 168
"lncRNA_385" 3 1 6 1 28
"lncRNA_386" 20 2 19 14 12
"lncRNA_387" 31 64 85 60 159
"lncRNA_388" 517 269 202 323 287
"lncRNA_389" 29 0 18 8 52
"lncRNA_390" 70 0 30 0 119
"lncRNA_391" 84 8 87 0 230
"lncRNA_392" 2 3 12 0 117
"lncRNA_393" 30 4 8 12 48
"lncRNA_394" 20 0 27 0 80
"lncRNA_395" 1 14 17 0 5
"lncRNA_396" 20 0 26 8 94
"lncRNA_397" 0 0 23 0 132
"lncRNA_398" 134 3 43 12 299
"lncRNA_399" 0 0 42 7 44
"lncRNA_400" 0 0 35 4 47
"lncRNA_401" 0 0 1 0 28
"lncRNA_402" 42 0 30 0 0
"lncRNA_403" 30 2 151 13 282
"lncRNA_404" 10 0 31 0 92
"lncRNA_405" 12 0 22 3 83
"lncRNA_406" 4 2 23 1 31
"lncRNA_407" 638 373 417 374 551
"lncRNA_408" 6 0 2 41 112
"lncRNA_409" 0 0 0 47 0
"lncRNA_410" 6 0 0 8 76
"lncRNA_411" 4 0 9 0 122
"lncRNA_412" 3 0 50 0 10
"lncRNA_413" 108 8 92 15 246
"lncRNA_414" 30 24 171 47 176
"lncRNA_415" 63 0 109 2 228
"lncRNA_416" 8 10 5 0 1
"lncRNA_417" 42 32 64 11 104
"lncRNA_418" 0 1 18 13 66
"lncRNA_419" 6 0 6 4 18
"lncRNA_420" 4 0 2 0 46
"lncRNA_421" 27 0 41 12 180
"lncRNA_422" 8 0 27 4 16
"lncRNA_423" 271 58 285 28 797
"lncRNA_424" 53 8 48 190 47
"lncRNA_425" 44 0 7 0 13
"lncRNA_426" 25 5 104 11 317
"lncRNA_427" 31 8 95 6 366
"lncRNA_428" 4 2 13 1 46
"lncRNA_429" 1 0 0 86 0
"lncRNA_430" 21 0 0 8 0
"lncRNA_431" 1 39 7 2 4
"lncRNA_432" 0 0 0 1 12
"lncRNA_433" 30 0 22 0 58
"lncRNA_434" 0 23 18 0 0
"lncRNA_435" 233 182 241 618 551
"lncRNA_436" 23 2 19 6 19
"lncRNA_437" 6 0 15 1 29
"lncRNA_438" 5 0 14 0 85
"lncRNA_439" 0 1 715 4 16
"lncRNA_440" 0 0 18 0 0
"lncRNA_441" 0 0 8 24 17
"lncRNA_442" 4 0 2 0 28
"lncRNA_443" 29 0 24 2 55
"lncRNA_444" 14 0 28 16 42
"lncRNA_445" 1 0 2 0 28
"lncRNA_446" 34 0 6 0 64
"lncRNA_448" 0 0 5 0 18
"lncRNA_449" 172 180 30 2 2
"lncRNA_450" 2 20 6 11 45
"lncRNA_451" 6 0 7 0 34
"lncRNA_452" 2 28 14 17 18
"lncRNA_453" 44 12 84 17 87
"lncRNA_454" 544 902 420 410 304
"lncRNA_455" 2 0 0 0 16
"lncRNA_456" 0 0 9 6 145
"lncRNA_457" 36 8 18 2 231
"lncRNA_458" 4 0 8 8 24
"lncRNA_459" 37 2 15 4 196
"lncRNA_460" 6 0 24 6 25
"lncRNA_461" 151 45 36 51 48
"lncRNA_462" 0 4 0 0 26
"lncRNA_463" 24 4 32 12 85
"lncRNA_464" 0 5 2 0 52
"lncRNA_465" 2 3 57 26 73
"lncRNA_466" 2 3 6 40 25
"lncRNA_467" 23 3 0 0 0
"lncRNA_468" 0 0 12 0 7
"lncRNA_469" 0 1 24 0 14
"lncRNA_470" 0 0 0 0 11
"lncRNA_471" 30 0 17 0 21
"lncRNA_472" 15 0 39 0 99
"lncRNA_473" 0 0 15 3 28
"lncRNA_474" 16 6 11 6 2
"lncRNA_475" 28 3 37 6 49
"lncRNA_476" 149 15 33 92 146
"lncRNA_477" 11 0 24 1 54
"lncRNA_478" 108 10 62 20 169
"lncRNA_479" 0 0 22 0 0
"lncRNA_480" 22 19 46 87 6
"lncRNA_481" 0 0 18 0 0
"lncRNA_482" 15 20 26 20 94
"lncRNA_483" 0 0 0 26 0
"lncRNA_484" 77 2 58 5 192
"lncRNA_485" 29 0 46 5 207
"lncRNA_486" 5 332 46 46 108
"lncRNA_487" 0 14 12 6 46
"lncRNA_488" 10 4 24 9 43
"lncRNA_489" 14 0 41 0 106
"lncRNA_490" 0 0 0 0 71
"lncRNA_491" 4 0 13 0 3
"lncRNA_492" 10 2 15 4 124
"lncRNA_493" 0 0 30 2 4
"lncRNA_494" 111 14 70 18 411
"lncRNA_495" 6 2 17 9 74
"lncRNA_496" 14 0 30 3 178
"lncRNA_497" 9 0 71 8 123
"lncRNA_498" 2 8 20 2 93
"lncRNA_499" 39 10 82 3 90
"lncRNA_500" 41 0 9 11 149
"lncRNA_501" 0 0 0 4 34
"lncRNA_502" 73 16 21 16 10
"lncRNA_503" 44 6 132 24 182
"lncRNA_504" 42 0 0 17 0
"lncRNA_505" 42 4 22 20 19
"lncRNA_506" 17 0 0 8 1
"lncRNA_507" 22 0 15 24 99
"lncRNA_508" 0 0 81 0 2
"lncRNA_509" 0 0 16 5 0
"lncRNA_510" 18 18 5 5 15
"lncRNA_511" 23 1 0 6 220
"lncRNA_512" 8 0 2 0 107
"lncRNA_513" 482 581 487 555 720
"lncRNA_514" 20 0 21 9 6
"lncRNA_515" 17 0 31 25 220
"lncRNA_516" 18 6 43 0 115
"lncRNA_517" 0 18 0 4 0
"lncRNA_518" 58 0 17 0 343
"lncRNA_519" 10 118 26 1 8
"lncRNA_520" 258 293 225 219 201
"lncRNA_521" 133 103 86 104 44
"lncRNA_522" 0 0 1 0 59
"lncRNA_523" 0 2 26 14 30
"lncRNA_524" 0 0 0 0 54
"lncRNA_525" 26 0 15 2 58
"lncRNA_526" 0 0 14 0 0
"lncRNA_527" 0 0 2 0 22
"lncRNA_528" 0 0 7 0 28
"lncRNA_529" 0 0 14 0 0
"lncRNA_530" 8 0 50 0 11
"lncRNA_531" 9 0 3 12 65
"lncRNA_532" 8 1 134 4 20
"lncRNA_533" 11 9 29 6 75
"lncRNA_534" 23 0 20 1 146
"lncRNA_535" 46 0 7 6 97
"lncRNA_536" 151 0 0 0 0
"lncRNA_537" 16 7 26 0 25
"lncRNA_538" 29 0 4 2 0
"lncRNA_539" 23 102 4 21 11
"lncRNA_540" 60 0 26 0 186
"lncRNA_541" 0 25 45 0 133
"lncRNA_542" 10 0 2 2 44
"lncRNA_543" 0 2 2 49 6
"lncRNA_544" 0 0 21 0 20
"lncRNA_545" 6 0 0 0 6
"lncRNA_546" 8 22 18 13 9
"lncRNA_547" 21 0 42 0 89
"lncRNA_548" 10 0 10 0 99
"lncRNA_549" 11 12 8 0 147
"lncRNA_550" 23 148 8 69 19
"lncRNA_551" 37 28 35 102 0
"lncRNA_552" 4 22 1 0 50
"lncRNA_553" 14 0 5 0 1
"lncRNA_554" 20 0 0 0 0
"lncRNA_555" 55 2 92 6 135
"lncRNA_556" 0 0 9 0 1
"lncRNA_557" 0 0 0 0 40
"lncRNA_558" 8 23 32 19 0
"lncRNA_559" 0 0 25 0 0
"lncRNA_560" 153 5 118 1 185
"lncRNA_561" 74 28 61 72 144
"lncRNA_562" 3 0 20 12 93
"lncRNA_563" 148 34 78 9 306
"lncRNA_564" 7 10 0 4 186
"lncRNA_565" 0 7 54 2 130
"lncRNA_566" 16 0 0 0 87
"lncRNA_568" 113 4 48 24 463
"lncRNA_569" 92 11 38 5 202
"lncRNA_570" 21 3 0 1 0
"lncRNA_571" 17 0 15 13 119
"lncRNA_572" 310 116 46 115 37
"lncRNA_573" 28 2 74 37 40
"lncRNA_574" 0 2 7 4 72
"lncRNA_575" 0 2 24 15 74
"lncRNA_576" 157 0 77 2 355
"lncRNA_577" 60 12 0 2 9
"lncRNA_578" 554 324 127 568 179
"lncRNA_579" 42 31 16 0 0
"lncRNA_580" 26 0 32 0 231
"lncRNA_581" 0 6 0 0 42
"lncRNA_582" 11 4 0 0 14
"lncRNA_583" 10 0 2 0 49
"lncRNA_584" 59 80 43 95 54
"lncRNA_585" 12 25 42 0 159
"lncRNA_586" 35 26 23 25 14
"lncRNA_587" 22240 20792 25595 12792 14941
"lncRNA_588" 163 2 100 20 181
"lncRNA_589" 17 0 19 2 41
"lncRNA_590" 12 6 22 0 19
"lncRNA_591" 6 2 3 0 86
"lncRNA_592" 2 0 9 0 12
"lncRNA_593" 0 0 12 0 60
"lncRNA_594" 28 0 59 0 194
"lncRNA_595" 1 0 0 0 26
"lncRNA_596" 15 0 87 18 199
"lncRNA_597" 45 0 66 5 44
"lncRNA_598" 23 0 41 2 153
"lncRNA_599" 54 4 24 2 37
"lncRNA_600" 54 16 48 42 194
"lncRNA_601" 21 11 23 0 77
"lncRNA_602" 2 0 17 10 69
"lncRNA_603" 13 0 5 3 104
"lncRNA_604" 20 0 31 0 3
"lncRNA_605" 3 0 18 15 0
"lncRNA_606" 2 0 18 1 59
"lncRNA_607" 0 0 2 0 41
"lncRNA_608" 3 4 7 4 3
"lncRNA_609" 0 0 38 6 160
"lncRNA_610" 14 29 75 5 164
"lncRNA_611" 55 81 12 106 18
"lncRNA_612" 8 7 4 0 76
"lncRNA_613" 28 0 11 2 6
"lncRNA_614" 0 0 16 0 58
"lncRNA_615" 54 23 121 174 279
"lncRNA_616" 0 0 29 2 64
"lncRNA_617" 48 4 38 0 281
"lncRNA_618" 62 0 6 16 15
"lncRNA_619" 24 0 4 0 0
"lncRNA_620" 18 0 0 0 65
"lncRNA_621" 32 20 6 34 58
"lncRNA_622" 0 0 15 0 0
"lncRNA_623" 16 0 1 6 31
"lncRNA_624" 4 26 26 7 60
"lncRNA_625" 16 6 2 38 3
"lncRNA_626" 0 0 0 19 13
"lncRNA_627" 2 0 0 0 73
"lncRNA_628" 0 0 7 0 47
"lncRNA_629" 89 2 24 2 144
"lncRNA_630" 39 2 14 0 132
"lncRNA_631" 4 1 11 40 12
"lncRNA_632" 18 0 29 14 215
"lncRNA_633" 16 0 40 1 27
"lncRNA_634" 0 0 14 0 0
"lncRNA_635" 10 4 31 0 57
"lncRNA_636" 21 0 37 0 160
"lncRNA_637" 3 19 10 134 97
"lncRNA_638" 0 48 29 12 14
"lncRNA_639" 81 5 37 18 154
"lncRNA_640" 64 0 34 6 250
"lncRNA_641" 1 0 20 4 37
"lncRNA_642" 2 0 24 19 147
"lncRNA_643" 27 0 91 0 17
"lncRNA_644" 0 0 0 6 17
"lncRNA_645" 61 15 37 26 203
"lncRNA_646" 0 0 14 0 0
"lncRNA_647" 5 10 56 33 14
"lncRNA_648" 5 1 8 12 83
"lncRNA_649" 63 8 91 0 324
"lncRNA_650" 34 2 74 15 179
"lncRNA_651" 4 0 24 0 4
"lncRNA_652" 8 33 13 5 3
"lncRNA_653" 80 28 54 42 179
"lncRNA_654" 33 4 2 23 19
"lncRNA_655" 46 39 160 83 10
"lncRNA_656" 9 0 14 0 2
"lncRNA_657" 12 0 2 0 27
"lncRNA_658" 12 0 0 4 38
"lncRNA_659" 159 17 10 143 221
"lncRNA_660" 77 88 4 109 144
"lncRNA_661" 13 0 2 0 23
"lncRNA_662" 0 15 0 0 44
"lncRNA_663" 19 0 0 0 1
"lncRNA_664" 0 0 0 0 41
"lncRNA_665" 11 0 24 7 41
"lncRNA_666" 127 0 136 139 184
"lncRNA_667" 15 1 6 0 49
"lncRNA_668" 179 12 124 48 1162
"lncRNA_669" 0 0 0 0 55
"lncRNA_670" 4 0 0 0 32
"lncRNA_671" 18 0 2 1 2
"lncRNA_672" 1 0 19 0 36
"lncRNA_673" 12 1 12 3 80
"lncRNA_674" 130 146 75 182 295
"lncRNA_675" 0 6 21 0 0
"lncRNA_676" 0 0 70 0 205
"lncRNA_677" 15 0 3 11 154
"lncRNA_678" 0 0 20 0 11
"lncRNA_679" 13 0 0 2 20
"lncRNA_680" 4 0 3 3 26
"lncRNA_681" 0 0 18 0 76
"lncRNA_682" 4 0 23 14 87
"lncRNA_683" 30 59 63 24 0
"lncRNA_684" 0 11 0 0 18
"lncRNA_685" 0 22 16 6 0
"lncRNA_686" 38 9 35 14 110
"lncRNA_687" 51 0 55 0 152
"lncRNA_688" 30 0 22 10 90
"lncRNA_689" 13 0 2 1 74
"lncRNA_690" 5 1 27 6 224
"lncRNA_691" 0 30 0 0 9
"lncRNA_692" 7 0 15 2 88
"lncRNA_693" 40 0 7 6 49
"lncRNA_694" 0 0 24 0 0
"lncRNA_695" 12 19 16 3 136
"lncRNA_696" 2 2 13 18 15
"lncRNA_697" 10 13 1 48 75
"lncRNA_698" 0 0 2 0 94
"lncRNA_699" 5 0 4 2 78
"lncRNA_700" 1 0 24 0 0
"lncRNA_701" 0 0 17 0 0
"lncRNA_702" 26 4 10 10 139
"lncRNA_703" 2 19 6 34 1
"lncRNA_704" 0 1 29 0 153
"lncRNA_705" 0 0 10 0 44
"lncRNA_706" 2 0 26 0 22
"lncRNA_707" 12 0 44 5 127
"lncRNA_708" 454 311 393 7 144
"lncRNA_709" 2 0 24 11 34
"lncRNA_710" 37 75 39 131 143
"lncRNA_711" 4 0 3 0 27
"lncRNA_712" 1 7 14 0 4
"lncRNA_713" 0 0 24 0 147
"lncRNA_714" 0 0 6 0 22
"lncRNA_715" 10 11 5 11 48
"lncRNA_716" 13 0 8 0 129
"lncRNA_717" 7 5 19 6 1
"lncRNA_718" 0 0 0 0 33
"lncRNA_719" 19 0 56 2 224
"lncRNA_720" 19 6 90 2 229
"lncRNA_721" 0 0 4 1 17
"lncRNA_722" 4 0 79 20 277
"lncRNA_723" 22 1 14 8 75
"lncRNA_724" 8 0 0 8 47
"lncRNA_725" 20 0 2 2 59
"lncRNA_726" 34 2 55 23 257
"lncRNA_727" 0 10 20 0 6
"lncRNA_728" 4 0 137 8 471
"lncRNA_729" 0 3 16 10 6
"lncRNA_730" 98 0 67 2 251
"lncRNA_731" 2 0 180 6 322
"lncRNA_732" 0 27 20 2 14
"lncRNA_733" 44 0 62 8 87
"lncRNA_734" 14 0 9 4 0
"lncRNA_735" 0 2 0 6 1
"lncRNA_736" 0 5 20 16 15
"lncRNA_737" 0 0 11 8 4
"lncRNA_738" 124 24 89 120 28
"lncRNA_739" 0 3 4 0 74
"lncRNA_740" 12 0 0 2 28
"lncRNA_741" 38 0 70 6 27
"lncRNA_742" 3 4 0 0 73
"lncRNA_743" 3 1 10 7 3
"lncRNA_744" 0 0 0 0 17
"lncRNA_745" 58 0 58 16 240
"lncRNA_746" 8 0 22 0 41
"lncRNA_747" 18 0 16 14 120
"lncRNA_748" 23 0 7 1 62
"lncRNA_749" 0 0 45 0 0
"lncRNA_750" 16 0 6 6 104
"lncRNA_751" 39 0 79 7 143
"lncRNA_752" 43 12 8 0 31
"lncRNA_753" 0 4 82 0 0
"lncRNA_754" 49 0 54 0 175
"lncRNA_755" 0 323 0 2 0
"lncRNA_756" 9 0 6 0 82
"lncRNA_757" 10 0 24 0 121
"lncRNA_758" 0 0 0 0 16
"lncRNA_759" 10 0 2 0 43
"lncRNA_760" 4 0 26 0 84
"lncRNA_761" 10 0 36 5 76
"lncRNA_762" 4 0 31 0 23
"lncRNA_763" 3 38 22 43 81
"lncRNA_764" 42 1 0 0 4
"lncRNA_765" 49 7 0 8 2
"lncRNA_766" 11 6 40 3 2
"lncRNA_767" 0 22 0 0 0
"lncRNA_768" 0 0 0 157 0
"lncRNA_769" 6 0 5 0 72
"lncRNA_770" 11 0 1 0 72
"lncRNA_771" 52 32 29 9 136
"lncRNA_772" 1 18 10 1 0
"lncRNA_773" 14 0 3 34 1
"lncRNA_774" 5 6 28 4 8
"lncRNA_775" 20 0 27 0 27
"lncRNA_776" 7 0 24 0 20
"lncRNA_777" 58 101 133 10 348
"lncRNA_778" 34 0 24 0 107
"lncRNA_779" 18 59 0 34 6
"lncRNA_780" 35 0 44 5 168
"lncRNA_781" 48 2 67 0 218
"lncRNA_782" 9 1 14 0 0
"lncRNA_783" 80 0 62 4 240
"lncRNA_784" 46 0 65 16 181
"lncRNA_785" 27 51 0 0 19
"lncRNA_786" 26 7 14 1 44
"lncRNA_787" 22 0 4 0 0
"lncRNA_788" 248 133 96 211 124
"lncRNA_789" 96 15 108 65 357
"lncRNA_790" 21 4 49 6 97
"lncRNA_791" 87 2 50 15 270
"lncRNA_792" 8 13 0 0 3
"lncRNA_793" 9 11 8 23 23
"lncRNA_794" 82 6 40 11 189
"lncRNA_795" 24 0 36 3 158
"lncRNA_796" 12 13 0 0 0
"lncRNA_798" 23 8 81 10 172
"lncRNA_799" 35 10 42 0 220
"lncRNA_800" 0 0 14 0 44
"lncRNA_801" 0 0 26 0 41
"lncRNA_802" 1 0 6 0 85
"lncRNA_803" 22 0 2 0 0
"lncRNA_804" 26 0 17 0 36
"lncRNA_805" 145 39 195 58 711
"lncRNA_806" 8 2 24 6 154
"lncRNA_807" 22 7 2 9 0
"lncRNA_808" 40 5 19 6 27
"lncRNA_809" 6 0 28 1 56
"lncRNA_810" 33 26 48 0 23
"lncRNA_811" 2 1 63 6 15
"lncRNA_812" 42 80 4 50 28
"lncRNA_813" 36 0 20 6 86
"lncRNA_814" 5 0 86 0 103
"lncRNA_815" 0 0 14 0 21
"lncRNA_816" 10 1 6 15 91
"lncRNA_817" 21 0 46 0 153
"lncRNA_818" 27 0 12 0 106
"lncRNA_819" 10 12 18 13 5
"lncRNA_820" 180 4 113 24 492
"lncRNA_821" 46 0 13 8 82
"lncRNA_822" 81 9 36 2 235
"lncRNA_823" 0 0 5 6 43
"lncRNA_824" 6 0 4 0 64
"lncRNA_825" 8 0 12 0 110
"lncRNA_826" 2 0 14 0 16
"lncRNA_827" 12 0 0 0 29
"lncRNA_828" 65 2 28 0 291
"lncRNA_829" 34 0 10 0 78
"lncRNA_830" 120 15 170 13 707
