"from","to","weight","correlation","width","color"
"Cluster_14768","FUN_032115",0.946006984217175,-0.946006984217175,4.73003492108587,"#666666"
"Cluster_1862","FUN_043901",0.939864170893346,0.939864170893346,4.69932085446673,"#666666"
"Cluster_18728","FUN_029602",0.892392843466376,-0.892392843466376,4.46196421733188,"#666666"
"Cluster_5981","FUN_016608",0.994627225901417,0.994627225901417,4.97313612950708,"#666666"
"Cluster_5981","FUN_026122",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_3366","FUN_013080",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_5981","FUN_024529",0.973898923067543,-0.973898923067543,4.86949461533771,"#666666"
"Cluster_3366","FUN_020765",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_1862","FUN_003478",0.987158026110664,-0.987158026110664,4.93579013055332,"#666666"
"Cluster_18728","FUN_013292",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_10051","FUN_041625",0.979681354691911,0.979681354691911,4.89840677345955,"#666666"
"Cluster_3366","FUN_005016",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_16409","FUN_035124",0.897831046991203,0.897831046991203,4.48915523495601,"#666666"
"Cluster_5981","FUN_038089",0.881461368085258,0.881461368085258,4.40730684042629,"#666666"
"Cluster_16409","FUN_001557",0.918650189158978,0.918650189158978,4.59325094579489,"#666666"
"Cluster_3250","FUN_006047",0.977388854104582,0.977388854104582,4.88694427052291,"#666666"
"Cluster_1862","FUN_037230",0.938426896439605,0.938426896439605,4.69213448219802,"#666666"
"Cluster_18728","FUN_001066",0.928799836792751,-0.928799836792751,4.64399918396376,"#666666"
"Cluster_5981","FUN_017959",0.899732687616379,0.899732687616379,4.4986634380819,"#666666"
"Cluster_14402","FUN_022526",0.922321225378356,0.922321225378356,4.61160612689178,"#666666"
"Cluster_3250","FUN_023956",0.942012341638402,0.942012341638402,4.71006170819201,"#666666"
"Cluster_15340","FUN_043619",0.944683231412696,0.944683231412696,4.72341615706348,"#666666"
"Cluster_19193","FUN_043612",0.911230385834477,0.911230385834477,4.55615192917239,"#666666"
"Cluster_16409","FUN_004030",0.960360362974489,-0.960360362974489,4.80180181487245,"#666666"
"Cluster_19193","FUN_037708",0.97837155759896,0.97837155759896,4.8918577879948,"#666666"
"Cluster_3366","FUN_040868",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_14768","FUN_000845",0.929222172391746,0.929222172391746,4.64611086195873,"#666666"
"Cluster_14768","FUN_000845",0.929222172391746,0.929222172391746,4.64611086195873,"#666666"
"Cluster_5981","FUN_026892",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_18728","FUN_040469",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_15340","FUN_023778",0.886287505512474,-0.886287505512474,4.43143752756237,"#666666"
"Cluster_14768","FUN_008327",0.969079550705252,-0.969079550705252,4.84539775352626,"#666666"
"Cluster_15340","FUN_003440",0.967855742230399,0.967855742230399,4.839278711152,"#666666"
"Cluster_2463","FUN_004508",0.939930912925519,-0.939930912925519,4.6996545646276,"#666666"
"Cluster_10228","FUN_022416",0.887904729240808,0.887904729240808,4.43952364620404,"#666666"
"Cluster_5012","FUN_032577",0.924178193615416,0.924178193615416,4.62089096807708,"#666666"
"Cluster_3366","FUN_028212",0.961211818569935,0.961211818569935,4.80605909284967,"#666666"
"Cluster_15340","FUN_004121",0.956144560038257,0.956144560038257,4.78072280019128,"#666666"
"Cluster_10051","FUN_041610",0.950416141898834,0.950416141898834,4.75208070949417,"#666666"
"Cluster_10228","FUN_012601",0.987937302187941,-0.987937302187941,4.9396865109397,"#666666"
"Cluster_5012","FUN_004327",0.924178193615415,0.924178193615415,4.62089096807707,"#666666"
"Cluster_5012","FUN_029573",0.881893431169151,-0.881893431169151,4.40946715584576,"#666666"
"Cluster_18728","FUN_024795",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_4220","FUN_039701",0.912695187691424,0.912695187691424,4.56347593845712,"#666666"
"Cluster_19193","FUN_023704",0.919289861326711,0.919289861326711,4.59644930663355,"#666666"
"Cluster_3367","FUN_006496",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_19193","FUN_024347",0.90253274780724,0.90253274780724,4.5126637390362,"#666666"
"Cluster_18728","FUN_011056",0.909544979248351,0.909544979248351,4.54772489624176,"#666666"
"Cluster_19193","FUN_041738",0.942173838181256,0.942173838181256,4.71086919090628,"#666666"
"Cluster_1862","FUN_033968",0.914941018366899,0.914941018366899,4.5747050918345,"#666666"
"Cluster_5981","FUN_016637",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_14402","FUN_044050",0.888830873815023,-0.888830873815023,4.44415436907511,"#666666"
"Cluster_18728","FUN_034127",0.88257316744877,-0.88257316744877,4.41286583724385,"#666666"
"Cluster_5981","FUN_039073",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_5900","FUN_030691",0.891045279573933,0.891045279573933,4.45522639786966,"#666666"
"Cluster_16409","FUN_031571",0.989849332448064,0.989849332448064,4.94924666224032,"#666666"
"Cluster_16409","FUN_020702",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_16409","FUN_020705",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_16409","FUN_020706",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_15340","FUN_005093",0.906659813531637,0.906659813531637,4.53329906765819,"#666666"
"Cluster_18772","FUN_026553",0.907139286332059,0.907139286332059,4.5356964316603,"#666666"
"Cluster_4220","FUN_012580",0.971424618827498,-0.971424618827498,4.85712309413749,"#666666"
"Cluster_15775","FUN_008268",0.931130346130316,0.931130346130316,4.65565173065158,"#666666"
"Cluster_1862","FUN_040689",0.98897179438378,0.98897179438378,4.9448589719189,"#666666"
"Cluster_3366","FUN_015543",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_18711","FUN_011619",0.905114959891679,-0.905114959891679,4.5255747994584,"#666666"
"Cluster_10057","FUN_003898",0.979630113873169,0.979630113873169,4.89815056936585,"#666666"
"Cluster_18723","FUN_038202",0.922780365056995,0.922780365056995,4.61390182528497,"#666666"
"Cluster_18772","FUN_014804",0.959657908317892,0.959657908317892,4.79828954158946,"#666666"
"Cluster_3367","FUN_022543",0.960219481549203,-0.960219481549203,4.80109740774602,"#666666"
"Cluster_17776","FUN_008136",0.881149608817262,0.881149608817262,4.40574804408631,"#666666"
"Cluster_3367","FUN_005646",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_3366","FUN_026050",0.890236163709922,0.890236163709922,4.45118081854961,"#666666"
"Cluster_16409","FUN_019787",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_16409","FUN_019788",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_3367","FUN_031944",0.970032542846498,-0.970032542846498,4.85016271423249,"#666666"
"Cluster_18711","FUN_036658",0.980395448057802,-0.980395448057802,4.90197724028901,"#666666"
"Cluster_3367","FUN_018272",0.94156349811638,0.94156349811638,4.7078174905819,"#666666"
"Cluster_5900","FUN_041316",0.89072092476841,0.89072092476841,4.45360462384205,"#666666"
"Cluster_10051","FUN_013801",0.973950013786862,0.973950013786862,4.86975006893431,"#666666"
"Cluster_14768","FUN_000656",0.929222172391746,0.929222172391746,4.64611086195873,"#666666"
"Cluster_14768","FUN_000656",0.929222172391746,0.929222172391746,4.64611086195873,"#666666"
"Cluster_15928","FUN_028180",0.891629842244459,-0.891629842244459,4.45814921122229,"#666666"
"Cluster_10051","FUN_013936",0.978580789954302,0.978580789954302,4.89290394977151,"#666666"
"Cluster_5981","FUN_034898",0.963993725212303,0.963993725212303,4.81996862606151,"#666666"
"Cluster_5012","FUN_002342",0.973893925144242,0.973893925144242,4.86946962572121,"#666666"
"Cluster_3366","FUN_039470",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_16409","FUN_037296",0.970911358215383,0.970911358215383,4.85455679107691,"#666666"
"Cluster_3367","FUN_005639",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_2463","FUN_001844",0.93037473208988,0.93037473208988,4.6518736604494,"#666666"
"Cluster_5900","FUN_017225",0.913601217338232,0.913601217338232,4.56800608669116,"#666666"
"Cluster_5981","FUN_002032",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_18772","FUN_008620",0.885026412931428,-0.885026412931428,4.42513206465714,"#666666"
"Cluster_3250","FUN_015574",0.930820292742754,0.930820292742754,4.65410146371377,"#666666"
"Cluster_3366","FUN_041829",0.96870312590872,0.96870312590872,4.8435156295436,"#666666"
"Cluster_19193","FUN_001354",0.900622422690111,0.900622422690111,4.50311211345055,"#666666"
"Cluster_10228","FUN_040720",0.88203253918906,0.88203253918906,4.4101626959453,"#666666"
"Cluster_3367","FUN_041060",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_4220","FUN_031529",0.919394723755509,-0.919394723755509,4.59697361877754,"#666666"
"Cluster_4254","FUN_027208",0.990139574386811,0.990139574386811,4.95069787193405,"#666666"
"Cluster_3367","FUN_000494",0.948855952045759,-0.948855952045759,4.7442797602288,"#666666"
"Cluster_3366","FUN_028569",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_10419","FUN_005951",0.911459476837608,-0.911459476837608,4.55729738418804,"#666666"
"Cluster_5981","FUN_040522",0.961191758006318,0.961191758006318,4.80595879003159,"#666666"
"Cluster_18728","FUN_016754",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_14402","FUN_013639",0.908718443748873,0.908718443748873,4.54359221874437,"#666666"
"Cluster_3366","FUN_041082",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_15340","FUN_017011",0.894339600913098,0.894339600913098,4.47169800456549,"#666666"
"Cluster_10051","FUN_013771",0.978580789954302,0.978580789954302,4.89290394977151,"#666666"
"Cluster_10051","FUN_013777",0.978580789954302,0.978580789954302,4.89290394977151,"#666666"
"Cluster_18723","FUN_018894",0.969058804392155,-0.969058804392155,4.84529402196077,"#666666"
"Cluster_3367","FUN_004413",0.882535200357958,-0.882535200357958,4.41267600178979,"#666666"
"Cluster_3367","FUN_018647",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_4220","FUN_027959",0.910586916819464,0.910586916819464,4.55293458409732,"#666666"
"Cluster_15340","FUN_021078",0.917452102344503,0.917452102344503,4.58726051172252,"#666666"
"Cluster_4254","FUN_017983",0.917063401169944,0.917063401169944,4.58531700584972,"#666666"
"Cluster_10051","FUN_023440",0.928404130358632,0.928404130358632,4.64202065179316,"#666666"
"Cluster_19193","FUN_039408",0.920952433397918,0.920952433397918,4.60476216698959,"#666666"
"Cluster_3250","FUN_008423",0.977388854104582,0.977388854104582,4.88694427052291,"#666666"
"Cluster_19193","FUN_012699",0.909588274624816,0.909588274624816,4.54794137312408,"#666666"
"Cluster_15775","FUN_043133",0.940892648805206,0.940892648805206,4.70446324402603,"#666666"
"Cluster_5981","FUN_037136",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_5981","FUN_002626",0.980027543260989,-0.980027543260989,4.90013771630495,"#666666"
"Cluster_2463","FUN_019853",0.913377051820482,0.913377051820482,4.56688525910241,"#666666"
"Cluster_10051","FUN_022389",0.99711235936688,0.99711235936688,4.9855617968344,"#666666"
"Cluster_17776","FUN_004275",0.90561694605623,0.90561694605623,4.52808473028115,"#666666"
"Cluster_16409","FUN_020726",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_15340","FUN_029642",0.880340901416551,0.880340901416551,4.40170450708275,"#666666"
"Cluster_10057","FUN_005127",0.913288973765842,0.913288973765842,4.56644486882921,"#666666"
"Cluster_10051","FUN_029089",0.978580789954302,0.978580789954302,4.89290394977151,"#666666"
"Cluster_4220","FUN_029569",0.89053071415118,0.89053071415118,4.4526535707559,"#666666"
"Cluster_3366","FUN_014822",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_10051","FUN_040273",0.971023628272827,-0.971023628272827,4.85511814136413,"#666666"
"Cluster_10419","FUN_037853",0.911992092573669,-0.911992092573669,4.55996046286834,"#666666"
"Cluster_10051","FUN_028533",0.978580789954302,0.978580789954302,4.89290394977151,"#666666"
"Cluster_3366","FUN_034461",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_1862","FUN_022873",0.900403409925386,0.900403409925386,4.50201704962693,"#666666"
"Cluster_10207","FUN_024260",0.946398188227218,-0.946398188227218,4.73199094113609,"#666666"
"Cluster_2463","FUN_002930",0.892464843933718,-0.892464843933718,4.46232421966859,"#666666"
"Cluster_3366","FUN_002935",0.909204539208535,0.909204539208535,4.54602269604267,"#666666"
"Cluster_15340","FUN_009243",0.898144042659504,-0.898144042659504,4.49072021329752,"#666666"
"Cluster_1862","FUN_034095",0.979159544197398,0.979159544197398,4.89579772098699,"#666666"
"Cluster_10051","FUN_018974",0.972275921067839,0.972275921067839,4.8613796053392,"#666666"
"Cluster_14402","FUN_027471",0.88954103184429,-0.88954103184429,4.44770515922145,"#666666"
"Cluster_5981","FUN_006649",0.960485624156678,0.960485624156678,4.80242812078339,"#666666"
"Cluster_10207","FUN_041591",0.897545558605285,-0.897545558605285,4.48772779302642,"#666666"
"Cluster_3367","FUN_014272",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_3367","FUN_033784",0.91626070905909,-0.91626070905909,4.58130354529545,"#666666"
"Cluster_3367","FUN_033784",0.91626070905909,-0.91626070905909,4.58130354529545,"#666666"
"Cluster_10051","FUN_025386",0.881625074602777,0.881625074602777,4.40812537301388,"#666666"
"Cluster_18728","FUN_038206",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_18728","FUN_024038",0.911178110011102,-0.911178110011102,4.55589055005551,"#666666"
"Cluster_4254","FUN_012901",0.988405531088292,0.988405531088292,4.94202765544146,"#666666"
"Cluster_10051","FUN_025954",0.993639608434193,0.993639608434193,4.96819804217096,"#666666"
"Cluster_15928","FUN_016389",0.995492213564925,0.995492213564925,4.97746106782462,"#666666"
"Cluster_10051","FUN_024899",0.915868778083621,0.915868778083621,4.5793438904181,"#666666"
"Cluster_15340","FUN_035393",0.91524425740246,0.91524425740246,4.5762212870123,"#666666"
"Cluster_3366","FUN_013441",0.979485291299236,0.979485291299236,4.89742645649618,"#666666"
"Cluster_3367","FUN_008843",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_10051","FUN_007609",0.978580789954302,0.978580789954302,4.89290394977151,"#666666"
"Cluster_10207","FUN_002414",0.954522788231191,0.954522788231191,4.77261394115595,"#666666"
"Cluster_10057","FUN_014681",0.895870705214726,0.895870705214726,4.47935352607363,"#666666"
"Cluster_3366","FUN_004088",0.966338509909935,-0.966338509909935,4.83169254954967,"#666666"
"Cluster_10051","FUN_002849",0.934958820164893,0.934958820164893,4.67479410082446,"#666666"
"Cluster_10207","FUN_033146",0.887810016126512,0.887810016126512,4.43905008063256,"#666666"
"Cluster_1862","FUN_042954",0.932985492712366,0.932985492712366,4.66492746356183,"#666666"
"Cluster_18728","FUN_013759",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_5981","FUN_035870",0.916117604887988,0.916117604887988,4.58058802443994,"#666666"
"Cluster_5900","FUN_043410",0.983031019325006,-0.983031019325006,4.91515509662503,"#666666"
"Cluster_14768","FUN_009178",0.900311733131256,0.900311733131256,4.50155866565628,"#666666"
"Cluster_19193","FUN_028837",0.887017169597595,0.887017169597595,4.43508584798797,"#666666"
"Cluster_3250","FUN_006081",0.977388854104582,0.977388854104582,4.88694427052291,"#666666"
"Cluster_10051","FUN_019442",0.972405796451194,0.972405796451194,4.86202898225597,"#666666"
"Cluster_18728","FUN_028974",0.976242455648011,-0.976242455648011,4.88121227824006,"#666666"
"Cluster_14768","FUN_004001",0.90728549040468,0.90728549040468,4.5364274520234,"#666666"
"Cluster_10057","FUN_032813",0.881994926886044,-0.881994926886044,4.40997463443022,"#666666"
"Cluster_4254","FUN_017754",0.886778167844242,0.886778167844242,4.43389083922121,"#666666"
"Cluster_3250","FUN_022647",0.903449463979565,0.903449463979565,4.51724731989782,"#666666"
"Cluster_1862","FUN_008116",0.91706870951821,0.91706870951821,4.58534354759105,"#666666"
"Cluster_15775","FUN_014246",0.950621043656932,0.950621043656932,4.75310521828466,"#666666"
"Cluster_15340","FUN_037537",0.946073573195481,-0.946073573195481,4.7303678659774,"#666666"
"Cluster_4220","FUN_037094",0.886999888942687,-0.886999888942687,4.43499944471344,"#666666"
"Cluster_3366","FUN_037096",0.904505747275725,0.904505747275725,4.52252873637863,"#666666"
"Cluster_3366","FUN_033570",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_14768","FUN_041715",0.921640748295058,-0.921640748295058,4.60820374147529,"#666666"
"Cluster_5900","FUN_012178",0.881648160791344,0.881648160791344,4.40824080395672,"#666666"
"Cluster_10228","FUN_020870",0.953881825789136,-0.953881825789136,4.76940912894568,"#666666"
"Cluster_19193","FUN_022469",0.96824479400018,0.96824479400018,4.8412239700009,"#666666"
"Cluster_17776","FUN_024551",0.932825108812303,0.932825108812303,4.66412554406151,"#666666"
"Cluster_16409","FUN_022664",0.920139320216983,0.920139320216983,4.60069660108491,"#666666"
"Cluster_3366","FUN_039988",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_10419","FUN_024475",0.89396845619105,0.89396845619105,4.46984228095525,"#666666"
"Cluster_5981","FUN_000484",0.965113242711184,0.965113242711184,4.82556621355592,"#666666"
"Cluster_18728","FUN_000484",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_3367","FUN_005665",0.91834045230983,-0.91834045230983,4.59170226154915,"#666666"
"Cluster_1862","FUN_017622",0.995693532787135,0.995693532787135,4.97846766393567,"#666666"
"Cluster_5981","FUN_018376",0.991502576852876,0.991502576852876,4.95751288426438,"#666666"
"Cluster_18728","FUN_018376",0.972117222602966,-0.972117222602966,4.86058611301483,"#666666"
"Cluster_17776","FUN_038158",0.963064629680728,0.963064629680728,4.81532314840364,"#666666"
"Cluster_15340","FUN_016048",0.916573884352466,0.916573884352466,4.58286942176233,"#666666"
"Cluster_10228","FUN_025704",0.922782863821467,-0.922782863821467,4.61391431910734,"#666666"
"Cluster_16409","FUN_020627",0.912436100242777,0.912436100242777,4.56218050121389,"#666666"
"Cluster_18728","FUN_031987",0.917789916417764,-0.917789916417764,4.58894958208882,"#666666"
"Cluster_10228","FUN_014575",0.942458837384802,0.942458837384802,4.71229418692401,"#666666"
"Cluster_18723","FUN_023141",0.926481193360391,-0.926481193360391,4.63240596680196,"#666666"
"Cluster_1862","FUN_026831",0.997716478496002,0.997716478496002,4.98858239248001,"#666666"
"Cluster_3366","FUN_026837",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_3366","FUN_013919",0.888310868864341,0.888310868864341,4.4415543443217,"#666666"
"Cluster_18728","FUN_018740",0.958719638413883,-0.958719638413883,4.79359819206941,"#666666"
"Cluster_10051","FUN_025322",0.897880908055453,0.897880908055453,4.48940454027727,"#666666"
"Cluster_3250","FUN_006054",0.977388854104582,0.977388854104582,4.88694427052291,"#666666"
"Cluster_3250","FUN_032653",0.947230938750294,0.947230938750294,4.73615469375147,"#666666"
