"from","to","weight","correlation","width","color"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g26345.t1",0.922346426540245,0.922346426540245,4.61173213270123,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g27756.t1",0.912633264259429,-0.912633264259429,4.56316632129715,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g25963.t1",0.887124502196104,-0.887124502196104,4.43562251098052,"#666666"
"Cluster_4437","Pocillopora_meandrina_HIv1___TS.g25933.t1",0.923994405874994,-0.923994405874994,4.61997202937497,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g23007.t1",0.951315168814306,0.951315168814306,4.75657584407153,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g11119.t1",0.956099402283357,0.956099402283357,4.78049701141679,"#666666"
"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g21081.t1",0.895649530245634,-0.895649530245634,4.47824765122817,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g27468.t1",0.91377697540403,-0.91377697540403,4.56888487702015,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g27793.t1",0.895299567906285,0.895299567906285,4.47649783953142,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g9583.t1",0.895853447819999,-0.895853447819999,4.4792672391,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g22048.t1a",0.931929555088538,-0.931929555088538,4.65964777544269,"#666666"
"Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g11546.t1",0.935369740436277,0.935369740436277,4.67684870218138,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g16419.t1",0.973906530382202,0.973906530382202,4.86953265191101,"#666666"
"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g15378.t1",0.883365219286887,0.883365219286887,4.41682609643444,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g15470.t2",0.935624225190175,0.935624225190175,4.67812112595087,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g807.t1",0.878677365221589,0.878677365221589,4.39338682610795,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20080.t1",0.903300824014434,0.903300824014434,4.51650412007217,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26469.t1",0.912014555696675,0.912014555696675,4.56007277848338,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21739.t1",0.886677870981431,0.886677870981431,4.43338935490716,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g11181.t1",0.931929555088539,-0.931929555088539,4.6596477754427,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g16602.t1",0.931929555088538,-0.931929555088538,4.65964777544269,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g293.t1",0.946921132127116,0.946921132127116,4.73460566063558,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g293.t1",0.957927847162151,0.957927847162151,4.78963923581076,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20424.t1",0.948259516464972,0.948259516464972,4.74129758232486,"#666666"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g15523.t1",0.92197265677488,-0.92197265677488,4.6098632838744,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g3258.t1",0.935139168288213,-0.935139168288213,4.67569584144106,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g6185.t1",0.908577108315554,0.908577108315554,4.54288554157777,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26465.t1",0.880758144090648,-0.880758144090648,4.40379072045324,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g27884.t1",0.938753280969365,0.938753280969365,4.69376640484682,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g21320.t1",0.891992812781145,-0.891992812781145,4.45996406390572,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1987.t1",0.898459659089306,-0.898459659089306,4.49229829544653,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g1040.t1",0.927782650498652,0.927782650498652,4.63891325249326,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g13783.t1",0.89208898995242,-0.89208898995242,4.4604449497621,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g22875.t1",0.969434363395785,-0.969434363395785,4.84717181697892,"#666666"
"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.8567_t",0.903752805571931,0.903752805571931,4.51876402785966,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g4243.t1",0.946607718175211,-0.946607718175211,4.73303859087606,"#666666"
"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g11161.t1",0.880732503165601,-0.880732503165601,4.403662515828,"#666666"
"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g16451.t1",0.936247009323363,-0.936247009323363,4.68123504661682,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___TS.g7132.t1",0.948802331237266,-0.948802331237266,4.74401165618633,"#666666"
"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g514.t1",0.94517136232614,-0.94517136232614,4.7258568116307,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g14976.t1",0.958424115123168,0.958424115123168,4.79212057561584,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6117.t1",0.939181928539767,0.939181928539767,4.69590964269883,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g8464.t2",0.90899480722513,0.90899480722513,4.54497403612565,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g8464.t2",0.90899480722513,0.90899480722513,4.54497403612565,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g23266.t1",0.987634431609457,-0.987634431609457,4.93817215804729,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g23266.t1",0.987634431609457,-0.987634431609457,4.93817215804729,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g23266.t1",0.987634431609457,-0.987634431609457,4.93817215804729,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18163.t1",0.93574055261641,-0.93574055261641,4.67870276308205,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g13279.t1",0.927751865060304,-0.927751865060304,4.63875932530152,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g17978.t1",0.939598045412278,0.939598045412278,4.69799022706139,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.9756_t",0.89227610988315,-0.89227610988315,4.46138054941575,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g23639.t1",0.951038072851883,0.951038072851883,4.75519036425942,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g1033.t1",0.898686203596977,-0.898686203596977,4.49343101798488,"#666666"
"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g26196.t1",0.924419052926529,-0.924419052926529,4.62209526463265,"#666666"
"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26385.t1",0.93258135947556,-0.93258135947556,4.6629067973778,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g12113.t1",0.96164990501802,-0.96164990501802,4.8082495250901,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g24301.t1",0.931343353347997,-0.931343353347997,4.65671676673998,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g12193.t1",0.917070951224755,0.917070951224755,4.58535475612377,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9971.t1",0.931929555088539,-0.931929555088539,4.6596477754427,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g8061.t1",0.949659786805903,-0.949659786805903,4.74829893402952,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9784.t1",0.929463219277509,-0.929463219277509,4.64731609638755,"#666666"
"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g23603.t1",0.940886427046843,-0.940886427046843,4.70443213523421,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g8655.t1",0.900450979113624,0.900450979113624,4.50225489556812,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g21350.t1",0.95233477493217,-0.95233477493217,4.76167387466085,"#666666"
"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29280.t1",0.897917385901229,-0.897917385901229,4.48958692950615,"#666666"
"Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g24014.t1",0.97443907899697,0.97443907899697,4.87219539498485,"#666666"
"Cluster_2839","Pocillopora_meandrina_HIv1___TS.g177.t1",0.913606896832883,-0.913606896832883,4.56803448416442,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g7248.t1",0.951315168814306,0.951315168814306,4.75657584407153,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g490.t1",0.959831636100303,0.959831636100303,4.79915818050151,"#666666"
"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g26433.t2",0.905663140405419,-0.905663140405419,4.5283157020271,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g27393.t1",0.950317229002131,0.950317229002131,4.75158614501065,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___TS.g19078.t1",0.879490561552806,0.879490561552806,4.39745280776403,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g14695.t1",0.971309164464342,-0.971309164464342,4.85654582232171,"#666666"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g11538.t1",0.944276647979206,0.944276647979206,4.72138323989603,"#666666"
"Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g13302.t1",0.969770316734252,-0.969770316734252,4.84885158367126,"#666666"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g13379.t1",0.903490921042001,0.903490921042001,4.51745460521001,"#666666"
"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g3681.t1",0.941449087059812,-0.941449087059812,4.70724543529906,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g15954.t1",0.951315168814306,0.951315168814306,4.75657584407153,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g26877.t1",0.883505959496493,-0.883505959496493,4.41752979748246,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g12008.t1",0.979171224688622,-0.979171224688622,4.89585612344311,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g29818.t1",0.930133756296179,-0.930133756296179,4.65066878148089,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g30359.t1",0.943620156036596,0.943620156036596,4.71810078018298,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g5747.t1",0.973469289464184,0.973469289464184,4.86734644732092,"#666666"
"Cluster_4437","Pocillopora_meandrina_HIv1___TS.g27445.t1",0.920671260038909,0.920671260038909,4.60335630019454,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22817.t1",0.961709601999612,0.961709601999612,4.80854800999806,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19720.t1",0.902859255736204,-0.902859255736204,4.51429627868102,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g19282.t1",0.931929555088538,-0.931929555088538,4.65964777544269,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g20993.t2",0.931443533508409,-0.931443533508409,4.65721766754204,"#666666"
"Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g11445.t1",0.922118217157041,-0.922118217157041,4.6105910857852,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g28515.t2b",0.921105549894703,0.921105549894703,4.60552774947351,"#666666"
"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g297.t1",0.903191179650025,-0.903191179650025,4.51595589825012,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g5338.t1",0.931929555088538,-0.931929555088538,4.65964777544269,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g17919.t1",0.991500685182147,-0.991500685182147,4.95750342591074,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g2373.t1",0.971793746076959,-0.971793746076959,4.8589687303848,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18093.t1",0.904067251953662,0.904067251953662,4.52033625976831,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g14438.t1",0.895299567906285,0.895299567906285,4.47649783953142,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g19428.t1",0.905042178341792,-0.905042178341792,4.52521089170896,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g14394.t1",0.948290634911099,-0.948290634911099,4.7414531745555,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g20181.t1",0.942597327178205,-0.942597327178205,4.71298663589103,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",0.947031913206519,-0.947031913206519,4.7351595660326,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g12751.t1",0.969995954728004,-0.969995954728004,4.84997977364002,"#666666"
"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22695.t1",0.980759439431009,-0.980759439431009,4.90379719715505,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22032.t2",0.991502069323671,0.991502069323671,4.95751034661836,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",0.994151970879155,-0.994151970879155,4.97075985439577,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g5.t1",0.935119029343327,0.935119029343327,4.67559514671663,"#666666"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g9830.t1",0.910480484862877,0.910480484862877,4.55240242431439,"#666666"
"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g28356.t1",0.90882515821877,-0.90882515821877,4.54412579109385,"#666666"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g4310.t1",0.89168153819409,0.89168153819409,4.45840769097045,"#666666"
"Cluster_5612","Pocillopora_meandrina_HIv1___TS.g12426.t1",0.910477599573841,0.910477599573841,4.55238799786921,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g17631.t2",0.914392785622325,-0.914392785622325,4.57196392811163,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g18289.t1",0.887397819569624,-0.887397819569624,4.43698909784812,"#666666"
"Cluster_1952","Pocillopora_meandrina_HIv1___TS.g25423.t1",0.959673772990187,0.959673772990187,4.79836886495093,"#666666"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26224.t1",0.933590304879149,-0.933590304879149,4.66795152439575,"#666666"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26224.t1",0.933590304879149,-0.933590304879149,4.66795152439575,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g808.t1",0.964333755036781,0.964333755036781,4.82166877518391,"#666666"
"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g10673.t1",0.887674173030973,-0.887674173030973,4.43837086515487,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g4165.t1",0.898970372332829,-0.898970372332829,4.49485186166415,"#666666"
"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g22070.t1",0.952042879008931,0.952042879008931,4.76021439504466,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g4778.t1",0.890600154597405,0.890600154597405,4.45300077298702,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6162.t1a",0.951315168814306,0.951315168814306,4.75657584407153,"#666666"
"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c",0.993229105062834,-0.993229105062834,4.96614552531417,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g13574.t1",0.985997914465537,0.985997914465537,4.92998957232768,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g2495.t1",0.887252571551935,0.887252571551935,4.43626285775967,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21284.t1",0.913752612928791,0.913752612928791,4.56876306464395,"#666666"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g25934.t1",0.944276647979206,0.944276647979206,4.72138323989603,"#666666"
"Cluster_1015","Pocillopora_meandrina_HIv1___TS.g9824.t1",0.901028910947494,-0.901028910947494,4.50514455473747,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g8619.t1",0.953315432597821,0.953315432597821,4.7665771629891,"#666666"
"Cluster_21","Pocillopora_meandrina_HIv1___TS.g23557.t1",0.942565645223065,-0.942565645223065,4.71282822611532,"#666666"
"Cluster_4040","Pocillopora_meandrina_HIv1___TS.g26182.t1",0.887423324600379,0.887423324600379,4.4371166230019,"#666666"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g26785.t1",0.890247907135221,0.890247907135221,4.4512395356761,"#666666"
"Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g5374.t1",0.973512660116348,-0.973512660116348,4.86756330058174,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g20311.t2",0.895079107951158,-0.895079107951158,4.47539553975579,"#666666"
"Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g7708.t1",0.895958650860354,0.895958650860354,4.47979325430177,"#666666"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g17683.t1",0.892787350813376,0.892787350813376,4.46393675406688,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g24443.t1",0.921754034226958,-0.921754034226958,4.60877017113479,"#666666"
"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g14189.t1",0.933628431077529,-0.933628431077529,4.66814215538765,"#666666"
"Cluster_4823","Pocillopora_meandrina_HIv1___TS.g20446.t1",0.99438839183868,-0.99438839183868,4.9719419591934,"#666666"
"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g23519.t1a",0.96217995143436,-0.96217995143436,4.8108997571718,"#666666"
"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g416.t1",0.931929555088538,-0.931929555088538,4.65964777544269,"#666666"
