"POC.47" "POC.48" "POC.50" "POC.53" "POC.57"
"lncRNA_324" 0 0 0 28 0
"lncRNA_326" 33 98 16 8 21
"lncRNA_327" 1 6 38 13 27
"lncRNA_332" 11 0 53 7 0
"lncRNA_333" 1376 2274 1232 1306 737
"lncRNA_336" 575 2074 854 1723 1689
"lncRNA_339" 11 9 40 7 45
"lncRNA_340" 0 0 0 222 0
"lncRNA_341" 8 36 9 1 2
"lncRNA_342" 10 2 19 46 0
"lncRNA_343" 14 8 8 0 26
"lncRNA_348" 30 71 103 120 10
"lncRNA_350" 93 163 0 0 0
"lncRNA_351" 6586 3347 5047 2824 1898
"lncRNA_353" 54 67 52 73 54
"lncRNA_354" 3 1 7 15 8
"lncRNA_355" 152 69 123 134 48
"lncRNA_356" 4 0 5 150 15
"lncRNA_358" 8 0 0 112 0
"lncRNA_359" 36 16 17 81 51
"lncRNA_361" 100 13 1 75 1
"lncRNA_365" 13 11 3 18 17
"lncRNA_366" 1 20 0 24 0
"lncRNA_370" 0 17 6 0 0
"lncRNA_380" 2 2 13 14 1
"lncRNA_381" 21 9 21 15 14
"lncRNA_383" 71 54 71 101 62
"lncRNA_384" 577 486 493 553 623
"lncRNA_388" 2 5 0 2 14
"lncRNA_389" 36 75 29 68 9
"lncRNA_391" 0 24 0 32 1
"lncRNA_392" 156 111 24 41 77
"lncRNA_394" 57 192 44 140 139
"lncRNA_395" 90 206 29 12 60
"lncRNA_399" 0 6 0 56 12
"lncRNA_400" 31 14 0 53 42
"lncRNA_401" 5658 3253 6054 4406 4248
"lncRNA_403" 46 47 45 50 9
"lncRNA_404" 68 240 111 101 38
"lncRNA_405" 28 993 876 862 721
"lncRNA_407" 11 70 171 47 6
"lncRNA_408" 2728 2170 1825 2541 2336
"lncRNA_412" 50 125 102 193 108
"lncRNA_423" 30 23 17 31 25
"lncRNA_424" 141 63 85 152 58
"lncRNA_449" 38 112 4 113 4
"lncRNA_450" 60 50 1 12 93
"lncRNA_451" 24 0 0 1 13
"lncRNA_453" 13 10 0 11 26
"lncRNA_459" 244 15 1 6 27
"lncRNA_460" 37 12 12 16 65
"lncRNA_461" 0 0 8 0 0
"lncRNA_470" 30 26 39 4 0
"lncRNA_473" 2 4 27 27 83
"lncRNA_475" 8 8 10 12 18
"lncRNA_476" 166 159 964 220 82
"lncRNA_477" 1077 1787 1263 475 1477
"lncRNA_478" 26 30 63 0 0
"lncRNA_479" 43 16 27 10 2
"lncRNA_480" 33 21 40 30 82
"lncRNA_481" 180 171 259 172 478
"lncRNA_482" 86 48 168 148 80
"lncRNA_483" 13 9 45 21 29
"lncRNA_484" 104 97 79 325 116
"lncRNA_487" 2077 803 1779 1126 646
"lncRNA_488" 15 8 2 3 19
"lncRNA_489" 1 22 38 0 0
"lncRNA_490" 48 7 63 24 7
"lncRNA_491" 6 20 1 8 18
"lncRNA_492" 0 9 16 26 0
"lncRNA_493" 0 0 0 11 13
"lncRNA_494" 0 4 0 29 4
"lncRNA_495" 6 17 28 2 21
"lncRNA_496" 2835 2097 2755 2986 2688
"lncRNA_497" 28 12 22 6 26
"lncRNA_498" 0 13 23 50 2
"lncRNA_499" 0 0 4 2 13
"lncRNA_500" 5 4 13 3 24
"lncRNA_501" 0 0 45 0 0
"lncRNA_502" 0 0 17 28 0
"lncRNA_503" 0 0 0 0 12
"lncRNA_504" 11 26 42 50 0
"lncRNA_505" 0 0 0 22 0
"lncRNA_506" 0 12 0 34 0
"lncRNA_507" 0 37 11 8 6
"lncRNA_508" 1 20 6 6 1
"lncRNA_509" 0 8 2 0 20
"lncRNA_510" 8 7 0 0 64
"lncRNA_511" 0 27 12 55 0
"lncRNA_512" 1 7 23 5 0
"lncRNA_513" 25 29 21 6 2
"lncRNA_514" 1 11 2 38 0
"lncRNA_515" 2 19 104 28 27
"lncRNA_516" 22 3 0 6 0
"lncRNA_517" 0 0 32 22 0
"lncRNA_518" 5 46 46 7 0
"lncRNA_519" 2 40 45 37 0
"lncRNA_520" 19 0 0 0 0
"lncRNA_521" 0 20 0 2 0
"lncRNA_522" 0 0 5 18 0
"lncRNA_523" 0 21 13 30 6
"lncRNA_524" 0 0 0 0 14
"lncRNA_525" 0 0 0 18 0
"lncRNA_526" 1 0 0 1 28
"lncRNA_527" 8 52 173 10 54
"lncRNA_528" 20 0 52 3 0
"lncRNA_529" 31 32 46 87 38
"lncRNA_530" 36 214 20 139 59
"lncRNA_533" 0 0 0 0 41
"lncRNA_534" 0 0 0 0 25
"lncRNA_535" 4 7 12 31 0
"lncRNA_536" 22 0 2 7 18
"lncRNA_537" 4 16 8 54 20
"lncRNA_538" 4 27 68 153 76
"lncRNA_539" 0 4 67 16 0
"lncRNA_540" 4 0 16 0 0
"lncRNA_541" 13 7 68 6 0
"lncRNA_542" 17 0 14 0 28
"lncRNA_543" 40 0 49 1 23
"lncRNA_544" 0 0 0 22 0
"lncRNA_545" 12 54 41 13 1
"lncRNA_546" 1 25 19 4 33
"lncRNA_547" 0 0 13 0 24
"lncRNA_548" 0 0 0 0 16
"lncRNA_549" 0 0 0 0 15
"lncRNA_550" 14 4 53 38 0
"lncRNA_551" 3 0 8 10 2
"lncRNA_552" 2 39 25 26 1
"lncRNA_553" 0 0 19 14 0
"lncRNA_554" 0 4 29 20 0
"lncRNA_555" 6 3 0 0 20
"lncRNA_556" 0 0 30 8 0
"lncRNA_557" 0 0 17 2 0
"lncRNA_558" 6 22 12 12 30
"lncRNA_559" 0 9 3 0 14
"lncRNA_560" 9 33 14 4 0
"lncRNA_561" 4 17 28 16 18
"lncRNA_562" 31 39 44 73 120
"lncRNA_563" 485 244 535 631 569
"lncRNA_564" 39 24 21 16 8
"lncRNA_565" 516 147 248 325 350
"lncRNA_566" 0 15 4 0 7
"lncRNA_567" 6 17 0 0 26
"lncRNA_568" 0 33 43 4 17
"lncRNA_569" 0 4 9 12 18
"lncRNA_570" 0 24 30 1 28
"lncRNA_571" 0 0 0 0 20
"lncRNA_572" 2 32 4 17 0
"lncRNA_573" 10 3 0 0 14
"lncRNA_574" 1 4 0 12 9
"lncRNA_575" 0 0 0 0 18
"lncRNA_576" 5 0 9 24 11
"lncRNA_577" 2 26 2 19 0
"lncRNA_578" 13 128 73 89 14
"lncRNA_579" 0 4 29 30 0
"lncRNA_580" 0 19 0 0 0
"lncRNA_581" 0 0 18 0 0
"lncRNA_582" 0 34 4 22 0
"lncRNA_583" 0 0 16 20 0
"lncRNA_584" 0 3 0 2 13
"lncRNA_585" 14 32 29 0 52
"lncRNA_586" 0 14 6 8 23
"lncRNA_587" 3 1 11 14 14
"lncRNA_588" 0 26 16 0 0
"lncRNA_589" 0 0 62 0 0
"lncRNA_590" 0 0 0 0 13
"lncRNA_591" 16 6 8 22 3
"lncRNA_592" 0 2 0 31 0
"lncRNA_593" 4 0 4 44 2
"lncRNA_594" 3 49 11 4 0
"lncRNA_595" 18 48 16 99 0
"lncRNA_596" 2 3 12 25 32
"lncRNA_598" 6 15 52 34 21
"lncRNA_599" 1 0 54 0 0
"lncRNA_600" 6 1 0 0 14
"lncRNA_601" 0 9 24 40 0
"lncRNA_602" 0 0 49 0 0
"lncRNA_603" 0 20 28 61 5
"lncRNA_604" 0 0 20 9 0
"lncRNA_605" 8 60 5 18 7
"lncRNA_606" 0 8 32 5 0
"lncRNA_607" 0 31 10 2 0
"lncRNA_608" 8 20 2 4 37
"lncRNA_609" 106 89 162 9 13
"lncRNA_610" 2 12 24 3 0
"lncRNA_611" 0 10 23 23 0
"lncRNA_612" 6 6 33 17 26
"lncRNA_613" 0 26 39 29 4
"lncRNA_614" 0 0 0 20 0
"lncRNA_615" 5 6 19 43 6
"lncRNA_616" 0 0 48 0 0
"lncRNA_617" 0 16 18 22 64
"lncRNA_618" 24 51 14 54 0
"lncRNA_619" 0 0 8 2 20
"lncRNA_620" 0 0 9 5 15
"lncRNA_621" 6 0 4 19 0
"lncRNA_622" 0 18 10 1 4
"lncRNA_623" 58 26 11 8 43
"lncRNA_624" 24 0 0 1 0
"lncRNA_625" 0 1 0 21 0
"lncRNA_626" 7 0 12 34 0
"lncRNA_627" 0 25 42 31 0
"lncRNA_628" 0 0 0 0 26
"lncRNA_630" 0 6 32 1 2
"lncRNA_631" 0 28 14 11 0
"lncRNA_632" 0 1 19 1 39
"lncRNA_633" 0 3 17 33 4
"lncRNA_634" 6 9 6 40 33
"lncRNA_635" 0 0 26 0 2
"lncRNA_636" 2 9 16 54 0
"lncRNA_637" 0 20 0 0 0
"lncRNA_638" 0 1 2 16 0
"lncRNA_639" 0 1 0 39 0
"lncRNA_640" 2 0 15 0 0
"lncRNA_641" 0 0 0 0 14
"lncRNA_642" 5 0 16 0 0
"lncRNA_643" 2 32 86 31 3
"lncRNA_644" 0 4 15 5 0
"lncRNA_645" 0 10 15 69 13
"lncRNA_646" 0 26 14 47 0
"lncRNA_647" 11 22 1 0 5
"lncRNA_648" 0 1 10 23 0
"lncRNA_649" 0 12 8 6 82
"lncRNA_651" 20 0 0 1 0
"lncRNA_652" 0 2 16 29 0
"lncRNA_653" 0 0 2 6 20
"lncRNA_654" 0 22 21 25 2
"lncRNA_655" 0 20 21 66 0
"lncRNA_656" 0 7 37 3 6
"lncRNA_657" 18 3 3 0 0
"lncRNA_658" 0 82 38 50 11
"lncRNA_659" 24 0 0 0 0
"lncRNA_660" 67 179 716 375 76
"lncRNA_661" 0 8 13 0 5
"lncRNA_662" 133 110 105 96 276
"lncRNA_663" 7 2 15 42 0
"lncRNA_664" 0 20 40 36 0
"lncRNA_665" 0 25 40 37 10
"lncRNA_666" 4 7 26 16 5
"lncRNA_667" 61 38 149 133 54
"lncRNA_669" 31 24 0 2 5
"lncRNA_671" 0 25 65 179 0
"lncRNA_672" 0 18 0 0 0
"lncRNA_673" 0 18 2 0 0
"lncRNA_674" 0 16 62 26 0
"lncRNA_675" 57 89 120 66 76
"lncRNA_676" 0 54 7 3 8
"lncRNA_677" 10 0 18 42 7
"lncRNA_678" 0 12 8 12 0
"lncRNA_679" 7 64 12 14 8
"lncRNA_680" 0 0 21 0 0
"lncRNA_681" 0 14 11 37 0
"lncRNA_682" 43 58 32 48 13
"lncRNA_683" 73 47 50 127 38
"lncRNA_684" 0 0 0 331 299
"lncRNA_685" 0 25 107 35 0
"lncRNA_686" 0 5 23 46 0
"lncRNA_687" 0 0 0 46 0
"lncRNA_688" 0 0 0 40 0
"lncRNA_689" 0 109 31 48 0
"lncRNA_691" 0 7 6 1 51
"lncRNA_692" 278 83 93 26 7
"lncRNA_693" 22 0 0 4 0
"lncRNA_694" 0 0 0 0 31
"lncRNA_695" 168 168 52 228 197
"lncRNA_696" 0 0 0 18 0
"lncRNA_697" 0 0 0 28 0
"lncRNA_698" 0 9 22 6 0
"lncRNA_699" 0 4 16 0 0
"lncRNA_700" 14 75 28 101 0
"lncRNA_702" 0 0 16 27 2
"lncRNA_703" 0 2 0 39 0
"lncRNA_704" 0 16 3 4 0
"lncRNA_705" 0 0 0 28 0
"lncRNA_706" 2 34 62 39 0
"lncRNA_707" 0 22 44 60 0
"lncRNA_708" 17 0 34 68 6
"lncRNA_709" 0 18 0 0 6
"lncRNA_710" 21 16 0 0 3
"lncRNA_711" 21 0 2 4 0
"lncRNA_712" 28 0 38 0 0
"lncRNA_713" 6 7 36 6 0
"lncRNA_714" 24 0 2 0 0
"lncRNA_715" 65 183 79 249 158
"lncRNA_716" 26 1 2 7 3
"lncRNA_717" 0 461 18 1 13
"lncRNA_718" 0 0 0 22 0
"lncRNA_719" 0 8 2 27 0
"lncRNA_720" 1 41 11 13 0
"lncRNA_721" 34 26 68 60 17
"lncRNA_722" 2 33 4 14 0
"lncRNA_723" 5 26 0 4 20
"lncRNA_724" 0 15 13 18 0
"lncRNA_725" 4 0 34 2 8
"lncRNA_726" 0 0 0 27 0
"lncRNA_727" 16 9 6 42 36
"lncRNA_728" 0 8 23 14 0
"lncRNA_729" 0 27 6 19 8
"lncRNA_730" 10 28 0 0 0
"lncRNA_731" 12 0 0 0 2
"lncRNA_732" 0 0 20 0 0
"lncRNA_733" 0 0 10 0 12
"lncRNA_734" 175 252 30 95 82
"lncRNA_735" 14 5 4 4 17
"lncRNA_736" 820 51 275 161 286
"lncRNA_737" 6 14 0 0 4
"lncRNA_738" 53 109 155 102 58
"lncRNA_739" 27 18 2 50 28
"lncRNA_740" 2 21 0 6 0
"lncRNA_741" 0 7 28 36 1
"lncRNA_742" 0 21 84 22 0
"lncRNA_743" 0 4 9 29 0
"lncRNA_744" 2 37 29 8 0
"lncRNA_745" 0 11 19 68 0
"lncRNA_746" 1 27 88 63 0
"lncRNA_747" 0 18 0 0 20
"lncRNA_748" 0 6 24 21 27
"lncRNA_749" 0 21 27 0 0
"lncRNA_750" 8 0 0 26 0
"lncRNA_751" 0 64 6 39 26
"lncRNA_752" 0 8 0 0 26
"lncRNA_753" 0 0 61 0 0
"lncRNA_754" 0 1 40 0 0
"lncRNA_755" 0 21 59 35 0
"lncRNA_756" 73 74 33 27 25
"lncRNA_757" 309 190 98 358 153
"lncRNA_758" 0 0 4 52 0
"lncRNA_759" 790 295 434 341 232
"lncRNA_760" 946 122 130 91 95
"lncRNA_761" 40 12 47 2 12
"lncRNA_762" 0 0 3 44 12
"lncRNA_763" 6 14 8 1 1
"lncRNA_764" 3 18 16 7 56
"lncRNA_765" 1 19 17 57 28
"lncRNA_766" 0 6 30 0 0
"lncRNA_767" 0 30 0 0 0
"lncRNA_768" 0 21 5 2 0
"lncRNA_769" 33 42 104 51 18
"lncRNA_770" 4 66 57 68 27
"lncRNA_771" 0 4 22 0 0
"lncRNA_772" 9 4 25 28 4
"lncRNA_773" 0 0 22 0 0
"lncRNA_774" 0 37 81 64 0
"lncRNA_775" 3 60 19 44 21
"lncRNA_776" 0 6 5 42 0
"lncRNA_777" 0 0 7 85 17
"lncRNA_778" 61 6 22 28 10
"lncRNA_779" 18 16 76 38 22
"lncRNA_780" 6 8 12 2 14
"lncRNA_781" 0 25 5 4 0
"lncRNA_784" 0 24 11 128 1
"lncRNA_785" 58 26 68 32 23
"lncRNA_786" 22 46 33 3 11
"lncRNA_787" 0 0 0 0 6
"lncRNA_788" 2 19 21 2 0
"lncRNA_789" 7 18 0 5 4
"lncRNA_790" 0 31 18 4 0
"lncRNA_791" 2 2 0 2 10
"lncRNA_792" 0 0 45 0 0
"lncRNA_793" 1 49 6 13 0
"lncRNA_794" 0 0 32 2 3
"lncRNA_796" 44 17 8 8 19
"lncRNA_797" 0 26 20 28 0
"lncRNA_798" 5 12 39 6 1
"lncRNA_799" 6 44 5 0 0
"lncRNA_800" 9 33 0 3 2
"lncRNA_801" 0 39 2 10 6
"lncRNA_802" 15 9 2 89 0
"lncRNA_803" 0 27 0 2 0
"lncRNA_804" 47 29 32 145 0
"lncRNA_805" 0 32 0 109 3
"lncRNA_806" 0 38 0 0 0
"lncRNA_807" 24 5 0 5 0
"lncRNA_808" 0 0 0 0 8
"lncRNA_809" 0 0 20 0 0
"lncRNA_810" 0 0 40 0 0
"lncRNA_811" 0 2 4 55 0
"lncRNA_812" 0 14 31 8 2
"lncRNA_813" 13 57 31 20 11
"lncRNA_814" 7 110 24 35 2
"lncRNA_815" 0 11 37 116 0
"lncRNA_816" 3 34 25 43 2
"lncRNA_817" 0 4 0 0 12
"lncRNA_818" 0 0 5 0 16
"lncRNA_819" 0 0 70 31 21
"lncRNA_820" 6 0 1 10 18
"lncRNA_821" 64 102 65 95 25
"lncRNA_822" 0 0 4 17 0
"lncRNA_823" 30 4 2 36 2
"lncRNA_824" 2 0 20 2 0
"lncRNA_825" 0 0 0 0 20
"lncRNA_826" 24 30 11 85 8
"lncRNA_827" 19 34 6 1 23
"lncRNA_828" 0 10 8 61 0
"lncRNA_829" 0 0 0 0 16
"lncRNA_830" 1 10 28 21 0
"lncRNA_831" 0 7 0 0 16
"lncRNA_832" 0 26 27 33 0
"lncRNA_833" 0 49 33 27 12
"lncRNA_834" 22 1 34 0 0
"lncRNA_835" 13 54 24 62 42
"lncRNA_836" 0 0 31 10 0
"lncRNA_837" 0 2 3 26 0
"lncRNA_838" 3 18 10 6 2
"lncRNA_839" 0 24 5 8 2
"lncRNA_840" 4 5 33 1 12
"lncRNA_841" 0 29 106 47 17
"lncRNA_842" 7 10 24 0 6
"lncRNA_843" 0 2 8 6 15
"lncRNA_844" 2 109 47 2 0
"lncRNA_845" 136 104 244 208 84
"lncRNA_846" 0 0 15 0 11
"lncRNA_847" 0 0 7 0 16
"lncRNA_848" 9 0 26 1 20
"lncRNA_849" 0 5 23 20 0
"lncRNA_850" 0 2 34 0 4
"lncRNA_851" 0 0 18 8 0
"lncRNA_852" 0 53 51 26 1
"lncRNA_853" 2 21 11 33 0
"lncRNA_854" 3 0 0 1 16
"lncRNA_855" 0 27 155 113 24
"lncRNA_856" 0 0 0 28 0
"lncRNA_857" 0 9 6 1 22
"lncRNA_858" 0 23 0 23 16
"lncRNA_859" 0 18 2 15 0
"lncRNA_860" 81 73 68 79 116
"lncRNA_861" 249 348 256 304 484
"lncRNA_862" 16 13 0 76 0
"lncRNA_864" 0 86 104 82 4
"lncRNA_865" 0 0 78 33 0
"lncRNA_866" 40 0 0 0 0
"lncRNA_867" 62 6 0 2 0
"lncRNA_868" 0 2 10 0 151
"lncRNA_869" 0 0 83 25 0
"lncRNA_870" 10 2 14 3 9
"lncRNA_871" 2 10 11 48 2
"lncRNA_872" 0 0 0 0 11
"lncRNA_873" 0 14 36 72 12
"lncRNA_874" 0 29 10 24 0
"lncRNA_875" 145 4 85 24 58
"lncRNA_876" 0 0 14 0 0
"lncRNA_877" 0 0 27 17 0
"lncRNA_878" 11 4 28 0 1
"lncRNA_879" 2 28 39 5 0
"lncRNA_880" 0 27 0 2 16
"lncRNA_881" 24 167 0 35 61
"lncRNA_882" 0 17 9 22 0
"lncRNA_883" 23 1 10 2 0
"lncRNA_884" 0 14 5 45 0
"lncRNA_885" 8 72 58 73 0
"lncRNA_886" 12 36 7 10 21
"lncRNA_887" 130 5 0 6 10
"lncRNA_888" 16 4 33 36 0
"lncRNA_889" 0 9 4 0 14
"lncRNA_890" 9 17 0 4 21
"lncRNA_891" 23 6 0 0 0
"lncRNA_892" 1209 738 1453 885 567
"lncRNA_893" 14 10 7 21 0
"lncRNA_894" 0 0 0 0 10
"lncRNA_896" 0 8 23 45 0
"lncRNA_897" 0 19 0 5 0
"lncRNA_898" 145 1073 199 322 289
"lncRNA_899" 18 0 0 0 0
"lncRNA_900" 3 20 37 23 0
"lncRNA_901" 27 66 64 26 52
"lncRNA_902" 53 18 8 14 16
"lncRNA_903" 7 10 56 11 0
"lncRNA_904" 5 0 0 0 14
"lncRNA_905" 0 24 0 0 0
"lncRNA_906" 18 2 27 12 35
"lncRNA_907" 5 3 58 0 0
"lncRNA_908" 28 17 22 50 31
"lncRNA_909" 10 4 21 14 0
"lncRNA_910" 0 0 2 19 0
"lncRNA_911" 43 1 22 6 3
"lncRNA_912" 5 4 11 24 0
"lncRNA_913" 0 30 8 51 2
