readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	21376	1077918
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	64530	203706
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	29060	130150
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	30070	119208
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	30009	114515
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	40535	153980
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-79-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	294066	1812853
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	158744	698199
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	50900	222853
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	49869	312610
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	49827	238312
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	52576	291240
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	585036	4325963
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	78434	390399
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	17396	91037
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	16449	173507
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	16677	94411
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	19203	110108
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	203691	1715399
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	58803	148670
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	15249	46242
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	13991	45443
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	14840	54883
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	17530	64392
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	211920	1095906
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	18484	55277
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	4099	16187
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2718	10005
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2299	7458
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	2660	11602
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	25889	1119058
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	73375	277469
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	32220	128334
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	33394	114903
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	32891	119458
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	41958	175432
/home/shared/8TB_HDD_02/shedurkin/deep-dive-expression/E-Peve/output/05-Peve-sRNA-ShortStack_4.1.0/ShortStack_out/POR-82-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	333583	1779072
