"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"21","GO:0000987","cis-regulatory region sequence-specific DNA binding",113,13,17.67,0.03002,"Molecular.Function","Cluster_15340"
"22","GO:0004197","cysteine-type endopeptidase activity",18,6,2.81,0.04943,"Molecular.Function","Cluster_15340"
"23","GO:0001843","neural tube closure",7,3,0.68,0.023,"Biological.Process","Cluster_3366"
"24","GO:0002042","cell migration involved in sprouting angiogenesis",7,3,0.68,0.023,"Biological.Process","Cluster_3366"
"25","GO:0001818","negative regulation of cytokine production",18,5,1.74,0.024,"Biological.Process","Cluster_3366"
"26","GO:0002064","epithelial cell development",4,2,0.39,0.049,"Biological.Process","Cluster_3366"
"27","GO:0001708","cell fate specification",4,2,0.39,0.049,"Biological.Process","Cluster_3366"
"28","GO:0003964","RNA-directed DNA polymerase activity",135,27,14.21,0.00059,"Molecular.Function","Cluster_3366"
"29","GO:0003676","nucleic acid binding",510,53,53.69,9e-04,"Molecular.Function","Cluster_3366"
"30","GO:0000016","lactase activity",4,3,0.42,0.00426,"Molecular.Function","Cluster_3366"
"31","GO:0003824","catalytic activity",1058,125,111.39,0.00536,"Molecular.Function","Cluster_3366"
"32","GO:0005201","extracellular matrix structural constituent",17,5,1.79,0.02668,"Molecular.Function","Cluster_3366"
"33","GO:0001540","amyloid-beta binding",24,6,2.53,0.03394,"Molecular.Function","Cluster_3366"
"34","GO:0004252","serine-type endopeptidase activity",53,10,5.58,0.04624,"Molecular.Function","Cluster_3366"
"35","GO:0001843","neural tube closure",7,3,0.68,0.023,"Biological.Process","Cluster_3367"
"36","GO:0002042","cell migration involved in sprouting angiogenesis",7,3,0.68,0.023,"Biological.Process","Cluster_3367"
"37","GO:0001818","negative regulation of cytokine production",18,5,1.74,0.024,"Biological.Process","Cluster_3367"
"38","GO:0002064","epithelial cell development",4,2,0.39,0.049,"Biological.Process","Cluster_3367"
"39","GO:0001708","cell fate specification",4,2,0.39,0.049,"Biological.Process","Cluster_3367"
"40","GO:0003964","RNA-directed DNA polymerase activity",135,27,13.69,0.00032,"Molecular.Function","Cluster_3367"
"41","GO:0003676","nucleic acid binding",510,53,51.72,5e-04,"Molecular.Function","Cluster_3367"
"42","GO:0000016","lactase activity",4,3,0.41,0.00382,"Molecular.Function","Cluster_3367"
"43","GO:0003824","catalytic activity",1058,117,107.29,0.0228,"Molecular.Function","Cluster_3367"
"44","GO:0004252","serine-type endopeptidase activity",53,10,5.37,0.03706,"Molecular.Function","Cluster_3367"
"45","GO:0015969","guanosine tetraphosphate metabolic process",9,3,0.27,0.0019,"Biological.Process","Cluster_5012"
"46","GO:0006623","protein targeting to vacuole",1,1,0.03,0.0303,"Biological.Process","Cluster_5012"
"47","GO:0001706","endoderm formation",1,1,0.03,0.0303,"Biological.Process","Cluster_5012"
"48","GO:0006527","arginine catabolic process",1,1,0.03,0.0303,"Biological.Process","Cluster_5012"
"49","GO:0004674","protein serine/threonine kinase activity",55,7,1.96,0.0029,"Molecular.Function","Cluster_5012"
"50","GO:0004197","cysteine-type endopeptidase activity",18,3,0.64,0.0242,"Molecular.Function","Cluster_5012"
"51","GO:0005524","ATP binding",269,16,9.57,0.0258,"Molecular.Function","Cluster_5012"
"52","GO:0004321","fatty-acyl-CoA synthase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"53","GO:0004325","ferrochelatase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"54","GO:0004818","glutamate-tRNA ligase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"55","GO:0000254","C-4 methylsterol oxidase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"56","GO:0000033","alpha-1,3-mannosyltransferase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"57","GO:0004458","D-lactate dehydrogenase (cytochrome) activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"58","GO:0004736","pyruvate carboxylase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"59","GO:0004494","methylmalonyl-CoA mutase activity",1,1,0.04,0.0356,"Molecular.Function","Cluster_5012"
"60","GO:0001707","mesoderm formation",4,2,0.06,0.0015,"Biological.Process","Cluster_1832"
"61","GO:0036158","outer dynein arm assembly",1,1,0.02,0.0162,"Biological.Process","Cluster_1832"
"62","GO:0002943","tRNA dihydrouridine synthesis",1,1,0.02,0.0162,"Biological.Process","Cluster_1832"
"63","GO:0000972","transcription-dependent tethering of RNA polymerase...",1,1,0.02,0.0162,"Biological.Process","Cluster_1832"
"64","GO:0001704","formation of primary germ layer",6,3,0.1,0.0295,"Biological.Process","Cluster_1832"
"65","GO:0003341","cilium movement",22,2,0.36,0.0476,"Biological.Process","Cluster_1832"
"66","GO:0003964","RNA-directed DNA polymerase activity",135,8,2.38,0.0021,"Molecular.Function","Cluster_1832"
"67","GO:0008170","N-methyltransferase activity",1,1,0.02,0.0176,"Molecular.Function","Cluster_1832"
"68","GO:0003913","DNA photolyase activity",1,1,0.02,0.0176,"Molecular.Function","Cluster_1832"
"69","GO:0005085","guanyl-nucleotide exchange factor activity",12,2,0.21,0.0179,"Molecular.Function","Cluster_1832"
"70","GO:0000774","adenyl-nucleotide exchange factor activity",2,1,0.04,0.0349,"Molecular.Function","Cluster_1832"
"71","GO:0004016","adenylate cyclase activity",2,1,0.04,0.0349,"Molecular.Function","Cluster_1832"
"72","GO:0005507","copper ion binding",18,2,0.32,0.0388,"Molecular.Function","Cluster_1832"
"73","GO:0003417","growth plate cartilage development",2,2,0.1,0.0026,"Biological.Process","Cluster_15928"
"74","GO:0001945","lymph vessel development",5,2,0.26,0.0236,"Biological.Process","Cluster_15928"
"75","GO:0001843","neural tube closure",7,2,0.36,0.0463,"Biological.Process","Cluster_15928"
"76","GO:0004566","beta-glucuronidase activity",2,2,0.09,0.002,"Molecular.Function","Cluster_15928"
"77","GO:0000146","microfilament motor activity",10,3,0.45,0.0085,"Molecular.Function","Cluster_15928"
"78","GO:0000340","RNA 7-methylguanosine cap binding",4,2,0.18,0.0114,"Molecular.Function","Cluster_15928"
"79","GO:0001786","phosphatidylserine binding",4,2,0.18,0.0114,"Molecular.Function","Cluster_15928"
"80","GO:0000987","cis-regulatory region sequence-specific DNA binding",113,11,5.09,0.0135,"Molecular.Function","Cluster_15928"
"81","GO:0003964","RNA-directed DNA polymerase activity",135,11,6.08,0.0384,"Molecular.Function","Cluster_15928"
"82","GO:0001228","DNA-binding transcription activator activity, RNA p...",1,1,0.05,0.0451,"Molecular.Function","Cluster_15928"
"83","GO:0004494","methylmalonyl-CoA mutase activity",1,1,0.05,0.0451,"Molecular.Function","Cluster_15928"
"84","GO:0003980","UDP-glucose:glycoprotein glucosyltransferase activi...",1,1,0.05,0.0451,"Molecular.Function","Cluster_15928"
"85","GO:0003878","ATP citrate synthase activity",1,1,0.05,0.0451,"Molecular.Function","Cluster_15928"
"86","GO:0004748","ribonucleoside-diphosphate reductase activity, thio...",1,1,0.05,0.0451,"Molecular.Function","Cluster_15928"
"87","GO:0004441","inositol-1,4-bisphosphate 1-phosphatase activity",1,1,0.05,0.0451,"Molecular.Function","Cluster_15928"
"88","GO:0006598","polyamine catabolic process",2,2,0.17,0.0074,"Biological.Process","Cluster_18728"
"89","GO:0001503","ossification",43,11,3.72,0.0079,"Biological.Process","Cluster_18728"
"90","GO:0001649","osteoblast differentiation",27,6,2.34,0.0243,"Biological.Process","Cluster_18728"
"91","GO:0003676","nucleic acid binding",510,59,41.12,4.1e-07,"Molecular.Function","Cluster_18728"
"92","GO:0003964","RNA-directed DNA polymerase activity",135,27,10.89,5e-06,"Molecular.Function","Cluster_18728"
"93","GO:0003677","DNA binding",268,29,21.61,0.012,"Molecular.Function","Cluster_18728"
"94","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",10,3,0.81,0.041,"Molecular.Function","Cluster_18728"
"95","GO:0005201","extracellular matrix structural constituent",17,4,1.37,0.042,"Molecular.Function","Cluster_18728"
"96","GO:0000045","autophagosome assembly",7,3,0.48,0.0091,"Biological.Process","Cluster_17776"
"97","GO:0003341","cilium movement",22,5,1.52,0.0145,"Biological.Process","Cluster_17776"
"98","GO:0002064","epithelial cell development",4,2,0.28,0.0258,"Biological.Process","Cluster_17776"
"99","GO:0000731","DNA synthesis involved in DNA repair",4,2,0.28,0.0258,"Biological.Process","Cluster_17776"
"100","GO:0003179","heart valve morphogenesis",4,2,0.28,0.0258,"Biological.Process","Cluster_17776"
"101","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",10,3,0.69,0.0268,"Biological.Process","Cluster_17776"
"102","GO:0003676","nucleic acid binding",510,47,37.71,8e-04,"Molecular.Function","Cluster_17776"
"103","GO:0003777","microtubule motor activity",16,5,1.18,0.0047,"Molecular.Function","Cluster_17776"
"104","GO:0000987","cis-regulatory region sequence-specific DNA binding",113,7,8.36,0.0097,"Molecular.Function","Cluster_17776"
"105","GO:0005509","calcium ion binding",69,10,5.1,0.0283,"Molecular.Function","Cluster_17776"
"106","GO:0001707","mesoderm formation",4,3,0.23,0.00074,"Biological.Process","Cluster_16409"
"107","GO:0001867","complement activation, lectin pathway",16,5,0.94,0.00159,"Biological.Process","Cluster_16409"
"108","GO:0000266","mitochondrial fission",4,2,0.23,0.01876,"Biological.Process","Cluster_16409"
"109","GO:0000146","microfilament motor activity",10,4,0.68,0.0031,"Molecular.Function","Cluster_16409"
"110","GO:0004517","nitric-oxide synthase activity",2,2,0.14,0.0045,"Molecular.Function","Cluster_16409"
"111","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",2,2,0.14,0.0045,"Molecular.Function","Cluster_16409"
"112","GO:0005200","structural constituent of cytoskeleton",4,2,0.27,0.0249,"Molecular.Function","Cluster_16409"
"113","GO:0004126","cytidine deaminase activity",5,2,0.34,0.0397,"Molecular.Function","Cluster_16409"
"114","GO:0003676","nucleic acid binding",510,35,34.48,0.0415,"Molecular.Function","Cluster_16409"
"115","GO:0002221","pattern recognition receptor signaling pathway",11,3,0.29,0.0025,"Biological.Process","Cluster_1951"
"116","GO:0006468","protein phosphorylation",13,2,0.35,0.0263,"Biological.Process","Cluster_1951"
"117","GO:0002021","response to dietary excess",1,1,0.03,0.0268,"Biological.Process","Cluster_1951"
"118","GO:0000390","spliceosomal complex disassembly",1,1,0.03,0.0268,"Biological.Process","Cluster_1951"
"119","GO:0000472","endonucleolytic cleavage to generate mature 5'-end ...",1,1,0.03,0.0268,"Biological.Process","Cluster_1951"
"120","GO:0006623","protein targeting to vacuole",1,1,0.03,0.0268,"Biological.Process","Cluster_1951"
"121","GO:0002684","positive regulation of immune system process",45,5,1.2,0.0488,"Biological.Process","Cluster_1951"
"122","GO:0005509","calcium ion binding",69,6,1.82,0.0089,"Molecular.Function","Cluster_1951"
"123","GO:0000400","four-way junction DNA binding",1,1,0.03,0.0264,"Molecular.Function","Cluster_1951"
"124","GO:0003878","ATP citrate synthase activity",1,1,0.03,0.0264,"Molecular.Function","Cluster_1951"
"125","GO:0003958","NADPH-hemoprotein reductase activity",1,1,0.03,0.0264,"Molecular.Function","Cluster_1951"
"126","GO:0003989","acetyl-CoA carboxylase activity",1,1,0.03,0.0264,"Molecular.Function","Cluster_1951"
"127","GO:0005362","low-affinity D-glucose:sodium symporter activity",1,1,0.03,0.0264,"Molecular.Function","Cluster_1951"
"128","GO:0004402","histone acetyltransferase activity",1,1,0.03,0.0264,"Molecular.Function","Cluster_1951"
"129","GO:0005044","scavenger receptor activity",13,2,0.34,0.0445,"Molecular.Function","Cluster_1951"
"130","GO:0001933","negative regulation of protein phosphorylation",5,3,0.21,0.00064,"Biological.Process","Cluster_3250"
"131","GO:0003417","growth plate cartilage development",2,2,0.08,0.0017,"Biological.Process","Cluster_3250"
"132","GO:0003341","cilium movement",22,5,0.91,0.00894,"Biological.Process","Cluster_3250"
"133","GO:0001649","osteoblast differentiation",27,4,1.12,0.02307,"Biological.Process","Cluster_3250"
"134","GO:0000492","box C/D snoRNP assembly",1,1,0.04,0.04155,"Biological.Process","Cluster_3250"
"135","GO:0000390","spliceosomal complex disassembly",1,1,0.04,0.04155,"Biological.Process","Cluster_3250"
"136","GO:0003351","epithelial cilium movement involved in extracellula...",1,1,0.04,0.04155,"Biological.Process","Cluster_3250"
"137","GO:0007268","chemical synaptic transmission",1,1,0.04,0.04155,"Biological.Process","Cluster_3250"
"138","GO:0006527","arginine catabolic process",1,1,0.04,0.04155,"Biological.Process","Cluster_3250"
"139","GO:0016311","dephosphorylation",1,1,0.04,0.04155,"Biological.Process","Cluster_3250"
"140","GO:0005198","structural molecule activity",54,7,2.7,0.009,"Molecular.Function","Cluster_3250"
"141","GO:0003677","DNA binding",268,20,13.4,0.013,"Molecular.Function","Cluster_3250"
"142","GO:0003676","nucleic acid binding",510,35,25.5,0.016,"Molecular.Function","Cluster_3250"
"143","GO:0004715","non-membrane spanning protein tyrosine kinase activ...",6,2,0.3,0.033,"Molecular.Function","Cluster_3250"
"144","GO:0001666","response to hypoxia",14,5,0.87,0.001,"Biological.Process","Cluster_1862"
"145","GO:0001889","liver development",8,3,0.5,0.01,"Biological.Process","Cluster_1862"
"146","GO:0006886","intracellular protein transport",4,3,0.25,0.011,"Biological.Process","Cluster_1862"
"147","GO:0000122","negative regulation of transcription by RNA polymer...",140,15,8.68,0.021,"Biological.Process","Cluster_1862"
"148","GO:0003964","RNA-directed DNA polymerase activity",135,25,11.46,0.00011,"Molecular.Function","Cluster_1862"
"149","GO:0003676","nucleic acid binding",510,55,43.28,0.00125,"Molecular.Function","Cluster_1862"
"150","GO:0005044","scavenger receptor activity",13,5,1.1,0.00308,"Molecular.Function","Cluster_1862"
"151","GO:0003824","catalytic activity",1058,95,89.78,0.00666,"Molecular.Function","Cluster_1862"
"152","GO:0005506","iron ion binding",31,7,2.63,0.013,"Molecular.Function","Cluster_1862"
"153","GO:0005319","lipid transporter activity",3,2,0.25,0.02031,"Molecular.Function","Cluster_1862"
"154","GO:0003925","G protein activity",4,2,0.34,0.03836,"Molecular.Function","Cluster_1862"
"155","GO:0001707","mesoderm formation",4,2,0.17,0.01,"Biological.Process","Cluster_10093"
"156","GO:0000390","spliceosomal complex disassembly",1,1,0.04,0.042,"Biological.Process","Cluster_10093"
"157","GO:0000722","telomere maintenance via recombination",1,1,0.04,0.042,"Biological.Process","Cluster_10093"
"158","GO:0000183","rDNA heterochromatin formation",1,1,0.04,0.042,"Biological.Process","Cluster_10093"
"159","GO:0006884","cell volume homeostasis",1,1,0.04,0.042,"Biological.Process","Cluster_10093"
"160","GO:0002088","lens development in camera-type eye",1,1,0.04,0.042,"Biological.Process","Cluster_10093"
"161","GO:0003676","nucleic acid binding",510,43,30.17,1.2e-05,"Molecular.Function","Cluster_10093"
"162","GO:0005506","iron ion binding",31,7,1.83,0.0018,"Molecular.Function","Cluster_10093"
"163","GO:0003964","RNA-directed DNA polymerase activity",135,17,7.99,0.0021,"Molecular.Function","Cluster_10093"
"164","GO:0004126","cytidine deaminase activity",5,2,0.3,0.0309,"Molecular.Function","Cluster_10093"
"165","GO:0001895","retina homeostasis",2,1,0.04,0.036,"Biological.Process","Cluster_2463"
"166","GO:0001503","ossification",43,3,0.79,0.041,"Biological.Process","Cluster_2463"
"167","GO:0003824","catalytic activity",1058,30,27.57,0.0052,"Molecular.Function","Cluster_2463"
"168","GO:0003964","RNA-directed DNA polymerase activity",135,9,3.52,0.0075,"Molecular.Function","Cluster_2463"
"169","GO:0005298","proline:sodium symporter activity",1,1,0.03,0.0261,"Molecular.Function","Cluster_2463"
"170","GO:0004637","phosphoribosylamine-glycine ligase activity",1,1,0.03,0.0261,"Molecular.Function","Cluster_2463"
"171","GO:0004802","transketolase activity",1,1,0.03,0.0261,"Molecular.Function","Cluster_2463"
"172","GO:0008641","ubiquitin-like modifier activating enzyme activity",1,1,0.03,0.0261,"Molecular.Function","Cluster_2463"
"173","GO:0005436","sodium:phosphate symporter activity",1,1,0.03,0.0261,"Molecular.Function","Cluster_2463"
"174","GO:0000165","MAPK cascade",36,7,1.93,0.0023,"Biological.Process","Cluster_2859"
"175","GO:0001895","retina homeostasis",2,2,0.11,0.0028,"Biological.Process","Cluster_2859"
"176","GO:0001934","positive regulation of protein phosphorylation",4,2,0.21,0.0158,"Biological.Process","Cluster_2859"
"177","GO:0001782","B cell homeostasis",7,3,0.37,0.036,"Biological.Process","Cluster_2859"
"178","GO:0001525","angiogenesis",37,5,1.98,0.0401,"Biological.Process","Cluster_2859"
"179","GO:0000077","DNA damage checkpoint signaling",7,2,0.37,0.0498,"Biological.Process","Cluster_2859"
"180","GO:0001843","neural tube closure",7,2,0.37,0.0498,"Biological.Process","Cluster_2859"
"181","GO:0003824","catalytic activity",1058,56,48.43,2e-04,"Molecular.Function","Cluster_2859"
"182","GO:0004365","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (ph...",2,2,0.09,0.0021,"Molecular.Function","Cluster_2859"
"183","GO:0003676","nucleic acid binding",510,24,23.35,0.0154,"Molecular.Function","Cluster_2859"
"184","GO:0003964","RNA-directed DNA polymerase activity",135,12,6.18,0.0188,"Molecular.Function","Cluster_2859"
"185","GO:0005044","scavenger receptor activity",13,3,0.6,0.0191,"Molecular.Function","Cluster_2859"
"186","GO:0050218","propionate-CoA ligase activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"187","GO:0005298","proline:sodium symporter activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"188","GO:0002134","UTP binding",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"189","GO:0005080","protein kinase C binding",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"190","GO:0002161","aminoacyl-tRNA editing activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"191","GO:0015175","neutral L-amino acid transmembrane transporter acti...",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"192","GO:0003923","GPI-anchor transamidase activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"193","GO:0004013","adenosylhomocysteinase activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"194","GO:0004109","coproporphyrinogen oxidase activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"195","GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activit...",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"196","GO:0003878","ATP citrate synthase activity",1,1,0.05,0.0458,"Molecular.Function","Cluster_2859"
"197","GO:0001658","branching involved in ureteric bud morphogenesis",4,2,0.14,0.0072,"Biological.Process","Cluster_15775"
"198","GO:0002064","epithelial cell development",4,2,0.14,0.0072,"Biological.Process","Cluster_15775"
"199","GO:0000183","rDNA heterochromatin formation",1,1,0.04,0.0359,"Biological.Process","Cluster_15775"
"200","GO:0001573","ganglioside metabolic process",1,1,0.04,0.0359,"Biological.Process","Cluster_15775"
"201","GO:0032923","organic phosphonate biosynthetic process",1,1,0.04,0.0359,"Biological.Process","Cluster_15775"
"202","GO:0006623","protein targeting to vacuole",1,1,0.04,0.0359,"Biological.Process","Cluster_15775"
"203","GO:0006513","protein monoubiquitination",1,1,0.04,0.0359,"Biological.Process","Cluster_15775"
"204","GO:0000413","protein peptidyl-prolyl isomerization",9,2,0.32,0.0387,"Biological.Process","Cluster_15775"
"205","GO:0003341","cilium movement",22,3,0.79,0.0415,"Biological.Process","Cluster_15775"
"206","GO:0003824","catalytic activity",1058,64,64.82,5e-05,"Molecular.Function","Cluster_15775"
"207","GO:0003964","RNA-directed DNA polymerase activity",135,19,8.27,0.00042,"Molecular.Function","Cluster_15775"
"208","GO:0003676","nucleic acid binding",510,40,31.25,0.00618,"Molecular.Function","Cluster_15775"
"209","GO:0003682","chromatin binding",14,3,0.86,0.0499,"Molecular.Function","Cluster_15775"
"210","GO:0000082","G1/S transition of mitotic cell cycle",105,16,7.17,0.0013,"Biological.Process","Cluster_10057"
"211","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening",2,2,0.14,0.0046,"Biological.Process","Cluster_10057"
"212","GO:0001817","regulation of cytokine production",23,4,1.57,0.0397,"Biological.Process","Cluster_10057"
"213","GO:0003676","nucleic acid binding",510,42,31.25,2.3e-05,"Molecular.Function","Cluster_10057"
"214","GO:0001409","guanine nucleotide transmembrane transporter activi...",35,10,2.14,2.8e-05,"Molecular.Function","Cluster_10057"
"215","GO:0003746","translation elongation factor activity",7,3,0.43,0.0066,"Molecular.Function","Cluster_10057"
"216","GO:0003964","RNA-directed DNA polymerase activity",135,15,8.27,0.0163,"Molecular.Function","Cluster_10057"
"217","GO:0005200","structural constituent of cytoskeleton",4,2,0.25,0.0206,"Molecular.Function","Cluster_10057"
"218","GO:0001755","neural crest cell migration",2,1,0.03,0.034,"Biological.Process","Cluster_5899"
"219","GO:0000423","mitophagy",2,1,0.03,0.034,"Biological.Process","Cluster_5899"
"220","GO:0000050","urea cycle",2,1,0.03,0.034,"Biological.Process","Cluster_5899"
"221","GO:0002121","inter-male aggressive behavior",2,1,0.03,0.034,"Biological.Process","Cluster_5899"
"222","GO:0003756","protein disulfide isomerase activity",5,2,0.12,0.0052,"Molecular.Function","Cluster_5899"
"223","GO:0005242","inward rectifier potassium channel activity",9,2,0.21,0.0177,"Molecular.Function","Cluster_5899"
"224","GO:0008768","UDP-sugar diphosphatase activity",1,1,0.02,0.0236,"Molecular.Function","Cluster_5899"
"225","GO:0003980","UDP-glucose:glycoprotein glucosyltransferase activi...",1,1,0.02,0.0236,"Molecular.Function","Cluster_5899"
"226","GO:0001054","RNA polymerase I activity",1,1,0.02,0.0236,"Molecular.Function","Cluster_5899"
"227","GO:0050218","propionate-CoA ligase activity",1,1,0.02,0.0236,"Molecular.Function","Cluster_5899"
"228","GO:0005085","guanyl-nucleotide exchange factor activity",12,2,0.28,0.0311,"Molecular.Function","Cluster_5899"
"229","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.18,0.0377,"Molecular.Function","Cluster_5899"
"230","GO:0004176","ATP-dependent peptidase activity",2,1,0.05,0.0466,"Molecular.Function","Cluster_5899"
"231","GO:0005353","fructose transmembrane transporter activity",2,1,0.05,0.0466,"Molecular.Function","Cluster_5899"
"232","GO:0004660","protein farnesyltransferase activity",2,1,0.05,0.0466,"Molecular.Function","Cluster_5899"
"233","GO:0001822","kidney development",65,13,6.32,0.0075,"Biological.Process","Cluster_4220"
"234","GO:0002790","peptide secretion",2,2,0.19,0.0094,"Biological.Process","Cluster_4220"
"235","GO:0000122","negative regulation of transcription by RNA polymer...",140,21,13.61,0.0235,"Biological.Process","Cluster_4220"
"236","GO:0001558","regulation of cell growth",3,2,0.29,0.0263,"Biological.Process","Cluster_4220"
"237","GO:0000281","mitotic cytokinesis",15,4,1.46,0.0499,"Biological.Process","Cluster_4220"
"238","GO:0003676","nucleic acid binding",510,76,53.69,3.3e-07,"Molecular.Function","Cluster_4220"
"239","GO:0003964","RNA-directed DNA polymerase activity",135,27,14.21,0.00059,"Molecular.Function","Cluster_4220"
"240","GO:0003824","catalytic activity",1058,123,111.39,0.00074,"Molecular.Function","Cluster_4220"
"241","GO:0004609","phosphatidylserine decarboxylase activity",13,5,1.37,0.00789,"Molecular.Function","Cluster_4220"
"242","GO:0004176","ATP-dependent peptidase activity",2,2,0.21,0.01105,"Molecular.Function","Cluster_4220"
"243","GO:0005245","voltage-gated calcium channel activity",7,3,0.74,0.0293,"Molecular.Function","Cluster_4220"
"244","GO:0000900","mRNA regulatory element binding translation repress...",3,2,0.32,0.03084,"Molecular.Function","Cluster_4220"
"245","GO:0004972","NMDA glutamate receptor activity",3,2,0.32,0.03084,"Molecular.Function","Cluster_4220"
"246","GO:0004725","protein tyrosine phosphatase activity",3,2,0.32,0.03084,"Molecular.Function","Cluster_4220"
"247","GO:0002218","activation of innate immune response",26,6,1.34,0.0015,"Biological.Process","Cluster_14768"
"248","GO:0002931","response to ischemia",3,2,0.15,0.0076,"Biological.Process","Cluster_14768"
"249","GO:0003179","heart valve morphogenesis",4,2,0.21,0.0146,"Biological.Process","Cluster_14768"
"250","GO:0001732","formation of cytoplasmic translation initiation com...",6,2,0.31,0.0342,"Biological.Process","Cluster_14768"
"251","GO:0003964","RNA-directed DNA polymerase activity",135,23,8.6,8e-06,"Molecular.Function","Cluster_14768"
"252","GO:0003824","catalytic activity",1058,81,67.43,0.00023,"Molecular.Function","Cluster_14768"
"253","GO:0003676","nucleic acid binding",510,39,32.5,0.00053,"Molecular.Function","Cluster_14768"
"254","GO:0001409","guanine nucleotide transmembrane transporter activi...",35,7,2.23,0.00556,"Molecular.Function","Cluster_14768"
"255","GO:0005044","scavenger receptor activity",13,3,0.83,0.04533,"Molecular.Function","Cluster_14768"
"256","GO:0001708","cell fate specification",4,2,0.09,0.0029,"Biological.Process","Cluster_1826"
"257","GO:0003341","cilium movement",22,3,0.5,0.012,"Biological.Process","Cluster_1826"
"258","GO:0006623","protein targeting to vacuole",1,1,0.02,0.0225,"Biological.Process","Cluster_1826"
"259","GO:0006813","potassium ion transport",1,1,0.02,0.0225,"Biological.Process","Cluster_1826"
"260","GO:0002790","peptide secretion",2,1,0.05,0.0446,"Biological.Process","Cluster_1826"
"261","GO:0005507","copper ion binding",18,3,0.36,0.0051,"Molecular.Function","Cluster_1826"
"262","GO:0003964","RNA-directed DNA polymerase activity",135,7,2.71,0.017,"Molecular.Function","Cluster_1826"
"263","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity",1,1,0.02,0.0201,"Molecular.Function","Cluster_1826"
"264","GO:0001228","DNA-binding transcription activator activity, RNA p...",1,1,0.02,0.0201,"Molecular.Function","Cluster_1826"
