"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"84","GO:0000210","NAD+ diphosphatase activity",5,1,0.04,0.0433,"Molecular.Function","Cluster_15340"
"85","GO:0003964","RNA-directed DNA polymerase activity",135,1,0.05,0.048,"Molecular.Function","Cluster_18711"
"86","GO:0001951","intestinal D-glucose absorption",1,1,0.01,0.0056,"Biological.Process","Cluster_10057"
"87","GO:0007224","smoothened signaling pathway",2,1,0.01,0.0112,"Biological.Process","Cluster_10057"
"88","GO:0001933","negative regulation of protein phosphorylation",5,1,0.03,0.0279,"Biological.Process","Cluster_10057"
"89","GO:0006836","neurotransmitter transport",6,1,0.03,0.0334,"Biological.Process","Cluster_10057"
"90","GO:0004447","iodide peroxidase activity",1,1,0,0.0011,"Molecular.Function","Cluster_10057"
"91","GO:0006886","intracellular protein transport",4,1,0.01,0.0084,"Biological.Process","Cluster_5012"
"92","GO:0004325","ferrochelatase activity",1,1,0,0.0011,"Molecular.Function","Cluster_5012"
"93","GO:0000302","response to reactive oxygen species",6,1,0.01,0.013,"Biological.Process","Cluster_1862"
"94","GO:0005496","steroid binding",8,1,0.04,0.039,"Molecular.Function","Cluster_1862"
"95","GO:0002121","inter-male aggressive behavior",2,1,0,0.0014,"Biological.Process","Cluster_14768"
"96","GO:0004181","metallocarboxypeptidase activity",10,1,0.02,0.024,"Molecular.Function","Cluster_14768"
"97","GO:0004540","RNA nuclease activity",15,1,0.04,0.036,"Molecular.Function","Cluster_14768"
"98","GO:0003779","actin binding",18,1,0.04,0.044,"Molecular.Function","Cluster_14768"
"99","GO:0001756","somitogenesis",2,1,0.01,0.007,"Biological.Process","Cluster_3367"
"100","GO:0001764","neuron migration",8,1,0.03,0.028,"Biological.Process","Cluster_3367"
"101","GO:0000132","establishment of mitotic spindle orientation",13,1,0.05,0.045,"Biological.Process","Cluster_3367"
"102","GO:0005220","inositol 1,4,5-trisphosphate-gated calcium channel ...",1,1,0,0.0046,"Molecular.Function","Cluster_3367"
"103","GO:0003989","acetyl-CoA carboxylase activity",1,1,0,0.0046,"Molecular.Function","Cluster_3367"
"104","GO:0004126","cytidine deaminase activity",5,1,0.02,0.0227,"Molecular.Function","Cluster_3367"
"105","GO:0005381","iron ion transmembrane transporter activity",1,1,0,0.0011,"Molecular.Function","Cluster_15854"
"106","GO:0002933","lipid hydroxylation",3,1,0.01,0.0063,"Biological.Process","Cluster_2463"
"107","GO:0000272","polysaccharide catabolic process",11,1,0.02,0.0231,"Biological.Process","Cluster_2463"
"108","GO:0005509","calcium ion binding",69,2,0.15,0.0082,"Molecular.Function","Cluster_2463"
"109","GO:0003714","transcription corepressor activity",4,1,0.01,0.0084,"Molecular.Function","Cluster_2463"
"110","GO:0000175","3'-5'-RNA exonuclease activity",13,1,0.03,0.0272,"Molecular.Function","Cluster_2463"
"111","GO:0001654","eye development",11,1,0.02,0.023,"Biological.Process","Cluster_10228"
"112","GO:0001818","negative regulation of cytokine production",18,1,0.04,0.038,"Biological.Process","Cluster_10228"
"113","GO:0002175","protein localization to paranode region of axon",22,1,0.05,0.046,"Biological.Process","Cluster_10228"
"114","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",10,1,0.01,0.007,"Molecular.Function","Cluster_10228"
"115","GO:0000981","DNA-binding transcription factor activity, RNA poly...",22,1,0.02,0.015,"Molecular.Function","Cluster_10228"
"116","GO:0001818","negative regulation of cytokine production",18,1,0.03,0.025,"Biological.Process","Cluster_5900"
"117","GO:0004149","dihydrolipoyllysine-residue succinyltransferase act...",1,1,0,0.0028,"Molecular.Function","Cluster_5900"
"118","GO:0004198","calcium-dependent cysteine-type endopeptidase activ...",3,1,0.01,0.0084,"Molecular.Function","Cluster_5900"
"119","GO:0004867","serine-type endopeptidase inhibitor activity",4,1,0.01,0.0112,"Molecular.Function","Cluster_5900"
"120","GO:0004843","cysteine-type deubiquitinase activity",6,1,0.02,0.0168,"Molecular.Function","Cluster_5900"
"121","GO:0002121","inter-male aggressive behavior",2,1,0,0.0014,"Biological.Process","Cluster_18723"
"122","GO:0004966","galanin receptor activity",12,1,0.02,0.017,"Molecular.Function","Cluster_18723"
"123","GO:0004995","tachykinin receptor activity",16,1,0.02,0.022,"Molecular.Function","Cluster_18723"
"124","GO:0016980","creatinase activity",1,1,0,0.00035,"Molecular.Function","Cluster_10419"
"125","GO:0003341","cilium movement",22,1,0.03,0.031,"Biological.Process","Cluster_1832"
"126","GO:0002218","activation of innate immune response",26,1,0.04,0.036,"Biological.Process","Cluster_1832"
"127","GO:0001960","negative regulation of cytokine-mediated signaling ...",1,1,0,0.0021,"Biological.Process","Cluster_3437"
"128","GO:0000050","urea cycle",2,1,0,0.0042,"Biological.Process","Cluster_3437"
"129","GO:0003677","DNA binding",268,3,0.57,0.013,"Molecular.Function","Cluster_3437"
"130","GO:0000045","autophagosome assembly",7,1,0.01,0.0098,"Biological.Process","Cluster_10093"
"131","GO:0002040","sprouting angiogenesis",12,1,0.02,0.0168,"Biological.Process","Cluster_10093"
"132","GO:0003697","single-stranded DNA binding",9,2,0.04,0.00068,"Molecular.Function","Cluster_10093"
"133","GO:0005524","ATP binding",269,4,1.23,0.02829,"Molecular.Function","Cluster_10093"
"134","GO:0005509","calcium ion binding",69,2,0.32,0.03818,"Molecular.Function","Cluster_10093"
"135","GO:0000165","MAPK cascade",36,1,0.03,0.025,"Biological.Process","Cluster_10207"
"136","GO:0003682","chromatin binding",14,1,0.01,0.015,"Molecular.Function","Cluster_10207"
"137","GO:0001867","complement activation, lectin pathway",16,1,0.01,0.011,"Biological.Process","Cluster_1951"
"138","GO:0004180","carboxypeptidase activity",28,1,0.02,0.02,"Molecular.Function","Cluster_1951"
"139","GO:0000287","magnesium ion binding",57,1,0.04,0.04,"Molecular.Function","Cluster_1951"
"140","GO:0004017","adenylate kinase activity",1,1,0,7e-04,"Molecular.Function","Cluster_1826"
"141","GO:0001523","retinoid metabolic process",9,1,0.01,0.0063,"Biological.Process","Cluster_2859"
"142","GO:0005080","protein kinase C binding",1,1,0,0.0021,"Molecular.Function","Cluster_2859"
"143","GO:0003988","acetyl-CoA C-acyltransferase activity",3,1,0.01,0.0063,"Molecular.Function","Cluster_2859"
"144","GO:0005085","guanyl-nucleotide exchange factor activity",12,1,0.03,0.0251,"Molecular.Function","Cluster_2859"
"145","GO:0005201","extracellular matrix structural constituent",17,1,0.04,0.0354,"Molecular.Function","Cluster_2859"
"146","GO:0002064","epithelial cell development",4,1,0,0.0028,"Biological.Process","Cluster_5899"
"147","GO:0005509","calcium ion binding",69,1,0.02,0.024,"Molecular.Function","Cluster_5899"
"148","GO:0003964","RNA-directed DNA polymerase activity",135,1,0.05,0.048,"Molecular.Function","Cluster_15851"
