#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
transcript::ntLink_6:1331781-1332057	276	36	0.39185000000000003	10.46123638153076	1	0.0207939	noncoding
transcript::ntLink_6:1556696-1558178	1482	54	0.396	11.999967765808105	1	0.0405376	noncoding
transcript::ntLink_6:1760034-1761189	1155	52	0.33369000000000004	6.1152162551879865	1	0.0197609	noncoding
transcript::ntLink_6:1924512-2005313	80801	1074	0.2921	9.4719690322876	1	1	coding
transcript::ntLink_6:1924512-2005313	80801	1074	0.2921	9.4719690322876	1	1	coding
transcript::ntLink_6:1926807-1991022	64215	1074	0.28982	9.4719690322876	1	1	coding
transcript::ntLink_6:1985688-2005313	19625	454	0.2921	5.952713584899903	1	1	coding
transcript::ntLink_6:1985714-2005313	19599	454	0.2921	5.952713584899903	1	1	coding
transcript::ntLink_6:1985719-2005313	19594	454	0.2921	5.952713584899903	1	1	coding
transcript::ntLink_6:1999890-2001701	1811	378	0.49279000000000006	5.417745018005371	-1	0.924255	coding
transcript::ntLink_6:2168503-2173278	4775	151	0.28711000000000003	5.405922508239747	1	0.794553	coding
transcript::ntLink_6:2168966-2173278	4312	151	0.28711000000000003	5.405922508239747	1	0.794553	coding
transcript::ntLink_6:2344446-2346508	2062	68	0.32688	6.153639411926269	-1	0.0574875	noncoding
transcript::ntLink_6:2774164-2776959	2795	319	0.34776	9.788766670227048	1	0.999233	coding
transcript::ntLink_6:3021293-3023864	2571	86	0.32080000000000003	8.176928138732912	1	0.0693571	noncoding
transcript::ntLink_6:3333658-3335439	1781	67	0.35339	9.194754981994631	1	0.0453038	noncoding
transcript::ntLink_6:3664565-3664975	410	64	0.3459	9.853363990783691	1	0.0419328	noncoding
transcript::ntLink_6:3732720-3736180	3460	74	0.32721000000000006	4.761254692077636	1	0.108929	noncoding
transcript::ntLink_6:3874258-3883958	9700	315	0.31589	9.036420631408692	1	0.997749	coding
transcript::ntLink_6:3902455-3904097	1642	54	0.30741	9.211839103698729	1	0.0214005	noncoding
transcript::ntLink_6:4200604-4200879	275	37	0.4799	4.232879447937012	1	0.0339446	noncoding
transcript::ntLink_6:4639501-4728341	88840	172	0.29367000000000004	9.659378623962404	1	0.478242	noncoding
transcript::ntLink_6:4640626-4728341	87715	172	0.29367000000000004	9.659378623962404	1	0.478242	noncoding
transcript::ntLink_6:4876496-4879026	2530	63	0.33345	9.49653148651123	1	0.0348604	noncoding
transcript::ntLink_6:4934723-4936246	1523	33	0.30121	8.84056568145752	1	0.00932361	noncoding
transcript::ntLink_6:4935132-4936246	1114	33	0.30606	8.84056568145752	1	0.00916151	noncoding
transcript::ntLink_6:4983265-4986098	2833	93	0.37853000000000003	8.718591499328614	1	0.174513	noncoding
transcript::ntLink_6:5056295-5057086	791	107	0.39378	8.712918281555176	1	0.354111	noncoding
transcript::ntLink_6:5264578-5268941	4363	54	0.33289	9.230857276916506	1	0.023269	noncoding
transcript::ntLink_6:5328889-5338485	9596	365	0.29595000000000005	8.167580223083494	1	0.999639	coding
transcript::ntLink_6:5539144-5539663	519	61	0.32225000000000004	9.853363990783691	-1	0.163073	noncoding
transcript::ntLink_6:5907827-5908425	598	37	0.2765	6.510872459411621	1	0.0122203	noncoding
transcript::ntLink_6:5946508-5949059	2551	82	0.31540999999999997	4.88561840057373	1	0.146955	noncoding
transcript::ntLink_6:6012590-6015271	2681	65	0.31678	9.698510932922364	1	0.0353602	noncoding
transcript::ntLink_6:6118656-6120984	2328	60	0.32545999999999997	10.517904090881348	1	0.0354127	noncoding
transcript::ntLink_6:6296498-6324890	28392	119	0.2921	10.411079978942869	1	0.140298	noncoding
transcript::ntLink_6:7084723-7086726	2003	52	0.36595999999999995	5.347662544250488	1	0.031326	noncoding
transcript::ntLink_6:7095665-7097165	1500	79	0.32862	10.163972663879392	1	0.0645593	noncoding
transcript::ntLink_6:7183059-7184097	1038	52	0.36822	8.630914497375489	1	0.0235508	noncoding
transcript::ntLink_6:7352371-7354751	2380	50	0.27335	9.102049446105958	1	0.0201114	noncoding
transcript::ntLink_6:7432117-7432671	554	37	0.35339	11.999967765808105	1	0.0180517	noncoding
transcript::ntLink_6:7465723-7467150	1427	49	0.33228	4.581245613098145	1	0.0313854	noncoding
transcript::ntLink_6:7465723-7467150	1427	49	0.33228	4.581245613098145	1	0.0313854	noncoding
transcript::ntLink_6:7490731-7509930	19199	169	0.29343	9.749956703186033	1	0.446277	noncoding
transcript::ntLink_6:7490783-7509930	19147	169	0.29343	9.749956703186033	1	0.446277	noncoding
transcript::ntLink_6:7491248-7493377	2129	72	0.31035	8.638908576965335	1	0.0381144	noncoding
transcript::ntLink_6:7534720-7551215	16495	107	0.28958	8.783059883117676	1	0.111212	noncoding
transcript::ntLink_6:7543812-7551215	7403	85	0.29519	9.022366523742676	1	0.0572302	noncoding
transcript::ntLink_6:7543969-7551215	7246	85	0.32389	9.022366523742676	1	0.0698883	noncoding
transcript::ntLink_6:7544215-7551215	7000	85	0.29519	9.022366523742676	1	0.0572302	noncoding
transcript::ntLink_6:7548692-7551215	2523	85	0.33037	9.022366523742676	1	0.0741564	noncoding
transcript::ntLink_6:7548692-7551215	2523	85	0.33037	9.022366523742676	1	0.0741564	noncoding
transcript::ntLink_6:7982427-7985761	3334	74	0.31287000000000004	10.077842903137206	1	0.0489248	noncoding
transcript::ntLink_6:7958932-7960033	1101	42	0.32156999999999997	7.6753328323364265	1	0.0103658	noncoding
transcript::ntLink_6:7985980-7989131	3151	109	0.32720000000000005	10.386066246032716	1	0.160075	noncoding
transcript::ntLink_6:8000054-8011018	10964	357	0.43203	9.998482322692869	1	0.999998	coding
transcript::ntLink_6:8000069-8011018	10949	357	0.43203	9.998482322692869	1	0.999998	coding
transcript::ntLink_6:8439042-8443737	4695	332	0.38620999999999994	5.148157691955565	1	1	coding
transcript::ntLink_6:8611529-8612434	905	72	0.36712	11.099086570739743	1	0.0717864	noncoding
transcript::ntLink_6:8926293-8927205	912	44	0.28884	4.490303230285644	1	0.0346077	noncoding
transcript::ntLink_6:8959737-8961696	1959	45	0.34289000000000003	11.006509971618652	1	0.024441	noncoding
transcript::ntLink_6:9559725-9563720	3995	77	0.32721000000000006	6.797681999206542	1	0.0570597	noncoding
transcript::ntLink_6:9559992-9569239	9247	107	0.28982	5.900080680847168	1	0.247446	noncoding
transcript::ntLink_6:9559992-9569239	9247	107	0.28982	5.900080680847168	1	0.247446	noncoding
transcript::ntLink_6:9559994-9569239	9245	107	0.28982	5.900080680847168	1	0.247446	noncoding
transcript::ntLink_6:9559994-9569239	9245	107	0.28982	5.900080680847168	1	0.247446	noncoding
transcript::ntLink_6:9560005-9569239	9234	107	0.28982	5.900080680847168	1	0.247446	noncoding
transcript::ntLink_6:9569857-9571186	1329	63	0.34382	10.014083671569825	1	0.0407606	noncoding
transcript::ntLink_6:9873593-9876604	3011	301	0.40299999999999997	9.554424095153806	1	0.99991	coding
transcript::ntLink_6:9873593-9876604	3011	301	0.40299999999999997	9.554424095153806	1	0.99991	coding
transcript::ntLink_6:9874121-9877728	3607	301	0.34130000000000005	9.554424095153806	1	0.998246	coding
transcript::ntLink_6:9874175-9876624	2449	284	0.41759	9.602195167541506	1	0.999882	coding
transcript::ntLink_6:9985184-9989332	4148	47	0.25937000000000004	7.638899040222168	1	0.0192833	noncoding
transcript::ntLink_6:10142567-10146199	3632	44	0.29745	9.391061210632323	1	0.0160271	noncoding
transcript::ntLink_6:10142632-10146199	3567	44	0.29745	9.391061210632323	1	0.0160271	noncoding
transcript::ntLink_6:10700179-10702160	1981	86	0.34111	9.300934410095213	1	0.0873541	noncoding
transcript::ntLink_6:10780626-10782361	1735	60	0.36064	10.320888710021972	1	0.0430709	noncoding
transcript::ntLink_6:10806728-10808319	1591	75	0.33446	9.555197715759277	1	0.055568	noncoding
transcript::ntLink_6:11132511-11142734	10223	230	0.25937000000000004	10.0430944442749	1	0.603546	coding
transcript::ntLink_6:11454882-11456928	2046	94	0.33171	9.250197792053221	1	0.10597	noncoding
transcript::ntLink_6:11481264-11485519	4255	363	0.37322999999999995	9.79624500274658	1	0.999971	coding
transcript::ntLink_6:11631176-11633058	1882	51	0.33061	9.994614219665529	1	0.0244247	noncoding
transcript::ntLink_6:11946426-11947900	1474	79	0.34289000000000003	9.80256290435791	1	0.0712825	noncoding
transcript::ntLink_6:12012396-12012819	423	60	0.35668999999999995	10.67230587005615	1	0.0431605	noncoding
transcript::ntLink_6:12032303-12032781	478	48	0.31096	10.019563484191895	1	0.0212543	noncoding
transcript::ntLink_6:12454881-12471069	16188	513	0.33494	8.461427116394042	1	1	coding
transcript::ntLink_6:12462789-12479660	16871	513	0.33659	8.461427116394042	1	1	coding
transcript::ntLink_6:12560664-12564333	3669	68	0.29115	9.032101249694826	1	0.0326894	noncoding
transcript::ntLink_6:12654168-12654858	690	18	0.41443	9.398926353454591	1	0.00756385	noncoding
transcript::ntLink_6:12839844-12871154	31310	218	0.28982	9.48924655914307	1	0.786683	coding
transcript::ntLink_6:13210102-13212000	1898	70	0.37335	9.056405830383298	1	0.0614291	noncoding
transcript::ntLink_6:13210122-13212000	1878	70	0.35025	9.056405830383298	1	0.0490253	noncoding
transcript::ntLink_6:13210129-13212000	1871	70	0.3277	9.056405830383298	1	0.0409588	noncoding
transcript::ntLink_6:13261606-13263461	1855	67	0.31313	9.671821022033694	1	0.0370245	noncoding
transcript::ntLink_6:13308021-13309106	1085	54	0.36632999999999993	7.810489845275879	1	0.0229115	noncoding
transcript::ntLink_6:13449453-13449965	512	72	0.28688	11.068786430358884	1	0.0465736	noncoding
transcript::ntLink_6:13467983-13477306	9323	240	0.28082	9.898943138122558	1	0.800234	coding
transcript::ntLink_6:13982979-13983717	738	48	0.35189000000000004	4.1722322463989245	1	0.0408226	noncoding
transcript::ntLink_6:14461664-14467392	5728	98	0.2921	4.484448814392089	1	0.363248	noncoding
transcript::ntLink_6:14988333-14992963	4630	44	0.32641	11.999967765808105	1	0.0220902	noncoding
transcript::ntLink_6:15045132-15050576	5444	116	0.29519	10.14082851409912	1	0.137877	noncoding
transcript::ntLink_6:15740084-15745809	5725	399	0.36568999999999996	9.153172874450682	1	0.999996	coding
transcript::ntLink_6:16391036-16434679	43643	383	0.29367000000000004	8.805494880676271	1	0.999481	coding
transcript::ntLink_6:16651388-16651931	543	28	0.42102	5.91923542022705	1	0.0091978	noncoding
transcript::ntLink_6:16652044-16652378	334	18	0.34654	8.51873950958252	1	0.00420162	noncoding
transcript::ntLink_6:16811295-16813623	2328	67	0.38836	9.643906211853025	1	0.0688258	noncoding
transcript::ntLink_6:17109768-17114458	4690	248	0.41986	8.670884895324708	1	0.999568	coding
transcript::ntLink_6:17292594-17294780	2186	167	0.35802	4.0500284194946286	-1	0.106957	noncoding
transcript::ntLink_6:17293286-17295876	2590	222	0.30622000000000005	4.0500284194946286	1	0.998728	coding
transcript::ntLink_6:17680046-17683725	3679	91	0.29367000000000004	10.054505348205566	1	0.0714783	noncoding
transcript::ntLink_6:17681770-17683725	1955	91	0.34295	10.054505348205566	1	0.11067	noncoding
transcript::ntLink_6:17729690-17730076	386	35	0.44588	8.054373741149902	1	0.016909	noncoding
transcript::ntLink_6:17799053-17804051	4998	243	0.34119	8.770681953430177	1	0.989187	coding
transcript::ntLink_6:17884071-17884793	722	45	0.40057	10.436996269226071	1	0.0333488	noncoding
transcript::ntLink_6:17993271-17995928	2657	129	0.31782	5.0127672195434565	1	0.679334	coding
transcript::ntLink_6:18058698-18059448	750	29	0.38022	10.916125297546387	-1	0.146711	noncoding
transcript::ntLink_6:18138863-18140836	1973	48	0.31349000000000005	10.708408164978025	1	0.0246093	noncoding
transcript::ntLink_6:18419168-18420020	852	137	0.39771999999999996	9.516194343566895	-1	0.153376	noncoding
transcript::ntLink_6:18459328-18464663	5335	152	0.26785000000000003	9.608642005920409	1	0.252521	noncoding
transcript::ntLink_6:18459336-18464663	5327	152	0.26785000000000003	9.608642005920409	1	0.252521	noncoding
transcript::ntLink_6:18459348-18464663	5315	152	0.26785000000000003	9.608642005920409	1	0.252521	noncoding
transcript::ntLink_6:18720174-18722964	2790	69	0.32851	9.09856815338135	1	0.0398518	noncoding
transcript::ntLink_6:18759405-18760214	809	37	0.41425	5.530968284606933	1	0.0179031	noncoding
transcript::ntLink_6:18949351-18949634	283	9	0.43294	5.27274875640869	1	0.00356854	noncoding
transcript::ntLink_6:19242135-19244846	2711	403	0.41881999999999997	4.808203697204591	1	1	coding
transcript::ntLink_6:19600274-19601778	1504	99	0.35979	9.619923973083495	1	0.178192	noncoding
transcript::ntLink_6:19855338-19857585	2247	62	0.31343000000000004	8.976013755798341	1	0.0277202	noncoding
transcript::ntLink_6:20198674-20206185	7511	498	0.35397	9.878313255310058	1	1	coding
transcript::ntLink_6:20263020-20263665	645	32	0.37765	4.0500284194946286	1	0.0207286	noncoding
transcript::ntLink_6:20264667-20271250	6583	159	0.3429	11.591496086120607	1	0.453608	noncoding
transcript::ntLink_6:20264720-20267793	3073	72	0.32505	9.164390373229981	1	0.04401	noncoding
transcript::ntLink_6:20265431-20267793	2362	72	0.33278	9.164390373229981	1	0.0465813	noncoding
transcript::ntLink_6:20300833-20303193	2360	85	0.32471	10.206328392028809	1	0.075943	noncoding
transcript::ntLink_6:20626872-20689993	63121	94	0.29615	8.736255836486816	1	0.0769728	noncoding
transcript::ntLink_6:20626872-20696617	69745	94	0.29615	8.736255836486816	1	0.0769728	noncoding
transcript::ntLink_6:20658319-20672920	14601	93	0.32484999999999997	9.440830802917482	1	0.0958116	noncoding
transcript::ntLink_6:20680418-20689281	8863	94	0.29615	8.736255836486816	1	0.0769728	noncoding
transcript::ntLink_6:20700258-20700540	282	13	0.34143	9.305705070495605	1	0.00455871	noncoding
transcript::ntLink_6:20701495-20714052	12557	93	0.29615	6.564244270324706	1	0.10919	noncoding
transcript::ntLink_6:20706017-20714052	8035	74	0.29615	6.567597770690917	1	0.0490366	noncoding
transcript::ntLink_6:20714193-20720529	6336	95	0.29615	9.78522090911865	1	0.0803199	noncoding
transcript::ntLink_6:20724558-20726653	2095	78	0.29273	8.880084800720216	1	0.044798	noncoding
transcript::ntLink_6:20773250-20791508	18258	94	0.29615	8.708856773376464	1	0.0770226	noncoding
transcript::ntLink_6:20778426-20791508	13082	94	0.29615	8.708856773376464	1	0.0770226	noncoding
transcript::ntLink_6:20791766-20800175	8409	94	0.29615	8.708856773376464	1	0.0770226	noncoding
transcript::ntLink_6:20816307-20819895	3588	93	0.29615	7.798563194274903	1	0.0800155	noncoding
transcript::ntLink_6:20820596-20831665	11069	112	0.29615	5.820619773864746	1	0.306009	noncoding
transcript::ntLink_6:20822148-20827342	5194	112	0.32484999999999997	5.820619773864746	1	0.347743	noncoding
transcript::ntLink_6:20822148-20828829	6681	112	0.33353	5.820619773864746	1	0.367925	noncoding
transcript::ntLink_6:20832027-20837698	5671	73	0.27639	7.808233451843262	1	0.0386834	noncoding
transcript::ntLink_6:20865868-20873900	8032	93	0.27639	7.797982978820801	1	0.0769261	noncoding
transcript::ntLink_6:20884884-20890641	5757	93	0.29615	7.789344215393066	1	0.0801231	noncoding
transcript::ntLink_6:21062411-21113639	51228	117	0.29615	9.980946922302245	1	0.144482	noncoding
transcript::ntLink_6:21102345-21110038	7693	84	0.32484999999999997	9.451725959777832	1	0.070096	noncoding
transcript::ntLink_6:21114075-21118846	4771	103	0.35402999999999996	9.835506248474118	1	0.190238	noncoding
transcript::ntLink_6:21134080-21134386	306	73	0.40254999999999996	7.808233451843262	1	0.0887276	noncoding
transcript::ntLink_6:21163671-21171006	7335	94	0.33353	7.789344215393066	1	0.110793	noncoding
transcript::ntLink_6:21167759-21171006	3247	94	0.38922	7.789344215393066	1	0.209928	noncoding
transcript::ntLink_6:21172691-21181191	8500	93	0.29779	10.330301094055173	1	0.0778061	noncoding
transcript::ntLink_6:21470310-21475905	5595	73	0.29615	8.736578178405761	1	0.0378285	noncoding
transcript::ntLink_6:21500686-21510903	10217	94	0.27639	9.61966609954834	1	0.0707796	noncoding
transcript::ntLink_6:21533051-21543211	10160	94	0.29615	9.097214317321779	1	0.0768123	noncoding
transcript::ntLink_6:21551310-21552365	1055	67	0.27234	9.096827507019043	1	0.0329234	noncoding
transcript::ntLink_6:21551337-21551994	657	67	0.32405	9.096827507019043	1	0.0358611	noncoding
transcript::ntLink_6:21556201-21562528	6327	73	0.29615	6.563619041442871	1	0.0470138	noncoding
transcript::ntLink_6:21556253-21558683	2430	73	0.32484999999999997	6.563619041442871	1	0.0491293	noncoding
transcript::ntLink_6:21567296-21576318	9022	93	0.33353	8.708856773376464	1	0.102829	noncoding
transcript::ntLink_6:21576756-21591588	14832	107	0.29615	9.252131843566893	1	0.113972	noncoding
transcript::ntLink_6:21581983-21591588	9605	107	0.29615	9.252131843566893	1	0.113972	noncoding
transcript::ntLink_6:21596453-21602807	6354	93	0.29615	7.798563194274903	1	0.0800155	noncoding
transcript::ntLink_6:21609913-21612972	3059	89	0.32577	5.410355949401855	1	0.162288	noncoding
transcript::ntLink_6:21614532-21620552	6020	93	0.29615	9.136346626281739	1	0.0744705	noncoding
transcript::ntLink_6:21623802-21626100	2298	33	0.28165000000000007	8.517643547058107	1	0.00975631	noncoding
transcript::ntLink_6:21773383-21784196	10813	94	0.28165000000000007	7.798563194274903	1	0.0796661	noncoding
transcript::ntLink_6:21777719-21780656	2937	73	0.31035	6.561345481872559	1	0.0468829	noncoding
transcript::ntLink_6:21839276-21844304	5028	73	0.2921	6.561004447937012	1	0.0475945	noncoding
transcript::ntLink_6:21854441-21856515	2074	73	0.29374000000000006	7.7217134475708	1	0.0376538	noncoding
transcript::ntLink_6:21854693-21856515	1822	73	0.28165000000000007	7.7217134475708	1	0.0383027	noncoding
transcript::ntLink_6:21902845-21916729	13884	152	0.30191	6.238386344909667	1	0.705757	coding
transcript::ntLink_6:21934436-21940779	6343	93	0.2921	8.905678749084473	1	0.0726324	noncoding
transcript::ntLink_6:21944538-21946899	2361	93	0.33694	6.564244270324706	1	0.137532	noncoding
transcript::ntLink_6:21947858-21949159	1301	93	0.34562	9.135895347595216	1	0.118865	noncoding
transcript::ntLink_6:21949739-21957752	8013	100	0.33694	10.187439155578613	1	0.13876	noncoding
transcript::ntLink_6:21982344-21993457	11113	140	0.27730000000000005	9.503558540344237	1	0.218964	noncoding
transcript::ntLink_6:21992572-21993457	885	73	0.38927	6.5576509475708	1	0.0874811	noncoding
transcript::ntLink_6:22004132-22005450	1318	103	0.30672999999999995	9.069428443908691	1	0.111478	noncoding
transcript::ntLink_6:22014456-22018312	3856	91	0.29615	9.689420890808105	1	0.0714096	noncoding
transcript::ntLink_6:22014620-22020377	5757	91	0.29615	9.689420890808105	1	0.0714096	noncoding
transcript::ntLink_6:22209121-22222047	12926	155	0.30167	5.328280448913574	1	0.848154	coding
transcript::ntLink_6:22209130-22222047	12917	155	0.30167	5.328280448913574	1	0.848154	coding
transcript::ntLink_6:22299336-22299859	523	28	0.42774999999999996	9.492792320251464	1	0.0150475	noncoding
transcript::ntLink_6:22628430-22629525	1095	37	0.29645	7.800303840637207	1	0.00905291	noncoding
transcript::ntLink_6:22724963-22729379	4416	74	0.27772	9.507039833068848	1	0.0414244	noncoding
transcript::ntLink_6:22724963-22729379	4416	74	0.27772	9.507039833068848	1	0.0414244	noncoding
transcript::ntLink_6:22777124-22778219	1095	37	0.29645	7.800303840637207	1	0.00905291	noncoding
transcript::ntLink_6:22853226-22854179	953	36	0.24327000000000001	7.9753999710083	1	0.0186493	noncoding
transcript::ntLink_6:22854261-22854908	647	59	0.3173	4.819798851013183	1	0.0478105	noncoding
transcript::ntLink_6:62484-68696	6212	96	0.2921	8.52138271331787	1	0.0810609	noncoding
transcript::ntLink_6:180987-181266	279	48	0.36831	10.517904090881348	1	0.0292615	noncoding
transcript::ntLink_6:211587-213782	2195	71	0.27398	9.225441932678223	1	0.0371722	noncoding
transcript::ntLink_6:211767-213782	2015	71	0.32149000000000005	8.190530967712402	1	0.0377578	noncoding
transcript::ntLink_6:419474-421686	2212	57	0.28467000000000003	8.489664268493652	1	0.02151	noncoding
transcript::ntLink_6:487116-505393	18277	97	0.32072	10.383874320983885	1	0.105378	noncoding
transcript::ntLink_6:487116-505393	18277	97	0.32072	10.383874320983885	1	0.105378	noncoding
transcript::ntLink_6:612732-616073	3341	94	0.33698000000000006	9.519997978210448	1	0.113266	noncoding
transcript::ntLink_6:714916-717037	2121	122	0.31137000000000004	11.02520580291748	1	0.16796	noncoding
transcript::ntLink_6:714994-715824	830	84	0.36489000000000005	8.816905784606934	1	0.101402	noncoding
transcript::ntLink_6:714994-715824	830	84	0.36489000000000005	8.816905784606934	1	0.101402	noncoding
transcript::ntLink_6:780193-798261	18068	189	0.29115	10.332428550720213	1	0.517005	coding
transcript::ntLink_6:780211-798261	18050	189	0.29115	10.332428550720213	1	0.517005	coding
transcript::ntLink_6:780686-782249	1563	94	0.39210999999999996	9.131447029113772	-1	0.102742	noncoding
transcript::ntLink_6:985095-992987	7892	92	0.28439000000000003	9.074585914611816	1	0.0680159	noncoding
transcript::ntLink_6:1014352-1016207	1855	77	0.35685	6.37371997833252	1	0.0803928	noncoding
transcript::ntLink_6:1040328-1047453	7125	127	0.2831	10.191371726989747	1	0.158123	noncoding
transcript::ntLink_6:1064301-1070810	6509	128	0.28562000000000004	9.670918464660645	1	0.175798	noncoding
transcript::ntLink_6:1145023-1150399	5376	96	0.30772	6.00938205718994	1	0.157576	noncoding
transcript::ntLink_6:1170895-1171714	819	41	0.36429	8.767265129089356	1	0.0139733	noncoding
transcript::ntLink_6:1824169-1825059	890	34	0.40535	6.502744483947754	1	0.0104852	noncoding
transcript::ntLink_6:1997636-1999817	2181	73	0.30179999999999996	9.6505464553833	1	0.0426507	noncoding
transcript::ntLink_6:2170066-2173054	2988	151	0.30923999999999996	5.405922508239747	1	0.822324	coding
transcript::ntLink_6:2206413-2213960	7547	106	0.27435000000000004	7.62377986907959	1	0.123103	noncoding
transcript::ntLink_6:2206426-2213960	7534	106	0.27435000000000004	7.62377986907959	1	0.123103	noncoding
transcript::ntLink_6:2206468-2213960	7492	106	0.27435000000000004	7.62377986907959	1	0.123103	noncoding
transcript::ntLink_6:2234262-2235786	1524	46	0.28479	8.365111351013184	1	0.0145008	noncoding
transcript::ntLink_6:2412719-2417035	4316	80	0.26773	9.06330394744873	1	0.0479206	noncoding
transcript::ntLink_6:2570681-2572329	1648	74	0.29813	8.035677909851074	1	0.0386564	noncoding
transcript::ntLink_6:3157073-3158840	1767	130	0.30141	10.011247062683104	1	0.211079	noncoding
transcript::ntLink_6:3521296-3521650	354	41	0.4682800000000001	10.277437019348142	-1	0.0896767	noncoding
transcript::ntLink_6:3659588-3660666	1078	46	0.36078	7.826091194152833	1	0.0146761	noncoding
transcript::ntLink_6:3659274-3659487	213	0	0.37481	0.0	-1	6.47569e-06	noncoding
transcript::ntLink_6:3873792-3874825	1033	66	0.40161	6.9001058578491214	1	0.0635002	noncoding
transcript::ntLink_6:3881127-3886229	5102	62	0.33647000000000005	9.51922435760498	1	0.0343556	noncoding
transcript::ntLink_6:3943587-3950386	6799	91	0.33819	5.744341850280762	1	0.168001	noncoding
transcript::ntLink_6:3943587-3950386	6799	91	0.33819	5.744341850280762	1	0.168001	noncoding
transcript::ntLink_6:3959489-3963322	3833	117	0.32237000000000005	10.434159660339354	1	0.187107	noncoding
transcript::ntLink_6:3961351-3968968	7617	154	0.32545999999999997	9.871221733093261	1	0.493261	noncoding
transcript::ntLink_6:4123994-4124867	873	51	0.28726	11.210165596008299	1	0.0301214	noncoding
transcript::ntLink_6:4125055-4128349	3294	76	0.26633	6.2482194900512695	1	0.0752956	noncoding
transcript::ntLink_6:4125284-4128349	3065	76	0.26633	6.2482194900512695	1	0.0752956	noncoding
transcript::ntLink_6:4125284-4128349	3065	76	0.26633	6.2482194900512695	1	0.0752956	noncoding
transcript::ntLink_6:4439935-4441749	1814	86	0.36672	10.42481174468994	1	0.12184	noncoding
transcript::ntLink_6:4449179-4452297	3118	128	0.31984999999999997	9.392930793762208	1	0.269691	noncoding
