#Coverage	Number of genomic locations
147.0	246971.0
148.0	252079.0
149.0	235675.0
150.0	240039.0
151.0	224617.0
152.0	228063.0
153.0	214118.0
154.0	217906.0
155.0	204060.0
156.0	206041.0
157.0	194155.0
158.0	195655.0
159.0	184420.0
160.0	185249.0
161.0	174892.0
162.0	176947.0
163.0	166949.0
164.0	168300.0
165.0	158125.0
166.0	160051.0
167.0	149789.0
168.0	151370.0
169.0	143515.0
170.0	143448.0
171.0	135458.0
172.0	136854.0
173.0	128599.0
174.0	129472.0
175.0	123645.0
176.0	124554.0
177.0	117044.0
178.0	117652.0
179.0	111301.0
180.0	112247.0
181.0	106280.0
182.0	106271.0
183.0	100797.0
184.0	100901.0
185.0	96022.0
186.0	96071.0
187.0	91946.0
188.0	91342.0
189.0	86833.0
190.0	87049.0
191.0	83054.0
192.0	82694.0
193.0	78723.0
194.0	79369.0
195.0	74405.0
196.0	74934.0
197.0	71275.0
198.0	71421.0
199.0	67876.0
200.0	67668.0
201.0	64820.0
202.0	63808.0
203.0	61410.0
204.0	60993.0
205.0	58385.0
206.0	57547.0
207.0	55426.0
208.0	55122.0
209.0	53018.0
210.0	52278.0
211.0	50025.0
212.0	50147.0
213.0	47963.0
214.0	47827.0
215.0	46237.0
216.0	45144.0
217.0	43395.0
218.0	42978.0
219.0	41765.0
220.0	41253.0
221.0	39906.0
222.0	39560.0
223.0	37845.0
224.0	37895.0
225.0	36118.0
226.0	36257.0
227.0	34280.0
228.0	34476.0
229.0	32808.0
230.0	32981.0
231.0	31623.0
232.0	31262.0
233.0	30372.0
234.0	30218.0
235.0	28848.0
236.0	28848.0
237.0	27900.0
238.0	27595.0
239.0	26640.0
240.0	26772.0
241.0	25647.0
242.0	25185.0
243.0	24469.0
244.0	23987.0
245.0	23256.0
246.0	22661.0
247.0	22418.0
248.0	21922.0
249.0	21330.0
250.0	20709.0
251.0	20517.0
252.0	19954.0
253.0	19493.0
254.0	19420.0
255.0	18758.0
256.0	18493.0
257.0	18288.0
258.0	17935.0
259.0	17512.0
260.0	17449.0
261.0	16961.0
262.0	16408.0
263.0	16056.0
264.0	15818.0
265.0	15578.0
266.0	15384.0
267.0	15002.0
268.0	14829.0
269.0	14291.0
270.0	14259.0
271.0	13807.0
272.0	13720.0
273.0	13039.0
274.0	13096.0
275.0	12837.0
276.0	12627.0
277.0	12291.0
278.0	12116.0
279.0	11776.0
280.0	11562.0
281.0	11321.0
282.0	11236.0
283.0	11060.0
284.0	11041.0
285.0	10512.0
286.0	10358.0
287.0	10246.0
288.0	10068.0
289.0	9783.0
290.0	9550.0
291.0	9324.0
292.0	9296.0
293.0	9198.0
294.0	9188.0
295.0	9072.0
296.0	8882.0
297.0	8653.0
298.0	8611.0
299.0	8202.0
300.0	8287.0
301.0	7987.0
302.0	7981.0
303.0	7776.0
304.0	7799.0
305.0	7610.0
306.0	7444.0
307.0	7383.0
308.0	7311.0
309.0	6986.0
310.0	7198.0
311.0	6959.0
312.0	6884.0
313.0	6941.0
314.0	6558.0
315.0	6354.0
316.0	6619.0
317.0	6156.0
318.0	6364.0
319.0	6151.0
320.0	6105.0
321.0	6054.0
322.0	5994.0
323.0	5723.0
324.0	5822.0
325.0	5650.0
326.0	5669.0
327.0	5338.0
328.0	5420.0
329.0	5185.0
330.0	5363.0
331.0	5251.0
332.0	5343.0
333.0	5115.0
334.0	5006.0
335.0	4824.0
336.0	4906.0
337.0	4768.0
338.0	4700.0
339.0	4792.0
340.0	4560.0
341.0	4601.0
342.0	4355.0
343.0	4425.0
344.0	4376.0
345.0	4300.0
346.0	4325.0
347.0	4089.0
348.0	4056.0
349.0	4016.0
350.0	4150.0
351.0	4053.0
352.0	3979.0
353.0	3811.0
354.0	3869.0
355.0	3828.0
356.0	3748.0
357.0	3675.0
358.0	3558.0
359.0	3521.0
360.0	3405.0
361.0	3467.0
362.0	3299.0
363.0	3527.0
364.0	3364.0
365.0	3264.0
366.0	3170.0
367.0	3227.0
368.0	3129.0
369.0	3094.0
370.0	3080.0
371.0	3012.0
372.0	3014.0
373.0	2960.0
374.0	3037.0
375.0	2903.0
376.0	2947.0
377.0	2842.0
378.0	2768.0
379.0	2790.0
380.0	2739.0
381.0	2620.0
382.0	2518.0
383.0	2638.0
384.0	2591.0
385.0	2595.0
386.0	2397.0
387.0	2477.0
388.0	2394.0
389.0	2381.0
390.0	2382.0
391.0	2490.0
392.0	2315.0
393.0	2378.0
394.0	2416.0
395.0	2334.0
396.0	2184.0
397.0	2212.0
398.0	2225.0
399.0	2197.0
400.0	2055.0
401.0	2122.0
402.0	2065.0
403.0	2106.0
404.0	2084.0
405.0	2028.0
406.0	2054.0
407.0	2059.0
408.0	1978.0
409.0	1890.0
410.0	1959.0
411.0	1907.0
412.0	1970.0
413.0	1842.0
414.0	1871.0
415.0	1906.0
416.0	1872.0
417.0	1928.0
418.0	1757.0
419.0	1807.0
420.0	1758.0
421.0	1690.0
422.0	1707.0
423.0	1649.0
424.0	1642.0
425.0	1670.0
426.0	1551.0
427.0	1583.0
428.0	1531.0
429.0	1579.0
430.0	1564.0
431.0	1502.0
432.0	1522.0
433.0	1519.0
434.0	1528.0
435.0	1456.0
436.0	1383.0
437.0	1470.0
438.0	1424.0
439.0	1427.0
440.0	1351.0
441.0	1457.0
442.0	1335.0
443.0	1414.0
444.0	1396.0
445.0	1350.0
446.0	1325.0
447.0	1429.0
448.0	1301.0
449.0	1342.0
450.0	1294.0
451.0	1286.0
452.0	1320.0
453.0	1277.0
454.0	1241.0
455.0	1247.0
456.0	1194.0
457.0	1166.0
458.0	1160.0
459.0	1133.0
460.0	1186.0
461.0	1128.0
462.0	1139.0
463.0	1165.0
464.0	1146.0
465.0	1087.0
466.0	1123.0
467.0	1088.0
468.0	1120.0
469.0	1095.0
470.0	1074.0
471.0	995.0
472.0	1024.0
473.0	1039.0
474.0	996.0
475.0	984.0
476.0	1022.0
477.0	962.0
478.0	922.0
479.0	997.0
480.0	1011.0
481.0	942.0
482.0	981.0
483.0	948.0
484.0	950.0
485.0	978.0
486.0	976.0
487.0	966.0
488.0	933.0
489.0	1005.0
490.0	862.0
491.0	941.0
492.0	993.0
493.0	873.0
494.0	833.0
495.0	829.0
496.0	859.0
497.0	779.0
498.0	827.0
499.0	860.0
500.0	784.0
501.0	794.0
502.0	843.0
503.0	767.0
504.0	750.0
505.0	761.0
506.0	830.0
507.0	743.0
508.0	740.0
509.0	736.0
510.0	758.0
511.0	778.0
512.0	769.0
513.0	789.0
514.0	691.0
515.0	754.0
516.0	728.0
517.0	690.0
518.0	664.0
519.0	676.0
520.0	643.0
521.0	649.0
522.0	634.0
523.0	673.0
524.0	633.0
525.0	626.0
526.0	672.0
527.0	612.0
528.0	626.0
529.0	674.0
530.0	655.0
531.0	678.0
532.0	670.0
533.0	654.0
534.0	621.0
535.0	561.0
536.0	606.0
537.0	642.0
538.0	586.0
539.0	611.0
540.0	634.0
541.0	592.0
542.0	564.0
543.0	618.0
544.0	622.0
545.0	604.0
546.0	589.0
547.0	565.0
548.0	606.0
549.0	527.0
550.0	570.0
551.0	559.0
552.0	553.0
553.0	518.0
554.0	523.0
555.0	524.0
556.0	511.0
557.0	461.0
558.0	505.0
559.0	535.0
560.0	505.0
561.0	507.0
562.0	483.0
563.0	477.0
564.0	493.0
565.0	458.0
566.0	482.0
567.0	472.0
568.0	458.0
569.0	467.0
570.0	455.0
571.0	439.0
572.0	423.0
573.0	440.0
574.0	448.0
575.0	448.0
576.0	430.0
577.0	415.0
578.0	502.0
579.0	405.0
580.0	444.0
581.0	395.0
582.0	415.0
583.0	422.0
584.0	443.0
585.0	418.0
586.0	412.0
587.0	389.0
588.0	414.0
589.0	370.0
590.0	408.0
591.0	401.0
592.0	433.0
593.0	430.0
594.0	399.0
595.0	379.0
596.0	404.0
597.0	376.0
598.0	411.0
599.0	419.0
600.0	381.0
601.0	373.0
602.0	409.0
603.0	354.0
604.0	360.0
605.0	390.0
606.0	391.0
607.0	389.0
608.0	372.0
609.0	363.0
610.0	375.0
611.0	352.0
612.0	368.0
613.0	351.0
614.0	367.0
615.0	354.0
616.0	343.0
617.0	335.0
618.0	326.0
619.0	332.0
620.0	325.0
621.0	295.0
622.0	342.0
623.0	277.0
624.0	318.0
625.0	320.0
626.0	327.0
627.0	315.0
628.0	310.0
629.0	315.0
630.0	310.0
631.0	340.0
632.0	303.0
633.0	294.0
634.0	303.0
635.0	336.0
636.0	260.0
637.0	298.0
638.0	285.0
639.0	317.0
640.0	304.0
641.0	309.0
642.0	253.0
643.0	282.0
644.0	283.0
645.0	217.0
646.0	252.0
647.0	254.0
648.0	263.0
649.0	243.0
650.0	267.0
651.0	265.0
652.0	238.0
653.0	259.0
654.0	253.0
655.0	257.0
656.0	241.0
657.0	245.0
658.0	260.0
659.0	260.0
660.0	303.0
661.0	243.0
662.0	284.0
663.0	219.0
664.0	226.0
665.0	267.0
666.0	252.0
667.0	234.0
668.0	254.0
669.0	226.0
670.0	236.0
671.0	211.0
672.0	218.0
673.0	200.0
674.0	228.0
675.0	223.0
676.0	243.0
677.0	221.0
678.0	232.0
679.0	232.0
680.0	205.0
681.0	205.0
682.0	246.0
683.0	214.0
684.0	216.0
685.0	207.0
686.0	214.0
687.0	221.0
688.0	199.0
689.0	224.0
690.0	229.0
691.0	197.0
692.0	188.0
693.0	182.0
694.0	191.0
695.0	212.0
696.0	209.0
697.0	186.0
698.0	189.0
699.0	187.0
700.0	180.0
701.0	210.0
702.0	170.0
703.0	152.0
704.0	176.0
705.0	178.0
706.0	172.0
707.0	176.0
708.0	160.0
709.0	158.0
710.0	131.0
711.0	187.0
712.0	140.0
713.0	185.0
714.0	162.0
715.0	174.0
716.0	172.0
717.0	168.0
718.0	184.0
719.0	157.0
720.0	166.0
721.0	164.0
722.0	179.0
723.0	167.0
724.0	164.0
725.0	162.0
726.0	159.0
727.0	178.0
728.0	160.0
729.0	184.0
730.0	160.0
731.0	160.0
732.0	159.0
733.0	166.0
734.0	163.0
735.0	147.0
736.0	155.0
737.0	142.0
738.0	141.0
739.0	129.0
740.0	153.0
741.0	146.0
742.0	136.0
743.0	148.0
744.0	149.0
745.0	144.0
746.0	146.0
747.0	136.0
748.0	170.0
749.0	122.0
750.0	166.0
751.0	149.0
752.0	124.0
753.0	136.0
754.0	146.0
755.0	142.0
756.0	127.0
757.0	134.0
758.0	157.0
759.0	119.0
760.0	125.0
761.0	127.0
762.0	134.0
763.0	117.0
764.0	130.0
765.0	125.0
766.0	130.0
767.0	158.0
768.0	116.0
769.0	132.0
770.0	134.0
771.0	137.0
772.0	109.0
773.0	127.0
774.0	119.0
775.0	134.0
776.0	133.0
777.0	128.0
778.0	134.0
779.0	115.0
780.0	127.0
781.0	127.0
782.0	112.0
783.0	118.0
784.0	108.0
785.0	127.0
786.0	118.0
787.0	122.0
788.0	121.0
789.0	125.0
790.0	117.0
791.0	119.0
792.0	125.0
793.0	128.0
794.0	111.0
795.0	98.0
796.0	129.0
797.0	102.0
798.0	98.0
799.0	91.0
800.0	98.0
801.0	98.0
802.0	87.0
803.0	109.0
804.0	109.0
805.0	104.0
806.0	101.0
807.0	112.0
808.0	95.0
809.0	108.0
810.0	110.0
811.0	118.0
812.0	123.0
813.0	128.0
814.0	122.0
815.0	121.0
816.0	107.0
817.0	104.0
818.0	129.0
819.0	99.0
820.0	97.0
821.0	103.0
822.0	115.0
823.0	133.0
824.0	89.0
825.0	109.0
826.0	100.0
827.0	97.0
828.0	102.0
829.0	101.0
830.0	79.0
831.0	122.0
832.0	91.0
833.0	94.0
834.0	83.0
835.0	97.0
836.0	96.0
837.0	107.0
838.0	92.0
839.0	104.0
840.0	97.0
841.0	96.0
842.0	98.0
843.0	103.0
844.0	90.0
845.0	78.0
846.0	83.0
847.0	109.0
848.0	112.0
849.0	85.0
850.0	107.0
851.0	91.0
852.0	91.0
853.0	92.0
854.0	118.0
855.0	87.0
856.0	116.0
857.0	85.0
858.0	98.0
859.0	102.0
860.0	86.0
861.0	118.0
862.0	99.0
863.0	97.0
864.0	82.0
865.0	72.0
866.0	89.0
867.0	92.0
868.0	100.0
869.0	96.0
870.0	84.0
871.0	90.0
872.0	68.0
873.0	108.0
874.0	99.0
875.0	94.0
876.0	85.0
877.0	89.0
878.0	67.0
879.0	91.0
880.0	80.0
881.0	65.0
882.0	85.0
883.0	80.0
884.0	72.0
885.0	78.0
886.0	83.0
887.0	71.0
888.0	78.0
889.0	69.0
890.0	93.0
891.0	77.0
892.0	85.0
893.0	53.0
894.0	61.0
895.0	64.0
896.0	80.0
897.0	78.0
898.0	77.0
899.0	83.0
900.0	73.0
901.0	70.0
902.0	70.0
903.0	76.0
904.0	96.0
905.0	67.0
906.0	77.0
907.0	75.0
908.0	61.0
909.0	77.0
910.0	66.0
911.0	70.0
912.0	68.0
913.0	72.0
914.0	72.0
915.0	66.0
916.0	69.0
917.0	76.0
918.0	56.0
919.0	73.0
920.0	54.0
921.0	56.0
922.0	68.0
923.0	81.0
924.0	79.0
925.0	63.0
926.0	78.0
927.0	62.0
928.0	68.0
929.0	77.0
930.0	45.0
931.0	59.0
932.0	62.0
933.0	54.0
934.0	56.0
935.0	64.0
936.0	57.0
937.0	59.0
938.0	65.0
939.0	54.0
940.0	51.0
941.0	65.0
942.0	57.0
943.0	58.0
944.0	67.0
945.0	45.0
946.0	55.0
947.0	47.0
948.0	55.0
949.0	58.0
950.0	54.0
951.0	50.0
952.0	63.0
953.0	50.0
954.0	56.0
955.0	55.0
956.0	55.0
957.0	67.0
958.0	86.0
959.0	49.0
960.0	55.0
961.0	52.0
962.0	63.0
963.0	47.0
964.0	42.0
965.0	45.0
966.0	56.0
967.0	52.0
968.0	53.0
969.0	40.0
970.0	47.0
971.0	51.0
972.0	42.0
973.0	48.0
974.0	50.0
975.0	45.0
976.0	48.0
977.0	50.0
978.0	54.0
979.0	50.0
980.0	46.0
981.0	56.0
982.0	44.0
983.0	63.0
984.0	42.0
985.0	45.0
986.0	57.0
987.0	49.0
988.0	51.0
989.0	38.0
990.0	51.0
991.0	40.0
992.0	45.0
993.0	33.0
994.0	47.0
995.0	62.0
996.0	56.0
997.0	48.0
998.0	55.0
999.0	45.0
1000.0	39.0
1001.0	47.0
1002.0	46.0
1003.0	55.0
1004.0	41.0
1005.0	52.0
1006.0	39.0
1007.0	55.0
1008.0	50.0
1009.0	43.0
1010.0	50.0
1011.0	58.0
1012.0	43.0
1013.0	41.0
1014.0	44.0
1015.0	42.0
1016.0	29.0
1017.0	38.0
1018.0	39.0
1019.0	51.0
1020.0	38.0
1021.0	47.0
1022.0	47.0
1023.0	27.0
1024.0	58.0
1025.0	46.0
1026.0	42.0
1027.0	43.0
1028.0	35.0
1029.0	43.0
1030.0	42.0
1031.0	33.0
1032.0	43.0
1033.0	47.0
1034.0	47.0
1035.0	43.0
1036.0	49.0
1037.0	34.0
1038.0	48.0
1039.0	41.0
1040.0	41.0
1041.0	48.0
1042.0	52.0
1043.0	41.0
1044.0	51.0
1045.0	39.0
1046.0	43.0
1047.0	74.0
1048.0	56.0
1049.0	50.0
1050.0	42.0
1051.0	43.0
1052.0	55.0
1053.0	52.0
1054.0	54.0
1055.0	39.0
1056.0	50.0
1057.0	42.0
1058.0	40.0
1059.0	56.0
1060.0	42.0
1061.0	37.0
1062.0	38.0
1063.0	56.0
1064.0	41.0
1065.0	47.0
1066.0	45.0
1067.0	39.0
1068.0	37.0
1069.0	44.0
1070.0	39.0
1071.0	47.0
1072.0	39.0
1073.0	52.0
1074.0	44.0
1075.0	39.0
1076.0	36.0
1077.0	64.0
1078.0	43.0
1079.0	51.0
1080.0	48.0
1081.0	48.0
1082.0	41.0
1083.0	34.0
1084.0	40.0
1085.0	41.0
1086.0	37.0
1087.0	53.0
1088.0	50.0
1089.0	49.0
1090.0	36.0
1091.0	46.0
1092.0	45.0
1093.0	41.0
1094.0	42.0
1095.0	38.0
1096.0	43.0
1097.0	54.0
1098.0	45.0
1099.0	43.0
1100.0	31.0
1101.0	60.0
1102.0	39.0
1103.0	44.0
1104.0	34.0
1105.0	31.0
1106.0	31.0
1107.0	37.0
1108.0	41.0
1109.0	28.0
1110.0	41.0
1111.0	42.0
1112.0	41.0
1113.0	38.0
1114.0	43.0
1115.0	38.0
1116.0	33.0
1117.0	39.0
1118.0	32.0
1119.0	40.0
1120.0	39.0
1121.0	34.0
1122.0	44.0
1123.0	40.0
1124.0	41.0
1125.0	22.0
1126.0	35.0
1127.0	39.0
1128.0	50.0
1129.0	37.0
1130.0	39.0
1131.0	40.0
1132.0	30.0
1133.0	31.0
1134.0	33.0
1135.0	30.0
1136.0	34.0
1137.0	41.0
1138.0	34.0
1139.0	31.0
1140.0	37.0
1141.0	31.0
1142.0	31.0
1143.0	38.0
1144.0	33.0
1145.0	41.0
1146.0	32.0
1147.0	38.0
1148.0	44.0
1149.0	34.0
1150.0	27.0
1151.0	32.0
1152.0	35.0
1153.0	49.0
1154.0	32.0
1155.0	34.0
1156.0	32.0
1157.0	27.0
1158.0	41.0
1159.0	40.0
1160.0	36.0
1161.0	32.0
1162.0	37.0
1163.0	35.0
1164.0	32.0
1165.0	43.0
1166.0	31.0
1167.0	20.0
1168.0	39.0
1169.0	36.0
1170.0	43.0
1171.0	36.0
1172.0	37.0
1173.0	40.0
1174.0	43.0
1175.0	36.0
1176.0	40.0
1177.0	27.0
1178.0	31.0
1179.0	33.0
1180.0	32.0
1181.0	32.0
1182.0	27.0
1183.0	36.0
1184.0	28.0
1185.0	27.0
1186.0	33.0
1187.0	26.0
1188.0	37.0
1189.0	37.0
1190.0	30.0
1191.0	34.0
1192.0	36.0
1193.0	36.0
1194.0	29.0
1195.0	31.0
1196.0	31.0
1197.0	42.0
1198.0	29.0
1199.0	35.0
1200.0	31.0
1201.0	25.0
1202.0	23.0
1203.0	32.0
1204.0	26.0
1205.0	25.0
1206.0	38.0
1207.0	35.0
1208.0	25.0
1209.0	22.0
1210.0	23.0
1211.0	18.0
1212.0	34.0
1213.0	21.0
1214.0	29.0
1215.0	23.0
1216.0	26.0
1217.0	22.0
1218.0	26.0
1219.0	27.0
1220.0	20.0
1221.0	20.0
1222.0	36.0
1223.0	24.0
1224.0	35.0
1225.0	30.0
1226.0	19.0
1227.0	27.0
1228.0	26.0
1229.0	30.0
1230.0	32.0
1231.0	36.0
1232.0	23.0
1233.0	40.0
1234.0	31.0
1235.0	24.0
1236.0	22.0
1237.0	29.0
1238.0	23.0
1239.0	18.0
1240.0	22.0
1241.0	31.0
1242.0	32.0
1243.0	26.0
1244.0	42.0
1245.0	25.0
1246.0	22.0
1247.0	28.0
1248.0	31.0
1249.0	28.0
1250.0	36.0
1251.0	31.0
1252.0	26.0
1253.0	18.0
1254.0	30.0
1255.0	23.0
1256.0	22.0
1257.0	33.0
1258.0	37.0
1259.0	20.0
1260.0	31.0
1261.0	24.0
1262.0	13.0
1263.0	25.0
1264.0	36.0
1265.0	22.0
1266.0	27.0
1267.0	13.0
1268.0	34.0
1269.0	25.0
1270.0	33.0
1271.0	18.0
1272.0	31.0
1273.0	26.0
1274.0	32.0
1275.0	22.0
1276.0	20.0
1277.0	22.0
1278.0	14.0
1279.0	25.0
1280.0	19.0
1281.0	23.0
1282.0	23.0
1283.0	27.0
1284.0	23.0
1285.0	26.0
1286.0	20.0
1287.0	21.0
1288.0	19.0
1289.0	24.0
1290.0	22.0
1291.0	18.0
1292.0	22.0
1293.0	26.0
1294.0	30.0
1295.0	26.0
1296.0	17.0
1297.0	16.0
1298.0	28.0
1299.0	21.0
1300.0	26.0
1301.0	16.0
1302.0	22.0
1303.0	19.0
1304.0	27.0
1305.0	20.0
1306.0	21.0
1307.0	29.0
1308.0	17.0
1309.0	21.0
1310.0	14.0
1311.0	20.0
1312.0	23.0
1313.0	17.0
1314.0	13.0
1315.0	15.0
1316.0	20.0
1317.0	16.0
1318.0	30.0
1319.0	23.0
1320.0	18.0
1321.0	28.0
1322.0	22.0
1323.0	17.0
1324.0	25.0
1325.0	18.0
1326.0	31.0
1327.0	17.0
1328.0	21.0
1329.0	23.0
1330.0	21.0
1331.0	24.0
1332.0	16.0
1333.0	20.0
1334.0	20.0
1335.0	28.0
1336.0	17.0
1337.0	25.0
1338.0	20.0
1339.0	15.0
1340.0	27.0
1341.0	27.0
1342.0	28.0
1343.0	19.0
1344.0	15.0
1345.0	26.0
1346.0	20.0
1347.0	21.0
1348.0	18.0
1349.0	26.0
1350.0	21.0
1351.0	31.0
1352.0	21.0
1353.0	31.0
1354.0	23.0
1355.0	31.0
1356.0	19.0
1357.0	22.0
1358.0	25.0
1359.0	26.0
1360.0	25.0
1361.0	24.0
1362.0	21.0
1363.0	19.0
1364.0	16.0
1365.0	17.0
1366.0	19.0
1367.0	17.0
1368.0	26.0
1369.0	14.0
1370.0	10.0
1371.0	16.0
1372.0	18.0
1373.0	18.0
1374.0	16.0
1375.0	15.0
1376.0	18.0
1377.0	16.0
1378.0	11.0
1379.0	28.0
1380.0	15.0
1381.0	19.0
1382.0	19.0
1383.0	11.0
1384.0	18.0
1385.0	19.0
1386.0	16.0
1387.0	21.0
1388.0	28.0
1389.0	19.0
1390.0	15.0
1391.0	24.0
1392.0	18.0
1393.0	24.0
1394.0	21.0
1395.0	20.0
1396.0	20.0
1397.0	20.0
1398.0	14.0
1399.0	16.0
1400.0	22.0
1401.0	16.0
1402.0	22.0
1403.0	24.0
1404.0	20.0
1405.0	14.0
1406.0	15.0
1407.0	15.0
1408.0	15.0
1409.0	18.0
1410.0	17.0
1411.0	13.0
1412.0	11.0
1413.0	19.0
1414.0	10.0
1415.0	15.0
1416.0	23.0
1417.0	15.0
1418.0	18.0
1419.0	21.0
1420.0	14.0
1421.0	15.0
1422.0	12.0
1423.0	18.0
1424.0	10.0
1425.0	22.0
1426.0	12.0
1427.0	25.0
1428.0	9.0
1429.0	18.0
1430.0	22.0
1431.0	20.0
1432.0	11.0
1433.0	13.0
1434.0	21.0
1435.0	15.0
1436.0	17.0
1437.0	20.0
1438.0	10.0
1439.0	19.0
1440.0	12.0
1441.0	15.0
1442.0	19.0
1443.0	19.0
1444.0	20.0
1445.0	24.0
1446.0	16.0
1447.0	13.0
1448.0	14.0
1449.0	22.0
1450.0	22.0
1451.0	19.0
1452.0	26.0
1453.0	16.0
1454.0	16.0
1455.0	15.0
1456.0	17.0
1457.0	16.0
1458.0	21.0
1459.0	16.0
1460.0	15.0
1461.0	9.0
1462.0	15.0
1463.0	12.0
1464.0	20.0
1465.0	17.0
1466.0	18.0
1467.0	19.0
1468.0	15.0
1469.0	7.0
1470.0	14.0
1471.0	20.0
1472.0	15.0
1473.0	14.0
1474.0	20.0
1475.0	11.0
1476.0	23.0
1477.0	13.0
1478.0	14.0
1479.0	10.0
1480.0	17.0
1481.0	17.0
1482.0	12.0
1483.0	16.0
1484.0	23.0
1485.0	14.0
1486.0	18.0
1487.0	18.0
1488.0	12.0
1489.0	6.0
1490.0	11.0
1491.0	9.0
1492.0	15.0
1493.0	20.0
1494.0	12.0
1495.0	12.0
1496.0	18.0
1497.0	12.0
1498.0	17.0
1499.0	19.0
1500.0	17.0
1501.0	9.0
1502.0	13.0
1503.0	13.0
1504.0	15.0
1505.0	14.0
1506.0	11.0
1507.0	6.0
1508.0	10.0
1509.0	7.0
1510.0	10.0
1511.0	21.0
1512.0	11.0
1513.0	18.0
1514.0	7.0
1515.0	9.0
1516.0	15.0
1517.0	12.0
1518.0	14.0
1519.0	14.0
1520.0	9.0
1521.0	19.0
1522.0	12.0
1523.0	12.0
1524.0	17.0
1525.0	7.0
1526.0	16.0
1527.0	11.0
1528.0	16.0
1529.0	16.0
1530.0	19.0
1531.0	18.0
1532.0	15.0
1533.0	8.0
1534.0	24.0
1535.0	8.0
1536.0	8.0
1537.0	14.0
1538.0	13.0
1539.0	19.0
1540.0	15.0
1541.0	12.0
1542.0	17.0
1543.0	11.0
1544.0	16.0
1545.0	13.0
1546.0	11.0
1547.0	16.0
1548.0	16.0
1549.0	15.0
1550.0	17.0
1551.0	15.0
1552.0	16.0
1553.0	15.0
1554.0	16.0
1555.0	16.0
1556.0	19.0
1557.0	16.0
1558.0	18.0
1559.0	18.0
1560.0	14.0
1561.0	15.0
1562.0	17.0
1563.0	7.0
1564.0	7.0
1565.0	14.0
1566.0	16.0
1567.0	16.0
1568.0	19.0
1569.0	16.0
1570.0	9.0
1571.0	8.0
1572.0	11.0
1573.0	19.0
1574.0	14.0
1575.0	10.0
1576.0	12.0
1577.0	11.0
1578.0	11.0
1579.0	6.0
1580.0	12.0
1581.0	15.0
1582.0	7.0
1583.0	17.0
1584.0	13.0
1585.0	8.0
1586.0	10.0
1587.0	12.0
1588.0	13.0
1589.0	8.0
1590.0	11.0
1591.0	9.0
1592.0	10.0
1593.0	8.0
1594.0	8.0
1595.0	12.0
1596.0	15.0
1597.0	17.0
1598.0	11.0
