"","V1","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","V4.y","PCC.cor","p_value","adjusted_p_value"
"16","Cluster_10051","ptg000004l:4291243-4292243",157,-20.52,2,21,732,751,19,"68.42%","84.21%","FUN_009231",-0.430528449238871,0.469273482679056,0.998649612991003
"17","Cluster_10051","ptg000007l:1550409-1551409",169,-22.97,2,20,374,397,20,"80.00%","90.00%","FUN_010685",-0.178089727783541,0.774453487231661,0.998649612991003
"18","Cluster_10051","ptg000008l:10473161-10474161",156,-21.23,2,21,156,177,19,"57.89%","84.21%","FUN_012610",-0.432281098342673,0.467260278398976,0.998649612991003
"19","Cluster_10051","ptg000008l:14323611-14324611",156,-23.87,2,13,68,89,11,"90.91%","100.00%","FUN_012897",NA,NA,NA
"20","Cluster_10051","ptg000008l:15416800-15417800",156,-23.87,2,13,70,91,11,"90.91%","100.00%","FUN_012917",0.118147632977058,0.849920470557,0.998649612991003
"21","Cluster_10051","ptg000008l:20423233-20424233",174,-21.16,2,21,880,900,19,"84.21%","89.47%","FUN_013265",NA,NA,NA
"22","Cluster_10051","ptg000008l:2249492-2250492",163,-24.45,2,16,284,305,14,"85.71%","92.86%","FUN_011867",0.407376799061256,0.496038499498735,0.998649612991003
"23","Cluster_10051","ptg000008l:24047644-24048644",162,-21.04,2,21,186,206,19,"73.68%","84.21%","FUN_013558",-0.435021434996124,0.464116314429277,0.998649612991003
"24","Cluster_10051","ptg000008l:26878806-26879806",164,-21.3,2,17,33,54,15,"86.67%","86.67%","FUN_013794",0.903585602802314,0.035413110706321,0.956725250647607
"25","Cluster_10051","ptg000008l:35267918-35268918",159,-20.36,2,21,174,196,20,"75.00%","75.00%","FUN_014330",NA,NA,NA
"26","Cluster_10051","ptg000008l:6591882-6592882",167,-22.01,2,16,569,590,14,"92.86%","92.86%","FUN_012231",0.978580789954302,0.00375092828341026,0.545343267336266
"27","Cluster_10051","ptg000008l:8326983-8327983",163,-22.81,2,21,804,826,20,"75.00%","80.00%","FUN_012367",0.789345881882932,0.112322368285846,0.998649612991003
"28","Cluster_10051","ptg000009l:14625993-14626993",167,-21.41,2,20,759,780,18,"72.22%","88.89%","FUN_015711",0.00183679723133306,0.997661318444458,0.999722967761679
"29","Cluster_10051","ptg000009l:1809772-1810385",159,-21.97,2,20,216,237,18,"66.67%","83.33%","FUN_014646",0.899802336682014,0.037495826415247,0.96546924320845
"30","Cluster_10051","ptg000009l:1809772-1810385",159,-21.97,2,20,216,237,18,"66.67%","83.33%","FUN_014647",-0.472871002332587,0.421180294562504,0.998649612991003
"31","Cluster_10051","ptg000009l:3573458-3574458",156,-23.87,2,13,247,268,11,"90.91%","100.00%","FUN_014838",-0.339851986015243,0.575767313606354,0.998649612991003
"32","Cluster_10051","ptg000009l:8626928-8627928",161,-20.11,2,21,651,672,20,"75.00%","85.00%","FUN_015302",-0.114831279111567,0.854114234297733,0.998649612991003
"33","Cluster_10051","ptg000011l:11842699-11843699",151,-22.16,2,20,659,678,18,"66.67%","88.89%","FUN_017308",0.978580789954302,0.00375092828341026,0.545343267336266
"34","Cluster_10051","ptg000011l:13786293-13787293",146,-20.02,2,16,854,878,17,"70.59%","76.47%","FUN_017738",0.978580789954302,0.00375092828341026,0.545343267336266
"35","Cluster_10051","ptg000011l:5050166-5051166",164,-24.91,2,21,342,363,19,"73.68%","78.95%","FUN_016587",0.0185245023198867,0.976415220127497,0.998649612991003
"36","Cluster_10051","ptg000012l:13120497-13121497",156,-23.87,2,13,71,92,11,"90.91%","100.00%","FUN_018761",NA,NA,NA
"37","Cluster_10051","ptg000012l:17350813-17351813",170,-25.68,2,19,519,540,17,"82.35%","88.24%","FUN_019112",0.979114430567039,0.0036119195946308,0.545343267336266
"38","Cluster_10051","ptg000015l:1839572-1840572",168,-20.74,2,20,634,655,19,"84.21%","89.47%","FUN_019399",-0.080154157396673,0.898053941761961,0.998649612991003
"39","Cluster_10051","ptg000015l:4854935-4855935",171,-20.94,2,21,67,89,20,"80.00%","85.00%","FUN_019651",NA,NA,NA
"40","Cluster_10051","ptg000015l:5531064-5532064",171,-20.94,2,21,67,89,20,"80.00%","85.00%","FUN_019740",0.978580789954302,0.00375092828341026,0.545343267336266
"41","Cluster_10051","ptg000016l:4101041-4102041",159,-22.33,2,21,44,62,19,"78.95%","84.21%","FUN_021995",NA,NA,NA
"42","Cluster_10051","ptg000016l:5638249-5639249",162,-21.57,2,19,82,103,17,"76.47%","82.35%","FUN_022115",-0.47144663488365,0.422778972809274,0.998649612991003
"43","Cluster_10051","ptg000016l:8501008-8501864",164,-21.19,2,19,474,494,17,"82.35%","88.24%","FUN_022388",-0.0463701233686425,0.940980890013824,0.998649612991003
"44","Cluster_10051","ptg000017l:1486004-1487004",162,-23.81,2,21,794,814,19,"73.68%","84.21%","FUN_022920",-0.142873167425342,0.818709028606746,0.998649612991003
"45","Cluster_10051","ptg000017l:6446983-6447355",150,-22.25,2,21,171,197,24,"62.50%","75.00%","FUN_023334",-0.40400219393816,0.499965710065499,0.998649612991003
"46","Cluster_10051","ptg000017l:941960-942960",166,-21.05,2,17,716,736,15,"93.33%","93.33%","FUN_022873",0.128341197898181,0.837040624343782,0.998649612991003
"47","Cluster_10051","ptg000018l:7031166-7032166",156,-20.19,2,21,968,989,19,"57.89%","84.21%","FUN_024497",-0.114831279111567,0.854114234297733,0.998649612991003
"48","Cluster_10051","ptg000019l:2186635-2187635",154,-20.05,2,19,550,569,17,"82.35%","82.35%","FUN_025392",0.564952069648082,0.321025583758806,0.998649612991003
"49","Cluster_10051","ptg000019l:3905815-3906057",157,-20.49,2,19,173,195,18,"72.22%","83.33%","FUN_025529",0.774382389356872,0.124199651053957,0.998649612991003
"50","Cluster_10051","ptg000020l:12119189-12120189",156,-23.87,2,13,72,93,11,"90.91%","100.00%","FUN_026661",NA,NA,NA
"51","Cluster_10051","ptg000020l:14177063-14178063",163,-22.28,2,21,514,538,22,"68.18%","81.82%","FUN_026849",-0.308126576002738,0.613980534946383,0.998649612991003
"52","Cluster_10051","ptg000021l:11114347-11115347",163,-26.17,2,21,417,439,20,"65.00%","90.00%","FUN_027814",0.677739133841698,0.208664593004033,0.998649612991003
"53","Cluster_10051","ptg000021l:2258260-2259260",156,-23.87,2,13,100,121,11,"90.91%","100.00%","FUN_027248",NA,NA,NA
"54","Cluster_10051","ptg000022l:2625302-2626302",156,-23.87,2,13,73,94,11,"90.91%","100.00%","FUN_028683",-0.22248603816439,0.719076690436035,0.998649612991003
"55","Cluster_10051","ptg000022l:5486190-5487190",154,-20.44,2,21,352,372,19,"68.42%","78.95%","FUN_028871",-0.216845914796322,0.726082507821212,0.998649612991003
"56","Cluster_10051","ptg000022l:5504136-5505136",154,-20.44,2,21,347,367,19,"68.42%","78.95%","FUN_028873",-0.0761144853513735,0.903181684020961,0.998649612991003
"57","Cluster_10051","ptg000022l:6500625-6501625",166,-20.01,2,19,622,643,17,"76.47%","88.24%","FUN_028963",-0.476207236344532,0.417441215634275,0.998649612991003
"58","Cluster_10051","ptg000023l:14155246-14156246",162,-22.68,2,21,302,322,19,"73.68%","84.21%","FUN_030640",0.978580789954303,0.00375092828341024,0.545343267336266
"59","Cluster_10051","ptg000023l:28701419-28702419",150,-20.95,2,11,402,423,9,"100.00%","100.00%","FUN_032084",NA,NA,NA
"60","Cluster_10051","ptg000023l:29121376-29122376",141,-20.74,2,12,445,465,10,"90.00%","90.00%","FUN_032133",0.802188920225255,0.102419904171384,0.998649612991003
"61","Cluster_10051","ptg000023l:3044243-3045243",159,-21.06,2,21,946,968,20,"70.00%","80.00%","FUN_029532",0.968136791844896,0.00679487480367087,0.667454393045194
"62","Cluster_10051","ptg000023l:3721232-3722232",165,-23.74,2,20,955,975,18,"83.33%","83.33%","FUN_029613",0.138089706987878,0.824739116117988,0.998649612991003
"63","Cluster_10051","ptg000023l:43302764-43303764",159,-22.99,2,17,689,711,16,"75.00%","93.75%","FUN_033563",0.978580789954302,0.00375092828341026,0.545343267336266
"64","Cluster_10051","ptg000024l:6118764-6119764",161,-21.3,2,20,973,993,18,"77.78%","83.33%","FUN_034212",0.657252268506758,0.228086502007384,0.998649612991003
"65","Cluster_10051","ptg000024l:6880594-6881594",152,-20.72,2,21,331,350,19,"73.68%","78.95%","FUN_034267",-0.391555731506893,0.514505204520073,0.998649612991003
"66","Cluster_10051","ptg000024l:9841963-9842963",161,-22.94,2,20,892,916,21,"71.43%","85.71%","FUN_034629",-0.429712457899088,0.470211419302524,0.998649612991003
"67","Cluster_10051","ptg000025l:10051448-10052448",158,-21.15,2,21,333,353,19,"73.68%","78.95%","FUN_035629",0.0466297149480264,0.940650725278414,0.998649612991003
"68","Cluster_10051","ptg000025l:17029308-17030308",157,-21.17,2,20,771,794,20,"70.00%","85.00%","FUN_036244",0.980509833063189,0.00325674264532644,0.545343267336266
"69","Cluster_10051","ptg000025l:17029490-17030490",157,-21.17,2,20,589,612,20,"70.00%","85.00%","FUN_036245",-0.114831279111567,0.854114234297733,0.998649612991003
"70","Cluster_10051","ptg000026l:10000179-10001179",149,-20.39,2,15,114,136,14,"71.43%","92.86%","FUN_037406",0.0809274753622794,0.897072521492781,0.998649612991003
"71","Cluster_10051","ptg000026l:12585961-12586945",161,-21.24,2,21,269,290,20,"80.00%","80.00%","FUN_037704",0.153829013817712,0.804914037552495,0.998649612991003
"72","Cluster_10051","ptg000026l:4640581-4641581",155,-20.48,2,21,609,631,20,"70.00%","75.00%","FUN_037020",NA,NA,NA
"73","Cluster_10051","ptg000026l:6603865-6604865",167,-22.41,2,21,232,256,22,"77.27%","77.27%","FUN_037171",0.793177019792147,0.109339618491171,0.998649612991003
"74","Cluster_10051","ptg000027l:11301376-11301950",162,-21.38,2,21,510,533,21,"76.19%","80.95%","FUN_038777",0.180508531153504,0.771423679938629,0.998649612991003
"75","Cluster_10051","ptg000029c:343169-344169",159,-20.76,2,21,283,301,19,"78.95%","84.21%","FUN_039348",-0.230181670707446,0.709532603073159,0.998649612991003
"76","Cluster_10051","ptg000034l:814728-815728",158,-20.79,2,20,858,880,19,"73.68%","78.95%","FUN_041115",NA,NA,NA
"77","Cluster_10051","ptg000035l:3430930-3431930",157,-24.1,2,21,380,401,20,"70.00%","85.00%","FUN_041415",-0.208106756380144,0.736955439440436,0.998649612991003
"78","Cluster_10051","ptg000035l:4443976-4444976",155,-22.62,2,20,324,345,18,"61.11%","83.33%","FUN_041502",0.803413773652041,0.101490039100272,0.998649612991003
"79","Cluster_10051","ptg000035l:5063670-5064670",162,-23.04,2,21,564,584,19,"73.68%","84.21%","FUN_041551",0.305602671483171,0.617039026129931,0.998649612991003
"80","Cluster_10051","ptg000035l:8820802-8821802",146,-20.41,2,21,872,892,19,"57.89%","78.95%","FUN_041912",-0.797375977496758,0.106098471107926,0.998649612991003
"81","Cluster_10051","ptg000036l:4239862-4240862",158,-20.62,2,20,969,991,19,"73.68%","78.95%","FUN_042361",-0.230181670707446,0.709532603073159,0.998649612991003
"82","Cluster_10051","ptg000036l:4487819-4488697",172,-24.38,2,21,87,108,19,"73.68%","89.47%","FUN_042386",0.503607651538012,0.387029013001097,0.998649612991003
"83","Cluster_10051","ptg000047l:6343052-6344052",163,-21.86,2,21,565,591,24,"70.83%","75.00%","FUN_043279",0.223883026830582,0.717342854960282,0.998649612991003
"84","Cluster_10051","ptg000047l:9659978-9660978",155,-27.11,2,21,631,656,23,"60.87%","78.26%","FUN_043538",NA,NA,NA
"85","Cluster_10051","ptg000049l:785338-786338",165,-21.87,2,19,353,375,18,"83.33%","83.33%","FUN_043759",-0.11808371657595,0.850001281767397,0.998649612991003
"86","Cluster_10057","ntLink_6:10771300-10772300",147,-20.67,2,12,358,379,10,"90.00%","90.00%","FUN_001287",0.498286560464282,0.392892633855357,0.998649612991003
"87","Cluster_10057","ntLink_6:528211-529211",160,-22.49,2,17,621,642,15,"80.00%","86.67%","FUN_000227",0.31922443705929,0.600563533687175,0.998649612991003
"88","Cluster_10057","ntLink_8:13539030-13540030",166,-20.22,2,21,855,878,21,"76.19%","85.71%","FUN_003616",-0.467332381595166,0.427404455110079,0.998649612991003
"89","Cluster_10057","ntLink_8:23861057-23862057",158,-22.74,2,21,220,244,22,"72.73%","77.27%","FUN_004505",0.106950768135635,0.864086103449029,0.998649612991003
"90","Cluster_10057","ntLink_8:2500226-2501226",166,-24.45,2,21,738,758,19,"78.95%","84.21%","FUN_002500",0.100420595184559,0.872355748802587,0.998649612991003
"91","Cluster_10057","ntLink_8:25627354-25628354",171,-23.29,2,21,577,600,21,"76.19%","85.71%","FUN_004673",0.483147741182928,0.409687327153343,0.998649612991003
"92","Cluster_10057","ntLink_8:26952590-26953590",146,-22.25,2,11,390,411,9,"88.89%","100.00%","FUN_004780",0.482550062676593,0.410353727050279,0.998649612991003
"93","Cluster_10057","ntLink_8:30984211-30985211",156,-20.24,2,21,746,767,19,"68.42%","73.68%","FUN_005091",NA,NA,NA
"94","Cluster_10057","ntLink_8:35243225-35244225",165,-20.37,2,14,741,762,12,"100.00%","100.00%","FUN_005433",NA,NA,NA
"95","Cluster_10057","ntLink_8:4267703-4268703",163,-22.58,2,19,876,895,17,"82.35%","88.24%","FUN_002601",0.225697272727351,0.715092004276927,0.998649612991003
"96","Cluster_10057","ptg000001l:10588720-10589720",159,-20.88,2,21,65,87,20,"75.00%","75.00%","FUN_006299",0.216089827556113,0.727022362574992,0.998649612991003
"97","Cluster_10057","ptg000001l:11152770-11153770",156,-22.86,2,14,941,963,13,"92.31%","92.31%","FUN_006342",-0.282611190805166,0.645017249751102,0.998649612991003
"98","Cluster_10057","ptg000001l:13735083-13736053",142,-20.47,2,15,40,61,13,"69.23%","76.92%","FUN_006534",0.797984724976973,0.105631034726315,0.998649612991003
"99","Cluster_10057","ptg000001l:15361445-15362445",164,-24.1,2,18,765,787,17,"82.35%","88.24%","FUN_006662",-0.385632314950462,0.521454391517977,0.998649612991003
"100","Cluster_10057","ptg000001l:16228477-16229477",152,-20.31,2,13,317,338,11,"90.91%","90.91%","FUN_006753",-0.483864594018698,0.408888381279062,0.998649612991003
"101","Cluster_10057","ptg000001l:19228031-19229031",166,-20.91,2,21,923,943,19,"78.95%","84.21%","FUN_007005",0.103478387708994,0.868482733736364,0.998649612991003
"102","Cluster_10057","ptg000001l:20508659-20509659",168,-20.74,2,19,436,456,17,"88.24%","88.24%","FUN_007101",0.130115172662896,0.834800869246145,0.998649612991003
"103","Cluster_10057","ptg000001l:9790599-9791599",166,-21.44,2,21,554,574,19,"78.95%","84.21%","FUN_006258",NA,NA,NA
"104","Cluster_10057","ptg000002l:12322471-12323233",161,-20.56,2,21,107,129,21,"76.19%","80.95%","FUN_008505",0.0111230133122152,0.985838031628865,0.998929520526841
"105","Cluster_10057","ptg000002l:4669346-4670346",176,-20.54,2,21,74,95,19,"84.21%","84.21%","FUN_007776",-0.703160275755013,0.185253095601148,0.998649612991003
"106","Cluster_10057","ptg000002l:9668925-9669925",141,-21.84,2,21,58,85,25,"64.00%","68.00%","FUN_008250",-0.00396699352045468,0.994949080223867,0.999341397091076
"107","Cluster_10057","ptg000004l:10299187-10300187",164,-21.54,2,21,713,732,19,"84.21%","84.21%","FUN_009681",-0.43145242341289,0.468211914049129,0.998649612991003
"108","Cluster_10057","ptg000004l:12642203-12643203",156,-21.19,2,13,342,363,11,"90.91%","100.00%","FUN_009857",0.225157764024149,0.715761246624487,0.998649612991003
"109","Cluster_10057","ptg000004l:12642203-12643203",162,-20.77,2,20,879,901,19,"78.95%","78.95%","FUN_009857",0.225157764024149,0.715761246624487,0.998649612991003
"110","Cluster_10057","ptg000004l:1408519-1409519",166,-21.86,2,20,334,356,19,"78.95%","84.21%","FUN_009009",-0.0808067773391425,0.897225695678129,0.998649612991003
"111","Cluster_10057","ptg000004l:488126-489126",152,-21.05,2,14,185,207,13,"84.62%","92.31%","FUN_008911",0.0984856202188167,0.874807220714563,0.998649612991003
"112","Cluster_10057","ptg000007l:1573814-1574814",161,-25.09,2,14,739,760,12,"91.67%","100.00%","FUN_010686",0.565720553572374,0.320218487390765,0.998649612991003
"113","Cluster_10057","ptg000008l:18821269-18822269",160,-20.69,2,20,899,918,18,"77.78%","83.33%","FUN_013036",NA,NA,NA
"114","Cluster_10057","ptg000008l:2133626-2134626",147,-22.21,2,21,390,415,23,"60.87%","69.57%","FUN_011853",0.700127628175888,0.188004365442,0.998649612991003
"115","Cluster_10057","ptg000008l:30160972-30161560",164,-24.11,2,21,161,180,19,"84.21%","84.21%","FUN_014017",-0.108502780017074,0.862121520488858,0.998649612991003
"116","Cluster_10057","ptg000008l:4596280-4597280",154,-21.86,2,21,526,543,19,"78.95%","78.95%","FUN_012052",0.0139157033797603,0.982282548020467,0.998649612991003
"117","Cluster_10057","ptg000009l:12247959-12248719",157,-20.38,2,20,528,548,18,"77.78%","77.78%","FUN_015567",0.704229415381284,0.184285909667262,0.998649612991003
"118","Cluster_10057","ptg000009l:1711747-1712747",168,-21.51,2,19,650,670,17,"88.24%","88.24%","FUN_014633",-0.0566257330467751,0.927940426109977,0.998649612991003
"119","Cluster_10057","ptg000009l:2244388-2245388",166,-25.82,2,15,925,946,13,"92.31%","100.00%","FUN_014698",-0.407201267454438,0.496242616217982,0.998649612991003
"120","Cluster_10057","ptg000009l:2550888-2551888",157,-24.86,2,14,144,165,12,"83.33%","100.00%","FUN_014730",0.495521678740725,0.395947616904178,0.998649612991003
"121","Cluster_10057","ptg000009l:3110202-3111202",147,-20.43,2,13,272,294,12,"83.33%","91.67%","FUN_014791",0.517810339710984,0.371481962365009,0.998649612991003
"122","Cluster_10057","ptg000009l:7128766-7129766",161,-20.58,2,14,929,950,12,"91.67%","100.00%","FUN_015181",0.496031614462509,0.395383758057404,0.998649612991003
"123","Cluster_10057","ptg000011l:12998417-12999267",163,-22.36,2,18,351,371,16,"87.50%","87.50%","FUN_017658",0.24889618178743,0.686398639339602,0.998649612991003
"124","Cluster_10057","ptg000011l:13152278-13153278",172,-22.26,2,21,95,116,19,"78.95%","84.21%","FUN_017683",NA,NA,NA
"125","Cluster_10057","ptg000011l:4967518-4968518",147,-20.14,2,12,6,27,10,"90.00%","90.00%","FUN_016581",-0.405628151537407,0.498072691877527,0.998649612991003
"126","Cluster_10057","ptg000012l:16272258-16273258",162,-23.52,2,21,159,183,22,"77.27%","77.27%","FUN_019013",NA,NA,NA
"127","Cluster_10057","ptg000012l:16662343-16663343",156,-20.38,2,21,866,885,19,"78.95%","78.95%","FUN_019036",-0.0561873334255957,0.928497725139995,0.998649612991003
"128","Cluster_10057","ptg000012l:2000557-2001557",166,-20.54,2,19,249,270,17,"82.35%","82.35%","FUN_017927",-0.169399498181058,0.785349908235085,0.998649612991003
"129","Cluster_10057","ptg000012l:8960184-8961184",142,-20.47,2,15,77,98,13,"69.23%","76.92%","FUN_018406",0.411891333904681,0.490794816448608,0.998649612991003
"130","Cluster_10057","ptg000015l:1877829-1878829",166,-20.06,2,20,315,337,19,"78.95%","84.21%","FUN_019405",-0.108502780017074,0.862121520488858,0.998649612991003
"131","Cluster_10057","ptg000015l:3143805-3144726",157,-20.68,2,14,756,777,12,"83.33%","100.00%","FUN_019535",-0.239378880825087,0.698149715872466,0.998649612991003
"132","Cluster_10057","ptg000015l:3143805-3144726",157,-20.68,2,14,756,777,12,"83.33%","100.00%","FUN_019536",NA,NA,NA
"133","Cluster_10057","ptg000016l:10778075-10779075",170,-20.09,2,19,90,111,17,"82.35%","88.24%","FUN_022567",0.563807659414105,0.322228448741436,0.998649612991003
"134","Cluster_10057","ptg000016l:1092165-1092787",168,-20.41,2,21,6,27,19,"78.95%","78.95%","FUN_021129",NA,NA,NA
"135","Cluster_10057","ptg000016l:11242652-11243652",154,-20.68,2,19,444,465,17,"70.59%","76.47%","FUN_022602",-0.101004893290797,0.871615579945704,0.998649612991003
"136","Cluster_10057","ptg000016l:3016437-3017257",163,-21.18,2,17,236,258,16,"87.50%","87.50%","FUN_021794",-0.108502780017074,0.862121520488858,0.998649612991003
"137","Cluster_10057","ptg000016l:3016437-3017257",163,-21.18,2,17,236,258,16,"87.50%","87.50%","FUN_021795",-0.108502780017074,0.862121520488858,0.998649612991003
"138","Cluster_10057","ptg000016l:5746404-5747404",151,-21.44,2,21,351,377,24,"62.50%","70.83%","FUN_022145",0.549693956777525,0.337155603554815,0.998649612991003
"139","Cluster_10057","ptg000016l:7301409-7302409",154,-22.14,2,21,42,66,22,"68.18%","77.27%","FUN_022298",-0.295225078051856,0.629641790230266,0.998649612991003
"140","Cluster_10057","ptg000016l:9073698-9074698",157,-26.37,2,21,448,472,22,"77.27%","77.27%","FUN_022443",-0.164942218927132,0.790945226011814,0.998649612991003
"141","Cluster_10057","ptg000017l:1448178-1448432",153,-20.8,2,20,192,215,20,"70.00%","80.00%","FUN_022917",-0.035925569117446,0.954267986066006,0.998649612991003
"142","Cluster_10057","ptg000017l:1448178-1448432",153,-20.8,2,20,192,215,20,"70.00%","80.00%","FUN_022918",0.579805462185367,0.30551832040342,0.998649612991003
"143","Cluster_10057","ptg000018l:11054998-11055998",149,-20.14,2,20,903,927,21,"71.43%","71.43%","FUN_024785",0.219070259104808,0.723318474849654,0.998649612991003
"144","Cluster_10057","ptg000018l:5407954-5408954",164,-20.73,2,20,575,596,19,"78.95%","89.47%","FUN_024362",0.983704319957624,0.00249102547745375,0.545343267336266
"145","Cluster_10057","ptg000018l:5417012-5418012",164,-20.73,2,20,565,586,19,"78.95%","89.47%","FUN_024363",0.257143618814487,0.676239399295792,0.998649612991003
"146","Cluster_10057","ptg000019l:1463778-1464778",153,-21.95,2,19,460,485,21,"66.67%","76.19%","FUN_025339",0.112220603045866,0.857416759684945,0.998649612991003
"147","Cluster_10057","ptg000019l:6021615-6022615",161,-20.56,2,21,720,742,21,"76.19%","80.95%","FUN_025714",-0.772921841577612,0.125377929920808,0.998649612991003
"148","Cluster_10057","ptg000020l:13540208-13541208",164,-20.6,2,20,514,535,19,"78.95%","89.47%","FUN_026788",-0.182546454506659,0.768872025564796,0.998649612991003
"149","Cluster_10057","ptg000020l:13737319-13738319",163,-22.63,2,21,242,265,21,"76.19%","76.19%","FUN_026811",-0.467332381595166,0.427404455110079,0.998649612991003
"150","Cluster_10057","ptg000021l:1025520-1026520",164,-20.26,2,17,537,558,15,"86.67%","86.67%","FUN_027137",-0.525772025480937,0.362834288406314,0.998649612991003
"151","Cluster_10057","ptg000021l:1058679-1059679",164,-20.26,2,17,537,558,15,"86.67%","86.67%","FUN_027140",-0.558668446841425,0.327644150293975,0.998649612991003
"152","Cluster_10057","ptg000021l:18553645-18554645",154,-20.68,2,19,441,462,17,"70.59%","76.47%","FUN_028343",0.40033074101787,0.50424564985098,0.998649612991003
"153","Cluster_10057","ptg000021l:20805281-20806281",166,-21.84,2,21,294,314,19,"78.95%","84.21%","FUN_028507",0.338440238969418,0.577458274902183,0.998649612991003
"154","Cluster_10057","ptg000021l:7405991-7406991",164,-25.31,2,21,647,668,19,"73.68%","78.95%","FUN_027594",-0.564841170264684,0.321142097810396,0.998649612991003
"155","Cluster_10057","ptg000021l:7946427-7947427",158,-20.68,2,16,559,582,16,"81.25%","87.50%","FUN_027631",NA,NA,NA
"156","Cluster_10057","ptg000021l:993008-993811",164,-20.26,2,17,537,558,15,"86.67%","86.67%","FUN_027134",-0.626635019402937,0.257973480397388,0.998649612991003
"157","Cluster_10057","ptg000022l:6021954-6022954",150,-21.15,2,20,800,824,21,"66.67%","71.43%","FUN_028926",-0.467332381595166,0.427404455110079,0.998649612991003
"158","Cluster_10057","ptg000022l:6555492-6556492",169,-24.01,2,21,219,241,21,"80.95%","85.71%","FUN_028970",0.0148335513345439,0.981114028493676,0.998649612991003
"159","Cluster_10057","ptg000023l:17161113-17162113",156,-21.08,2,14,17,39,13,"92.31%","92.31%","FUN_031085",0.614584243355756,0.270004447548383,0.998649612991003
"160","Cluster_10057","ptg000023l:17685724-17686724",158,-20.54,2,15,219,240,13,"84.62%","92.31%","FUN_031195",NA,NA,NA
"161","Cluster_10057","ptg000023l:35699382-35700382",156,-22.39,2,20,65,86,19,"78.95%","78.95%","FUN_032755",0.533817164305158,0.354146649387882,0.998649612991003
"162","Cluster_10057","ptg000024l:10549754-10550754",164,-29.46,2,21,263,284,19,"73.68%","78.95%","FUN_034705",NA,NA,NA
"163","Cluster_10057","ptg000024l:2161660-2162660",162,-22.16,2,21,174,199,23,"73.91%","78.26%","FUN_033877",-0.170797238508362,0.783596184932279,0.998649612991003
"164","Cluster_10057","ptg000024l:2625937-2626937",147,-20.18,2,20,623,644,18,"61.11%","72.22%","FUN_033911",0.778369767757605,0.120999854731554,0.998649612991003
"165","Cluster_10057","ptg000024l:928835-929835",152,-21.37,2,14,789,811,13,"84.62%","92.31%","FUN_033748",-0.679065575701117,0.207423790394275,0.998649612991003
"166","Cluster_10057","ptg000025l:14484383-14485383",158,-22.99,2,21,900,924,22,"72.73%","77.27%","FUN_036013",-0.181329906615541,0.770395130211585,0.998649612991003
