#Coverage	Number of genomic locations
147.0	207877.0
148.0	201838.0
149.0	196193.0
150.0	191468.0
151.0	185253.0
152.0	181230.0
153.0	175815.0
154.0	169892.0
155.0	165758.0
156.0	161704.0
157.0	156276.0
158.0	152467.0
159.0	148841.0
160.0	144349.0
161.0	140584.0
162.0	136822.0
163.0	132076.0
164.0	130022.0
165.0	126201.0
166.0	123141.0
167.0	118636.0
168.0	115826.0
169.0	113390.0
170.0	109982.0
171.0	107237.0
172.0	104619.0
173.0	100524.0
174.0	98349.0
175.0	95397.0
176.0	93431.0
177.0	90613.0
178.0	89125.0
179.0	85610.0
180.0	83406.0
181.0	82030.0
182.0	80116.0
183.0	77153.0
184.0	75601.0
185.0	73567.0
186.0	71905.0
187.0	69152.0
188.0	67707.0
189.0	65639.0
190.0	64018.0
191.0	62392.0
192.0	60222.0
193.0	59033.0
194.0	57686.0
195.0	55818.0
196.0	54149.0
197.0	52899.0
198.0	51845.0
199.0	50324.0
200.0	49304.0
201.0	47765.0
202.0	46921.0
203.0	45960.0
204.0	44823.0
205.0	43305.0
206.0	42255.0
207.0	41023.0
208.0	39640.0
209.0	38741.0
210.0	37586.0
211.0	36977.0
212.0	36139.0
213.0	35636.0
214.0	34466.0
215.0	33295.0
216.0	32260.0
217.0	31723.0
218.0	31050.0
219.0	30045.0
220.0	29295.0
221.0	28696.0
222.0	28096.0
223.0	27563.0
224.0	26673.0
225.0	26216.0
226.0	25280.0
227.0	24868.0
228.0	24184.0
229.0	23970.0
230.0	23442.0
231.0	23041.0
232.0	22155.0
233.0	21826.0
234.0	21720.0
235.0	20980.0
236.0	20402.0
237.0	20086.0
238.0	19677.0
239.0	19492.0
240.0	18978.0
241.0	18684.0
242.0	18263.0
243.0	18082.0
244.0	17780.0
245.0	17337.0
246.0	17008.0
247.0	16783.0
248.0	16414.0
249.0	15814.0
250.0	15691.0
251.0	15230.0
252.0	14936.0
253.0	14633.0
254.0	14540.0
255.0	14114.0
256.0	13761.0
257.0	13634.0
258.0	13427.0
259.0	13039.0
260.0	12921.0
261.0	12713.0
262.0	12530.0
263.0	11914.0
264.0	11612.0
265.0	11562.0
266.0	11496.0
267.0	11434.0
268.0	10996.0
269.0	10935.0
270.0	10699.0
271.0	10453.0
272.0	10520.0
273.0	10356.0
274.0	9923.0
275.0	9878.0
276.0	9844.0
277.0	9581.0
278.0	9484.0
279.0	9356.0
280.0	9143.0
281.0	9068.0
282.0	8715.0
283.0	8612.0
284.0	8333.0
285.0	8220.0
286.0	8289.0
287.0	8006.0
288.0	7916.0
289.0	8053.0
290.0	7763.0
291.0	7878.0
292.0	7453.0
293.0	7572.0
294.0	7330.0
295.0	7580.0
296.0	7263.0
297.0	7392.0
298.0	6988.0
299.0	6947.0
300.0	6805.0
301.0	6747.0
302.0	6541.0
303.0	6455.0
304.0	6482.0
305.0	6393.0
306.0	6308.0
307.0	6104.0
308.0	6131.0
309.0	6084.0
310.0	6025.0
311.0	5823.0
312.0	5796.0
313.0	5736.0
314.0	5800.0
315.0	5493.0
316.0	5339.0
317.0	5257.0
318.0	5304.0
319.0	5138.0
320.0	5021.0
321.0	4947.0
322.0	5036.0
323.0	4769.0
324.0	4914.0
325.0	4688.0
326.0	4668.0
327.0	4677.0
328.0	4691.0
329.0	4568.0
330.0	4465.0
331.0	4514.0
332.0	4535.0
333.0	4304.0
334.0	4300.0
335.0	4070.0
336.0	4223.0
337.0	4117.0
338.0	4185.0
339.0	3994.0
340.0	3941.0
341.0	3962.0
342.0	3902.0
343.0	3776.0
344.0	3709.0
345.0	3704.0
346.0	3636.0
347.0	3606.0
348.0	3549.0
349.0	3610.0
350.0	3515.0
351.0	3483.0
352.0	3453.0
353.0	3371.0
354.0	3313.0
355.0	3267.0
356.0	3341.0
357.0	3262.0
358.0	3118.0
359.0	3085.0
360.0	3094.0
361.0	2971.0
362.0	3002.0
363.0	2979.0
364.0	3002.0
365.0	2887.0
366.0	2904.0
367.0	2802.0
368.0	2805.0
369.0	2819.0
370.0	2758.0
371.0	2737.0
372.0	2726.0
373.0	2591.0
374.0	2557.0
375.0	2552.0
376.0	2570.0
377.0	2604.0
378.0	2489.0
379.0	2520.0
380.0	2446.0
381.0	2349.0
382.0	2363.0
383.0	2315.0
384.0	2423.0
385.0	2271.0
386.0	2334.0
387.0	2265.0
388.0	2348.0
389.0	2251.0
390.0	2224.0
391.0	2266.0
392.0	2214.0
393.0	2163.0
394.0	2058.0
395.0	2135.0
396.0	2084.0
397.0	2098.0
398.0	2105.0
399.0	2039.0
400.0	2021.0
401.0	2006.0
402.0	1978.0
403.0	1910.0
404.0	1876.0
405.0	1837.0
406.0	1819.0
407.0	1826.0
408.0	1708.0
409.0	1779.0
410.0	1707.0
411.0	1800.0
412.0	1743.0
413.0	1743.0
414.0	1715.0
415.0	1660.0
416.0	1721.0
417.0	1670.0
418.0	1693.0
419.0	1615.0
420.0	1716.0
421.0	1616.0
422.0	1564.0
423.0	1623.0
424.0	1580.0
425.0	1539.0
426.0	1460.0
427.0	1517.0
428.0	1444.0
429.0	1493.0
430.0	1516.0
431.0	1499.0
432.0	1462.0
433.0	1404.0
434.0	1462.0
435.0	1478.0
436.0	1481.0
437.0	1404.0
438.0	1389.0
439.0	1390.0
440.0	1345.0
441.0	1322.0
442.0	1302.0
443.0	1230.0
444.0	1213.0
445.0	1237.0
446.0	1248.0
447.0	1252.0
448.0	1259.0
449.0	1207.0
450.0	1208.0
451.0	1144.0
452.0	1159.0
453.0	1209.0
454.0	1140.0
455.0	1186.0
456.0	1111.0
457.0	1083.0
458.0	1091.0
459.0	1047.0
460.0	1078.0
461.0	1100.0
462.0	996.0
463.0	1062.0
464.0	1073.0
465.0	1026.0
466.0	1025.0
467.0	1046.0
468.0	989.0
469.0	998.0
470.0	1034.0
471.0	949.0
472.0	910.0
473.0	933.0
474.0	899.0
475.0	878.0
476.0	885.0
477.0	818.0
478.0	951.0
479.0	894.0
480.0	839.0
481.0	829.0
482.0	859.0
483.0	816.0
484.0	801.0
485.0	854.0
486.0	793.0
487.0	794.0
488.0	829.0
489.0	844.0
490.0	798.0
491.0	809.0
492.0	769.0
493.0	733.0
494.0	767.0
495.0	777.0
496.0	754.0
497.0	707.0
498.0	753.0
499.0	732.0
500.0	716.0
501.0	677.0
502.0	655.0
503.0	664.0
504.0	728.0
505.0	666.0
506.0	677.0
507.0	607.0
508.0	637.0
509.0	625.0
510.0	655.0
511.0	655.0
512.0	628.0
513.0	642.0
514.0	628.0
515.0	571.0
516.0	611.0
517.0	580.0
518.0	582.0
519.0	591.0
520.0	594.0
521.0	549.0
522.0	581.0
523.0	516.0
524.0	543.0
525.0	537.0
526.0	558.0
527.0	543.0
528.0	552.0
529.0	547.0
530.0	545.0
531.0	493.0
532.0	530.0
533.0	528.0
534.0	511.0
535.0	475.0
536.0	549.0
537.0	490.0
538.0	539.0
539.0	500.0
540.0	475.0
541.0	477.0
542.0	493.0
543.0	465.0
544.0	487.0
545.0	435.0
546.0	478.0
547.0	465.0
548.0	486.0
549.0	481.0
550.0	415.0
551.0	463.0
552.0	432.0
553.0	435.0
554.0	431.0
555.0	445.0
556.0	448.0
557.0	443.0
558.0	459.0
559.0	442.0
560.0	429.0
561.0	470.0
562.0	440.0
563.0	424.0
564.0	403.0
565.0	409.0
566.0	415.0
567.0	405.0
568.0	388.0
569.0	422.0
570.0	391.0
571.0	414.0
572.0	396.0
573.0	413.0
574.0	421.0
575.0	406.0
576.0	420.0
577.0	437.0
578.0	369.0
579.0	388.0
580.0	363.0
581.0	426.0
582.0	369.0
583.0	396.0
584.0	386.0
585.0	371.0
586.0	341.0
587.0	359.0
588.0	361.0
589.0	325.0
590.0	310.0
591.0	269.0
592.0	338.0
593.0	305.0
594.0	310.0
595.0	311.0
596.0	323.0
597.0	303.0
598.0	321.0
599.0	321.0
600.0	316.0
601.0	344.0
602.0	332.0
603.0	277.0
604.0	317.0
605.0	318.0
606.0	302.0
607.0	274.0
608.0	306.0
609.0	288.0
610.0	280.0
611.0	279.0
612.0	322.0
613.0	283.0
614.0	304.0
615.0	290.0
616.0	252.0
617.0	301.0
618.0	253.0
619.0	244.0
620.0	246.0
621.0	275.0
622.0	257.0
623.0	291.0
624.0	270.0
625.0	246.0
626.0	275.0
627.0	233.0
628.0	260.0
629.0	246.0
630.0	251.0
631.0	236.0
632.0	225.0
633.0	257.0
634.0	276.0
635.0	229.0
636.0	243.0
637.0	244.0
638.0	248.0
639.0	242.0
640.0	214.0
641.0	252.0
642.0	231.0
643.0	219.0
644.0	224.0
645.0	230.0
646.0	218.0
647.0	230.0
648.0	230.0
649.0	228.0
650.0	257.0
651.0	196.0
652.0	245.0
653.0	235.0
654.0	197.0
655.0	210.0
656.0	227.0
657.0	226.0
658.0	196.0
659.0	201.0
660.0	226.0
661.0	220.0
662.0	218.0
663.0	181.0
664.0	191.0
665.0	185.0
666.0	200.0
667.0	197.0
668.0	184.0
669.0	152.0
670.0	169.0
671.0	192.0
672.0	187.0
673.0	186.0
674.0	193.0
675.0	185.0
676.0	195.0
677.0	188.0
678.0	178.0
679.0	182.0
680.0	190.0
681.0	189.0
682.0	198.0
683.0	187.0
684.0	191.0
685.0	162.0
686.0	181.0
687.0	171.0
688.0	173.0
689.0	160.0
690.0	188.0
691.0	168.0
692.0	159.0
693.0	160.0
694.0	164.0
695.0	166.0
696.0	181.0
697.0	175.0
698.0	178.0
699.0	159.0
700.0	170.0
701.0	163.0
702.0	128.0
703.0	170.0
704.0	154.0
705.0	157.0
706.0	148.0
707.0	153.0
708.0	169.0
709.0	171.0
710.0	143.0
711.0	171.0
712.0	153.0
713.0	151.0
714.0	154.0
715.0	128.0
716.0	146.0
717.0	146.0
718.0	145.0
719.0	153.0
720.0	159.0
721.0	151.0
722.0	139.0
723.0	146.0
724.0	136.0
725.0	129.0
726.0	142.0
727.0	142.0
728.0	178.0
729.0	135.0
730.0	159.0
731.0	138.0
732.0	165.0
733.0	124.0
734.0	151.0
735.0	141.0
736.0	127.0
737.0	118.0
738.0	131.0
739.0	121.0
740.0	129.0
741.0	123.0
742.0	121.0
743.0	128.0
744.0	109.0
745.0	102.0
746.0	104.0
747.0	122.0
748.0	137.0
749.0	125.0
750.0	111.0
751.0	124.0
752.0	134.0
753.0	127.0
754.0	134.0
755.0	130.0
756.0	113.0
757.0	129.0
758.0	106.0
759.0	126.0
760.0	110.0
761.0	125.0
762.0	116.0
763.0	116.0
764.0	123.0
765.0	117.0
766.0	112.0
767.0	113.0
768.0	131.0
769.0	92.0
770.0	98.0
771.0	124.0
772.0	96.0
773.0	110.0
774.0	108.0
775.0	87.0
776.0	115.0
777.0	107.0
778.0	115.0
779.0	105.0
780.0	104.0
781.0	108.0
782.0	98.0
783.0	91.0
784.0	104.0
785.0	105.0
786.0	97.0
787.0	89.0
788.0	112.0
789.0	88.0
790.0	98.0
791.0	91.0
792.0	86.0
793.0	79.0
794.0	99.0
795.0	83.0
796.0	89.0
797.0	79.0
798.0	81.0
799.0	88.0
800.0	87.0
801.0	68.0
802.0	73.0
803.0	85.0
804.0	73.0
805.0	74.0
806.0	65.0
807.0	62.0
808.0	77.0
809.0	86.0
810.0	81.0
811.0	73.0
812.0	76.0
813.0	64.0
814.0	67.0
815.0	79.0
816.0	80.0
817.0	72.0
818.0	67.0
819.0	78.0
820.0	77.0
821.0	74.0
822.0	78.0
823.0	51.0
824.0	67.0
825.0	62.0
826.0	76.0
827.0	93.0
828.0	67.0
829.0	76.0
830.0	70.0
831.0	52.0
832.0	57.0
833.0	64.0
834.0	80.0
835.0	68.0
836.0	64.0
837.0	69.0
838.0	48.0
839.0	55.0
840.0	69.0
841.0	60.0
842.0	75.0
843.0	80.0
844.0	64.0
845.0	56.0
846.0	53.0
847.0	69.0
848.0	46.0
849.0	71.0
850.0	56.0
851.0	72.0
852.0	67.0
853.0	51.0
854.0	74.0
855.0	61.0
856.0	62.0
857.0	55.0
858.0	58.0
859.0	47.0
860.0	59.0
861.0	63.0
862.0	47.0
863.0	60.0
864.0	53.0
865.0	52.0
866.0	53.0
867.0	60.0
868.0	77.0
869.0	52.0
870.0	68.0
871.0	56.0
872.0	51.0
873.0	52.0
874.0	50.0
875.0	58.0
876.0	72.0
877.0	45.0
878.0	53.0
879.0	56.0
880.0	40.0
881.0	62.0
882.0	49.0
883.0	56.0
884.0	74.0
885.0	76.0
886.0	62.0
887.0	47.0
888.0	61.0
889.0	59.0
890.0	62.0
891.0	67.0
892.0	54.0
893.0	54.0
894.0	54.0
895.0	55.0
896.0	51.0
897.0	58.0
898.0	58.0
899.0	57.0
900.0	53.0
901.0	55.0
902.0	47.0
903.0	78.0
904.0	53.0
905.0	59.0
906.0	42.0
907.0	46.0
908.0	53.0
909.0	51.0
910.0	45.0
911.0	38.0
912.0	42.0
913.0	64.0
914.0	46.0
915.0	45.0
916.0	42.0
917.0	63.0
918.0	62.0
919.0	48.0
920.0	54.0
921.0	45.0
922.0	58.0
923.0	50.0
924.0	51.0
925.0	56.0
926.0	56.0
927.0	58.0
928.0	61.0
929.0	47.0
930.0	59.0
931.0	49.0
932.0	73.0
933.0	59.0
934.0	53.0
935.0	67.0
936.0	47.0
937.0	58.0
938.0	71.0
939.0	61.0
940.0	39.0
941.0	48.0
942.0	56.0
943.0	42.0
944.0	64.0
945.0	57.0
946.0	58.0
947.0	53.0
948.0	63.0
949.0	58.0
950.0	54.0
951.0	49.0
952.0	47.0
953.0	51.0
954.0	49.0
955.0	52.0
956.0	47.0
957.0	45.0
958.0	58.0
959.0	50.0
960.0	63.0
961.0	47.0
962.0	39.0
963.0	42.0
964.0	42.0
965.0	47.0
966.0	46.0
967.0	41.0
968.0	46.0
969.0	36.0
970.0	48.0
971.0	41.0
972.0	35.0
973.0	47.0
974.0	52.0
975.0	52.0
976.0	43.0
977.0	44.0
978.0	50.0
979.0	34.0
980.0	40.0
981.0	47.0
982.0	48.0
983.0	45.0
984.0	31.0
985.0	50.0
986.0	29.0
987.0	31.0
988.0	35.0
989.0	27.0
990.0	40.0
991.0	37.0
992.0	32.0
993.0	32.0
994.0	32.0
995.0	33.0
996.0	46.0
997.0	34.0
998.0	41.0
999.0	37.0
1000.0	32.0
1001.0	41.0
1002.0	37.0
1003.0	29.0
1004.0	32.0
1005.0	35.0
1006.0	41.0
1007.0	33.0
1008.0	44.0
1009.0	47.0
1010.0	25.0
1011.0	39.0
1012.0	32.0
1013.0	38.0
1014.0	24.0
1015.0	35.0
1016.0	42.0
1017.0	34.0
1018.0	49.0
1019.0	26.0
1020.0	30.0
1021.0	48.0
1022.0	40.0
1023.0	38.0
1024.0	27.0
1025.0	28.0
1026.0	29.0
1027.0	38.0
1028.0	35.0
1029.0	30.0
1030.0	37.0
1031.0	38.0
1032.0	41.0
1033.0	33.0
1034.0	32.0
1035.0	27.0
1036.0	34.0
1037.0	39.0
1038.0	35.0
1039.0	30.0
1040.0	34.0
1041.0	34.0
1042.0	31.0
1043.0	36.0
1044.0	30.0
1045.0	39.0
1046.0	35.0
1047.0	40.0
1048.0	31.0
1049.0	32.0
1050.0	35.0
1051.0	28.0
1052.0	40.0
1053.0	44.0
1054.0	40.0
1055.0	35.0
1056.0	29.0
1057.0	56.0
1058.0	35.0
1059.0	25.0
1060.0	38.0
1061.0	26.0
1062.0	34.0
1063.0	45.0
1064.0	40.0
1065.0	39.0
1066.0	41.0
1067.0	28.0
1068.0	37.0
1069.0	37.0
1070.0	35.0
1071.0	42.0
1072.0	38.0
1073.0	37.0
1074.0	40.0
1075.0	46.0
1076.0	27.0
1077.0	32.0
1078.0	41.0
1079.0	28.0
1080.0	27.0
1081.0	35.0
1082.0	33.0
1083.0	42.0
1084.0	25.0
1085.0	27.0
1086.0	31.0
1087.0	42.0
1088.0	30.0
1089.0	32.0
1090.0	38.0
1091.0	35.0
1092.0	30.0
1093.0	35.0
1094.0	33.0
1095.0	46.0
1096.0	36.0
1097.0	34.0
1098.0	31.0
1099.0	26.0
1100.0	36.0
1101.0	30.0
1102.0	30.0
1103.0	27.0
1104.0	36.0
1105.0	14.0
1106.0	34.0
1107.0	31.0
1108.0	30.0
1109.0	27.0
1110.0	26.0
1111.0	30.0
1112.0	26.0
1113.0	30.0
1114.0	27.0
1115.0	22.0
1116.0	30.0
1117.0	32.0
1118.0	23.0
1119.0	34.0
1120.0	25.0
1121.0	28.0
1122.0	26.0
1123.0	22.0
1124.0	31.0
1125.0	32.0
1126.0	23.0
1127.0	25.0
1128.0	27.0
1129.0	30.0
1130.0	24.0
1131.0	27.0
1132.0	24.0
1133.0	17.0
1134.0	27.0
1135.0	24.0
1136.0	30.0
1137.0	12.0
1138.0	20.0
1139.0	25.0
1140.0	27.0
1141.0	32.0
1142.0	35.0
1143.0	25.0
1144.0	32.0
1145.0	22.0
1146.0	25.0
1147.0	28.0
1148.0	29.0
1149.0	19.0
1150.0	26.0
1151.0	27.0
1152.0	41.0
1153.0	21.0
1154.0	35.0
1155.0	28.0
1156.0	29.0
1157.0	22.0
1158.0	28.0
1159.0	27.0
1160.0	31.0
1161.0	23.0
1162.0	21.0
1163.0	23.0
1164.0	29.0
1165.0	27.0
1166.0	19.0
1167.0	22.0
1168.0	32.0
1169.0	22.0
1170.0	34.0
1171.0	23.0
1172.0	19.0
1173.0	24.0
1174.0	23.0
1175.0	24.0
1176.0	27.0
1177.0	28.0
1178.0	37.0
1179.0	23.0
1180.0	33.0
1181.0	43.0
1182.0	17.0
1183.0	27.0
1184.0	36.0
1185.0	31.0
1186.0	25.0
1187.0	31.0
1188.0	28.0
1189.0	40.0
1190.0	33.0
1191.0	29.0
1192.0	23.0
1193.0	30.0
1194.0	20.0
1195.0	29.0
1196.0	32.0
1197.0	32.0
1198.0	24.0
1199.0	31.0
1200.0	30.0
1201.0	27.0
1202.0	32.0
1203.0	22.0
1204.0	20.0
1205.0	19.0
1206.0	23.0
1207.0	19.0
1208.0	16.0
1209.0	16.0
1210.0	20.0
1211.0	17.0
1212.0	20.0
1213.0	14.0
1214.0	19.0
1215.0	19.0
1216.0	21.0
1217.0	28.0
1218.0	23.0
1219.0	19.0
1220.0	17.0
1221.0	18.0
1222.0	22.0
1223.0	18.0
1224.0	18.0
1225.0	27.0
1226.0	17.0
1227.0	24.0
1228.0	17.0
1229.0	14.0
1230.0	22.0
1231.0	10.0
1232.0	11.0
1233.0	22.0
1234.0	22.0
1235.0	16.0
1236.0	14.0
1237.0	15.0
1238.0	25.0
1239.0	21.0
1240.0	20.0
1241.0	24.0
1242.0	11.0
1243.0	21.0
1244.0	14.0
1245.0	15.0
1246.0	14.0
1247.0	25.0
1248.0	16.0
1249.0	11.0
1250.0	17.0
1251.0	22.0
1252.0	17.0
1253.0	12.0
1254.0	19.0
1255.0	13.0
1256.0	14.0
1257.0	15.0
1258.0	21.0
1259.0	20.0
1260.0	24.0
1261.0	15.0
1262.0	14.0
1263.0	26.0
1264.0	22.0
1265.0	17.0
1266.0	16.0
1267.0	22.0
1268.0	23.0
1269.0	16.0
1270.0	22.0
1271.0	22.0
1272.0	14.0
1273.0	18.0
1274.0	26.0
1275.0	24.0
1276.0	19.0
1277.0	27.0
1278.0	18.0
1279.0	20.0
1280.0	26.0
1281.0	26.0
1282.0	19.0
1283.0	21.0
1284.0	23.0
1285.0	15.0
1286.0	18.0
1287.0	24.0
1288.0	16.0
1289.0	17.0
1290.0	16.0
1291.0	17.0
1292.0	19.0
1293.0	19.0
1294.0	22.0
1295.0	21.0
1296.0	17.0
1297.0	21.0
1298.0	17.0
1299.0	14.0
1300.0	12.0
1301.0	14.0
1302.0	16.0
1303.0	20.0
1304.0	28.0
1305.0	14.0
1306.0	12.0
1307.0	12.0
1308.0	21.0
1309.0	24.0
1310.0	18.0
1311.0	14.0
1312.0	15.0
1313.0	14.0
1314.0	23.0
1315.0	12.0
1316.0	11.0
1317.0	15.0
1318.0	11.0
1319.0	11.0
1320.0	18.0
1321.0	12.0
1322.0	17.0
1323.0	10.0
1324.0	17.0
1325.0	15.0
1326.0	10.0
1327.0	14.0
1328.0	11.0
1329.0	24.0
1330.0	6.0
1331.0	9.0
1332.0	15.0
1333.0	16.0
1334.0	21.0
1335.0	15.0
1336.0	14.0
1337.0	9.0
1338.0	7.0
1339.0	11.0
1340.0	10.0
1341.0	16.0
1342.0	16.0
1343.0	13.0
1344.0	11.0
1345.0	8.0
1346.0	13.0
1347.0	8.0
1348.0	18.0
1349.0	16.0
1350.0	18.0
1351.0	11.0
1352.0	10.0
1353.0	15.0
1354.0	9.0
1355.0	12.0
1356.0	8.0
1357.0	10.0
1358.0	9.0
1359.0	10.0
1360.0	9.0
1361.0	6.0
1362.0	9.0
1363.0	12.0
1364.0	10.0
1365.0	9.0
1366.0	7.0
1367.0	9.0
1368.0	6.0
1369.0	8.0
1370.0	11.0
1371.0	8.0
1372.0	9.0
1373.0	5.0
1374.0	6.0
1375.0	11.0
1376.0	9.0
1377.0	8.0
1378.0	10.0
1379.0	12.0
1380.0	11.0
1381.0	8.0
1382.0	12.0
1383.0	6.0
1384.0	6.0
1385.0	7.0
1386.0	9.0
1387.0	17.0
1388.0	12.0
1389.0	10.0
1390.0	18.0
1391.0	7.0
1392.0	9.0
1393.0	12.0
1394.0	9.0
1395.0	9.0
1396.0	19.0
1397.0	11.0
1398.0	12.0
1399.0	12.0
1400.0	11.0
1401.0	8.0
1402.0	6.0
1403.0	14.0
1404.0	11.0
1405.0	7.0
1406.0	15.0
1407.0	9.0
1408.0	11.0
1409.0	12.0
1410.0	13.0
1411.0	10.0
1412.0	11.0
1413.0	10.0
1414.0	8.0
1415.0	9.0
1416.0	12.0
1417.0	8.0
1418.0	4.0
1419.0	12.0
1420.0	8.0
1421.0	11.0
1422.0	9.0
1423.0	12.0
1424.0	9.0
1425.0	14.0
1426.0	10.0
1427.0	9.0
1428.0	15.0
1429.0	17.0
1430.0	9.0
1431.0	14.0
1432.0	16.0
1433.0	11.0
1434.0	10.0
1435.0	10.0
1436.0	17.0
1437.0	18.0
1438.0	11.0
1439.0	11.0
1440.0	18.0
1441.0	14.0
1442.0	9.0
1443.0	9.0
1444.0	9.0
1445.0	8.0
1446.0	9.0
1447.0	10.0
1448.0	12.0
1449.0	13.0
1450.0	15.0
1451.0	11.0
1452.0	14.0
1453.0	10.0
1454.0	11.0
1455.0	12.0
1456.0	13.0
1457.0	10.0
1458.0	11.0
1459.0	25.0
1460.0	13.0
1461.0	10.0
1462.0	13.0
1463.0	12.0
1464.0	8.0
1465.0	11.0
1466.0	8.0
1467.0	10.0
1468.0	9.0
1469.0	19.0
1470.0	12.0
1471.0	6.0
1472.0	11.0
1473.0	7.0
1474.0	11.0
1475.0	10.0
1476.0	11.0
1477.0	12.0
1478.0	14.0
1479.0	7.0
1480.0	12.0
1481.0	13.0
1482.0	12.0
1483.0	12.0
1484.0	13.0
1485.0	11.0
1486.0	15.0
1487.0	10.0
1488.0	7.0
1489.0	10.0
1490.0	12.0
1491.0	9.0
1492.0	6.0
1493.0	7.0
1494.0	6.0
1495.0	5.0
1496.0	11.0
1497.0	9.0
1498.0	10.0
1499.0	7.0
1500.0	7.0
1501.0	6.0
1502.0	10.0
1503.0	7.0
1504.0	15.0
1505.0	4.0
1506.0	7.0
1507.0	12.0
1508.0	14.0
1509.0	11.0
1510.0	9.0
1511.0	4.0
1512.0	14.0
1513.0	9.0
1514.0	13.0
1515.0	3.0
1516.0	9.0
1517.0	14.0
1518.0	10.0
1519.0	14.0
1520.0	9.0
1521.0	8.0
1522.0	8.0
1523.0	9.0
1524.0	12.0
1525.0	9.0
1526.0	10.0
1527.0	12.0
1528.0	13.0
1529.0	8.0
1530.0	12.0
1531.0	12.0
1532.0	12.0
1533.0	13.0
1534.0	14.0
1535.0	11.0
1536.0	7.0
1537.0	9.0
1538.0	14.0
1539.0	7.0
1540.0	12.0
1541.0	10.0
1542.0	5.0
1543.0	8.0
1544.0	9.0
1545.0	7.0
1546.0	7.0
1547.0	10.0
1548.0	9.0
1549.0	10.0
1550.0	6.0
1551.0	11.0
1552.0	5.0
1553.0	10.0
1554.0	8.0
1555.0	8.0
1556.0	3.0
1557.0	7.0
1558.0	9.0
1559.0	3.0
1560.0	12.0
1561.0	11.0
1562.0	10.0
1563.0	6.0
1564.0	4.0
1565.0	7.0
1566.0	13.0
1567.0	6.0
1568.0	9.0
1569.0	4.0
1570.0	9.0
1571.0	10.0
1572.0	6.0
1573.0	8.0
1574.0	3.0
1575.0	7.0
1576.0	12.0
1577.0	10.0
1578.0	7.0
1579.0	5.0
1580.0	6.0
1581.0	9.0
1582.0	7.0
1583.0	11.0
1584.0	4.0
1585.0	5.0
1586.0	5.0
1587.0	6.0
1588.0	6.0
1589.0	6.0
1590.0	7.0
1591.0	2.0
1592.0	7.0
1593.0	7.0
1594.0	6.0
1595.0	10.0
1596.0	8.0
1597.0	5.0
1598.0	7.0
1599.0	7.0
1600.0	8.0
