#Coverage	Number of genomic locations
540.0	2570.0
541.0	2471.0
542.0	2553.0
543.0	2485.0
544.0	2585.0
545.0	2496.0
546.0	2469.0
547.0	2413.0
548.0	2432.0
549.0	2404.0
550.0	2377.0
551.0	2386.0
552.0	2410.0
553.0	2362.0
554.0	2469.0
555.0	2350.0
556.0	2290.0
557.0	2306.0
558.0	2435.0
559.0	2220.0
560.0	2337.0
561.0	2176.0
562.0	2348.0
563.0	2338.0
564.0	2240.0
565.0	2332.0
566.0	2220.0
567.0	2236.0
568.0	2250.0
569.0	2270.0
570.0	2147.0
571.0	2242.0
572.0	2217.0
573.0	2147.0
574.0	2116.0
575.0	2208.0
576.0	2126.0
577.0	2074.0
578.0	2140.0
579.0	2100.0
580.0	2094.0
581.0	2021.0
582.0	2057.0
583.0	1965.0
584.0	2063.0
585.0	2082.0
586.0	2051.0
587.0	1992.0
588.0	2077.0
589.0	2023.0
590.0	1964.0
591.0	1944.0
592.0	1947.0
593.0	1927.0
594.0	1962.0
595.0	1948.0
596.0	1940.0
597.0	1971.0
598.0	1919.0
599.0	1820.0
600.0	1856.0
601.0	1826.0
602.0	1925.0
603.0	1806.0
604.0	1857.0
605.0	1861.0
606.0	1889.0
607.0	1827.0
608.0	1786.0
609.0	1934.0
610.0	1855.0
611.0	1800.0
612.0	1788.0
613.0	1793.0
614.0	1800.0
615.0	1795.0
616.0	1762.0
617.0	1763.0
618.0	1768.0
619.0	1691.0
620.0	1730.0
621.0	1670.0
622.0	1727.0
623.0	1649.0
624.0	1706.0
625.0	1690.0
626.0	1654.0
627.0	1630.0
628.0	1663.0
629.0	1646.0
630.0	1634.0
631.0	1555.0
632.0	1588.0
633.0	1604.0
634.0	1539.0
635.0	1635.0
636.0	1585.0
637.0	1613.0
638.0	1585.0
639.0	1521.0
640.0	1571.0
641.0	1583.0
642.0	1481.0
643.0	1544.0
644.0	1455.0
645.0	1585.0
646.0	1568.0
647.0	1566.0
648.0	1536.0
649.0	1544.0
650.0	1545.0
651.0	1502.0
652.0	1500.0
653.0	1520.0
654.0	1485.0
655.0	1511.0
656.0	1505.0
657.0	1472.0
658.0	1386.0
659.0	1537.0
660.0	1476.0
661.0	1471.0
662.0	1406.0
663.0	1457.0
664.0	1458.0
665.0	1407.0
666.0	1355.0
667.0	1385.0
668.0	1370.0
669.0	1388.0
670.0	1400.0
671.0	1353.0
672.0	1356.0
673.0	1349.0
674.0	1387.0
675.0	1444.0
676.0	1406.0
677.0	1415.0
678.0	1366.0
679.0	1380.0
680.0	1395.0
681.0	1358.0
682.0	1396.0
683.0	1305.0
684.0	1353.0
685.0	1375.0
686.0	1371.0
687.0	1268.0
688.0	1301.0
689.0	1268.0
690.0	1284.0
691.0	1360.0
692.0	1339.0
693.0	1370.0
694.0	1226.0
695.0	1318.0
696.0	1228.0
697.0	1248.0
698.0	1247.0
699.0	1290.0
700.0	1235.0
701.0	1203.0
702.0	1261.0
703.0	1279.0
704.0	1165.0
705.0	1194.0
706.0	1230.0
707.0	1181.0
708.0	1182.0
709.0	1162.0
710.0	1219.0
711.0	1168.0
712.0	1169.0
713.0	1185.0
714.0	1142.0
715.0	1127.0
716.0	1146.0
717.0	1125.0
718.0	1078.0
719.0	1140.0
720.0	1140.0
721.0	1117.0
722.0	1094.0
723.0	1070.0
724.0	1043.0
725.0	1088.0
726.0	1126.0
727.0	1110.0
728.0	1028.0
729.0	1040.0
730.0	1040.0
731.0	1124.0
732.0	1066.0
733.0	1059.0
734.0	1051.0
735.0	1134.0
736.0	1087.0
737.0	1125.0
738.0	1056.0
739.0	1051.0
740.0	1028.0
741.0	1057.0
742.0	958.0
743.0	987.0
744.0	999.0
745.0	1040.0
746.0	966.0
747.0	1050.0
748.0	989.0
749.0	1006.0
750.0	991.0
751.0	959.0
752.0	1022.0
753.0	966.0
754.0	1000.0
755.0	972.0
756.0	906.0
757.0	933.0
758.0	908.0
759.0	947.0
760.0	969.0
761.0	907.0
762.0	909.0
763.0	943.0
764.0	929.0
765.0	878.0
766.0	928.0
767.0	909.0
768.0	900.0
769.0	864.0
770.0	895.0
771.0	916.0
772.0	905.0
773.0	890.0
774.0	865.0
775.0	832.0
776.0	860.0
777.0	889.0
778.0	847.0
779.0	864.0
780.0	840.0
781.0	909.0
782.0	888.0
783.0	881.0
784.0	866.0
785.0	875.0
786.0	878.0
787.0	870.0
788.0	910.0
789.0	878.0
790.0	866.0
791.0	843.0
792.0	837.0
793.0	804.0
794.0	795.0
795.0	858.0
796.0	772.0
797.0	810.0
798.0	805.0
799.0	850.0
800.0	826.0
801.0	818.0
802.0	835.0
803.0	838.0
804.0	823.0
805.0	784.0
806.0	810.0
807.0	771.0
808.0	798.0
809.0	823.0
810.0	817.0
811.0	802.0
812.0	828.0
813.0	824.0
814.0	769.0
815.0	794.0
816.0	752.0
817.0	790.0
818.0	798.0
819.0	757.0
820.0	778.0
821.0	749.0
822.0	791.0
823.0	774.0
824.0	768.0
825.0	787.0
826.0	724.0
827.0	729.0
828.0	765.0
829.0	731.0
830.0	746.0
831.0	751.0
832.0	710.0
833.0	740.0
834.0	689.0
835.0	703.0
836.0	700.0
837.0	717.0
838.0	692.0
839.0	696.0
840.0	695.0
841.0	680.0
842.0	658.0
843.0	715.0
844.0	684.0
845.0	701.0
846.0	684.0
847.0	681.0
848.0	661.0
849.0	627.0
850.0	657.0
851.0	639.0
852.0	652.0
853.0	660.0
854.0	663.0
855.0	629.0
856.0	626.0
857.0	627.0
858.0	657.0
859.0	671.0
860.0	628.0
861.0	642.0
862.0	637.0
863.0	657.0
864.0	680.0
865.0	606.0
866.0	680.0
867.0	612.0
868.0	667.0
869.0	588.0
870.0	673.0
871.0	626.0
872.0	649.0
873.0	630.0
874.0	619.0
875.0	614.0
876.0	648.0
877.0	597.0
878.0	567.0
879.0	618.0
880.0	610.0
881.0	565.0
882.0	601.0
883.0	628.0
884.0	548.0
885.0	598.0
886.0	607.0
887.0	561.0
888.0	598.0
889.0	572.0
890.0	593.0
891.0	586.0
892.0	583.0
893.0	556.0
894.0	594.0
895.0	543.0
896.0	567.0
897.0	537.0
898.0	569.0
899.0	571.0
900.0	535.0
901.0	595.0
902.0	560.0
903.0	564.0
904.0	541.0
905.0	565.0
906.0	599.0
907.0	604.0
908.0	574.0
909.0	513.0
910.0	553.0
911.0	580.0
912.0	589.0
913.0	534.0
914.0	563.0
915.0	541.0
916.0	508.0
917.0	527.0
918.0	538.0
919.0	525.0
920.0	546.0
921.0	537.0
922.0	517.0
923.0	549.0
924.0	520.0
925.0	531.0
926.0	529.0
927.0	534.0
928.0	479.0
929.0	503.0
930.0	528.0
931.0	485.0
932.0	537.0
933.0	499.0
934.0	507.0
935.0	506.0
936.0	524.0
937.0	482.0
938.0	486.0
939.0	470.0
940.0	456.0
941.0	535.0
942.0	480.0
943.0	537.0
944.0	452.0
945.0	496.0
946.0	453.0
947.0	532.0
948.0	508.0
949.0	501.0
950.0	489.0
951.0	491.0
952.0	483.0
953.0	423.0
954.0	417.0
955.0	475.0
956.0	468.0
957.0	459.0
958.0	472.0
959.0	463.0
960.0	441.0
961.0	429.0
962.0	455.0
963.0	443.0
964.0	426.0
965.0	448.0
966.0	422.0
967.0	460.0
968.0	423.0
969.0	450.0
970.0	429.0
971.0	447.0
972.0	415.0
973.0	449.0
974.0	473.0
975.0	424.0
976.0	413.0
977.0	441.0
978.0	463.0
979.0	418.0
980.0	402.0
981.0	414.0
982.0	431.0
983.0	421.0
984.0	433.0
985.0	422.0
986.0	434.0
987.0	400.0
988.0	418.0
989.0	435.0
990.0	449.0
991.0	410.0
992.0	381.0
993.0	406.0
994.0	376.0
995.0	368.0
996.0	387.0
997.0	423.0
998.0	404.0
999.0	396.0
1000.0	399.0
1001.0	368.0
1002.0	381.0
1003.0	403.0
1004.0	401.0
1005.0	376.0
1006.0	409.0
1007.0	378.0
1008.0	413.0
1009.0	389.0
1010.0	384.0
1011.0	417.0
1012.0	352.0
1013.0	381.0
1014.0	374.0
1015.0	383.0
1016.0	387.0
1017.0	386.0
1018.0	345.0
1019.0	353.0
1020.0	387.0
1021.0	347.0
1022.0	356.0
1023.0	372.0
1024.0	387.0
1025.0	358.0
1026.0	385.0
1027.0	357.0
1028.0	398.0
1029.0	359.0
1030.0	380.0
1031.0	366.0
1032.0	380.0
1033.0	369.0
1034.0	360.0
1035.0	353.0
1036.0	379.0
1037.0	343.0
1038.0	380.0
1039.0	333.0
1040.0	338.0
1041.0	317.0
1042.0	334.0
1043.0	331.0
1044.0	330.0
1045.0	354.0
1046.0	309.0
1047.0	336.0
1048.0	343.0
1049.0	348.0
1050.0	316.0
1051.0	335.0
1052.0	326.0
1053.0	334.0
1054.0	326.0
1055.0	309.0
1056.0	272.0
1057.0	308.0
1058.0	255.0
1059.0	301.0
1060.0	315.0
1061.0	317.0
1062.0	324.0
1063.0	308.0
1064.0	276.0
1065.0	304.0
1066.0	301.0
1067.0	288.0
1068.0	292.0
1069.0	314.0
1070.0	295.0
1071.0	287.0
1072.0	290.0
1073.0	318.0
1074.0	307.0
1075.0	321.0
1076.0	300.0
1077.0	323.0
1078.0	297.0
1079.0	304.0
1080.0	282.0
1081.0	294.0
1082.0	292.0
1083.0	280.0
1084.0	332.0
1085.0	306.0
1086.0	270.0
1087.0	286.0
1088.0	288.0
1089.0	329.0
1090.0	285.0
1091.0	274.0
1092.0	294.0
1093.0	313.0
1094.0	287.0
1095.0	300.0
1096.0	294.0
1097.0	313.0
1098.0	317.0
1099.0	259.0
1100.0	294.0
1101.0	257.0
1102.0	302.0
1103.0	292.0
1104.0	291.0
1105.0	261.0
1106.0	286.0
1107.0	292.0
1108.0	277.0
1109.0	262.0
1110.0	295.0
1111.0	263.0
1112.0	271.0
1113.0	255.0
1114.0	279.0
1115.0	241.0
1116.0	240.0
1117.0	252.0
1118.0	244.0
1119.0	254.0
1120.0	253.0
1121.0	280.0
1122.0	252.0
1123.0	233.0
1124.0	252.0
1125.0	249.0
1126.0	259.0
1127.0	255.0
1128.0	243.0
1129.0	256.0
1130.0	238.0
1131.0	247.0
1132.0	246.0
1133.0	251.0
1134.0	249.0
1135.0	251.0
1136.0	222.0
1137.0	259.0
1138.0	229.0
1139.0	237.0
1140.0	238.0
1141.0	240.0
1142.0	255.0
1143.0	271.0
1144.0	254.0
1145.0	251.0
1146.0	252.0
1147.0	236.0
1148.0	265.0
1149.0	229.0
1150.0	250.0
1151.0	224.0
1152.0	231.0
1153.0	239.0
1154.0	245.0
1155.0	244.0
1156.0	210.0
1157.0	228.0
1158.0	216.0
1159.0	255.0
1160.0	246.0
1161.0	253.0
1162.0	245.0
1163.0	220.0
1164.0	221.0
1165.0	224.0
1166.0	241.0
1167.0	238.0
1168.0	219.0
1169.0	221.0
1170.0	222.0
1171.0	230.0
1172.0	213.0
1173.0	251.0
1174.0	214.0
1175.0	186.0
1176.0	192.0
1177.0	181.0
1178.0	201.0
1179.0	228.0
1180.0	219.0
1181.0	239.0
1182.0	185.0
1183.0	242.0
1184.0	206.0
1185.0	232.0
1186.0	227.0
1187.0	195.0
1188.0	240.0
1189.0	252.0
1190.0	214.0
1191.0	202.0
1192.0	213.0
1193.0	208.0
1194.0	219.0
1195.0	220.0
1196.0	220.0
1197.0	206.0
1198.0	243.0
1199.0	230.0
1200.0	208.0
1201.0	221.0
1202.0	228.0
1203.0	231.0
1204.0	200.0
1205.0	212.0
1206.0	197.0
1207.0	206.0
1208.0	194.0
1209.0	224.0
1210.0	216.0
1211.0	217.0
1212.0	202.0
1213.0	208.0
1214.0	200.0
1215.0	202.0
1216.0	191.0
1217.0	164.0
1218.0	229.0
1219.0	210.0
1220.0	236.0
1221.0	210.0
1222.0	200.0
1223.0	185.0
1224.0	199.0
1225.0	207.0
1226.0	188.0
1227.0	204.0
1228.0	216.0
1229.0	188.0
1230.0	212.0
1231.0	193.0
1232.0	206.0
1233.0	190.0
1234.0	226.0
1235.0	198.0
1236.0	179.0
1237.0	200.0
1238.0	199.0
1239.0	211.0
1240.0	159.0
1241.0	203.0
1242.0	204.0
1243.0	202.0
1244.0	182.0
1245.0	184.0
1246.0	204.0
1247.0	193.0
1248.0	216.0
1249.0	190.0
1250.0	210.0
1251.0	210.0
1252.0	204.0
1253.0	206.0
1254.0	220.0
1255.0	184.0
1256.0	199.0
1257.0	188.0
1258.0	214.0
1259.0	179.0
1260.0	192.0
1261.0	210.0
1262.0	217.0
1263.0	217.0
1264.0	203.0
1265.0	207.0
1266.0	196.0
1267.0	197.0
1268.0	197.0
1269.0	189.0
1270.0	176.0
1271.0	184.0
1272.0	162.0
1273.0	199.0
1274.0	195.0
1275.0	193.0
1276.0	197.0
1277.0	175.0
1278.0	194.0
1279.0	176.0
1280.0	158.0
1281.0	186.0
1282.0	172.0
1283.0	156.0
1284.0	169.0
1285.0	210.0
1286.0	170.0
1287.0	179.0
1288.0	164.0
1289.0	171.0
1290.0	164.0
1291.0	189.0
1292.0	192.0
1293.0	182.0
1294.0	201.0
1295.0	186.0
1296.0	205.0
1297.0	196.0
1298.0	170.0
1299.0	193.0
1300.0	205.0
1301.0	158.0
1302.0	168.0
1303.0	174.0
1304.0	175.0
1305.0	195.0
1306.0	151.0
1307.0	175.0
1308.0	185.0
1309.0	187.0
1310.0	183.0
1311.0	177.0
1312.0	187.0
1313.0	177.0
1314.0	183.0
1315.0	192.0
1316.0	181.0
1317.0	174.0
1318.0	152.0
1319.0	179.0
1320.0	174.0
1321.0	177.0
1322.0	165.0
1323.0	161.0
1324.0	176.0
1325.0	166.0
1326.0	169.0
1327.0	182.0
1328.0	185.0
1329.0	169.0
1330.0	171.0
1331.0	183.0
1332.0	164.0
1333.0	164.0
1334.0	167.0
1335.0	181.0
1336.0	158.0
1337.0	141.0
1338.0	180.0
1339.0	168.0
1340.0	157.0
1341.0	152.0
1342.0	159.0
1343.0	178.0
1344.0	169.0
1345.0	159.0
1346.0	158.0
1347.0	168.0
1348.0	178.0
1349.0	156.0
1350.0	167.0
1351.0	167.0
1352.0	157.0
1353.0	190.0
1354.0	163.0
1355.0	153.0
1356.0	157.0
1357.0	165.0
1358.0	150.0
1359.0	155.0
1360.0	146.0
1361.0	164.0
1362.0	160.0
1363.0	163.0
1364.0	163.0
1365.0	177.0
1366.0	168.0
1367.0	139.0
1368.0	175.0
1369.0	159.0
1370.0	163.0
1371.0	145.0
1372.0	168.0
1373.0	183.0
1374.0	155.0
1375.0	155.0
1376.0	153.0
1377.0	150.0
1378.0	156.0
1379.0	166.0
1380.0	167.0
1381.0	133.0
1382.0	174.0
1383.0	173.0
1384.0	163.0
1385.0	155.0
1386.0	155.0
1387.0	154.0
1388.0	155.0
1389.0	167.0
1390.0	165.0
1391.0	162.0
1392.0	145.0
1393.0	153.0
1394.0	174.0
1395.0	144.0
1396.0	170.0
1397.0	123.0
1398.0	143.0
1399.0	163.0
1400.0	149.0
1401.0	150.0
1402.0	143.0
1403.0	133.0
1404.0	143.0
1405.0	153.0
1406.0	159.0
1407.0	146.0
1408.0	149.0
1409.0	148.0
1410.0	165.0
1411.0	143.0
1412.0	148.0
1413.0	126.0
1414.0	159.0
1415.0	145.0
1416.0	152.0
1417.0	144.0
1418.0	146.0
1419.0	144.0
1420.0	123.0
1421.0	160.0
1422.0	127.0
1423.0	135.0
1424.0	132.0
1425.0	171.0
1426.0	161.0
1427.0	156.0
1428.0	147.0
1429.0	146.0
1430.0	148.0
1431.0	140.0
1432.0	133.0
1433.0	145.0
1434.0	139.0
1435.0	128.0
1436.0	151.0
1437.0	139.0
1438.0	149.0
1439.0	150.0
1440.0	161.0
1441.0	145.0
1442.0	136.0
1443.0	147.0
1444.0	116.0
1445.0	146.0
1446.0	149.0
1447.0	150.0
1448.0	125.0
1449.0	135.0
1450.0	145.0
1451.0	143.0
1452.0	154.0
1453.0	133.0
1454.0	123.0
1455.0	145.0
1456.0	153.0
1457.0	148.0
1458.0	136.0
1459.0	118.0
1460.0	145.0
1461.0	137.0
1462.0	126.0
1463.0	125.0
1464.0	123.0
1465.0	141.0
1466.0	129.0
1467.0	129.0
1468.0	125.0
1469.0	125.0
1470.0	137.0
1471.0	119.0
1472.0	140.0
1473.0	127.0
1474.0	137.0
1475.0	112.0
1476.0	135.0
1477.0	136.0
1478.0	131.0
1479.0	140.0
1480.0	112.0
1481.0	132.0
1482.0	126.0
1483.0	134.0
1484.0	114.0
1485.0	116.0
1486.0	139.0
1487.0	121.0
1488.0	155.0
1489.0	124.0
1490.0	123.0
1491.0	117.0
1492.0	111.0
1493.0	135.0
1494.0	143.0
1495.0	136.0
1496.0	133.0
1497.0	115.0
1498.0	130.0
1499.0	129.0
1500.0	115.0
1501.0	121.0
1502.0	121.0
1503.0	114.0
1504.0	125.0
1505.0	111.0
1506.0	108.0
1507.0	125.0
1508.0	119.0
1509.0	105.0
1510.0	113.0
1511.0	115.0
1512.0	128.0
1513.0	116.0
1514.0	88.0
1515.0	122.0
1516.0	130.0
1517.0	111.0
1518.0	107.0
1519.0	112.0
1520.0	124.0
1521.0	105.0
1522.0	112.0
1523.0	120.0
1524.0	99.0
1525.0	99.0
1526.0	117.0
1527.0	113.0
1528.0	110.0
1529.0	132.0
1530.0	105.0
1531.0	105.0
1532.0	102.0
1533.0	122.0
1534.0	132.0
1535.0	96.0
1536.0	116.0
1537.0	105.0
1538.0	108.0
1539.0	133.0
1540.0	119.0
1541.0	121.0
1542.0	130.0
1543.0	128.0
1544.0	124.0
1545.0	112.0
1546.0	111.0
1547.0	119.0
1548.0	114.0
1549.0	107.0
1550.0	100.0
1551.0	120.0
1552.0	101.0
1553.0	76.0
1554.0	95.0
1555.0	104.0
1556.0	97.0
1557.0	125.0
1558.0	116.0
1559.0	100.0
1560.0	105.0
1561.0	94.0
1562.0	106.0
1563.0	100.0
1564.0	108.0
1565.0	96.0
1566.0	116.0
