"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"21","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",10,1,0,0.0035,"Molecular.Function","Cluster_10228"
"22","GO:0002161","aminoacyl-tRNA editing activity",1,1,0,0.0032,"Molecular.Function","Cluster_14402"
"23","GO:0005249","voltage-gated potassium channel activity",42,2,0.13,0.0072,"Molecular.Function","Cluster_14402"
"24","GO:0004867","serine-type endopeptidase inhibitor activity",4,1,0.01,0.0126,"Molecular.Function","Cluster_14402"
"25","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",10,1,0.03,0.0313,"Molecular.Function","Cluster_14402"
"26","GO:0002121","inter-male aggressive behavior",2,1,0,0.0014,"Biological.Process","Cluster_14768"
"27","GO:0004540","ribonuclease activity",15,1,0.03,0.026,"Molecular.Function","Cluster_14768"
"28","GO:0003779","actin binding",18,1,0.03,0.031,"Molecular.Function","Cluster_14768"
"29","GO:0060271","cilium assembly",3,1,0.01,0.0063,"Biological.Process","Cluster_15316"
"30","GO:0001736","establishment of planar polarity",5,1,0.01,0.0105,"Biological.Process","Cluster_15316"
"31","GO:0004447","iodide peroxidase activity",1,1,0,7e-04,"Molecular.Function","Cluster_15316"
"32","GO:0000183","rDNA heterochromatin formation",1,1,0.01,0.0084,"Biological.Process","Cluster_15340"
"33","GO:0001951","intestinal D-glucose absorption",1,1,0.01,0.0084,"Biological.Process","Cluster_15340"
"34","GO:0007268","chemical synaptic transmission",1,1,0.01,0.0084,"Biological.Process","Cluster_15340"
"35","GO:0006487","protein N-linked glycosylation",19,2,0.16,0.0102,"Biological.Process","Cluster_15340"
"36","GO:0001558","regulation of cell growth",3,1,0.03,0.025,"Biological.Process","Cluster_15340"
"37","GO:0003777","microtubule motor activity",16,2,0.13,0.007,"Molecular.Function","Cluster_15340"
"38","GO:0004709","MAP kinase kinase kinase activity",3,1,0.02,0.024,"Molecular.Function","Cluster_15340"
"39","GO:0000900","mRNA regulatory element binding translation repress...",3,1,0.02,0.024,"Molecular.Function","Cluster_15340"
"40","GO:0005388","P-type calcium transporter activity",4,1,0.03,0.032,"Molecular.Function","Cluster_15340"
"41","GO:0005539","glycosaminoglycan binding",5,1,0.04,0.04,"Molecular.Function","Cluster_15340"
"42","GO:0000210","NAD+ diphosphatase activity",5,1,0.04,0.04,"Molecular.Function","Cluster_15340"
"43","GO:0015386","potassium:proton antiporter activity",1,1,0,0.0018,"Molecular.Function","Cluster_15775"
"44","GO:0003723","RNA binding",131,2,0.23,0.0192,"Molecular.Function","Cluster_15775"
"45","GO:0003964","RNA-directed DNA polymerase activity",135,1,0.05,0.047,"Molecular.Function","Cluster_15851"
"46","GO:0005381","iron ion transmembrane transporter activity",1,1,0,7e-04,"Molecular.Function","Cluster_15854"
"47","GO:0002088","lens development in camera-type eye",1,1,0,0.0042,"Biological.Process","Cluster_15928"
"48","GO:0007605","sensory perception of sound",2,1,0.01,0.0084,"Biological.Process","Cluster_15928"
"49","GO:0001895","retina homeostasis",2,1,0.01,0.0084,"Biological.Process","Cluster_15928"
"50","GO:0000212","meiotic spindle organization",2,1,0.01,0.0084,"Biological.Process","Cluster_15928"
"51","GO:0001569","branching involved in blood vessel morphogenesis",2,1,0.01,0.0084,"Biological.Process","Cluster_15928"
"52","GO:0000086","G2/M transition of mitotic cell cycle",7,1,0.03,0.0291,"Biological.Process","Cluster_15928"
"53","GO:0005507","copper ion binding",18,2,0.04,0.00078,"Molecular.Function","Cluster_15928"
"54","GO:0004508","steroid 17-alpha-monooxygenase activity",17,1,0.04,0.04116,"Molecular.Function","Cluster_15928"
"55","GO:0000294","nuclear-transcribed mRNA catabolic process, endonuc...",1,1,0,0.0021,"Biological.Process","Cluster_16409"
"56","GO:0001867","complement activation, lectin pathway",16,1,0.03,0.0333,"Biological.Process","Cluster_16409"
"57","GO:0004560","alpha-L-fucosidase activity",6,1,0.01,0.011,"Molecular.Function","Cluster_16409"
"58","GO:0005302","L-tyrosine transmembrane transporter activity",9,1,0.02,0.016,"Molecular.Function","Cluster_16409"
"59","GO:0004713","protein tyrosine kinase activity",12,1,0.02,0.021,"Molecular.Function","Cluster_16409"
"60","GO:0004197","cysteine-type endopeptidase activity",18,1,0.03,0.031,"Molecular.Function","Cluster_16409"
"61","GO:0002003","angiotensin maturation",1,1,0,0.0014,"Biological.Process","Cluster_17776"
"62","GO:0003677","DNA binding",268,2,0.19,0.0089,"Molecular.Function","Cluster_17776"
"63","GO:0004017","adenylate kinase activity",1,1,0,7e-04,"Molecular.Function","Cluster_1826"
"64","GO:0002218","activation of innate immune response",15,1,0.02,0.021,"Biological.Process","Cluster_1832"
"65","GO:0003341","cilium movement",22,1,0.03,0.031,"Biological.Process","Cluster_1832"
"66","GO:0000302","response to reactive oxygen species",6,1,0,0.0042,"Biological.Process","Cluster_1862"
"67","GO:0005496","steroid binding",8,1,0.03,0.025,"Molecular.Function","Cluster_1862"
"68","GO:0005044","scavenger receptor activity",13,1,0.04,0.04,"Molecular.Function","Cluster_1862"
"69","GO:0003964","RNA-directed DNA polymerase activity",135,1,0.05,0.047,"Molecular.Function","Cluster_18711"
"70","GO:0002121","inter-male aggressive behavior",2,1,0,0.0014,"Biological.Process","Cluster_18723"
"71","GO:0004995","tachykinin receptor activity",16,1,0.02,0.017,"Molecular.Function","Cluster_18723"
"72","GO:0003333","amino acid transmembrane transport",2,1,0.01,0.0084,"Biological.Process","Cluster_18728"
"73","GO:0001764","neuron migration",8,1,0.03,0.0332,"Biological.Process","Cluster_18728"
"74","GO:0015969","guanosine tetraphosphate metabolic process",9,1,0.04,0.0373,"Biological.Process","Cluster_18728"
"75","GO:0000272","polysaccharide catabolic process",11,1,0.05,0.0454,"Biological.Process","Cluster_18728"
"76","GO:0005324","long-chain fatty acid transporter activity",1,1,0,0.0046,"Molecular.Function","Cluster_18728"
"77","GO:0005319","lipid transporter activity",3,2,0.01,0.0084,"Molecular.Function","Cluster_18728"
"78","GO:0005314","high-affinity L-glutamate transmembrane transporter...",2,1,0.01,0.0091,"Molecular.Function","Cluster_18728"
"79","GO:0000900","mRNA regulatory element binding translation repress...",3,1,0.01,0.0137,"Molecular.Function","Cluster_18728"
"80","GO:0003964","RNA-directed DNA polymerase activity",135,3,0.62,0.0211,"Molecular.Function","Cluster_18728"
"81","GO:0004843","cysteine-type deubiquitinase activity",6,1,0.03,0.0271,"Molecular.Function","Cluster_18728"
"82","GO:0000335","negative regulation of transposition, DNA-mediated",1,1,0,0.0028,"Biological.Process","Cluster_19193"
"83","GO:0001782","B cell homeostasis",7,1,0.02,0.0195,"Biological.Process","Cluster_19193"
"84","GO:0001764","neuron migration",8,1,0.02,0.0223,"Biological.Process","Cluster_19193"
"85","GO:0005245","voltage-gated calcium channel activity",7,2,0.03,0.00047,"Molecular.Function","Cluster_19193"
"86","GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activit...",1,1,0,0.00492,"Molecular.Function","Cluster_19193"
"87","GO:0005319","lipid transporter activity",3,1,0.01,0.01471,"Molecular.Function","Cluster_19193"
"88","GO:0004806","triglyceride lipase activity",4,1,0.02,0.01956,"Molecular.Function","Cluster_19193"
"89","GO:0001867","complement activation, lectin pathway",16,1,0.01,0.011,"Biological.Process","Cluster_1951"
"90","GO:0004180","carboxypeptidase activity",28,1,0.02,0.02,"Molecular.Function","Cluster_1951"
"91","GO:0000287","magnesium ion binding",57,1,0.04,0.04,"Molecular.Function","Cluster_1951"
"92","GO:0002933","lipid hydroxylation",3,1,0,0.0021,"Biological.Process","Cluster_2463"
"93","GO:0005509","calcium ion binding",69,2,0.15,0.0082,"Molecular.Function","Cluster_2463"
"94","GO:0003714","transcription corepressor activity",4,1,0.01,0.0084,"Molecular.Function","Cluster_2463"
"95","GO:0000175","3'-5'-exoribonuclease activity",13,1,0.03,0.0271,"Molecular.Function","Cluster_2463"
"96","GO:0005080","protein kinase C binding",1,1,0,0.0018,"Molecular.Function","Cluster_2859"
"97","GO:0003988","acetyl-CoA C-acyltransferase activity",3,1,0.01,0.0053,"Molecular.Function","Cluster_2859"
"98","GO:0005085","guanyl-nucleotide exchange factor activity",12,1,0.02,0.0209,"Molecular.Function","Cluster_2859"
"99","GO:0005201","extracellular matrix structural constituent",17,1,0.03,0.0296,"Molecular.Function","Cluster_2859"
"100","GO:0001817","regulation of cytokine production",23,1,0.02,0.016,"Biological.Process","Cluster_3250"
"101","GO:0002020","protease binding",4,1,0.01,0.0098,"Molecular.Function","Cluster_3250"
"102","GO:0004715","non-membrane spanning protein tyrosine kinase activ...",6,1,0.01,0.0147,"Molecular.Function","Cluster_3250"
"103","GO:0005044","scavenger receptor activity",13,1,0.03,0.0316,"Molecular.Function","Cluster_3250"
"104","GO:0006884","cell volume homeostasis",1,1,0,7e-04,"Biological.Process","Cluster_3366"
"105","GO:0004566","beta-glucuronidase activity",2,1,0.01,0.0063,"Molecular.Function","Cluster_3366"
"106","GO:0000182","rDNA binding",4,1,0.01,0.0126,"Molecular.Function","Cluster_3366"
"107","GO:0003676","nucleic acid binding",510,5,1.61,0.0272,"Molecular.Function","Cluster_3366"
"108","GO:0001756","somitogenesis",2,1,0.01,0.0056,"Biological.Process","Cluster_3367"
"109","GO:0001764","neuron migration",8,1,0.02,0.0223,"Biological.Process","Cluster_3367"
"110","GO:0000132","establishment of mitotic spindle orientation",13,1,0.04,0.036,"Biological.Process","Cluster_3367"
"111","GO:0001701","in utero embryonic development",15,1,0.04,0.0414,"Biological.Process","Cluster_3367"
"112","GO:0003989","acetyl-CoA carboxylase activity",1,1,0,0.0042,"Molecular.Function","Cluster_3367"
"113","GO:0005220","inositol 1,4,5-trisphosphate-sensitive calcium-rele...",1,1,0,0.0042,"Molecular.Function","Cluster_3367"
"114","GO:0000030","mannosyltransferase activity",12,1,0.05,0.0496,"Molecular.Function","Cluster_3367"
"115","GO:0004713","protein tyrosine kinase activity",12,1,0.05,0.0496,"Molecular.Function","Cluster_3367"
"116","GO:0001960","negative regulation of cytokine-mediated signaling ...",1,1,0,0.0021,"Biological.Process","Cluster_3437"
"117","GO:0000050","urea cycle",2,1,0,0.0042,"Biological.Process","Cluster_3437"
"118","GO:0003677","DNA binding",268,3,0.57,0.013,"Molecular.Function","Cluster_3437"
"119","GO:0002268","follicular dendritic cell differentiation",1,1,0,0.0028,"Biological.Process","Cluster_4220"
"120","GO:0003333","amino acid transmembrane transport",2,1,0.01,0.0056,"Biological.Process","Cluster_4220"
"121","GO:0001701","in utero embryonic development",15,1,0.04,0.0414,"Biological.Process","Cluster_4220"
"122","GO:0000030","mannosyltransferase activity",12,1,0.03,0.025,"Molecular.Function","Cluster_4220"
"123","GO:0003863","3-methyl-2-oxobutanoate dehydrogenase (2-methylprop...",1,1,0,0.0039,"Molecular.Function","Cluster_4254"
"124","GO:0000146","microfilament motor activity",10,1,0.04,0.0381,"Molecular.Function","Cluster_4254"
"125","GO:0004672","protein kinase activity",86,2,0.33,0.0417,"Molecular.Function","Cluster_4254"
"126","GO:0006886","intracellular protein transport",5,1,0.01,0.01,"Biological.Process","Cluster_5012"
"127","GO:0004325","ferrochelatase activity",1,1,0,0.0011,"Molecular.Function","Cluster_5012"
"128","GO:0002064","epithelial cell development",4,1,0,0.0028,"Biological.Process","Cluster_5899"
"129","GO:0005509","calcium ion binding",69,1,0.02,0.024,"Molecular.Function","Cluster_5899"
"130","GO:0001818","negative regulation of cytokine production",18,1,0.01,0.013,"Biological.Process","Cluster_5900"
"131","GO:0004149","dihydrolipoyllysine-residue succinyltransferase act...",1,1,0,0.0018,"Molecular.Function","Cluster_5900"
"132","GO:0004867","serine-type endopeptidase inhibitor activity",4,1,0.01,0.007,"Molecular.Function","Cluster_5900"
"133","GO:0019700","organic phosphonate catabolic process",12,2,0.08,0.0023,"Biological.Process","Cluster_5981"
"134","GO:0001933","negative regulation of protein phosphorylation",5,1,0.03,0.0312,"Biological.Process","Cluster_5981"
"135","GO:0004447","iodide peroxidase activity",1,1,0.01,0.006,"Molecular.Function","Cluster_5981"
"136","GO:0003964","RNA-directed DNA polymerase activity",135,4,0.81,0.0071,"Molecular.Function","Cluster_5981"
"137","GO:0000016","lactase activity",4,1,0.02,0.0237,"Molecular.Function","Cluster_5981"
"138","GO:0070569","uridylyltransferase activity",4,1,0.02,0.0237,"Molecular.Function","Cluster_5981"
"139","GO:0000287","magnesium ion binding",57,2,0.34,0.0443,"Molecular.Function","Cluster_5981"
