"miRNA","lncRNA","mRNA","PCC_lncRNA_mRNA","p_value_lncRNA_mRNA","FDR_lncRNA_mRNA","PCC_miRNA_mRNA","p_value_miRNA_mRNA","FDR_miRNA_mRNA","PCC_miRNA_lncRNA","p_value_miRNA_lncRNA","FDR_miRNA_lncRNA"
"apul-mir-2022","lncRNA_18690","FUN_020870",0.93203560555489,0.0210512708078122,0.0338764428157563,-0.953881825789136,0.0118063234017635,0.762650818673689,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_025704",0.938312335520983,0.0182209676237502,0.031711763885611,-0.922782863821467,0.0254571137119184,0.914225011702335,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_002583",0.902006232624732,0.0362779413907158,0.0434143903550921,-0.942254854658705,0.0165123597389469,0.836328187062517,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_002376",0.961029517891241,0.00918084008631511,0.0231399121522904,-0.980880235753916,0.00316452248438938,0.545343267336266,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_006026",0.893020825712005,0.0413226365865363,0.0459770742738986,-0.993628388742328,0.000609947218731425,0.536809225518384,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_006036",0.893868333280955,0.0408379427943187,0.0457326989135554,-0.990692235828071,0.00107645192407542,0.545343267336266,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_010709",0.98783039772958,0.00160862223122035,0.0100748177755267,-0.942478739871791,0.0164169841007451,0.834716849394543,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_012763",0.889112300186388,0.0435812950626364,0.0470725770532526,-0.949353154151641,0.013577985344798,0.776968127172584,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_015891",0.880080684313725,0.0489437425955214,0.049534496815879,-0.953005814497786,0.0121426856721263,0.766084851142397,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_024416",0.961941156582529,0.00886180693391987,0.0227691463664749,-0.881047559754226,0.048360308522703,0.96546924320845,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_025749",0.984267101887138,0.00236330289627558,0.0121977445143869,-0.909733358006645,0.0321111130367183,0.933855060325075,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_030681",0.976621298492419,0.00427597905078286,0.0161940904795494,-0.948246198404904,0.0140231883666624,0.785010600422813,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_032240",0.886314103884098,0.0452215732084118,0.0478433617532627,-0.951349527103224,0.0127870257601197,0.766084851142397,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_032607",0.956219194042969,0.0109241258824316,0.0250906559904765,-0.975958718540844,0.0044585937900913,0.566267752670525,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_035382",0.927582472184189,0.0231379420091891,0.0353843184634765,-0.898351247140424,0.0383046803084148,0.96546924320845,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_036746",0.891485032706326,0.0422055825114543,0.0464166470930085,-0.930289166274304,0.0218620130241501,0.893615762780169,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_042118",0.947462194206754,0.0143413262110544,0.0284235088814308,-0.933850226451485,0.0202194604462242,0.874431316658196,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_002026",0.893843883831262,0.0408519000552984,0.0457406760771795,-0.885378883105539,0.0457740597738842,0.96546924320845,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_018169",0.936390448854945,0.0190734654233465,0.0324005625511759,-0.889514169260039,0.0433473065865901,0.96546924320845,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_029474",0.93638179072679,0.0190773344885807,0.0324031296643774,-0.950645048666533,0.013064367497557,0.766084851142397,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_18690","FUN_031815",0.888855486785497,0.0437310340517987,0.0471437545122023,-0.977450830640782,0.00405093488772304,0.545343267336266,-0.899611575674348,0.0376018441256648,0.968400947318429
"apul-mir-2022","lncRNA_20424","FUN_012601",0.911207050748829,0.0313350988677767,0.0406309941258192,-0.987937302187941,0.00158749787882643,0.545343267336266,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_004037",0.918977860226297,0.0273457405206594,0.0381715367654813,-0.898178428420286,0.0384013777160507,0.96546924320845,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_002376",0.939880885916521,0.0175346488837749,0.0311682623119412,-0.980880235753916,0.00316452248438938,0.545343267336266,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_003209",0.917737242048678,0.0279708699039899,0.0385672130438825,-0.97498753788204,0.00473077586237476,0.57988341370161,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_006021",0.934881901059453,0.0197514180189024,0.0328967299045921,-0.970633007728153,0.00601451592242376,0.639558246586158,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_006026",0.923005695028508,0.0253478673220404,0.0368714319187107,-0.993628388742328,0.000609947218731425,0.536809225518384,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_006036",0.916486288472052,0.0286057918692947,0.0389646956395849,-0.990692235828071,0.00107645192407542,0.545343267336266,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_008126",0.941428674707927,0.0168658653655835,0.0306113553993812,-0.988202091483297,0.00153557606807976,0.545343267336266,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_010709",0.907512467166775,0.0332920130273059,0.0417567229773953,-0.942478739871791,0.0164169841007451,0.834716849394543,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_012763",0.978300887650944,0.00382453090369173,0.0153525948756173,-0.949353154151641,0.013577985344798,0.776968127172584,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_012145",0.977096115873943,0.00414667372831458,0.0159557745628522,-0.901317910907149,0.0366569320841015,0.96546924320845,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_024416",0.891914235826681,0.0419582313457341,0.0462970281738734,-0.881047559754226,0.048360308522703,0.96546924320845,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_025749",0.883006215760523,0.0471852180388708,0.0487407349723545,-0.909733358006645,0.0321111130367183,0.933855060325075,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_031510",0.916528356191525,0.0285843659964739,0.0389494824852834,-0.935983701180255,0.0192555038132354,0.862722571112723,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_032240",0.927610728560261,0.0231245015491156,0.0353797014894255,-0.951349527103224,0.0127870257601197,0.766084851142397,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_032607",0.902079442823426,0.036237705840364,0.0433927742312847,-0.975958718540844,0.0044585937900913,0.566267752670525,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_036746",0.97023669775936,0.00613630696310301,0.0192245002706585,-0.930289166274304,0.0218620130241501,0.893615762780169,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_044180",0.879742538027028,0.0491483088176886,0.0496294704654519,-0.943643720074303,0.0159236127340614,0.82524628021314,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_030683",0.941428674707927,0.0168658653655834,0.0306113553993812,-0.988202091483297,0.00153557606807972,0.545343267336266,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_029474",0.965650781912129,0.00760254080686922,0.021201404129484,-0.950645048666533,0.013064367497557,0.766084851142397,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_20424","FUN_031815",0.975464829803819,0.00459634550498879,0.0167758392141637,-0.977450830640782,0.00405093488772304,0.545343267336266,-0.90965257180876,0.0321538289651089,0.930351323726816
"apul-mir-2022","lncRNA_4550","FUN_020870",0.907709534999738,0.0331866760439717,0.0416958080122846,-0.953881825789136,0.0118063234017635,0.762650818673689,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_025704",0.920755695834108,0.0264578873465096,0.0375903648091128,-0.922782863821467,0.0254571137119184,0.914225011702335,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_002583",0.881204222622445,0.0482659831020368,0.0492359859307492,-0.942254854658705,0.0165123597389469,0.836328187062517,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_002376",0.947031560808769,0.0145170587172918,0.0285797571931085,-0.980880235753916,0.00316452248438938,0.545343267336266,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_010709",0.983838238591972,0.00246043130151118,0.0124329307498921,-0.942478739871791,0.0164169841007451,0.834716849394543,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_024416",0.931235424928108,0.0214215039986992,0.034152019650432,-0.881047559754226,0.048360308522703,0.96546924320845,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_025749",0.987747381692943,0.00162508999424156,0.0101354582784379,-0.909733358006645,0.0321111130367183,0.933855060325075,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_030681",0.964919743266461,0.0078456593687171,0.0214922468031244,-0.948246198404904,0.0140231883666624,0.785010600422813,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_032607",0.954852744373843,0.0114371486138528,0.0256099303318351,-0.975958718540844,0.0044585937900913,0.566267752670525,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_035382",0.90495098720828,0.0346708507918299,0.0425387400157073,-0.898351247140424,0.0383046803084148,0.96546924320845,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_042118",0.931185203590971,0.0214448103794133,0.0341681829257032,-0.933850226451485,0.0202194604462242,0.874431316658196,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_018169",0.907314696960095,0.0333978328524954,0.0418184599530489,-0.889514169260039,0.0433473065865901,0.96546924320845,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_4550","FUN_029474",0.902814903447399,0.0358342969241569,0.0431829527034658,-0.950645048666533,0.013064367497557,0.766084851142397,-0.884592121922554,0.0462404861540833,0.972855157123468
"apul-mir-2022","lncRNA_5021","FUN_012601",0.97210225796639,0.00557008316240292,0.0183599773695369,-0.987937302187941,0.00158749787882643,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_020870",0.924402325202572,0.0246666120409533,0.0364138639206642,-0.953881825789136,0.0118063234017635,0.762650818673689,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_001256",0.979243269021183,0.00357861912745305,0.0148736070379145,-0.911107501148855,0.0313873275151818,0.928308279905463,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_004037",0.980002687824129,0.00338442028073205,0.0144821008695248,-0.898178428420286,0.0384013777160507,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_002583",0.917127108790948,0.0282799705943347,0.0387520589216397,-0.942254854658705,0.0165123597389469,0.836328187062517,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_002376",0.895467558083038,0.0399283116861031,0.0452909121737342,-0.980880235753916,0.00316452248438938,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_003209",0.908760473980117,0.0326267361373222,0.0413806878220186,-0.97498753788204,0.00473077586237476,0.57988341370161,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_007133",0.99079605311355,0.00105850891732751,0.00814175234655959,-0.934595231617919,0.0198811153009932,0.870035234503024,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_006021",0.986933002993757,0.00178955262101488,0.0106286348572367,-0.970633007728153,0.00601451592242376,0.639558246586158,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_006026",0.969127433028659,0.00648144033169349,0.0197080636623879,-0.993628388742328,0.000609947218731425,0.536809225518384,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_006036",0.971228089758067,0.00583315693615985,0.0187667624941879,-0.990692235828071,0.00107645192407542,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_008126",0.933116399947773,0.0205545326802463,0.0334935297908149,-0.988202091483297,0.00153557606807976,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_012731",0.949687056959621,0.0134446169082961,0.0275756699691962,-0.927532977353592,0.0231614908587837,0.907861977165996,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_012763",0.9486715734244,0.0138515539809469,0.0279692233362149,-0.949353154151641,0.013577985344798,0.776968127172584,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_012145",0.929853265429375,0.022065910709783,0.0346087060960923,-0.901317910907149,0.0366569320841015,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_015891",0.963068002129489,0.00847261420121725,0.0222910741974729,-0.953005814497786,0.0121426856721263,0.766084851142397,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_022426",0.899135164209897,0.0378670321127067,0.0442412608687927,-0.943218616755512,0.0161030768110677,0.828684731697602,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_023589",0.931092877460041,0.0214876778691731,0.0341973493454693,-0.964770210565201,0.00789569784214632,0.681078297649779,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_027701",0.898891541892852,0.0380028706962626,0.0443078756655782,-0.926021935735986,0.0238841319487084,0.911947326397717,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_031078",0.910593868235255,0.0316572475876361,0.0408168415501259,-0.982163379555072,0.00285192002534465,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_031510",0.995169329772108,0.000402744857321613,0.00485182877761248,-0.935983701180255,0.0192555038132354,0.862722571112723,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_032240",0.969049236004208,0.00650600405057768,0.0197420967324469,-0.951349527103224,0.0127870257601197,0.766084851142397,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_036746",0.93895538324796,0.017938567358923,0.0314884652588656,-0.930289166274304,0.0218620130241501,0.893615762780169,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_044177",0.963386840174128,0.00836353869120365,0.0221517153554671,-0.914961885724364,0.0293856694593683,0.922979388371587,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_044180",0.973407126909213,0.00518491645010152,0.0177502930901931,-0.943643720074303,0.0159236127340614,0.82524628021314,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_044182",0.961157258810951,0.00913591375564094,0.0230896923007384,-0.890646308634531,0.0426902731298845,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_044256",0.95172987236612,0.0126381000830796,0.026803690531161,-0.898147415043621,0.0384187388816748,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_044253",0.956421425491861,0.0108488564801365,0.0250019084192926,-0.881317732593067,0.0481976760750671,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_002026",0.909328491266178,0.0323253702955642,0.0412086046633172,-0.885378883105539,0.0457740597738842,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_030683",0.933116399947773,0.0205545326802463,0.0334935297908149,-0.988202091483297,0.00153557606807972,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_029474",0.923119190498084,0.0252922827170358,0.0368337699386483,-0.950645048666533,0.013064367497557,0.766084851142397,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5021","FUN_031815",0.94554013576993,0.0151310405753052,0.0291353811095448,-0.977450830640782,0.00405093488772304,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_012601",0.97210225796639,0.00557008316240292,0.0183599773695369,-0.987937302187941,0.00158749787882643,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_020870",0.924402325202572,0.0246666120409533,0.0364138639206642,-0.953881825789136,0.0118063234017635,0.762650818673689,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_001256",0.979243269021183,0.00357861912745305,0.0148736070379145,-0.911107501148855,0.0313873275151818,0.928308279905463,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_004037",0.980002687824129,0.00338442028073205,0.0144821008695248,-0.898178428420286,0.0384013777160507,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_002583",0.917127108790948,0.0282799705943347,0.0387520589216397,-0.942254854658705,0.0165123597389469,0.836328187062517,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_002376",0.895467558083038,0.0399283116861031,0.0452909121737342,-0.980880235753916,0.00316452248438938,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_003209",0.908760473980117,0.0326267361373222,0.0413806878220186,-0.97498753788204,0.00473077586237476,0.57988341370161,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_007133",0.99079605311355,0.00105850891732751,0.00814175234655959,-0.934595231617919,0.0198811153009932,0.870035234503024,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_006021",0.986933002993757,0.00178955262101488,0.0106286348572367,-0.970633007728153,0.00601451592242376,0.639558246586158,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_006026",0.969127433028659,0.00648144033169349,0.0197080636623879,-0.993628388742328,0.000609947218731425,0.536809225518384,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_006036",0.971228089758067,0.00583315693615985,0.0187667624941879,-0.990692235828071,0.00107645192407542,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_008126",0.933116399947773,0.0205545326802463,0.0334935297908149,-0.988202091483297,0.00153557606807976,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_012731",0.949687056959621,0.0134446169082961,0.0275756699691962,-0.927532977353592,0.0231614908587837,0.907861977165996,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_012763",0.9486715734244,0.0138515539809469,0.0279692233362149,-0.949353154151641,0.013577985344798,0.776968127172584,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_012145",0.929853265429375,0.022065910709783,0.0346087060960923,-0.901317910907149,0.0366569320841015,0.96546924320845,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_015891",0.963068002129489,0.00847261420121725,0.0222910741974729,-0.953005814497786,0.0121426856721263,0.766084851142397,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_022426",0.899135164209897,0.0378670321127067,0.0442412608687927,-0.943218616755512,0.0161030768110677,0.828684731697602,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_023589",0.931092877460041,0.0214876778691731,0.0341973493454693,-0.964770210565201,0.00789569784214632,0.681078297649779,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_027701",0.898891541892852,0.0380028706962626,0.0443078756655782,-0.926021935735986,0.0238841319487084,0.911947326397717,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_031078",0.910593868235255,0.0316572475876361,0.0408168415501259,-0.982163379555072,0.00285192002534465,0.545343267336266,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_031510",0.995169329772108,0.000402744857321613,0.00485182877761248,-0.935983701180255,0.0192555038132354,0.862722571112723,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_032240",0.969049236004208,0.00650600405057768,0.0197420967324469,-0.951349527103224,0.0127870257601197,0.766084851142397,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_036746",0.93895538324796,0.017938567358923,0.0314884652588656,-0.930289166274304,0.0218620130241501,0.893615762780169,-0.943125252635432,0.016142579545971,0.775347622754212
"apul-mir-2022","lncRNA_5022","FUN_044177",0.963386840174128,0.00836353869120365,0.0221517153554671,-0.914961885724364,0.0293856694593683,0.922979388371587,-0.943125252635432,0.016142579545971,0.775347622754212
